"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","20939.25","19772.28","2284","0","2301","29911","41185","76481","20069.77","21808.73","0","359884","21474","22352"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","22066.7","20607.74","8803","0","3068","32692","45452","78140","21671.32","22462.08","0","358109","22918","23826"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","22496.75","21246.41","2185","0","3430","31656","44482","83132","21409.67","23583.83","0","448945","23110","24542"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","22299.28","20963","8458","0","2331","33460","45517","79711","21906.7","22691.86","0","210703","23775","24658"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","22235.55","21480","2160","0","3144","33019","45999","78079","21439.35","23031.75","0","206521","23590","25524"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","23357.62","22100.84","8353","0","2865","35023","47857","91034","22946.29","23768.95","0","186673","25012","25922"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","22821.72","21934","2024","0","3630","34304","47256","80011","22015.54","23627.9","0","147446","24041","26580"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","24181.42","22825.47","7998","0","2863","36276","48982","93055","23738.82","24624.02","0","310964","25467","26178"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","24488.16","23708.96","1923","0","2147","36047","50738","83903","23532.6","25443.72","0","301361","26076","28198"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","25694.82","23775","7786","0","4090","37938","51947","110439","25202.77","26186.87","0","296956","26904","27896"
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","25387.66","23718.53","1918","0","5532","37103","51561","87942","24423.4","26351.92","0","218336","26613","28683"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","27104.45","25263.25","7599","0","5103","39394","53209","107512","26543.06","27665.84","0","473150","28346","29246"
"1991","Rural Area","East Germany","","","","","","","","","","","","","",""
"1991","Rural Area","West Germany","26221.89","24721","1952","0","4090","38112","54251","86832","25242.41","27201.37","0","278603","27763","29716"
"1991","Urban Area","East Germany","","","","","","","","","","","","","",""
"1991","Urban Area","West Germany","27939.18","25766.04","7514","0","4725","41210","56702","113476","27404.65","28473.71","0","324668","29246","30575"
"1992","Rural Area","East Germany","16546.21","15492","2498","0","6263","24544","32503","54350","16034.45","17057.97","0","71905","18458","19723"
"1992","Rural Area","West Germany","28206.9","25904.61","1943","0","6043","42226","57966","96685","27215.48","29198.32","0","127572","29506","32436"
"1992","Urban Area","East Germany","18135.83","17121.63","1389","0","7823","26937","35543","59325","17406.76","18864.9","0","71489","19924","21491"
"1992","Urban Area","West Germany","29504.29","27610","7442","0","4724","43904","61355","105679","28946.14","30062.44","0","304729","31031","32283"
"1993","Rural Area","East Germany","18680.47","16775.44","2459","0","5767","28088","38572","61202","18025.87","19335.07","0","211982","19634","21469"
"1993","Rural Area","West Germany","29133.68","26224.13","1941","0","4090","43818","60639","94441","27999.69","30267.67","0","257717","29553","31496"
"1993","Urban Area","East Germany","21055.17","18926.08","1381","0","7976","31585","42539","67212","20135.11","21975.23","0","104304","21848","24056"
"1993","Urban Area","West Germany","30872.53","28917.69","7397","0","3681","46272","62889","110439","30273.47","31471.59","0","404432","31623","33117"
"1994","Rural Area","East Germany","20572.89","18092","2421","0","3375","32416","43690","72039","19820.95","21324.83","0","167627","22174","24159"
"1994","Rural Area","West Germany","29766.52","27637.36","1896","0","5861","45705","61355","104279","28609.01","30924.03","0","259787","31393","34052"
"1994","Urban Area","East Germany","23125.25","19077.65","1367","0","6800","35021","50618","80714","22050.11","24200.39","0","126238","23336","26493"
"1994","Urban Area","West Germany","30970.12","29655","7260","0","3068","46681","65052","109007","30364.34","31575.9","0","301560","32365","33528"
"1995","Rural Area","East Germany","21465.54","18801","2430","0","818","34405","47623","79783","20672.4","22258.68","0","107011","23724","26117"
"1995","Rural Area","West Germany","29683.65","27079.45","2048","0","3375","45249","62459","96217","28490.59","30876.71","0","390116","30585","33745"
"1995","Urban Area","East Germany","23741.2","20074.24","1275","0","4090","37206","52764","90652","22551.11","24931.29","0","188360","24542","27098"
"1995","Urban Area","West Germany","30295.61","28070","7617","0","920","46168","65982","108425","29693.35","30897.87","0","326832","31039","32214"
"1996","Rural Area","East Germany","21530.44","19189.71","2397","0","0","34103","48695","85484","20679.17","22381.71","0","114803","24542","26413"
"1996","Rural Area","West Germany","31047.9","27789","2037","0","2761","48376","65879","113333","29807.66","32288.14","0","321705","30780","34931"
"1996","Urban Area","East Germany","23590.72","19990","1299","0","614","38173","54146","83055","22365.89","24815.55","0","136555","23519","26792"
"1996","Urban Area","West Germany","31416.21","28471.43","7391","0","890","47552","68298","121074","30777.58","32054.84","0","433269","31555","33070"
"1997","Rural Area","East Germany","22246.3","19429","2376","0","0","35279","51487","82688","21247.7","23244.9","0","356862","24376","27055"
"1997","Rural Area","West Germany","29582.45","26422.26","1990","0","3375","45888","65957","105531","28426.35","30738.55","0","236268","31214","33796"
"1997","Urban Area","East Germany","23459.64","19722.54","1275","0","0","36302","55225","85897","22157.03","24762.25","0","196187","24235","27073"
"1997","Urban Area","West Germany","31485.61","28837","7273","0","920","48624","67337","117316","30846.18","32125.04","0","324261","32280","33545"
"1998","Rural Area","East Germany","22168.16","19562","2568","0","0","35509","52102","87022","21267.52","23068.8","0","243591","24542","27134"
"1998","Rural Area","West Germany","30533.59","27456","2317","0","920","46783","69254","101236","29415.32","31651.86","0","252170","30831","33885"
"1998","Urban Area","East Germany","23284.01","19634","1317","0","0","37130","53527","87278","21982.03","24585.99","0","198724","23860","26996"
"1998","Urban Area","West Germany","31742.98","29450","8125","0","0","48113","69229","117391","31104.47","32381.49","0","564977","31905","33326"
