"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","23925.78","22407.47","2270","0","9837","32876","45345","87124","23075.77","24775.79","0","264849","23870","25539"
"1984","Bavaria","21667.7","21255","2108","0","6749","31843","42437","75671","20921.32","22414.08","0","220878","21883","23402"
"1984","Berlin","20074.84","19848","411","0","0","30780","39523","56249","17338.58","22811.1","0","250028","21578","26562"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","10039.75","0","132","0","0","17225","30889","100622","7196.34","12883.16","0","100622","1892","14418"
"1984","Hamburg","18888.71","17946","311","0","0","30350","43746","75825","16858.48","20918.94","0","79088","18611","22701"
"1984","Hesse","22794.08","21489.57","1252","0","5092","35177","46834","68002","21620.7","23967.46","0","290361","22088","23622"
"1984","Lower Saxony","19708.47","19005.49","1236","0","2470","30079","39210","64820","18772.86","20644.08","0","138662","19582","21372"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","21484.87","20094","3270","0","2556","30702","42539","79762","20845.73","22124.01","0","225173","21075","22088"
"1984","Rhineland-Palatinate,Saarland","20426.41","19634","854","0","1227","29933","42872","76071","19312.74","21540.08","0","107558","20707","22856"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","20138.25","17739.27","387","0","3567","30984","43981","60332","18504.48","21772.02","0","69011","18279","22477"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-Württemberg","23410.86","22292","2057","0","8508","33438","46273","77651","22672.71","24149.01","0","110469","24481","25820"
"1985","Bavaria","22940.84","21725","1915","0","6136","32595","45364","92657","22007.81","23873.87","0","359884","23401","25367"
"1985","Berlin","18763.62","17985.91","368","0","0","31247","39371","59238","17208.57","20318.67","0","73626","19429","23328"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","8470.64","0","116","0","0","15073","27840","57265","6127.86","10813.42","0","57265","1017","13306"
"1985","Hamburg","19203.14","17026.64","281","0","0","33680","41554","76438","16949.89","21456.39","0","120070","18611","22369"
"1985","Hesse","23207.35","20094","1139","0","2454","33745","48338","157474","21829.68","24585.02","0","258470","21832","24337"
"1985","Lower Saxony","22018.54","19552","1108","0","2147","32109","42335","93589","20689.53","23347.55","0","266639","20452","23366"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","21498.07","20391.15","2974","0","3068","31700","43358","73626","20844.12","22152.02","0","271803","21904","23417"
"1985","Rhineland-Palatinate,Saarland","20451.41","19423.89","775","0","0","29118","42642","70701","19257.13","21645.69","0","96843","20631","23392"
"1985","Saxony","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","19497.84","18209.43","354","0","0","30165","45888","59821","17740.9","21254.78","0","76694","19908","22088"
"1985","Thuringia","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","24843.91","23503.91","2007","0","11233","35126","49316","76847","24088.13","25599.69","0","119280","26249","28070"
"1986","Bavaria","23490.44","22222.43","1786","0","3681","33717","47755","83132","22251.18","24729.7","0","448945","24685","26229"
"1986","Berlin","19199.72","18515.26","355","0","0","31496","40801","73626","17407.2","20992.24","0","83734","19245","23468"
"1986","Brandenburg","","","","","","","","","","","","","",""
"1986","Bremen","8613.39","0","109","0","0","15155","28274","69894","5876.2","11350.58","0","69894","1700","15155"
"1986","Hamburg","20236.36","17282","256","0","0","35790","47389","82399","17934.73","22537.99","0","82399","17844","25958"
"1986","Hesse","22717.28","21091","1053","0","1166","34768","46170","85164","21577.72","23856.84","0","121649","23085","25594"
"1986","Lower Saxony","21857.87","20176","1111","0","1989","32927","44355","97197","20684.19","23031.55","0","175117","22291","24184"
"1986","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","21866.07","20669.23","2870","0","2454","33003","43910","79156","21192.8","22539.34","0","210703","23090","24203"
"1986","Rhineland-Palatinate,Saarland","20457.13","19640","772","0","0","30420","39486","76694","19241.42","21672.84","0","80211","21290","24184"
"1986","Saxony","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","22590.84","20743","324","0","7322","28272","44687","75903","19898.51","25283.17","0","217401","20758","24547"
"1986","Thuringia","","","","","","","","","","","","","",""
"1987","Baden-Württemberg","26215.56","25524.18","1979","0","10934","37580","49784","94441","25402.49","27028.63","0","110439","27865","29185"
"1987","Bavaria","23785.73","22855","1735","0","3068","35974","51585","91034","22873.45","24698.01","0","124755","25258","27217"
"1987","Berlin","21136.44","21275","365","0","0","32596","44229","70977","19487.39","22785.49","0","79762","23268","28019"
"1987","Brandenburg","","","","","","","","","","","","","",""
"1987","Bremen","9386.44","671.23","101","0","0","18049","25536","89016","6353.61","12419.27","0","89016","4295","13626"
"1987","Hamburg","21520.25","19273.01","226","0","0","35453","52075","90396","18941.42","24099.08","0","90396","19202","26419"
"1987","Hesse","25159.74","23162","1062","0","3559","37324","51334","105224","23871.47","26448.01","0","206521","26587","28699"
"1987","Lower Saxony","22412.88","21372","1109","0","2556","33429","45465","83359","21200","23625.76","0","186673","22650","24849"
"1987","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","22499.77","21308.81","2839","0","2730","34006","45531","84389","21817.79","23181.75","0","186323","23366","24542"
"1987","Rhineland-Palatinate,Saarland","20594.95","19634","771","0","1917","30422","43176","78079","19348.49","21841.41","0","83648","21679","24721"
"1987","Saxony","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","20510.38","20713.53","326","0","5835","28759","42486","67359","18728.24","22292.52","0","74879","21191","23453"
"1987","Thuringia","","","","","","","","","","","","","",""
"1988","Baden-Württemberg","26424.46","25740.61","1901","0","10216","38551","50976","94525","25598.21","27250.71","0","110439","26971","28837"
"1988","Bavaria","24581.78","22936","1657","0","5430","37836","49463","82046","23632.05","25531.51","0","147446","25504","27808"
