"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","19360.15","18100","6232","0","0","29887","41312","75671","18880.11","19840.19","0","290361","20810","21583"
"1984","Male","23709.71","22395","5999","0","12271","33029","44738","78290","23230.72","24188.7","0","290361","22909","23775"
"1985","Female","19537.79","18100","5632","0","0","30300","42309","76438","19048.88","20026.7","0","271803","21290","22165"
"1985","Male","24348.16","22528.58","5455","0","12061","33653","47097","82829","23817.41","24878.91","0","359884","23706","24603"
"1986","Female","20108.43","18891.36","5377","0","0","31690","43153","77777","19569.21","20647.65","0","448945","22548","23622"
"1986","Male","24841.82","23203.68","5266","0","11760","34880","47652","83132","24299.01","25384.63","0","448945","24593","25769"
"1987","Female","20788.14","19692.11","5307","0","0","32491","45465","83648","20273.24","21303.04","0","206521","23498","24738"
"1987","Male","25677.59","24205.68","5206","0","12271","36663","49084","91034","25162.16","26193.02","0","206521","25820","26945"
"1988","Female","21438.15","20090.22","5068","0","0","33720","46781","81719","20884.11","21992.19","0","310964","23928","25207"
"1988","Male","26565.66","25053","4954","0","13396","37784","50393","93055","26022.82","27108.5","0","187082","26272","27482"
"1989","Female","22860.78","21219","4928","0","0","35381","49947","90192","22246.99","23474.57","0","301361","25309","26761"
"1989","Male","28257.69","26243","4781","0","14188","39346","53185","104007","27636.77","28878.61","0","301361","27917","29045"
"1990","Female","24033.77","22088","4827","0","0","36731","51410","98219","23355.75","24711.79","0","473150","26332","27814"
"1990","Male","29658.6","28003.55","4690","0","15288","40759","54779","107512","28957.47","30359.73","0","473150","29328","30371"
"1991","Female","24991.21","22625.33","4807","0","0","38705","54680","107197","24319.61","25662.81","0","324668","27098","28658"
"1991","Male","30365.09","28653","4659","0","15512","42437","57623","102412","29711.42","31018.76","0","324668","30575","31874"
"1992","Female","24213.39","21376.36","6901","0","0","37490","54754","96685","23689.1","24737.68","0","304729","24184","25360"
"1992","Male","29642.38","26964.05","6490","0","12333","42451","58728","103935","29103.06","30181.7","0","304729","27754","28816"
"1993","Female","25468.4","22497","6785","0","0","39534","58441","98952","24888.51","26048.29","0","404432","25679","26996"
"1993","Male","31410.43","28927.95","6393","0","12394","45194","62002","106189","30818.58","32002.28","0","404432","29799","30882"
"1994","Female","26171.81","23506.44","6704","0","0","41057","59623","100060","25579.21","26764.41","0","301560","27303","28683"
"1994","Male","31866.3","30166","6240","0","11619","46480","63584","105756","31257.04","32475.56","0","301560","31547","32784"
"1995","Female","25974.86","22650","6930","0","0","41670","59995","102361","25374.33","26575.39","0","390116","27262","28723"
"1995","Male","31553.24","29289.49","6440","0","9254","46168","64372","108425","30931.5","32174.98","0","390116","31230","32365"
"1996","Female","26503.79","22455.12","6810","0","0","42233","61926","110644","25880.17","27127.41","0","321705","27610","29041"
"1996","Male","33020.43","30098.44","6315","0","9215","48537","67951","117313","32354.14","33686.72","0","433269","31547","33183"
"1997","Female","26587.34","22241","6678","0","0","42872","62505","110091","25941.2","27233.48","0","356862","27993","29476"
"1997","Male","32613.07","30368.65","6237","0","8436","48573","67388","110439","31952.22","33273.92","0","356862","32109","33443"
"1998","Female","26902.77","23332","7411","0","0","43255","63310","109227","26270.24","27535.3","0","564977","27712","29450"
"1998","Male","32857.44","30575","6916","0","7309","48266","69188","112278","32206.58","33508.3","0","564977","32022","33398"
"1999","Female","27900.83","24082","7123","0","0","44709","65215","115377","27252.11","28549.55","0","330117","28694","30422"
"1999","Male","33467.68","30673.15","6645","0","7416","49420","70252","121687","32795.44","34139.92","0","330117","32539","33868"
"2000","Female","29112.56","24849","12610","0","0","46272","67767","124244","28570.35","29654.77","0","614039","28760","29962"
"2000","Male","34177.98","30933","11656","0","6581","50618","71728","130073","33615.03","34740.93","0","497998","32825","33924"
"2001","Female","29134.44","24542","11481","0","0","46272","68353","125287","28556.62","29712.26","0","492828","29246","30678"
"2001","Male","34667.4","31644.68","10582","0","5450","51477","72092","132271","34052.37","35282.43","0","492828","33490","34717"
"2002","Female","29064.68","23496.78","11979","0","0","45340","66800","138573","28299.01","29830.35","0","950298","32340","33935"
"2002","Male","34476.25","30850","11178","0","4560","49800","71898","147050","33662.83","35289.67","0","950298","36709","38263"
"2003","Female","29831.51","24000","11566","0","0","47503","69963","147936","29072.1","30590.92","0","540000","32414","34250"
"2003","Male","35170.46","31200","10731","0","3600","52185","74875","154437","34362.19","35978.73","0","540000","37200","38550"
"2004","Female","29105.72","22750","11304","0","0","46700","69123","139200","28343.72","29867.72","0","696000","31714","33355"
"2004","Male","34751.21","30800","10429","0","3300","51619","73464","145965","33915.69","35586.73","0","785424","36830","38500"
"2005","Female","29419.43","22800","10865","0","0","46900","70267","134521","28655.02","30183.84","0","579999","30675","32500"
"2005","Male","34771.06","31250","9947","0","3602","51759","74451","141000","33959.17","35582.95","0","579999","36300","37920"
"2006","Female","29246.99","21600","11705","0","0","46800","70250","144000","28493.27","30000.71","0","992880","29576","31300"
"2006","Male","35573.42","30400.59","10676","0","2760","52900","76650","161400","34749.46","36397.38","0","992880","35100","36600"
"2007","Female","29977.62","22331.47","10968","0","0","48000","72000","143224","29169.42","30785.82","0","604825","30000","31700"
"2007","Male","36107.08","31600","9997","0","2405","53800","77725","157616","35242.75","36971.41","0","604825","36000","37400"
"2008","Female","30884.12","23360","10301","0","0","49369","73300","156073","30053.89","31714.35","0","906996","30000","31700"
"2008","Male","37260.54","33160","9385","0","3420","55346","79310","159500","36374.76","38146.32","0","906996","36106","38200"
"2009","Female","31993.76","25200","9588","0","0","49600","76306","154290","31063.54","32923.98","0","1220406","30003","32174"
"2009","Male","38794.65","33800","8775","0","3572","56072","83600","167160","37751.23","39838.07","0","1220406","36500","38413"
"2010","Female","32505.37","24288.62","13300","0","0","50696","78000","157000","31793.97","33216.77","0","720000","28800","30134"
"2010","Male","38615.19","33600","11132","0","3625","57100","85260","167720","37807.36","39423.02","0","720000","35800","37200"
"2011","Female","34049.41","25438.83","15835","0","0","53532","81320","172212","33359.09","34739.73","0","950000","29351","30560"
"2011","Male","40044.85","34212.42","13180","0","4152","59858","86700","176400","39277.91","40811.79","0","950000","35780","36900"
"2012","Female","34828.33","26400","15416","0","0","54000","83600","167587","34020.52","35636.14","0","2612459","30050","31496"
"2012","Male","41394.41","34581.94","12860","0","3602","60821","89500","187256","40464.56","42324.26","0","2612459","36000","37609"
"2013","Female","35267.68","25256.89","17007","0","0","55300","84800","168000","34542.57","35992.79","0","1877400","30951","32400"
"2013","Male","41576.34","34800","14309","0","3410","62000","91800","175900","40773.54","42379.14","0","1877400","36600","37932"
"2014","Female","36140.14","26000","15004","0","0","56686","86204","175500","35346.68","36933.6","0","2377356","31692","33600"
"2014","Male","42338.58","35583.96","12782","0","3600","63759","94380","181165","41513.8","43163.36","0","1030000","37200","38900"
"2015","Female","36751.94","27400.7","14844","0","0","58229","89908","166380","36013.83","37490.05","0","1884495","32200","33871"
"2015","Male","42666.16","36003","12668","0","3019","65100","97040","172286","41873.87","43458.45","0","665329","37200","38930"
"2016","Female","38279.44","29227.37","13507","0","0","59633","91900","187399","37373.09","39185.79","0","2942079","33400","35100"
"2016","Male","44471.67","37400","11450","0","3604","66427","97400","203520","43500.71","45442.63","0","1296823","38540","40720"
"2017","Female","39214.24","30000","15455","0","0","61785","94200","180408","38456.85","39971.63","0","1443616","33600","35400"
"2017","Male","44875.6","37800","13997","0","4000","68365","99691","192477","44036.18","45715.02","0","1443616","35600","37612"
"2018","Female","40365.44","31200","15506","0","0","63400","95550","188755","39551.64","41179.24","0","1389898","30501","32500"
"2018","Male","46671.59","38817.84","14384","0","3840","69800","103309","197000","45787.71","47555.47","0","1389898","30305","32768"
"2019","Female","42343.42","33600","15020","0","0","66208","99279","195691","41358.95","43327.89","0","1257488","35100","37184"
"2019","Male","49567.84","41676.58","14638","0","5100","72600","107700","212600","48299.11","50836.57","0","1708102","38227","40605"
