"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","20939.25","19772.28","2284","0","2301","29911","41185","76481","20069.77","21808.73","0","359884","21474","22352"
"1985","Urban Area","22066.7","20607.74","8803","0","3068","32692","45452","78140","21671.32","22462.08","0","358109","22918","23826"
"1986","Rural Area","22496.75","21230.37","2185","0","3430","31656","44482","83132","21409.67","23583.83","0","448945","23110","24542"
"1986","Urban Area","22299.28","20963","8458","0","2331","33460","45517","79711","21906.7","22691.86","0","210703","23775","24658"
"1987","Rural Area","22235.55","21480","2160","0","3144","33019","45999","78079","21439.35","23031.75","0","206521","23590","25524"
"1987","Urban Area","23357.62","22100.84","8353","0","2865","35023","47857","91034","22946.29","23768.95","0","186673","25012","25922"
"1988","Rural Area","22821.72","21934","2024","0","3630","34304","47256","80011","22015.54","23627.9","0","147446","24041","26580"
"1988","Urban Area","24181.42","22825.44","7998","0","2863","36276","48982","93055","23738.82","24624.02","0","310964","25467","26178"
"1989","Rural Area","24488.16","23708.96","1923","0","2147","36047","50738","83903","23532.6","25443.72","0","301361","26076","28198"
"1989","Urban Area","25694.82","23775","7786","0","4090","37938","51947","110439","25202.77","26186.87","0","296956","26904","27896"
"1990","Rural Area","25387.66","23720.77","1918","0","5532","37103","51561","87942","24423.4","26351.92","0","218336","26613","28683"
"1990","Urban Area","27104.45","25263.25","7599","0","5103","39394","53209","107512","26543.06","27665.84","0","473150","28346","29246"
"1991","Rural Area","26221.89","24721","1952","0","4090","38112","54251","86832","25242.41","27201.37","0","278603","27763","29716"
"1991","Urban Area","27939.18","25766.04","7514","0","4725","41210","56702","113476","27404.65","28473.71","0","324668","29246","30575"
"1992","Rural Area","23583.97","21462.14","4441","0","6136","35427","51283","94742","23034.1","24133.84","0","127572","22395","23315"
"1992","Urban Area","28256.38","25974","8831","0","5420","42425","58901","104431","27763.51","28749.25","0","304729","28556","29706"
"1993","Rural Area","24894.68","22543.61","4400","0","4908","37120","54248","87993","24254.35","25535.01","0","257717","24509","25565"
"1993","Urban Area","29814.47","27386.19","8778","0","5164","44917","61969","108343","29284.02","30344.92","0","404432","30062","30959"
