"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","general elemantary","10361.23","1196","699","0","0","19634","29246","45903","9380.73","11341.73","0","79762","7669","14265"
"1984","(Married) couple without C.","higher education","28784.92","26587","204","0","3221","44380","56805","85171","24728.04","32841.8","0","225173","24440","33391"
"1984","(Married) couple without C.","higher vocational","19076.25","16177.17","161","0","0","33311","46528","85079","15945.34","22207.16","0","85171","13182","24542"
"1984","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","inadequately","19015.79","19327","128","0","12670","26689","32672","41517","17257.93","20773.65","0","41517","19582","23973"
"1984","(Married) couple without C.","middle vocational","16512.18","16333.3","1417","0","0","28172","37722","58073","15637.85","17386.51","0","163102","17384","19966"
"1984","(Married) couple without C.","vocational + Abi","21498.53","18883.07","85","0","6749","33029","45321","79088","17822.02","25175.04","0","79088","17670","26681"
"1984","1-pers.-HH","general elemantary","2324.05","0","393","0","0","0","11852","21464","1661.09","2987.01","0","31853","0","0"
"1984","1-pers.-HH","higher education","15093.6","16307.81","117","0","0","25790","34359","52152","12431.71","17755.49","0","73626","9203","19940"
"1984","1-pers.-HH","higher vocational","11378.67","419.8","82","0","0","17179","26221","197819","5991.64","16765.7","0","197819","0","14521"
"1984","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","inadequately","8655.8","8443.01","70","0","0","14864","18867","24542","6867.56","10444.04","0","29041","11095","14725"
"1984","1-pers.-HH","middle vocational","7228.16","0","623","0","0","14623","20648","39129","6350.01","8106.31","0","118978","982","6902"
"1984","1-pers.-HH","vocational + Abi","11447.98","9124.76","46","0","0","15676","20181","122710","5920.41","16975.55","0","122710","948","14981"
"1984","Couple + C. GT 16 ","general elemantary","29541.36","28422.51","590","10737","19429","38039","48547","77599","28202.2","30880.52","0","155894","26638","29757"
"1984","Couple + C. GT 16 ","higher education","38889.95","38992.95","97","10668","28443","53748","57980","97759","35039.37","42740.53","0","97759","36711","46111"
"1984","Couple + C. GT 16 ","higher vocational","37984.05","38858.86","96","14157","23775","49776","58594","87124","34260.3","41707.8","0","87124","34512","45508"
"1984","Couple + C. GT 16 ","in school","36437.1","32663","79","19282","24542","41323","56232","155894","31850.11","41024.09","0","155894","27702","36557"
"1984","Couple + C. GT 16 ","inadequately","27796.85","25485","147","10021","17987","37989","46272","60435","25443.48","30150.22","0","66417","24849","30401"
"1984","Couple + C. GT 16 ","middle vocational","32500.69","31460.54","936","13294","22752","41519","53775","78290","31436.62","33564.76","0","155894","30551","32663"
"1984","Couple + C. GT 16 ","vocational + Abi","30694.73","32086.25","38","0","22752","37089","47346","75825","25630.93","35758.53","0","75825","23315","36068"
"1984","Couple + C. LE 16","general elemantary","22231.92","20209.27","666","9357","15441","26730","33796","67491","21031.35","23432.49","0","220878","19567","21065"
"1984","Couple + C. LE 16","higher education","37804.47","34188.31","266","18083","25871","43255","54565","122894","34359.58","41249.36","0","290361","32903","35842"
"1984","Couple + C. LE 16","higher vocational","30352.21","27878.25","207","15646","21474","36736","43971","100622","28382.76","32321.66","0","107558","26935","30357"
"1984","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
