"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","22731.66","20364","3417","0","13365","30618","40155","75058","22134.73","23328.59","0","290361","22062","22957"
"1984","indirect migration background","19573.57","19655.12","128","0","7051","28433","36956","51308","16973.34","22173.8","0","67491","21164","29092"
"1984","no migration background","21272.96","20396","8686","0","1711","31598","43000","77599","20858","21687.92","0","290361","21730","22534"
"1985","direct migration background","22162.81","20629.69","2945","0","13079","30703","40551","66175","21660.29","22665.33","0","157474","22343","23811"
"1985","indirect migration background","18880.72","18074.8","144","0","8385","27805","36902","50669","16752.63","21008.81","0","54928","22839","28326"
"1985","no migration background","21780.83","20446.25","7998","0","1227","32225","45329","78140","21316.64","22245.02","0","359884","22369","23417"
"1986","direct migration background","22497.94","21372","2856","0","13641","32150","40751","69868","21989.47","23006.41","0","121649","23479","24900"
"1986","indirect migration background","20750.57","20661.24","156","0","10124","30678","39337","65246","18223.31","23277.83","0","69747","22660","29041"
"1986","no migration background","22338.85","20963","7631","0","1432","33363","45658","82774","21841.68","22836.02","0","448945","23673","24542"
"1987","direct migration background","23706.9","22957","2843","0","14086","33822","43767","62682","23152.23","24261.57","0","109825","24971","26383"
"1987","indirect migration background","21695.77","22285.21","177","0","12271","30678","39308","62383","19445.87","23945.67","0","66468","23008","28198"
"1987","no migration background","23039","21681.84","7493","0","1943","34851","48281","91034","22574.51","23503.49","0","206521","24670","25643"
"1988","direct migration background","24248.09","23213","2690","0","14163","34374","45812","72489","23646.31","24849.87","0","128079","24963","26229"
"1988","indirect migration background","22563.62","22421.08","224","0","10507","32545","40791","65892","20225.79","24901.45","0","128079","23269","27559"
"1988","no migration background","23841.71","22573.1","7108","0","1227","36159","48854","90006","23348.21","24335.21","0","310964","25395","26272"
"1989","direct migration background","25699.1","24133","2606","0","14163","35238","44840","73933","25027.15","26371.05","0","272876","26848","28172"
"1989","indirect migration background","24970.49","26480.38","260","0","14623","33387","45761","63866","22788.79","27152.19","0","97539","27896","31598"
"1989","no migration background","25398.09","23683.45","6843","0","1738","37808","52330","99702","24838.43","25957.75","0","301361","26485","27635"
"1990","direct migration background","26708.28","24767","2551","0","14623","36762","48169","86613","25960.13","27456.43","0","368870","28070","29661"
"1990","indirect migration background","27620.22","27912.59","296","0","14889","38705","48903","70783","25517.82","29722.62","0","105940","30028","35049"
"1990","no migration background","26713.72","24961","6670","0","3313","39267","53550","106797","26085.02","27342.42","0","473150","27610","28777"
"1991","direct migration background","28080.24","26432","2501","0","15441","39953","51175","93536","27336.33","28824.15","0","324668","29732","31700"
"1991","indirect migration background","29475.37","30678","349","0","15013","42169","53931","79813","27454.88","31495.86","0","94500","31700","36557"
"1991","no migration background","27441.02","25323","6616","0","2275","40678","56727","107197","26839.77","28042.27","0","324668","28172","29450"
"1992","direct migration background","28222.12","26689","2571","0","14860","39881","53277","90495","27448.58","28995.66","0","257180","29859","31496"
"1992","indirect migration background","31737.58","32467.4","411","920","17282","43838","58102","96796","29729.49","33745.67","0","102815","33387","37120"
"1992","no migration background","26558.16","23641.24","10409","0","4577","40003","57329","101338","26121.15","26995.17","0","304729","24695","25565"
"1993","direct migration background","29898.05","26823.41","2498","0","14827","42312","58443","97655","29003.9","30792.2","0","404432","29459","30882"
"1993","indirect migration background","33319.89","30959","476","3477","17614","46609","59136","107611","31404.28","35235.5","0","125246","31639","35692"
"1993","no migration background","28011.12","25268","10204","0","3272","42488","60332","101849","27530.19","28492.05","0","404432","26996","27934"
"1994","direct migration background","29815.42","27354","2374","0","8761","44534","58645","99906","28866.43","30764.41","0","301560","30062","32186"
"1994","indirect migration background","33554.1","32479.64","496","2147","17640","48246","60966","85897","31715.37","35392.83","0","99906","33500","38907"
"1994","no migration background","28666.92","26536","10074","0","2761","43537","61764","105116","28175.86","29157.98","0","301560","29075","30315"
"1995","direct migration background","27068.75","24593","2814","0","3068","40136","56257","96372","26182.47","27955.03","0","390116","27252","28970"
"1995","indirect migration background","33871.9","31467.69","513","2004","17266","47857","63963","88427","31874.97","35868.83","0","259060","31230","36384"
"1995","no migration background","28797.69","26142.6","10043","0","538","44227","63249","105940","28287.97","29307.41","0","390116","29621","31117"
"1996","direct migration background","27952.72","24849","2621","0","2045","41721","62378","110644","27045.7","28859.74","0","266287","27508","29266"
"1996","indirect migration background","37240.93","33159.88","549","2659","17844","50695","65445","92252","34905.11","39576.75","0","433269","30882","36302"
"1996","no migration background","29721.47","26413","9955","0","0","46119","65190","114529","29184.12","30258.82","0","321705","30473","31345"
"1997","direct migration background","28044.83","24542","2492","0","1841","42233","61815","113755","27101.15","28988.51","0","324261","27150","28735"
"1997","indirect migration background","34441.36","32491.34","575","1125","17488","50925","62590","91818","32565.43","36317.29","0","241841","32109","37064"
"1997","no migration background","29578.33","26638","9848","0","0","46272","65241","110091","29031.26","30125.4","0","356862","30678","31911"
