"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","28450.93","26834","1494","11453","18407","36302","46096","79762","27635.78","29266.08","614","225173","26527","28019"
"1984","Employed","1-pers.-HH","16729.17","15342.12","678","3963","10430","20196","27610","61355","15753.34","17705","307","197819","14981","16055"
"1984","Employed","Couple + C. GT 16 ","35213.07","34073.31","1301","16735","24593","44242","54021","80031","34351.69","36074.45","358","155894","32416","34620"
"1984","Employed","Couple + C. LE 16","29333.03","26209","2191","15421","19838","33980","43204","100622","28550.77","30115.29","910","290361","24849","26209"
"1984","Employed","Couple + C. LE and GT 16","34020.42","31169.5","1115","18755","23863","41364","50286","80730","33110.87","34929.97","844","197150","29732","31189"
"1984","Employed","Single parent","19220.66","16888","350","4756","11044","23264","34001","82829","17729.05","20712.27","286","82829","16617","18749"
"1984","Not Employed","(Married) couple without C.","4745.89","0","1211","0","0","2454","19531","41415","4171.6","5320.18","0","79762","0","0"
"1984","Not Employed","1-pers.-HH","50.88","0","657","0","0","0","0","373","-7.72","109.48","0","18407","0","0"
"1984","Not Employed","Couple + C. GT 16 ","27273.53","25144.09","692","3567","15446","36966","49776","78290","25943.16","28603.9","0","155894","23918","26638"
"1984","Not Employed","Couple + C. LE 16","21037.11","19327","891","0","14418","26335","34282","65990","19950.46","22123.76","0","264849","18083","19122"
"1984","Not Employed","Couple + C. LE and GT 16","30605.24","28070","605","15952","21474","36936","47791","80730","29308.42","31902.06","0","197150","23775","25424"
"1984","Not Employed","Single parent","9525.16","2191.08","229","0","0","15789","24184","73454","7843.05","11207.27","0","75058","0","7158"
"1985","Employed","(Married) couple without C.","28932.83","27083.37","1344","13306","19492","36251","48647","70701","28209.86","29655.8","818","99549","26587","27917"
"1985","Employed","1-pers.-HH","17842.06","15441","608","3773","10405","20886","27098","61355","16032.99","19651.13","178","359884","14930","16208"
"1985","Employed","Couple + C. GT 16 ","37355.75","34482","1336","17824","25667","46973","59238","92657","36324.19","38387.31","1202","266639","34205","36389"
"1985","Employed","Couple + C. LE 16","29131.89","26238.96","1906","14674","19225","34257","43358","105436","28378.92","29884.86","199","271803","25002","26429"
"1985","Employed","Couple + C. LE and GT 16","36728.83","32777.95","960","19908","26026","43158","56549","83489","35530.31","37927.35","3553","258470","30473","32246"
"1985","Employed","Single parent","19561.12","17790.71","333","4640","12066","26675","32365","68338","18183.12","20939.12","184","68338","17435","20758"
"1985","Not Employed","(Married) couple without C.","4846.01","0","1091","0","0","2505","19685","42949","4205.57","5486.45","0","92033","0","0"
"1985","Not Employed","1-pers.-HH","23.82","0","573","0","0","0","0","0","-17.3","64.94","0","8181","0","0"
"1985","Not Employed","Couple + C. GT 16 ","28316.23","27077.7","693","3579","16724","38194","53174","78140","27003.11","29629.35","0","94211","25207","27950"
"1985","Not Employed","Couple + C. LE 16","22097.97","19736","776","2403","15339","27150","35346","83025","20929.12","23266.82","0","271803","18268","19429"
"1985","Not Employed","Couple + C. LE and GT 16","30445.16","27922","533","15415","19932","38462","49955","82829","29223.88","31666.44","0","95462","24542","27098"
"1985","Not Employed","Single parent","9421.36","3156.23","213","0","0","17077","26689","52152","7842.37","11000.35","0","68338","1038","8769"
"1986","Employed","(Married) couple without C.","30329.52","28992","1380","12780","20196","38360","48228","72757","29514.84","31144.2","307","210703","27943","29757"
"1986","Employed","1-pers.-HH","16727.67","15998.47","582","4287","10144","21423","28070","49084","15946.13","17509.21","184","71064","15492","17027"
"1986","Employed","Couple + C. GT 16 ","39169.86","35726","1413","18816","26383","47755","63372","99755","37828.1","40511.62","818","448945","35797","37701"
"1986","Employed","Couple + C. LE 16","29163.91","26740.94","1735","16095","20349","34880","44355","71683","28526.17","29801.65","358","156113","25873","27073"
"1986","Employed","Couple + C. LE and GT 16","37454.93","34155.24","904","20349","25151","43016","58677","90324","36305.38","38604.48","1069","217401","31966","33643"
"1986","Employed","Single parent","20064.91","18873.88","314","3329","11443","26638","33502","79156","18549.84","21579.98","307","79156","17179","21648"
"1986","Not Employed","(Married) couple without C.","4557.12","0","1008","0","0","0","19864","41016","3881.32","5232.92","0","66468","0","0"
"1986","Not Employed","1-pers.-HH","78.39","0","540","0","0","0","0","1841","2.36","154.42","0","18407","0","0"
"1986","Not Employed","Couple + C. GT 16 ","27861.53","24747","694","2659","13954","36915","51031","89510","25967.58","29755.48","0","448945","24629","28632"
"1986","Not Employed","Couple + C. LE 16","22822.16","21359.17","676","5734","16157","29348","38132","64423","21855.89","23788.43","0","119280","19582","20695"
"1986","Not Employed","Couple + C. LE and GT 16","31482.77","28581","499","15441","21121","39165","50096","107371","29969.67","32995.87","0","217401","25360","27968"
"1986","Not Employed","Single parent","9648.96","2389.1","197","0","0","18062","27303","73626","7745.53","11552.39","0","79156","997","6686"
"1987","Employed","(Married) couple without C.","31794.93","29649.56","1367","14835","21372","39294","49416","78125","30884.39","32705.47","102","206521","28914","30678"
"1987","Employed","1-pers.-HH","17683.06","16525.86","585","4418","11351","23008","30064","49084","16851.46","18514.66","153","66724","16106","17486"
"1987","Employed","Couple + C. GT 16 ","40201.58","38296","1452","20534","28438","50782","60986","100162","39318.17","41084.99","690","133294","38347","39906"
"1987","Employed","Couple + C. LE 16","30125.6","27377.92","1731","16864","21035","35503","45096","89016","29449.04","30802.16","460","186323","26715","27860"
"1987","Employed","Couple + C. LE and GT 16","37207.12","35177","836","20428","25708","43204","58799","93813","36141.54","38272.7","128","125348","32927","35177"
"1987","Employed","Single parent","20864.47","18267.31","336","3804","9062","27676","41118","87245","19176.03","22552.91","447","87245","17026","19595"
"1987","Not Employed","(Married) couple without C.","4623.43","0","990","0","0","511","19736","46681","3936.19","5310.67","0","66468","0","0"
"1987","Not Employed","1-pers.-HH","80.52","0","535","0","0","0","0","0","-16.1","177.14","0","20002","0","0"
"1987","Not Employed","Couple + C. GT 16 ","28920.67","27409","707","3323","15886","39165","51640","104238","27451.98","30389.36","0","133294","26741","29254"
"1987","Not Employed","Couple + C. LE 16","23713.07","21832.82","637","8921","16873","29527","38551","70587","22591.4","24834.74","0","186323","20145","21679"
"1987","Not Employed","Couple + C. LE and GT 16","30974.55","28999.74","426","9132","21411","40194","51405","74009","29466.55","32482.55","0","125348","25692","29041"
"1987","Not Employed","Single parent","11626.13","4735.27","187","0","0","20109","34563","48693","9554.54","13697.72","0","87245","3298","9062"
"1988","Employed","(Married) couple without C.","32904.16","30678","1342","14919","21982","42176","51964","80115","31932.16","33876.16","307","310964","29246","31189"
"1988","Employed","1-pers.-HH","18777.99","17459.24","543","6308","12271","23417","31061","46742","17763.26","19792.72","468","163613","16770","18611"
"1988","Employed","Couple + C. GT 16 ","42150.93","40172.79","1488","21437","30166","51555","66971","98245","41207.04","43094.82","736","147446","38324","40903"
"1988","Employed","Couple + C. LE 16","31090.23","27894","1658","17238","21781","37028","47806","94896","30389.95","31790.51","982","186323","26496","28274"
"1988","Employed","Couple + C. LE and GT 16","36898.77","33870.26","724","20459","26673","43437","55179","81331","35694.7","38102.84","3835","161875","32091","33950"
"1988","Employed","Single parent","22837.17","19850.52","338","4375","9571","33203","43797","85769","21014.17","24660.17","307","85769","18458","22149"
"1988","Not Employed","(Married) couple without C.","4720.09","0","948","0","0","0","20191","46707","3974.9","5465.28","0","110439","0","0"
"1988","Not Employed","1-pers.-HH","49.02","0","530","0","0","0","0","614","-9.86","107.9","0","14725","0","0"
"1988","Not Employed","Couple + C. GT 16 ","29881.4","28141.47","721","1581","17435","40914","52546","104508","28412.02","31350.78","0","147446","27610","31694"
"1988","Not Employed","Couple + C. LE 16","25533.76","23256.59","573","10226","17384","30422","43562","74173","24274.75","26792.77","0","186323","20707","22471"
"1988","Not Employed","Couple + C. LE and GT 16","31223.78","30292.98","367","9991","20554","39390","53187","77262","29685.02","32762.54","0","93311","25499","28878"
"1988","Not Employed","Single parent","10654.26","4908.85","173","0","0","18407","26971","76694","8527.62","12780.9","0","85769","4039","11504"
"1989","Employed","(Married) couple without C.","35847.32","33086.06","1357","16474","23816","43230","54398","123682","34801.77","36892.87","230","272876","31700","33387"
"1989","Employed","1-pers.-HH","20134.64","18418.32","550","6197","12936","23571","33234","70558","18769.82","21499.46","205","276098","17512","19020"
