"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","26080.42","23822.52","4608","5958","15748","33413","45321","77599","25551.66","26609.18","0","264849","23468","24294"
"1984","35-65 y.","24870.6","23371.58","6343","0","14214","33908","45290","79762","24408.71","25332.49","0","290361","23571","24440"
"1984","66 and older","2825.5","0","1280","0","0","0","11185","38807","2221.34","3429.66","0","192808","0","0"
"1985","16-34 y.","26420.65","24207.08","4183","7056","15840","34257","47438","77113","25882.29","26959.01","0","358109","24235","25286"
"1985","35-65 y.","25538.47","23928","5786","0","14214","34318","47949","83489","25035.94","26041","0","359884","24389","25207"
"1985","66 and older","2640.44","0","1118","0","0","0","9297","39881","1973.75","3307.13","0","181544","0","0"
"1986","16-34 y.","27499.9","25053","4098","5573","16372","35726","48256","83357","26902.8","28097","0","448945","25360","26741"
"1986","35-65 y.","25962.46","24520.21","5498","0","14163","35842","48256","82399","25440.67","26484.25","0","448945","25258","26249"
"1986","66 and older","2621.28","0","1047","0","0","0","9459","38651","1983.08","3259.48","0","83992","0","0"
"1987","16-34 y.","28359.96","25987.99","4044","7363","17128","37222","49493","94441","27813.5","28906.42","0","186673","26383","27610"
"1987","35-65 y.","27273.03","25748.95","5384","0","15345","37443","50388","91930","26777.92","27768.14","0","206521","26689","27712"
"1987","66 and older","2669.62","0","1085","0","0","0","7756","46170","2021.31","3317.93","0","95636","0","0"
"1988","16-34 y.","29329.86","26485","3854","8078","17844","38511","50955","93152","28743.17","29916.55","0","310964","26766","28121"
"1988","35-65 y.","28279.41","26635.95","5113","0","16049","39361","51477","92033","27756.55","28802.27","0","186323","27354","28570"
"1988","66 and older","2755.38","0","1055","0","0","0","9817","41875","2032.39","3478.37","0","114120","0","0"
"1989","16-34 y.","31332.6","28172","3773","9357","18236","40443","53916","111795","30667.76","31997.44","0","296956","28479","29799"
"1989","35-65 y.","29894.85","27996.23","4907","0","16770","40443","54223","104007","29297.62","30492.08","0","301361","28837","29962"
"1989","66 and older","2987.58","0","1029","0","0","0","11657","49595","2210.27","3764.89","0","121048","0","0"
"1990","16-34 y.","32829.41","29393","3658","9510","19076","41619","54759","113347","32023.16","33635.66","0","473150","29808","30933"
"1990","35-65 y.","31347.43","29553","4798","0","17844","42504","56549","107235","30715","31979.86","0","306775","30366","31433"
"1990","66 and older","2789.4","0","1061","0","0","0","6964","46016","1948.63","3630.17","0","183452","0","0"
"1991","16-34 y.","33533.45","29769.87","3623","9297","19276","43869","57571","120174","32814.62","34252.28","0","324668","30775","32191"
"1991","35-65 y.","33095.84","31305","4767","0","19470","44523","60308","113476","32461.33","33730.35","0","324668","32237","33364"
"1991","66 and older","2655.21","0","1076","0","0","0","7516","46032","1935.22","3375.2","0","100646","0","0"
"1992","16-34 y.","32061.52","28300","5000","8952","18631","42511","57827","101338","31510.43","32612.61","0","206877","27891","28939"
"1992","35-65 y.","32267.15","29144","6911","1104","16770","44738","61681","105040","31740.56","32793.74","0","304729","28677","29911"
"1992","66 and older","2627.52","0","1480","0","0","0","6749","42032","2034.84","3220.2","0","113614","0","0"
"1993","16-34 y.","33369.64","30064","4920","8053","19455","44616","60081","97606","32771.77","33967.51","0","257717","29932","31004"
"1993","35-65 y.","34585.62","31291","6758","736","17588","47824","64852","118072","33993.61","35177.63","0","404432","30831","32357"
"1993","66 and older","2600.15","0","1500","0","0","0","6136","42488","2012.68","3187.62","0","108343","0","0"
"1994","16-34 y.","34467.71","32263","4818","7317","20119","46804","61403","97442","33854.03","35081.39","0","259787","31925","33377"
"1994","35-65 y.","35243.56","32711.85","6605","0","17762","49057","66236","115859","34640.02","35847.1","0","301560","32851","34205"
"1994","66 and older","2885.14","0","1521","0","0","0","7712","46681","2260.15","3510.13","0","93336","0","0"
"1995","16-34 y.","33978.07","31444","4962","5522","18662","45874","62454","103997","33335.4","34620.74","0","390116","31317","32468"
"1995","35-65 y.","35262.17","32620","6854","0","16566","48997","68426","114944","34654.11","35870.23","0","326832","32927","34451"
"1995","66 and older","2616.11","0","1554","0","0","0","5982","47806","1970.91","3261.31","0","121687","0","0"
"1996","16-34 y.","35873.24","32467","4781","6957","19554","48100","66570","111156","35190.03","36556.45","0","433269","32426","33873"
