"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","27754.76","25332.53","3121","10993","17179","34400","45837","80730","27112.55","28396.97","286","264849","25483","26485"
"1984","16-34 y.","Not Employed","22354.49","20482.31","1487","0","11095","30692","43511","75215","21459.52","23249.46","0","264849","19265","20758"
"1984","35-65 y.","Employed","29826.55","27246.54","4383","13089","19020","37171","48138","82829","29294.06","30359.04","435","290361","26741","27814"
"1984","35-65 y.","Not Employed","15338.29","14187.07","1960","0","0","24542","35988","68002","14569.7","16106.88","0","220878","15748","17179"
"1984","66 and older","Employed","9993.2","3681","64","798","1841","13767","30166","51538","6280.63","13705.77","368","73626","2761","11351"
"1984","66 and older","Not Employed","2491.09","0","1216","0","0","0","9203","35381","1894.58","3087.6","0","192808","0","0"
"1985","16-34 y.","Employed","27830.22","25486.71","2827","10430","16656","34666","48308","76481","27165.15","28495.29","178","358109","26229","27426"
"1985","16-34 y.","Not Employed","23147.08","20822.27","1356","0","12578","32518","45968","78140","22271.03","24023.13","0","162591","19736","21290"
"1985","35-65 y.","Employed","31012.79","27456","3982","13575","19501","38183","51487","92657","30424.46","31601.12","184","359884","27323","28172"
"1985","35-65 y.","Not Employed","15093.44","13580.23","1804","0","0","24951","35010","68145","14295.85","15891.03","0","271803","15748","17384"
"1985","66 and older","Employed","15239.84","8754.94","45","1017","2577","22497","41876","92033","9554.2","20925.48","920","92033","6136","21474"
"1985","66 and older","Not Employed","2190.75","0","1073","0","0","0","4602","33822","1558.78","2822.72","0","181544","0","0"
"1986","16-34 y.","Employed","29217.44","26554.11","2851","10328","17650","36660","49084","83132","28486.79","29948.09","184","448945","27559","28880"
"1986","16-34 y.","Not Employed","23077","20605","1247","0","9382","33154","44871","83992","22093.44","24060.56","0","175117","20176","22072"
"1986","35-65 y.","Employed","31485","28428","3805","13651","20239","39139","52254","83734","30919.05","32050.95","895","448945","28377","29696"
"1986","35-65 y.","Not Employed","15224.94","10978.32","1693","0","0","25053","37252","70558","14242.72","16207.16","0","448945","16464","18432"
"1986","66 and older","Employed","12638.23","6832","42","2209","2761","14204","35586","51845","7793.72","17482.74","920","51845","5317","15117"
"1986","66 and older","Not Employed","2286.01","0","1005","0","0","0","4801","36813","1669.06","2902.96","0","83992","0","0"
"1987","16-34 y.","Employed","29742.53","26954.56","2906","11232","18197","37853","50709","94441","29107.19","30377.87","128","186673","28044","29399"
"1987","16-34 y.","Not Employed","24082.75","22088","1138","0","12629","33796","47307","79762","23061.14","25104.36","0","133294","21628","23417"
"1987","35-65 y.","Employed","32598.3","29655","3764","14163","21045","40724","54171","94441","32056.4","33140.2","102","206521","29712","30822"
