"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","30087.42","27252","5678","14265","19378","36911","47859","81449","29625.01","30549.83","1227","290361","27201","28019"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","24964.55","23200.85","1890","4745","12809","33506","44247","80730","24113.13","25815.97","286","290361","22756","24261"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","12072.89","0","4663","0","0","21474","33438","64820","11569.65","12576.13","0","264849","12961","14525"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","31081.29","27734","4986","14470","19470","37511","51487","89438","30559.4","31603.18","1365","359884","27917","28658"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","25662.4","23675.02","1868","4934","13432","33945","47908","82829","24859.1","26465.7","178","258470","23724","25335"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","11941.17","0","4233","0","0","21372","33541","66072","11421.91","12460.43","0","271803","13600","15254"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","31876.11","28796","4865","15032","20094","39063","52030","83357","31341.31","32410.91","2113","448945","29261","30422"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","26467.33","24937.7","1833","4908","12885","34921","47957","83132","25663.25","27271.41","184","217401","25151","26587"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","11788.32","0","3945","0","0","21165","34512","67792","11192.49","12384.15","0","448945","13842","15594"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","32938.27","29859","4899","15364","21045","40724","54493","94441","32467.93","33408.61","1176","206521","30575","31388"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","26813.83","25392.44","1815","5031","13396","36148","48547","91930","25994.86","27632.8","102","206521","25708","27038"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","11755.63","0","3799","0","0","21480","35453","64678","11176.63","12334.63","0","186323","13866","15840"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","34203.79","30882","4602","16055","21730","43051","55092","93337","33695.64","34711.94","614","187082","31327","32545"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","27736.79","25883.23","1848","5542","14981","36915","49125","81116","26897.71","28575.87","276","310964","26204","27673"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","11921.5","0","3572","0","0","22062","36603","66853","11306.12","12536.88","0","186323","13933","16049"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","36082.86","32007","4556","16617","22702","44335","59387","116989","35500.89","36664.83","1687","301361","32555","33490"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","29844.18","27942","1714","5489","15255","39727","53144","104007","28867.07","30821.29","51","296956","27942","29434"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","12729.09","0","3439","0","0","23264","37294","76694","12041.68","13416.5","0","230630","14981","16822"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","37639.61","33334","4439","17435","23494","46119","59463","107627","36935.87","38343.35","1841","473150","34037","35121"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","30830.2","28686.28","1733","5752","16320","41374","55129","113347","29830.35","31830.05","123","185906","29002","30534"
