"plh0226","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","(0) in school","","","",""
"1 Strongly disagree","2005","Full Time","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","Full Time","(1b) general elementary school","16","","",""
"1 Strongly disagree","2005","Full Time","(1c) basic vocational qualification","59","0.0296000425147559","0.0218094102814009","0.0373906747481108"
"1 Strongly disagree","2005","Full Time","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","Full Time","(2a) intermediate vocational","67","0.02830869592603","0.0215916435380766","0.0350257483139834"
"1 Strongly disagree","2005","Full Time","(2c_gen) general maturity certificate","5","","",""
"1 Strongly disagree","2005","Full Time","(2c_voc) vocational maturity certificate","23","","",""
"1 Strongly disagree","2005","Full Time","(3a) lower tertiary education","11","","",""
"1 Strongly disagree","2005","Full Time","(3b) higher tertiary education","13","","",""
"1 Strongly disagree","2005","Part Time","(0) in school","2","","",""
"1 Strongly disagree","2005","Part Time","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Part Time","(1b) general elementary school","17","","",""
"1 Strongly disagree","2005","Part Time","(1c) basic vocational qualification","42","0.0409158077291568","0.0291449645320369","0.0526866509262766"
"1 Strongly disagree","2005","Part Time","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","Part Time","(2a) intermediate vocational","34","0.0362546133785464","0.0261516678893618","0.0463575588677309"
"1 Strongly disagree","2005","Part Time","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","Part Time","(2c_voc) vocational maturity certificate","14","","",""
"1 Strongly disagree","2005","Part Time","(3a) lower tertiary education","6","","",""
"1 Strongly disagree","2005","Part Time","(3b) higher tertiary education","15","","",""
"1 Strongly disagree","2005","Not Working","(0) in school","13","","",""
"1 Strongly disagree","2005","Not Working","(1a) inadequately completed","12","","",""
"1 Strongly disagree","2005","Not Working","(1b) general elementary school","73","0.0675736675653251","0.0531100336183844","0.0820373015122658"
"1 Strongly disagree","2005","Not Working","(1c) basic vocational qualification","106","0.0369382814376496","0.0299534337605118","0.0439231291147875"
"1 Strongly disagree","2005","Not Working","(2b) intermediate general qualification","15","","",""
"1 Strongly disagree","2005","Not Working","(2a) intermediate vocational","55","0.0573569865078815","0.0438295049769993","0.0708844680387638"
"1 Strongly disagree","2005","Not Working","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2005","Not Working","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Not Working","(3a) lower tertiary education","11","","",""
"1 Strongly disagree","2005","Not Working","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2005","Full Time","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Full Time","(1b) general elementary school","20","","",""
"2 on scale 1-7 ","2005","Full Time","(1c) basic vocational qualification","106","0.0685167020465698","0.0569039029435252","0.0801295011496145"
"2 on scale 1-7 ","2005","Full Time","(2b) intermediate general qualification","11","","",""
"2 on scale 1-7 ","2005","Full Time","(2a) intermediate vocational","137","0.0556624265961502","0.0463770537263035","0.0649477994659969"
"2 on scale 1-7 ","2005","Full Time","(2c_gen) general maturity certificate","7","","",""
"2 on scale 1-7 ","2005","Full Time","(2c_voc) vocational maturity certificate","33","0.0573196067180007","0.040422407527608","0.0742168059083934"
"2 on scale 1-7 ","2005","Full Time","(3a) lower tertiary education","40","0.0563889642418269","0.0408359954339162","0.0719419330497375"
"2 on scale 1-7 ","2005","Full Time","(3b) higher tertiary education","77","0.0685891750421336","0.0553113511671634","0.0818669989171038"
"2 on scale 1-7 ","2005","Part Time","(0) in school","10","","",""
"2 on scale 1-7 ","2005","Part Time","(1a) inadequately completed","5","","",""
"2 on scale 1-7 ","2005","Part Time","(1b) general elementary school","28","","",""
"2 on scale 1-7 ","2005","Part Time","(1c) basic vocational qualification","78","0.0818221757327961","0.0655354960530854","0.0981088554125068"
