"plh0226","year","age_gr","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2008","35-65 y.","","","",""
"7 Strongly agree","2008","66 and older","","","",""
"1 Strongly disagree","2009","16-34 y.","128","0.0288276427519294","0.0236339327668429","0.0340213527370159"
"1 Strongly disagree","2009","35-65 y.","304","0.0347260708320781","0.0311122822180027","0.0383398594461535"
"1 Strongly disagree","2009","66 and older","129","0.0324182160534751","0.0270291343053171","0.037807297801633"
"2 on scale 1-7 ","2009","16-34 y.","305","0.0760016761230066","0.0677759896895697","0.0842273625564436"
"2 on scale 1-7 ","2009","35-65 y.","758","0.0814807927870756","0.0760809467442128","0.0868806388299383"
"2 on scale 1-7 ","2009","66 and older","350","0.0899172178490305","0.0812128296190653","0.0986216060789957"
"3 on scale 1-7 ","2009","16-34 y.","563","0.132353599092173","0.121834846610448","0.142872351573897"
"3 on scale 1-7 ","2009","35-65 y.","1379","0.150701153189125","0.143639633269236","0.157762673109014"
"3 on scale 1-7 ","2009","66 and older","552","0.132551523526869","0.122233640979656","0.142869406074082"
"4 on scale 1-7","2009","16-34 y.","932","0.237764043592878","0.224549785710344","0.250978301475413"
"4 on scale 1-7","2009","35-65 y.","2449","0.251133653816686","0.242573841385235","0.259693466248137"
"4 on scale 1-7","2009","66 and older","1062","0.253245514650386","0.240013189177733","0.26647784012304"
"5 on scale 1-7","2009","16-34 y.","1003","0.254345522437779","0.240827728043536","0.267863316832022"
"5 on scale 1-7","2009","35-65 y.","2290","0.225008642941162","0.216766167471625","0.2332511184107"
"5 on scale 1-7","2009","66 and older","980","0.236422588835258","0.223494111036049","0.249351066634467"
"6 on scale 1-7","2009","16-34 y.","770","0.194653978908087","0.182364092336495","0.206943865479679"
"6 on scale 1-7","2009","35-65 y.","1953","0.184274851516765","0.176622153176328","0.191927549857202"
"6 on scale 1-7","2009","66 and older","735","0.173408354040318","0.161888237103836","0.1849284709768"
"7 Strongly agree","2009","16-34 y.","286","0.0760535370941462","0.0678252755965914","0.084281798591701"
"7 Strongly agree","2009","35-65 y.","727","0.0726748349171078","0.067550733895461","0.0777989359387546"
"7 Strongly agree","2009","66 and older","341","0.0820365850446627","0.0736864625438278","0.0903867075454976"
"1 Strongly disagree","2010","16-34 y.","","","",""
"1 Strongly disagree","2010","35-65 y.","","","",""
"1 Strongly disagree","2010","66 and older","","","",""
"2 on scale 1-7 ","2010","16-34 y.","","","",""
"2 on scale 1-7 ","2010","35-65 y.","","","",""
"2 on scale 1-7 ","2010","66 and older","","","",""
"3 on scale 1-7 ","2010","16-34 y.","","","",""
"3 on scale 1-7 ","2010","35-65 y.","","","",""
"3 on scale 1-7 ","2010","66 and older","","","",""
"4 on scale 1-7","2010","16-34 y.","","","",""
"4 on scale 1-7","2010","35-65 y.","","","",""
"4 on scale 1-7","2010","66 and older","","","",""
"5 on scale 1-7","2010","16-34 y.","","","",""
"5 on scale 1-7","2010","35-65 y.","","","",""
"5 on scale 1-7","2010","66 and older","","","",""
"6 on scale 1-7","2010","16-34 y.","","","",""
"6 on scale 1-7","2010","35-65 y.","","","",""
"6 on scale 1-7","2010","66 and older","","","",""
"7 Strongly agree","2010","16-34 y.","","","",""
"7 Strongly agree","2010","35-65 y.","","","",""
"7 Strongly agree","2010","66 and older","","","",""
"1 Strongly disagree","2011","16-34 y.","","","",""
"1 Strongly disagree","2011","35-65 y.","","","",""
"1 Strongly disagree","2011","66 and older","","","",""
"2 on scale 1-7 ","2011","16-34 y.","","","",""
"2 on scale 1-7 ","2011","35-65 y.","","","",""
"2 on scale 1-7 ","2011","66 and older","","","",""
"3 on scale 1-7 ","2011","16-34 y.","","","",""
"3 on scale 1-7 ","2011","35-65 y.","","","",""
"3 on scale 1-7 ","2011","66 and older","","","",""
"4 on scale 1-7","2011","16-34 y.","","","",""
"4 on scale 1-7","2011","35-65 y.","","","",""
"4 on scale 1-7","2011","66 and older","","","",""
"5 on scale 1-7","2011","16-34 y.","","","",""
"5 on scale 1-7","2011","35-65 y.","","","",""
"5 on scale 1-7","2011","66 and older","","","",""
"6 on scale 1-7","2011","16-34 y.","","","",""
"6 on scale 1-7","2011","35-65 y.","","","",""
"6 on scale 1-7","2011","66 and older","","","",""
"7 Strongly agree","2011","16-34 y.","","","",""
"7 Strongly agree","2011","35-65 y.","","","",""
"7 Strongly agree","2011","66 and older","","","",""
"1 Strongly disagree","2012","16-34 y.","96","0.0477779390972409","0.0388609738777073","0.0566949043167745"
"1 Strongly disagree","2012","35-65 y.","146","0.0319810416359273","0.0270520284858462","0.0369100547860084"
"1 Strongly disagree","2012","66 and older","","","",""
"2 on scale 1-7 ","2012","16-34 y.","147","0.0623488320332603","0.0522407430225058","0.0724569210440148"
"2 on scale 1-7 ","2012","35-65 y.","368","0.0786378367039343","0.0710972921809919","0.0861783812268767"
"2 on scale 1-7 ","2012","66 and older","1","","",""
"3 on scale 1-7 ","2012","16-34 y.","255","0.124292918949497","0.110500613349873","0.138085224549121"
"3 on scale 1-7 ","2012","35-65 y.","609","0.124498388152608","0.115249658554232","0.133747117750984"
"3 on scale 1-7 ","2012","66 and older","2","","",""
"4 on scale 1-7","2012","16-34 y.","446","0.196868843707756","0.180245592065886","0.213492095349626"
"4 on scale 1-7","2012","35-65 y.","1047","0.208223216297352","0.196848575264348","0.219597857330357"
"4 on scale 1-7","2012","66 and older","6","","",""
"5 on scale 1-7","2012","16-34 y.","578","0.25890720899734","0.240594920874226","0.277219497120453"
"5 on scale 1-7","2012","35-65 y.","1241","0.25351772895577","0.241331041879885","0.265704416031656"
"5 on scale 1-7","2012","66 and older","11","","",""
"6 on scale 1-7","2012","16-34 y.","464","0.215059724780095","0.19788332671178","0.232236122848409"
"6 on scale 1-7","2012","35-65 y.","1072","0.209983701832337","0.198573782807742","0.221393620856932"
"6 on scale 1-7","2012","66 and older","2","","",""
"7 Strongly agree","2012","16-34 y.","212","0.0947445324348112","0.0825012771893378","0.106987787680285"
"7 Strongly agree","2012","35-65 y.","412","0.0931580864220709","0.0850157730159341","0.101300399828208"
"7 Strongly agree","2012","66 and older","2","","",""
"1 Strongly disagree","2013","16-34 y.","101","0.0233136828849491","0.0184482233626285","0.0281791424072697"
"1 Strongly disagree","2013","35-65 y.","294","0.0304762362741973","0.0271444561902062","0.0338080163581883"
"1 Strongly disagree","2013","66 and older","151","0.0332787446351705","0.0282760194136916","0.0382814698566495"
"2 on scale 1-7 ","2013","16-34 y.","245","0.0617107296557558","0.0539520184764227","0.0694694408350888"
"2 on scale 1-7 ","2013","35-65 y.","763","0.0765659429443506","0.0714120286270042","0.081719857261697"
"2 on scale 1-7 ","2013","66 and older","284","0.0591161103732206","0.052538116115101","0.0656941046313403"
"3 on scale 1-7 ","2013","16-34 y.","490","0.12454815989208","0.113901199035973","0.135195120748187"
"3 on scale 1-7 ","2013","35-65 y.","1269","0.12378220512012","0.117398812242256","0.130165597997983"
"3 on scale 1-7 ","2013","66 and older","553","0.116135228310822","0.107199140052163","0.125071316569481"
"4 on scale 1-7","2013","16-34 y.","835","0.215123419968481","0.201874349756236","0.228372490180726"
"4 on scale 1-7","2013","35-65 y.","2328","0.222083775062689","0.214027370568344","0.230140179557035"
"4 on scale 1-7","2013","66 and older","1137","0.229602260856252","0.217871717524139","0.241332804188365"
"5 on scale 1-7","2013","16-34 y.","989","0.280724326006306","0.266235654037375","0.295212997975238"
"5 on scale 1-7","2013","35-65 y.","2531","0.25319783158841","0.244769352593198","0.261626310583621"
"5 on scale 1-7","2013","66 and older","1259","0.253142374851395","0.241014802256923","0.265269947445866"
"6 on scale 1-7","2013","16-34 y.","758","0.214525053873266","0.201289380290585","0.227760727455947"
"6 on scale 1-7","2013","35-65 y.","2208","0.217551022644555","0.20955406103971","0.2255479842494"
"6 on scale 1-7","2013","66 and older","1080","0.212632049714477","0.20121968144716","0.224044417981794"
"7 Strongly agree","2013","16-34 y.","277","0.080054627719162","0.0713044855304591","0.0888047699078648"
"7 Strongly agree","2013","35-65 y.","832","0.0763429863656789","0.0711959602584306","0.0814900124729271"
"7 Strongly agree","2013","66 and older","474","0.0960932312586631","0.087873061884108","0.104313400633218"
"1 Strongly disagree","2014","16-34 y.","","","",""
"1 Strongly disagree","2014","35-65 y.","","","",""
"1 Strongly disagree","2014","66 and older","","","",""
"2 on scale 1-7 ","2014","16-34 y.","","","",""
"2 on scale 1-7 ","2014","35-65 y.","","","",""
"2 on scale 1-7 ","2014","66 and older","","","",""
"3 on scale 1-7 ","2014","16-34 y.","","","",""
"3 on scale 1-7 ","2014","35-65 y.","","","",""
"3 on scale 1-7 ","2014","66 and older","","","",""
"4 on scale 1-7","2014","16-34 y.","","","",""
"4 on scale 1-7","2014","35-65 y.","","","",""
"4 on scale 1-7","2014","66 and older","","","",""
"5 on scale 1-7","2014","16-34 y.","","","",""
"5 on scale 1-7","2014","35-65 y.","","","",""
"5 on scale 1-7","2014","66 and older","","","",""
"6 on scale 1-7","2014","16-34 y.","","","",""
"6 on scale 1-7","2014","35-65 y.","","","",""
"6 on scale 1-7","2014","66 and older","","","",""
"7 Strongly agree","2014","16-34 y.","","","",""
"7 Strongly agree","2014","35-65 y.","","","",""
"7 Strongly agree","2014","66 and older","","","",""
"1 Strongly disagree","2015","16-34 y.","","","",""
"1 Strongly disagree","2015","35-65 y.","","","",""
"1 Strongly disagree","2015","66 and older","","","",""
"2 on scale 1-7 ","2015","16-34 y.","","","",""
"2 on scale 1-7 ","2015","35-65 y.","","","",""
"2 on scale 1-7 ","2015","66 and older","","","",""
"3 on scale 1-7 ","2015","16-34 y.","","","",""
"3 on scale 1-7 ","2015","35-65 y.","","","",""
"3 on scale 1-7 ","2015","66 and older","","","",""
"4 on scale 1-7","2015","16-34 y.","","","",""
"4 on scale 1-7","2015","35-65 y.","","","",""
"4 on scale 1-7","2015","66 and older","","","",""
"5 on scale 1-7","2015","16-34 y.","","","",""
"5 on scale 1-7","2015","35-65 y.","","","",""
"5 on scale 1-7","2015","66 and older","","","",""
"6 on scale 1-7","2015","16-34 y.","","","",""
"6 on scale 1-7","2015","35-65 y.","","","",""
"6 on scale 1-7","2015","66 and older","","","",""
"7 Strongly agree","2015","16-34 y.","","","",""
"7 Strongly agree","2015","35-65 y.","","","",""
"7 Strongly agree","2015","66 and older","","","",""
"1 Strongly disagree","2016","16-34 y.","","","",""
"1 Strongly disagree","2016","35-65 y.","","","",""
"1 Strongly disagree","2016","66 and older","","","",""
"2 on scale 1-7 ","2016","16-34 y.","","","",""
"2 on scale 1-7 ","2016","35-65 y.","","","",""
"2 on scale 1-7 ","2016","66 and older","","","",""
"3 on scale 1-7 ","2016","16-34 y.","","","",""
"3 on scale 1-7 ","2016","35-65 y.","","","",""
"3 on scale 1-7 ","2016","66 and older","","","",""
"4 on scale 1-7","2016","16-34 y.","","","",""
"4 on scale 1-7","2016","35-65 y.","","","",""
"4 on scale 1-7","2016","66 and older","","","",""
"5 on scale 1-7","2016","16-34 y.","","","",""
"5 on scale 1-7","2016","35-65 y.","","","",""
"5 on scale 1-7","2016","66 and older","","","",""
"6 on scale 1-7","2016","16-34 y.","","","",""
"6 on scale 1-7","2016","35-65 y.","","","",""
"6 on scale 1-7","2016","66 and older","","","",""
"7 Strongly agree","2016","16-34 y.","","","",""
"7 Strongly agree","2016","35-65 y.","","","",""
"7 Strongly agree","2016","66 and older","","","",""
"1 Strongly disagree","2017","16-34 y.","278","0.031201929719865","0.0272840510316478","0.0351198084080823"
"1 Strongly disagree","2017","35-65 y.","500","0.0295725935506925","0.027001514910296","0.0321436721910889"
"1 Strongly disagree","2017","66 and older","118","0.025428337400152","0.0210740323353679","0.0297826424649362"
"2 on scale 1-7 ","2017","16-34 y.","506","0.0789719664557704","0.0728945845906145","0.0850493483209262"
"2 on scale 1-7 ","2017","35-65 y.","1277","0.0799807128041068","0.0758637188636968","0.0840977067445168"
"2 on scale 1-7 ","2017","66 and older","309","0.0697807161208026","0.0627335686372434","0.0768278636043617"
"3 on scale 1-7 ","2017","16-34 y.","898","0.124089896872872","0.116660704494552","0.131519089251191"
"3 on scale 1-7 ","2017","35-65 y.","1913","0.125813330673632","0.120780010625972","0.130846650721291"
"3 on scale 1-7 ","2017","66 and older","613","0.125676365896408","0.116507494181924","0.134845237610892"
"4 on scale 1-7","2017","16-34 y.","1545","0.233589849438623","0.224055276789399","0.243124422087848"
"4 on scale 1-7","2017","35-65 y.","3480","0.210523996309886","0.20433657916449","0.216711413455283"
"4 on scale 1-7","2017","66 and older","1106","0.222737126886078","0.211228241930727","0.23424601184143"
"5 on scale 1-7","2017","16-34 y.","1738","0.242559474939388","0.232900589492616","0.25221836038616"
"5 on scale 1-7","2017","35-65 y.","3969","0.251800551044697","0.245212967186042","0.258388134903352"
"5 on scale 1-7","2017","66 and older","1315","0.253066508000909","0.241040782588849","0.265092233412969"
"6 on scale 1-7","2017","16-34 y.","1463","0.199641550813792","0.190633903793984","0.208649197833601"
"6 on scale 1-7","2017","35-65 y.","3614","0.215933451577179","0.209688550651742","0.222178352502616"
"6 on scale 1-7","2017","66 and older","1115","0.207638406300499","0.196419034712813","0.218857777888185"
"7 Strongly agree","2017","16-34 y.","1137","0.0899453317596895","0.0834981980140786","0.0963924655053005"
"7 Strongly agree","2017","35-65 y.","1924","0.0863753640398063","0.0821118472954688","0.0906388807841439"
"7 Strongly agree","2017","66 and older","445","0.0956725393951503","0.0875365665500343","0.103808512240266"
"1 Strongly disagree","2018","16-34 y.","","","",""
"1 Strongly disagree","2018","35-65 y.","","","",""
"1 Strongly disagree","2018","66 and older","","","",""
"2 on scale 1-7 ","2018","16-34 y.","","","",""
"2 on scale 1-7 ","2018","35-65 y.","","","",""
"2 on scale 1-7 ","2018","66 and older","","","",""
"3 on scale 1-7 ","2018","16-34 y.","","","",""
"3 on scale 1-7 ","2018","35-65 y.","","","",""
"3 on scale 1-7 ","2018","66 and older","","","",""
"4 on scale 1-7","2018","16-34 y.","","","",""
"4 on scale 1-7","2018","35-65 y.","","","",""
"4 on scale 1-7","2018","66 and older","","","",""
"5 on scale 1-7","2018","16-34 y.","","","",""
"5 on scale 1-7","2018","35-65 y.","","","",""
"5 on scale 1-7","2018","66 and older","","","",""
"6 on scale 1-7","2018","16-34 y.","","","",""
"6 on scale 1-7","2018","35-65 y.","","","",""
"6 on scale 1-7","2018","66 and older","","","",""
"7 Strongly agree","2018","16-34 y.","","","",""
"7 Strongly agree","2018","35-65 y.","","","",""
"7 Strongly agree","2018","66 and older","","","",""
"1 Strongly disagree","2019","16-34 y.","190","0.0284848592977979","0.0240593832201327","0.032910335375463"
"1 Strongly disagree","2019","35-65 y.","431","0.0324851656285848","0.0296607523972159","0.0353095788599537"
"1 Strongly disagree","2019","66 and older","117","0.0284813280628718","0.0239618826925815","0.0330007734331622"
"2 on scale 1-7 ","2019","16-34 y.","416","0.0653523363912214","0.058777534171145","0.0719271386112979"
"2 on scale 1-7 ","2019","35-65 y.","1040","0.0700018610284713","0.0659369343988663","0.0740667876580763"
"2 on scale 1-7 ","2019","66 and older","332","0.0641429712002924","0.0574862750006209","0.070799667399964"
"3 on scale 1-7 ","2019","16-34 y.","731","0.135708592217513","0.126597678328345","0.14481950610668"
"3 on scale 1-7 ","2019","35-65 y.","1875","0.124034308646881","0.118782954087576","0.129285663206186"
"3 on scale 1-7 ","2019","66 and older","599","0.128034096713238","0.118956058229677","0.137112135196799"
"4 on scale 1-7","2019","16-34 y.","1198","0.220229424719385","0.209205169340237","0.231253680098534"
"4 on scale 1-7","2019","35-65 y.","3327","0.226543791789056","0.219874943681513","0.233212639896599"
"4 on scale 1-7","2019","66 and older","1139","0.225368626880056","0.214016591982729","0.236720661777383"
"5 on scale 1-7","2019","16-34 y.","1303","0.247654603752928","0.236171480977333","0.259137726528524"
"5 on scale 1-7","2019","35-65 y.","3638","0.24154348999686","0.234724502587698","0.248362477406022"
"5 on scale 1-7","2019","66 and older","1255","0.244260159824645","0.232586906126911","0.255933413522379"
"6 on scale 1-7","2019","16-34 y.","1098","0.210723794230746","0.1998745505097","0.221573037951792"
"6 on scale 1-7","2019","35-65 y.","3376","0.217921036837213","0.211343977519731","0.224498096154696"
"6 on scale 1-7","2019","66 and older","1193","0.213126387623382","0.202000093153569","0.224252682093195"
"7 Strongly agree","2019","16-34 y.","492","0.0918463893904086","0.0841632471653719","0.0995295316154453"
"7 Strongly agree","2019","35-65 y.","1448","0.0874703460729336","0.0829693276145579","0.0919713645313093"
"7 Strongly agree","2019","66 and older","569","0.0965864296955152","0.0885607687513775","0.104612090639653"
