"plh0226","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","12","","",""
"1 Strongly disagree","2005","(0) in school","East Germany","3","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","16","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","2","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","96","0.0634965123891521","0.0517124569953227","0.0752805677829815"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","10","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","172","0.0354719960869576","0.0301394655016646","0.0408045266722505"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","35","0.0342532504623296","0.0234310457553439","0.0450754551693154"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","20","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","4","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","110","0.0393307603840169","0.0324748906199801","0.0461866301480538"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","46","0.0341435819720876","0.0255212622831763","0.0427659016609989"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","16","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","4","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","44","0.0372125375204422","0.0269429573158567","0.0474821177250278"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","6","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","12","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","16","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","30","0.0176353099888635","0.0117509488283961","0.023519671149331"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","7","","",""
"2 on scale 1-7 ","2005","(0) in school","West Germany","24","","",""
"2 on scale 1-7 ","2005","(0) in school","East Germany","14","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","22","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","2","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","139","0.0854361576174112","0.0719280967869395","0.098944218447883"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","15","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","325","0.0776766087328176","0.0699601176219415","0.0853930998436937"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","82","0.0823635774688664","0.0660053537099594","0.0987218012277734"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","30","0.0443133155582289","0.025062872867127","0.0635637582493307"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","8","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","203","0.0642396273219762","0.0555920734445879","0.0728871811993645"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","125","0.0777699253260001","0.0650542691249473","0.090485581527053"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","51","0.0640999591184845","0.044647117355054","0.0835528008819151"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","8","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","101","0.0827080568440642","0.0677639304020945","0.0976521832860338"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","12","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","58","0.0671407940121702","0.0515591760776027","0.0827224119467378"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","26","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","132","0.0912408558313925","0.0783675386025031","0.104114173060282"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","38","0.064359945050177","0.044625855086417","0.084094035013937"
"3 on scale 1-7 ","2005","(0) in school","West Germany","56","0.129924150582133","0.100657864637996","0.159190436526271"
"3 on scale 1-7 ","2005","(0) in school","East Germany","23","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","38","0.189461440400589","0.138257416752324","0.240665464048854"
