"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","1885.41","1636","1204","716","1074","2301","2863","6136","1768.47","2002.35","97","42028","1636","1790"
"1984","lower secondary degree","1342.25","1176","5769","562","869","1636","2144","3867","1314.59","1369.91","8","30790","1278","1278"
"1984","no degree/no degree yet","1463.18","1278","1276","653","931","1790","2352","3579","1417.97","1508.39","0","12782","1278","1329"
"1984","Other degree","1313.55","1176","1406","690","920","1534","1989","3323","1258.14","1368.96","77","20452","1278","1329"
"1984","secondary school degree","1607.53","1534","1817","767","1023","2045","2556","4346","1569.85","1645.21","8","12271","1534","1534"
"1985","college entrance qualification","1781.37","1636","1163","690","1074","2301","3068","4366","1725.35","1837.39","0","10737","1662","1790"
"1985","lower secondary degree","1361.78","1227","5152","562","869","1667","2147","3579","1331.95","1391.61","0","30678","1278","1329"
"1985","no degree/no degree yet","1553.32","1483","1061","716","1015","2040","2556","3579","1508.63","1598.01","153","13805","1380","1483"
"1985","Other degree","1357.33","1176","1203","690","920","1636","2045","3579","1286.48","1428.18","0","26076","1278","1380"
"1985","secondary school degree","1666.97","1534","1761","767","1023","2045","2556","4295","1606.76","1727.18","0","30678","1534","1636"
"1986","college entrance qualification","1907.96","1738","1182","716","1099","2311","3068","5113","1778.11","2037.81","0","49190","1738","1841"
"1986","lower secondary degree","1420.33","1278","4928","614","906","1790","2301","4090","1389.47","1451.19","0","40903","1370","1432"
"1986","no degree/no degree yet","1628.35","1531.79","1003","690","1023","2045","2556","4602","1561.83","1694.87","26","20452","1483","1534"
"1986","Other degree","1383.38","1278","1139","665","920","1687","2122","3784","1344.71","1422.05","0","5113","1355","1432"
"1986","secondary school degree","1749.08","1534","1722","767","1097","2045","2659","4704","1665.49","1832.67","66","49190","1611","1738"
"1987","college entrance qualification","1915.93","1790","1166","730","1176","2378","3068","5113","1834.66","1997.2","0","33234","1790","1943"
"1987","lower secondary degree","1452.58","1281.13","4895","622","920","1790","2319","4346","1425.82","1479.34","0","33234","1432","1483"
"1987","no degree/no degree yet","1616.6","1534","972","716","1023","2045","2587","5113","1565.43","1667.77","0","6902","1483","1585"
"1987","Other degree","1582.39","1432","1130","716","997","1810","2301","10226","1522.14","1642.64","0","12782","1508","1534"
"1987","secondary school degree","1797.65","1636","1728","772","1176","2147","2787","5113","1729.41","1865.89","89","30678","1687","1790"
"1988","college entrance qualification","2038.24","1841.68","1107","818","1278","2556","3170","5215","1930.06","2146.42","0","35790","1912","2045"
"1988","lower secondary degree","1478.27","1329","4711","618","936","1790","2423","4244","1449.83","1506.71","0","25565","1432","1534"
"1988","no degree/no degree yet","1704.68","1534","876","734","1023","2045","2710","4602","1629.48","1779.88","31","20452","1534","1636"
"1988","Other degree","1512.63","1433.11","1052","733","1023","1841","2378","3477","1463.11","1562.15","51","17384","1534","1575"
"1988","secondary school degree","1810.1","1694.35","1683","818","1202","2199","2812","5215","1760.78","1859.42","51","20452","1790","1790"
"1989","college entrance qualification","2110.18","1979","1138","869","1329","2556","3353","5369","2028.18","2192.18","0","33234","1994","2045"
"1989","lower secondary degree","1533.4","1406","4495","665","971","1892","2556","4090","1504.09","1562.71","0","33234","1534","1534"
"1989","no degree/no degree yet","1728.13","1633.28","859","743","1125","2199","2863","4090","1671.78","1784.48","92","7311","1601","1774"
"1989","Other degree","1572.35","1534","1009","767","1033","1994","2454","4090","1526.98","1617.72","240","5880","1559","1687"
"1989","secondary school degree","1885.52","1790","1640","869","1253","2352","2965","5113","1835.73","1935.31","0","20452","1790","1892"
"1990","college entrance qualification","2001.52","1738","1674","833","1202","2556","3323","5215","1932.45","2070.59","0","38347","1534","1662"
"1990","lower secondary degree","1494.86","1319","6093","533","869","1892","2556","4602","1462.63","1527.09","0","38347","1294","1352"
"1990","no degree/no degree yet","1842.49","1636","866","818","1202","2257","3068","5496","1777.94","1907.04","51","9520","1687","1790"
"1990","Other degree","1614.09","1432","1046","614","1023","2045","2608","4167","1540.41","1687.77","205","20452","1585","1718"
"1990","secondary school degree","1627.5","1432","3630","708","941","2045","2710","4602","1590.84","1664.16","66","38347","1176","1258"
"1991","college entrance qualification","2094.61","1892","1674","895","1278","2710","3451","6136","2041.75","2147.47","102","10021","1790","1892"
"1991","lower secondary degree","1537.61","1380","5845","614","920","2045","2556","4499","1514.99","1560.23","77","7669","1432","1457"
"1991","no degree/no degree yet","1901.51","1738","836","818","1278","2301","3272","5624","1836.53","1966.49","210","7669","1764","1841"
"1991","Other degree","1680.93","1562.56","1016","767","1048","2045","2787","4090","1628.5","1733.36","358","6238","1738","1790"
"1991","secondary school degree","1706.95","1534","3552","767","1023","2147","2914","5113","1677.5","1736.4","102","10226","1386","1483"
"1992","college entrance qualification","2216.64","2045","1680","946","1432","2802","3681","5624","2165.63","2267.65","205","10226","2045","2096"
"1992","lower secondary degree","1627.1","1483","5668","665","1023","2045","2710","4648","1603.52","1650.68","128","8181","1534","1534"
"1992","no degree/no degree yet","1945.4","1790","843","869","1278","2454","3068","5471","1881.08","2009.72","225","6136","1790","1943"
"1992","Other degree","1705.59","1605.27","982","781","1150","2096","2812","4602","1652.61","1758.57","0","6136","1756","1841"
"1992","secondary school degree","1841.86","1636","3507","801","1152","2301","3068","5624","1811.14","1872.58","205","10737","1585","1636"
"1993","college entrance qualification","2398.59","2271.61","1706","1023","1534","3068","3855","6136","2341.89","2455.29","153","15339","2199","2301"
"1993","lower secondary degree","1699.11","1534","5493","716","1023","2147","2853","4602","1673.72","1724.5","26","21474","1534","1636"
"1993","no degree/no degree yet","2008.62","1790","796","767","1278","2531","3272","5704.96","1937.29","2079.95","256","7669","1790","1943"
"1993","Other degree","1772.41","1636","954","818","1225","2199","2812","4602","1715.05","1829.77","77","6136","1790","1892"
"1993","secondary school degree","1998.85","1790","3458","920","1278","2556","3221","5215","1964.59","2033.11","220","21474","1790","1892"
"1994","college entrance qualification","2432.24","2301","1736","1023","1534","3068","4090","6136","2375.15","2489.33","174","15339","2301","2454"
"1994","lower secondary degree","1735.12","1534","5335","757","1074","2147","2812","4857","1709.73","1760.51","102","15339","1636","1687"
"1994","no degree/no degree yet","2101.63","1891.69","796","869","1278","2556","3323","7669","2019.72","2183.54","219","15339","1820","2045"
