"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","1449.98","1329","1871","767","997","1790","2250","3323","1407.07","1492.89","205","20452","1432","1483"
"1984","Full Time","indirect migration background","1474.99","1534","46","920","1227","1790","2045","2812","1316.41","1633.57","460","3068","1432","1790"
"1984","Full Time","no migration background","1668.67","1534","3465","869","1125","2045","2556","4090","1631.82","1705.52","8","30790","1534","1534"
"1984","Not Working","direct migration background","1206.08","1023","974","486","767","1483","1994","3835","1156.42","1255.74","77","12036","1023","1125"
"1984","Not Working","indirect migration background","1194.01","1023","53","869","920","1278","1879","3323","994.94","1393.08","511","4346","1125","1534"
"1984","Not Working","no migration background","1275","1023","3363","505","716","1534","2158","4090","1225.37","1324.63","0","42028","1074","1125"
"1984","Part Time","direct migration background","1526.73","1380","473","716","1023","1841","2454","6136","1437.65","1615.81","77","12036","1255","1391"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","1538.3","1432","1297","767","1023","1841","2352","3835","1485.12","1591.48","179","16873","1432","1534"
"1985","Full Time","direct migration background","1530.51","1432","1540","818","1023","1800","2301","3426","1473.07","1587.95","193","26076","1534","1534"
"1985","Full Time","indirect migration background","1487.81","1534","48","707","1023","1738","2199","2965","1303.81","1671.81","668","3426","1432","1841"
"1985","Full Time","no migration background","1709.73","1534","3125","869","1125","2045","2556","4090","1671.91","1747.55","0","30678","1534","1636"
"1985","Not Working","direct migration background","1199.89","1023","862","511","818","1534","2045","4090","1155.18","1244.6","0","10226","1099","1176"
"1985","Not Working","indirect migration background","1267.56","1055.42","68","767","946","1380","1994","2812","1120.74","1414.38","460","3042","1125","1534"
"1985","Not Working","no migration background","1266.54","1074","3060","504","741","1534","2137","3579","1227.6","1305.48","0","30678","1176","1227"
"1985","Part Time","direct migration background","1498.6","1432","450","716","1023","1838","2301","3835","1429.45","1567.75","202","10226","1304","1534"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Part Time","no migration background","1605.16","1471.69","1309","690","1023","1943","2556","4602","1529.41","1680.91","26","30678","1483","1534"
"1986","Full Time","direct migration background","1607.43","1534","1495","844","1074","1943","2454","3911","1571.14","1643.72","0","13549","1534","1585"
"1986","Full Time","indirect migration background","1431.39","1499.14","54","639","716","1738","2045","4612","1200.87","1661.91","621","4612","1483","1892"
"1986","Full Time","no migration background","1800.4","1611","3073","920","1217","2096","2710","4602","1745.04","1855.76","0","49190","1636","1738"
"1986","Not Working","direct migration background","1256.95","1119.89","820","511","779","1585","2045","3579","1202.47","1311.43","0","13549","1150","1278"
"1986","Not Working","indirect migration background","1236.84","1182.31","60","511","920","1585","1994","3068","1081.25","1392.43","409","3068","1125","1585"
"1986","Not Working","no migration background","1324.94","1074","2873","534","767","1585","2250","4090","1265.52","1384.36","0","49190","1202","1278"
"1986","Part Time","direct migration background","1506.32","1394.67","449","665","1023","1892","2403","4295","1438.06","1574.58","92","5113","1432","1534"
"1986","Part Time","indirect migration background","1578.37","1790","35","767","869","2045","2137","2812","1294.65","1862.09","435","4612","1355","2045"
"1986","Part Time","no migration background","1683.76","1534","1257","741","1074","2045","2556","4295","1605.89","1761.63","77","40903","1534","1611"
"1987","Full Time","direct migration background","1664.41","1534","1506","895","1125","1943","2556","4346","1620.32","1708.5","0","12782","1626","1687"
"1987","Full Time","indirect migration background","1770.93","1715.79","62","1023","1534","1892","2863","3579","1567.69","1974.17","628","3732","1687","2045"
"1987","Full Time","no migration background","1872.28","1687","3127","920","1227","2225","2812","5113","1821.1","1923.46","102","33234","1738","1790"
"1987","Not Working","direct migration background","1338.22","1176","832","562","917","1738","2173","3247","1276.03","1400.41","0","12782","1278","1406"
"1987","Not Working","indirect migration background","1485.61","1143.81","68","716","1023","1534","2045","12782","1128.97","1842.25","197","12782","1278","1636"
"1987","Not Working","no migration background","1319.91","1150","2715","552","767","1639","2301","4346","1288.15","1351.67","0","10226","1278","1293"
"1987","Part Time","direct migration background","1568.13","1534","430","767","1074","1943","2556","3119","1486.74","1649.52","153","12782","1534","1636"
"1987","Part Time","indirect migration background","1407.72","1089.6","34","723","946","1994","2189","2556","1171.26","1644.18","470","3579","1099","1994"
"1987","Part Time","no migration background","1672.77","1534","1279","690","1125","2045","2582","5011","1617.78","1727.76","0","18407","1534","1636"
"1988","Full Time","direct migration background","1679.02","1534","1368","920","1150","1968","2505","3988","1630.88","1727.16","235","17384","1636","1738"
"1988","Full Time","indirect migration background","1752.48","1636","70","1023","1125","2045","2812","3963","1557.49","1947.47","665","3963","1534","2045"
