"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","1610.76","1534","1276","804","1125","2020","2556","4090","1573.33","1648.19","230","6136","1534","1534"
"1985","Employed","Urban Area","1674.09","1534","5214","818","1074","2045","2556","4193","1640.59","1707.59","0","30678","1534","1534"
"1985","Not Employed","Rural Area","1180.48","1023","856","496","716","1534","2045","3451","1135.84","1225.12","205","4295","1074","1227"
"1985","Not Employed","Urban Area","1287.55","1109.7","3134","511","767","1534","2147","3835","1249.37","1325.73","0","30678","1166","1227"
"1986","Employed","Rural Area","1677.78","1534","1298","818","1125","2045","2556","4090","1595.49","1760.07","77","49190","1534","1636"
"1986","Employed","Urban Area","1763.56","1552.76","5065","869","1150","2045","2710","4602","1728.55","1798.57","0","40903","1585","1636"
"1986","Not Employed","Rural Area","1354.11","1036","779","537","767","1534","2091","3579","1176.23","1531.99","68","49190","1125","1278"
"1986","Not Employed","Urban Area","1307.87","1108.71","2974","524","767","1611","2238","4090","1270.89","1344.85","0","20452","1224","1278"
"1987","Employed","Rural Area","1773.94","1636","1331","869","1278","2127","2710","4346","1726.36","1821.52","51","10226","1636","1764"
"1987","Employed","Urban Area","1798.75","1611","5107","869","1174","2122","2735","5113","1763.39","1834.11","0","33234","1636","1687"
"1987","Not Employed","Rural Area","1295.98","1125","718","537","767","1585","2250","3835","1234.48","1357.48","112","10226","1189","1329"
"1987","Not Employed","Urban Area","1330.33","1176","2897","560","782","1687","2301","4425","1298.08","1362.58","0","12782","1278","1329"
"1988","Employed","Rural Area","1757.69","1585","1246","869","1202","2147","2812","4428","1713.66","1801.72","51","7669","1585","1738"
"1988","Employed","Urban Area","1852.56","1687","4944","920","1227","2147","2812","5113","1816.19","1888.93","0","35790","1713","1790"
"1988","Not Employed","Rural Area","1289","1176","670","525","787","1687","2147","3323","1236.32","1341.68","79","4428","1278","1396"
"1988","Not Employed","Urban Area","1368.88","1176","2753","562","818","1713","2352","4448","1332.47","1405.29","0","20452","1278","1360"
"1989","Employed","Rural Area","1866.16","1687","1204","869","1278","2301","3068","4707","1809.39","1922.93","0","20452","1723","1790"
