"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","1642.19","1534","5382","869","1074","1994","2556","4090","1614.08","1670.3","8","30790","1534","1534"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","1536.72","1432","1787","767","1023","1841","2403","4090","1491.35","1582.09","77","16873","1380","1474"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","1269.53","1023","4390","506","720","1534","2147","3988","1229.87","1309.19","0","42028","1074","1125"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","1688.21","1534","4713","869","1125","2045","2556","4090","1656.79","1719.63","0","30678","1534","1534"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","1590.84","1458.68","1777","709","1023","1943","2556","4366","1532.21","1649.47","26","30678","1457","1534"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","1261.28","1074","3990","510","753","1534","2122","3579","1229.78","1292.78","0","30678","1150","1202"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","1775.24","1585","4622","895","1176","2045","2659","4397","1736.43","1814.05","0","49190","1585","1644"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","1663.64","1534","1741","739","1074","2045","2556","4295","1604.43","1722.85","77","40903","1534","1559"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","1318.79","1074","3753","524","767","1585","2199","3963","1271.7","1365.88","0","49190","1202","1278"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","1846.5","1662","4695","920","1227","2160","2812","5113","1809.44","1883.56","0","33234","1687","1744"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","1658.71","1534","1743","716","1125","2045","2556","4571","1613.44","1703.98","0","18407","1534","1610"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","1322.6","1155.77","3615","557","767","1641","2301","4090","1294.03","1351.17","0","12782","1278","1314"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","1872.01","1738","4410","920","1277","2199","2914","5113","1836.06","1907.96","0","35790","1738","1790"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","1733.23","1534","1780","767","1125","2045","2684","4602","1676.63","1789.83","169","35790","1585","1662"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","1350.85","1176","3423","562","798","1687","2301","3988","1319.79","1381.91","0","20452","1278","1355"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","1921.99","1790","4375","952","1278","2301","3068","5113","1891.31","1952.67","0","33234","1790","1841"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","1803.96","1636","1654","798","1278","2250","2863","4857","1761.14","1846.78","0","7311","1656","1790"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","1423.24","1233","3296","562","844","1769","2480","4141","1386.59","1459.89","0","33234","1355","1432"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","2056.72","1892","4264","1023","1380","2454","3068","5113","2009.67","2103.77","0","38347","1892","1968"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","1903.32","1764","1671","828","1278","2352","3068","5215","1856.04","1950.6","0","10226","1790","1892"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","1491.14","1278","3207","601","898","1841","2556","4602","1447.59","1534.69","0","38347","1432","1483"
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","2086.31","1943","4242","1023","1432","2556","3323","5369","2057.49","2115.13","256","10226","1991","2045"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
