"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","1379.33","1227","5877","511","818","1738","2301","3870","1350.54","1408.12","0","42028","1278","1278"
"1984","Male","1557.81","1380","5682","767","1023","1841","2556","4090","1526.36","1589.26","8","42028","1380","1432"
"1985","Female","1410.96","1278","5320","539","818","1790","2352","4090","1379.31","1442.61","0","30678","1331","1432"
"1985","Male","1569","1432","5160","767","1023","1917","2556","4090","1540.78","1597.22","0","30678","1450","1534"
"1986","Female","1476.19","1278","5095","565","869","1841","2454","4193","1436.53","1515.85","0","49190","1432","1529"
"1986","Male","1652.22","1483","5021","767","1023","2045","2556","4602","1615.42","1689.02","0","49190","1534","1534"
"1987","Female","1513.3","1329","5067","614","875","1892","2556","4571","1482.27","1544.33","0","33234","1508","1534"
"1987","Male","1690.93","1534","4986","777","1074","2045","2608","5113","1660.09","1721.77","0","33234","1534","1636"
"1988","Female","1537.08","1380","4843","614","920","1968","2556","4428","1505.64","1568.52","26","35790","1534","1534"
"1988","Male","1737.1","1534","4770","818","1125","2045","2710","5113","1704.26","1769.94","0","35790","1585","1636"
"1989","Female","1599.68","1432","4717","614","924","2045","2710","4602","1570.11","1629.25","0","33234","1534","1626"
"1989","Male","1804.23","1625.73","4608","879","1176","2199","2889","5113","1774.19","1834.27","0","33234","1687","1738"
"1990","Female","1522.44","1278","6926","531","844","1994","2608","4602","1491.14","1553.74","0","38347","1278","1329"
"1990","Male","1718.95","1534","6602","716","1023","2147","2812","5113","1691.12","1746.78","0","38347","1432","1508"
"1991","Female","1587.59","1406","6748","568","914","2045","2812","4602","1565.31","1609.87","77","10226","1432","1534"
"1991","Male","1778.78","1585","6430","767","1125","2294","3017","4857","1755.9","1801.66","102","10226","1534","1605"
"1992","Female","1684.8","1534","6656","639","1001","2147","2914","4908","1662.02","1707.58","0","10737","1534","1636"
"1992","Male","1894.84","1738","6292","879","1227","2352","3068","5113","1871.46","1918.22","179","10737","1738","1790"
"1993","Female","1790.85","1570.94","6512","716","1023","2301","3068","5113","1765.83","1815.87","26","21474","1687","1790"
"1993","Male","2016.17","1815","6174","920","1278","2556","3323","5184","1990.27","2042.07","77","21474","1841","1892"
"1994","Female","1843.57","1636","6456","725","1074","2301","3068","5113","1818.41","1868.73","102","15339","1790","1790"
"1994","Male","2056.12","1841","6015","997","1329","2556","3323","5113","2029.72","2082.52","153","15339","1892","1943"
"1995","Female","1940.4","1707.41","6580","767","1145","2454","3221","5624","1912.31","1968.49","72","23008","1790","1841"
"1995","Male","2118.2","1935.4","6152","1023","1380","2556","3323","5522","2091.44","2144.96","205","17895","1943","2045"
"1996","Female","1939.12","1738","6462","808","1150","2454","3286","5573","1912.01","1966.23","78","25565","1841","1943"
"1996","Male","2161.8","1994","6040","1023","1432","2556","3477","5821","2132.13","2191.47","205","25565","2045","2045"
"1997","Female","1950.13","1790","6405","831","1176","2556","3221","5184","1923.71","1976.55","153","20452","1892","1968"
"1997","Male","2155.84","1994","6023","1023","1457","2608","3477","5624","2128.38","2183.3","153","20452","2045","2045"
"1998","Female","1977.04","1790","6986","877","1227","2556","3323","5215","1952.74","2001.34","179","11248","1892","1943"
"1998","Male","2176.58","2017.71","6575","1023","1432","2659","3579","5726","2150.43","2202.73","261","15339","2045","2045"
"1999","Female","2056.95","1841","6798","915","1278","2556","3380","6136","2030.23","2083.67","184","12782","1994","2045"
"1999","Male","2237.43","2045","6342","1023","1534","2710","3579","6136","2209.84","2265.02","102","12782","2045","2071"
"2000","Female","2101.96","1866","11701","895","1278","2556","3579","6136","2080.1","2123.82","51","25565","2045","2045"
"2000","Male","2272.28","2045","10865","1023","1534","2812","3579","6136","2249.41","2295.15","0","25565","2071","2147"
"2001","Female","2141.54","1943","10822","920","1278","2643","3579","6136","2118.25","2164.83","112","23008","2045","2045"
"2001","Male","2317.77","2045","10023","1074","1534","2812","3681","6391","2292.97","2342.57","0","23008","2147","2250"
"2002","Female","2174.3","2000","11317","900","1300","2650","3500","7500","2134.33","2214.27","10","60000","2250","2300"
"2002","Male","2360.93","2100","10606","1025","1500","2840","3518","8000","2316.31","2405.55","10","65000","2450","2500"
"2003","Female","2234.25","2000","10901","900","1320","2800","3610","7000","2195.93","2272.57","0","85000","2300","2340"
"2003","Male","2415.64","2126.81","10152","1050","1500","3000","4000","7500","2373.58","2457.7","0","85000","2500","2500"
"2004","Female","2233.91","2000","10694","900","1300","2800","3600","7150","2193.8","2274.02","20","99999","2300","2348"
"2004","Male","2431.84","2107.88","9905","1050","1540","3000","4000","7600","2385.4","2478.28","0","99999","2500","2500"
"2005","Female","2242.4","2000","10300","950","1370","2800","3700","7000","2207.57","2277.23","0","35000","2229","2300"
"2005","Male","2422.97","2180","9472","1060","1500","3000","4000","7200","2386.65","2459.29","0","35000","2485","2500"
"2006","Female","2252.92","2000","10953","900","1300","2800","3800","7500","2218.35","2287.49","100","35000","2200","2300"
"2006","Male","2466.65","2150","10016","1045","1500","3000","4000","8000","2430.18","2503.12","0","35000","2400","2500"
"2007","Female","2305.13","2000","10410","934","1345","2900","4000","7500","2269.37","2340.89","0","42667","2300","2350"
"2007","Male","2492.54","2200","9503","1000","1500","3000","4100","7500","2454.36","2530.72","100","42667","2500","2500"
"2008","Female","2349.76","2000","9713","933","1345","3000","4000","7500","2307.84","2391.68","190","99999","2300","2400"
"2008","Male","2563.29","2300","8872","1050","1580","3129","4200","8000","2518.19","2608.39","0","99999","2500","2600"
"2009","Female","2398.99","2000","9098","990","1400","3000","4000","7900","2360.46","2437.52","150","30000","2350","2400"
"2009","Male","2624.67","2309.6","8353","1100","1600","3200","4400","7900","2584.4","2664.94","0","30000","2500","2600"
"2010","Female","2479.37","2100","12507","1000","1400","3100","4200","8000","2446.89","2511.85","0","35000","2300","2300"
"2010","Male","2686.12","2400","10499","1100","1650","3300","4500","8000","2649.15","2723.09","0","35000","2500","2600"
"2011","Female","2525.01","2190","15129","1000","1400","3200","4500","8300","2494.59","2555.43","100","55000","2400","2476"
"2011","Male","2754.54","2500","12608","1100","1650","3500","4550","8500","2720.95","2788.13","40","55000","2600","2700"
"2012","Female","2614.51","2250","14745","1000","1500","3300","4500","8000","2572.32","2656.7","0","2e+05","2469","2500"
"2012","Male","2841.43","2500","12297","1100","1700","3500","5000","8500","2792.36","2890.5","0","2e+05","2700","2750"
"2013","Female","2648.13","2300","16222","1010","1500","3325","4600","8000","2617.93","2678.33","0","70000","2500","2500"
"2013","Male","2863.04","2500","13661","1130","1700","3550","5000","8000","2829.26","2896.82","0","70000","2700","2738"
"2014","Female","2741.65","2400","14380","1050","1503","3500","4800","9000","2709.06","2774.24","150","65000","2500","2600"
"2014","Male","2953.49","2600","12285","1138","1786","3700","5000","8900","2917.16","2989.82","158","65000","2800","2800"
"2015","Female","2801.47","2400","14113","1100","1600","3600","5000","8600","2770.48","2832.46","188","25000","2600","2634"
"2015","Male","3033.34","2667","12083","1146","1800","4000","5200","9108","2997.2","3069.48","0","60000","2800","2900"
"2016","Female","2874.64","2500","14483","1100","1600","3600","5000","8560","2840.86","2908.42","0","45000","2500","2500"
"2016","Male","3081.65","2700","13565","1140","1800","4000","5200","9400","3045.98","3117.32","0","45000","2500","2500"
"2017","Female","3058.65","2550","16094","1160","1700","3800","5000","9000","2933.19","3184.11","120","999999","2500","2600"
"2017","Male","3213.26","2800","15249","1173","1850","4000","5300","9000","3080.22","3346.3","88","999999","2500","2600"
"2018","Female","3063.39","2700","15025","1200","1775","4000","5200","10000","3029.22","3097.56","150","60000","2700","2800"
"2018","Male","3276.81","3000","13962","1200","2000","4050","5600","10000","3239.77","3313.85","100","60000","2800","2800"
"2019","Female","3186.64","2800","14376","1200","1800","4000","5500","9900","3126.82","3246.46","35","2e+05","2990","3000"
"2019","Male","3481.89","3000","14077","1300","2000","4288","6000","10000","3232.33","3731.45","35","1700000","3000","3015"
