"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","1469.31","1329","2344","767","1023","1790","2301","3988","1430.64","1507.98","77","20452","1380","1432"
"1984","Employed","indirect migration background","1466.85","1505.82","63","920","1125","1738","2045","2812","1315.95","1617.75","460","3323","1483","1738"
"1984","Employed","no migration background","1633.23","1534","4762","818","1074","1994","2556","4090","1602.73","1663.73","8","30790","1534","1534"
"1984","Not Employed","direct migration background","1206.08","1023","974","486","767","1483","1994","3835","1156.42","1255.74","77","12036","1023","1125"
"1984","Not Employed","indirect migration background","1194.01","1023","53","869","920","1278","1879","3323","994.94","1393.08","511","4346","1125","1534"
"1984","Not Employed","no migration background","1275","1023","3363","505","716","1534","2158","4090","1225.37","1324.63","0","42028","1074","1125"
"1985","Employed","direct migration background","1521.74","1432","1990","767","1023","1815","2301","3835","1474.6","1568.88","193","26076","1483","1534"
"1985","Employed","indirect migration background","1359.88","1380","66","707","767","1687","2045","2720","1202.56","1517.2","668","3426","1380","1790"
"1985","Employed","no migration background","1679.16","1534","4434","818","1125","2045","2556","4193","1644.37","1713.95","0","30678","1534","1546"
"1985","Not Employed","direct migration background","1199.89","1023","862","511","818","1534","2045","4090","1155.18","1244.6","0","10226","1099","1176"
"1985","Not Employed","indirect migration background","1267.56","1055.42","68","767","946","1380","1994","2812","1120.74","1414.38","460","3042","1125","1534"
"1985","Not Employed","no migration background","1266.54","1074","3060","504","741","1534","2137","3579","1227.6","1305.48","0","30678","1176","1227"
"1986","Employed","direct migration background","1580.77","1534","1944","818","1058","1943","2408","3988","1548.71","1612.83","0","13549","1534","1534"
"1986","Employed","indirect migration background","1492.44","1534","89","716","767","1790","2137","4612","1316.56","1668.32","435","4612","1534","1892"
"1986","Employed","no migration background","1766.84","1559","4330","869","1176","2045","2659","4397","1721.49","1812.19","0","49190","1600","1687"
"1986","Not Employed","direct migration background","1256.95","1119.89","820","511","779","1585","2045","3579","1202.47","1311.43","0","13549","1150","1278"
"1986","Not Employed","indirect migration background","1236.84","1182.31","60","511","920","1585","1994","3068","1081.25","1392.43","409","3068","1125","1585"
"1986","Not Employed","no migration background","1324.94","1074","2873","534","767","1585","2250","4090","1265.52","1384.36","0","49190","1202","1278"
"1987","Employed","direct migration background","1639.92","1534","1936","869","1099","1943","2556","4090","1601.15","1678.69","0","12782","1585","1636"
"1987","Employed","indirect migration background","1593.69","1611","96","920","1023","1943","2301","3579","1435.82","1751.56","470","3732","1611","1943"
"1987","Employed","no migration background","1814.97","1636","4406","869","1176","2147","2812","5113","1775.22","1854.72","0","33234","1662","1738"
"1987","Not Employed","direct migration background","1338.22","1176","832","562","917","1738","2173","3247","1276.03","1400.41","0","12782","1278","1406"
"1987","Not Employed","indirect migration background","1485.61","1143.81","68","716","1023","1534","2045","12782","1128.97","1842.25","197","12782","1278","1636"
"1987","Not Employed","no migration background","1319.91","1150","2715","552","767","1639","2301","4346","1288.15","1351.67","0","10226","1278","1293"
"1988","Employed","direct migration background","1653.65","1534","1828","869","1129","1968","2521","3835","1614.31","1692.99","169","17384","1636","1713"
"1988","Employed","indirect migration background","1650.14","1507.57","120","869","1125","2045","2812","3477","1511.72","1788.56","573","3963","1483","1841"
"1988","Employed","no migration background","1855.08","1687","4242","920","1227","2199","2914","5113","1814.4","1895.76","0","35790","1738","1790"
"1988","Not Employed","direct migration background","1338.68","1176","785","591","920","1636","2147","3444","1287.56","1389.8","153","9203","1278","1380"
"1988","Not Employed","indirect migration background","1297.56","1095.01","95","513","1023","1534","2301","2812","1186.98","1408.14","197","2812","1278","1534"
"1988","Not Employed","no migration background","1352.54","1176","2543","562","793","1687","2301","3988","1314.03","1391.05","0","20452","1278","1360"
"1989","Employed","direct migration background","1754.83","1662","1753","920","1227","2045","2608","5113","1717.83","1791.83","240","6647","1723","1790"
"1989","Employed","indirect migration background","1793.86","1534","145","971","1278","2199","2812","5113","1631.36","1956.36","201","5880","1636","1917"
"1989","Employed","no migration background","1907.25","1790","4131","920","1278","2301","3068","4908","1874.54","1939.96","0","33234","1790","1841"
"1989","Not Employed","direct migration background","1437.02","1227","783","614","920","1790","2352","5113","1383.96","1490.08","256","5624","1329","1457"
"1989","Not Employed","indirect migration background","1457.44","1300.95","106","946","1023","1790","2301","2863","1309.8","1605.08","409","5880","1380","1790"
"1989","Not Employed","no migration background","1421.24","1233","2407","562","818","1738","2505","4090","1374.54","1467.94","0","33234","1329","1432"
"1990","Employed","direct migration background","1857.63","1738","1709","930","1278","2199","2812","4602","1805.81","1909.45","153","20452","1790","1841"
"1990","Employed","indirect migration background","1901.79","1787.37","174","920","1278","2429","2838","5113","1752.51","2051.07","208","5573","1790","2199"
"1990","Employed","no migration background","2035.38","1866","4052","971","1353","2454","3068","5215","1987.28","2083.48","0","38347","1892","1994"
"1990","Not Employed","direct migration background","1472.99","1278","779","639","971","1892","2429","4602","1415.13","1530.85","153","5277","1375","1534"
"1990","Not Employed","indirect migration background","1608.21","1278","115","818","1171","1841","2735","3988","1446.99","1769.43","358","5573","1534","1841"
"1990","Not Employed","no migration background","1491.71","1278","2313","588","885","1790","2556","4602","1435.12","1548.3","0","38347","1383","1483"
"1991","Employed","direct migration background","1929.77","1790","1684","1023","1324","2326","2863","5113","1888.77","1970.77","358","7669","1841","1902"
"1991","Employed","indirect migration background","1895.68","1732.07","199","971","1329","2301","3068","4602","1761.05","2030.31","220","5113","1790","2091"
"1991","Employed","no migration background","2080.39","1943","4049","1002","1427","2556","3323","5880","2049.16","2111.62","182","10226","1994","2045"
"1991","Not Employed","direct migration background","1533.36","1402.5","736","665","1023","1892","2556","4346","1468.24","1598.48","210","7669","1483","1534"
"1991","Not Employed","indirect migration background","1740.78","1575.04","128","997","1125","2045","2761","4499","1591.81","1889.75","256","5328","1790","2045"
