"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","1574.67","1278","2147","614","971","1841","2531","4090","1503.48","1645.86","26","42028","1380","1457"
"1984","Bavaria","1461.4","1329","1967","646","920","1790","2367","4090","1424.57","1498.23","8","10226","1329","1432"
"1984","Berlin","1508.92","1380","393","614","971","1943","2556","3579","1431.6","1586.24","245","6136","1432","1559"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","1040.16","910.08","121","460","614","1278","1790","4090","933.39","1146.93","179","4090","971","1176"
"1984","Hamburg","1304.92","1227","303","639","895","1636","2045","3068","1233.54","1376.3","319","3323","1227","1380"
"1984","Hesse","1547.2","1380","1210","614","920","1943","2556","4346","1479.32","1615.08","122","16873","1380","1534"
"1984","Lower Saxony","1514.53","1278","1148","614","920","1790","2301","4090","1413.23","1615.83","123","30790","1278","1329"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","1425.02","1278","3095","613","920","1790","2403","4602","1396.45","1453.59","87","12271","1278","1329"
"1984","Rhineland-Palatinate,Saarland","1375.73","1278","809","562","844","1738","2500","3323","1324.63","1426.83","205","6591","1278","1278"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","1347.87","1229.59","366","629","920","1790","2301","3068","1286.52","1409.22","0","3323","1227","1278"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-Württemberg","1505.09","1380","1966","665","1023","1892","2556","3681","1473.4","1536.78","87","5113","1483","1534"
"1985","Bavaria","1614.58","1432","1734","665","997","1884","2556","4090","1525.35","1703.81","0","30678","1483","1534"
"1985","Berlin","1565.23","1457","356","690","1023","2045","2556","3835","1481.97","1648.49","324","6136","1457","1636"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","985","916.11","109","409","614","1278","1636","2556","886.49","1083.51","102","2556","920","1023"
"1985","Hamburg","1305.98","1278","268","588","869","1687","2045","3068","1239.53","1372.43","0","3068","1278","1432"
"1985","Hesse","1506.72","1329","1107","588","920","1943","2556","4090","1460.86","1552.58","153","6647","1380","1534"
"1985","Lower Saxony","1458.97","1329","1076","614","920","1841","2311","4397","1407.8","1510.14","230","6902","1329","1432"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
