"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","1613.77","1534","7169","818","1023","1943","2556","4090","1589.81","1637.73","8","30790","1483","1534"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","1269.53","1023","4390","506","720","1534","2147","3988","1229.87","1309.19","0","42028","1074","1125"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","1659.89","1534","6490","818","1074","2045","2556","4090","1631.99","1687.79","0","30678","1534","1534"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","1261.28","1074","3990","510","753","1534","2122","3579","1229.78","1292.78","0","30678","1150","1202"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","1743.36","1534","6363","844","1140","2045","2608","4295","1710.83","1775.89","0","49190","1559","1636"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","1318.79","1074","3753","524","767","1585","2199","3963","1271.7","1365.88","0","49190","1202","1278"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","1793.02","1636","6438","869","1176","2122","2735","5113","1763.3","1822.74","0","33234","1636","1687"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","1322.6","1155.77","3615","557","767","1641","2301","4090","1294.03","1351.17","0","12782","1278","1314"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","1830.77","1636","6190","920","1227","2147","2812","5113","1800.39","1861.15","0","35790","1687","1764"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","1350.85","1176","3423","562","798","1687","2301","3988","1319.79","1381.91","0","20452","1278","1355"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","1888.61","1738","6029","920","1278","2301","3017","5113","1863.41","1913.81","0","33234","1790","1790"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","1423.24","1233","3296","562","844","1769","2480","4141","1386.59","1459.89","0","33234","1355","1432"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","2012.34","1841","5935","971","1329","2445","3068","5215","1975.98","2048.7","0","38347","1882","1943"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","1491.14","1278","3207","601","898","1841","2556","4602","1447.59","1534.69","0","38347","1432","1483"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","2058.23","1943","5932","1023","1380","2556","3272","5624","2033.46","2083","182","10226","1943","2045"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","1535.67","1380","3114","614","920","1943","2556","4502","1503.27","1568.07","77","10021","1534","1534"
"1992","Employed","East Germany","1379.12","1278","2886","675","1023","1687","2147","3068","1358.16","1400.08","205","3835","1380","1432"
"1992","Employed","West Germany","2147.77","2045","5937","1023","1473","2556","3323","5624","2122.21","2173.33","0","10737","2045","2045"
"1992","Not Employed","East Germany","938.36","876.44","1015","450","591","1125","1534","2352","906.96","969.76","179","3835","992","1023"
"1992","Not Employed","West Germany","1593.3","1432","3110","642","997","2045","2643","4653","1560.14","1626.46","128","8692","1534","1636"
"1993","Employed","East Germany","1674.69","1534","2524","869","1227","2045","2556","4090","1645.91","1703.47","220","7669","1636","1738"
"1993","Employed","West Germany","2237.22","2045","5904","1023","1534","2761","3579","5466","2210.39","2264.05","174","15339","2045","2147"
"1993","Not Employed","East Germany","1120.22","1023","1227","522","716","1340","1790","2838","1085.8","1154.64","184","7669","1125","1227"
"1993","Not Employed","West Germany","1661.97","1457","3031","665","971","2045","2812","5113","1621.36","1702.58","26","21474","1534","1636"
"1994","Employed","East Germany","1814.53","1790","2387","920","1278","2199","2761","4346","1784.03","1845.03","205","7669","1790","1841"
"1994","Employed","West Germany","2288.69","2045","5682","1043","1534","2812","3681","5420","2259.46","2317.92","153","15339","2045","2147"
"1994","Not Employed","East Germany","1253.45","1176","1298","614","818","1534","1994","3119","1217.23","1289.67","102","7669","1278","1329"
"1994","Not Employed","West Germany","1666.69","1534","3104","690","1023","2045","2812","4806","1630.97","1702.41","153","15339","1585","1636"
"1995","Employed","East Germany","1905.08","1790","2322","1023","1380","2301","2863","4602","1870.89","1939.27","256","9715","1841","1943"
"1995","Employed","West Germany","2335.17","2096","5820","1074","1534","2812","3732","5880","2304.71","2365.63","205","23008","2096","2168"
"1995","Not Employed","East Germany","1352.16","1278","1260","644","920","1636","2045","3236","1315.71","1388.61","72","4602","1355","1432"
"1995","Not Employed","West Germany","1803.79","1534","3330","739","1074","2147","3068","5670","1763.61","1843.97","256","23008","1636","1738"
"1996","Employed","East Germany","1927.02","1790","2337","1023","1329","2352","2914","4346","1894.49","1959.55","238","6136","1943","2045"
"1996","Employed","West Germany","2351.2","2147","5740","1074","1534","2812","3732","6136","2318.35","2384.05","87","25565","2147","2250"
"1996","Not Employed","East Germany","1427.36","1380","1247","707","1023","1723","2199","3375","1388.8","1465.92","205","5916","1441","1534"
"1996","Not Employed","West Germany","1803.1","1585","3178","767","1074","2285","3068","5215","1763.22","1842.98","78","25565","1687","1790"
"1997","Employed","East Germany","1957.24","1892","2257","1023","1355","2352","3017","4090","1919.5","1994.98","256","16259","1968","2045"
"1997","Employed","West Germany","2351.57","2147","5609","1125","1534","2863","3707","6084","2322.05","2381.09","153","20452","2199","2301"
"1997","Not Employed","East Germany","1467.46","1432","1301","716","1023","1790","2199","3758","1423.85","1511.07","233","16259","1534","1534"
"1997","Not Employed","West Germany","1804.68","1595.3","3261","767","1125","2250","3068","5113","1767.06","1842.3","179","20452","1738","1790"
"1998","Employed","East Germany","1973.03","1841","2349","1023","1432","2352","3068","4990","1936.89","2009.17","261","11248","1943","2045"
"1998","Employed","West Germany","2394.52","2199","6066","1125","1585","2965","3835","6136","2366.2","2422.84","307","15339","2199","2301"
"1998","Not Employed","East Germany","1493.4","1432","1380","708","1023","1790","2275","3579","1455.21","1531.59","230","6391","1534","1534"
"1998","Not Employed","West Germany","1825.39","1636","3766","783","1125","2270","3068","5113","1792.42","1858.36","179","10226","1723","1790"
"1999","Employed","East Germany","2026.07","1902","2338","971","1432","2454","3068","5113","1987.91","2064.23","307","12782","2045","2045"
"1999","Employed","West Germany","2459.57","2301","6080","1176","1636","3068","3988","6263","2429.69","2489.45","102","12782","2301","2301"
"1999","Not Employed","East Germany","1518.5","1483","1336","767","1023","1841","2301","3835","1475.06","1561.94","235","12782","1534","1585"
"1999","Not Employed","West Germany","1875.9","1687","3386","808","1176","2301","3068","5624","1839.25","1912.55","184","11248","1790","1815"
"2000","Employed","East Germany","2066.27","1943","3437","946","1392","2556","3323","5624","2033.13","2099.41","0","8181","2045","2045"
"2000","Employed","West Germany","2480.39","2301","10720","1176","1636","3068","3988","6647","2456.68","2504.1","51","13805","2352","2454"
"2000","Not Employed","East Germany","1547.43","1498","2138","767","1027","1841","2301","4090","1513.79","1581.07","256","10239","1534","1534"
"2000","Not Employed","West Germany","1936.58","1738","6271","818","1176","2352","3170","6136","1906.12","1967.04","84","25565","1790","1815"
"2001","Employed","East Germany","2122.54","2045","3246","1023","1432","2556","3323","5113","2088","2157.08","230","14316","2045","2147"
"2001","Employed","West Germany","2538.15","2301","9916","1227","1687","3068","4090","6647","2511.79","2564.51","112","23008","2454","2505"
"2001","Not Employed","East Germany","1550.53","1483","2057","793","1074","1866","2301","4090","1517.95","1583.11","0","6545","1534","1585"
"2001","Not Employed","West Germany","1951.08","1790","5626","833","1227","2403","3257","5624","1919.41","1982.75","256","23008","1841","1943"
"2002","Employed","East Germany","2158.11","2000","3228","1000","1500","2600","3400","6200","2109.62","2206.6","160","15000","2250","2380"
