"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","1613.77","1534","7169","818","1023","1943","2556","4090","1589.81","1637.73","8","30790","1483","1534"
"1984","Not Employed","1269.53","1023","4390","506","720","1534","2147","3988","1229.87","1309.19","0","42028","1074","1125"
"1985","Employed","1659.89","1534","6490","818","1074","2045","2556","4090","1631.99","1687.79","0","30678","1534","1534"
"1985","Not Employed","1261.28","1074","3990","510","753","1534","2122","3579","1229.78","1292.78","0","30678","1150","1202"
"1986","Employed","1743.36","1534","6363","844","1140","2045","2608","4295","1710.83","1775.89","0","49190","1559","1636"
"1986","Not Employed","1318.79","1074","3753","524","767","1585","2199","3963","1271.7","1365.88","0","49190","1202","1278"
"1987","Employed","1793.02","1636","6438","869","1176","2122","2735","5113","1763.3","1822.74","0","33234","1636","1687"
"1987","Not Employed","1322.6","1155.76","3615","557","767","1641","2301","4090","1294.03","1351.17","0","12782","1278","1314"
"1988","Employed","1830.77","1636","6190","920","1227","2147","2812","5113","1800.39","1861.15","0","35790","1687","1764"
"1988","Not Employed","1350.85","1176","3423","562","798","1687","2301","3988","1319.79","1381.91","0","20452","1278","1355"
"1989","Employed","1888.61","1738","6029","920","1278","2301","3017","5113","1863.41","1913.81","0","33234","1790","1790"
"1989","Not Employed","1423.24","1233","3296","562","844","1769","2480","4141","1386.59","1459.89","0","33234","1355","1432"
"1990","Employed","2012.34","1841","5935","971","1329","2445","3068","5215","1975.98","2048.7","0","38347","1882","1943"
"1990","Not Employed","1491.14","1278","3207","601","898","1841","2556","4602","1447.59","1534.69","0","38347","1432","1483"
"1991","Employed","2058.23","1943","5932","1023","1380","2556","3272","5624","2033.46","2083","182","10226","1943","2045"
"1991","Not Employed","1535.67","1380","3114","614","920","1943","2556","4502","1503.27","1568.07","77","10021","1534","1534"
"1992","Employed","1975.13","1790","8823","920","1278","2454","3119","5113","1955.34","1994.92","0","10737","1790","1790"
"1992","Not Employed","1478.06","1278","4125","578","869","1866","2556","4602","1450.38","1505.74","128","8692","1360","1432"
"1993","Employed","2124.01","1994","8428","1023","1432","2556","3477","5266","2102.75","2145.27","174","15339","1943","2045"
"1993","Not Employed","1549.66","1329","4258","614","920","1943","2659","4806","1518.17","1581.15","26","21474","1432","1483"
"1994","Employed","2196.14","2045","8069","1023","1508","2659","3579","5200","2173.3","2218.98","153","15339","2045","2045"
"1994","Not Employed","1578.95","1380","4402","665","971","1994","2608","4602","1551","1606.9","102","15339","1493","1534"
"1995","Employed","2251.02","2045","8142","1023","1534","2735","3579","5670","2226.91","2275.13","205","23008","2045","2045"
"1995","Not Employed","1711.77","1493.85","4590","702","1023","2045","2863","5113","1680.5","1743.04","72","23008","1534","1585"
"1996","Employed","2268.92","2045","8077","1023","1534","2761","3579","5916","2243.52","2294.32","87","25565","2045","2147"
"1996","Not Employed","1727.42","1534","4425","755","1048","2112","2914","5113","1696.44","1758.4","78","25565","1604","1677"
"1997","Employed","2276.76","2045","7866","1074","1534","2812","3579","5697","2252.86","2300.66","153","20452","2096","2147"
"1997","Not Employed","1736.26","1534","4562","767","1074","2096","2903","4857","1706.33","1766.19","179","20452","1636","1687"
"1998","Employed","2312.67","2096","8415","1093","1534","2812","3579","5880","2289.67","2335.67","261","15339","2096","2147"
"1998","Not Employed","1758.97","1534","5146","767","1125","2132","3017","5113","1732.48","1785.46","179","10226","1636","1687"
"1999","Employed","2380.23","2199","8418","1125","1534","2863","3784","6136","2355.94","2404.52","102","12782","2199","2250"
"1999","Not Employed","1802.32","1590","4722","767","1145","2147","3068","5445","1773.02","1831.62","184","12782","1687","1790"
"2000","Employed","2404.86","2250","14157","1125","1534","2965","3835","6391","2384.99","2424.73","0","13805","2301","2301"
"2000","Not Employed","1854.47","1636","8409","818","1156","2250","3068","5624","1829.94","1879","84","25565","1738","1790"
"2001","Employed","2462.13","2301","13162","1176","1636","3068","3937","6391","2440.32","2483.94","112","23008","2301","2372"
"2001","Not Employed","1865.82","1662","7683","818","1176","2301","3068","5522","1840.7","1890.94","0","23008","1790","1790"
"2002","Employed","2512.55","2280","14057","1150","1600","3000","3731","8000","2475.52","2549.58","10","60000","2600","2658"
"2002","Not Employed","1898.9","1700","7866","800","1176","2300","3000","6000","1850.26","1947.54","10","65000","1900","1973"
"2003","Employed","2582.97","2400","13291","1200","1650","3000","4000","8000","2546.33","2619.61","0","85000","2600","2700"
"2003","Not Employed","1953.72","1708","7762","800","1200","2400","3175","6300","1911.04","1996.4","0","50000","1900","2000"
"2004","Employed","2591.59","2320","12792","1150","1700","3000","4000","8000","2552.94","2630.24","0","99999","2600","2700"
"2004","Not Employed","1967.51","1750","7807","830","1200","2400","3199","6254","1919.33","2015.69","0","99999","1900","2000"
"2005","Employed","2578.45","2350","12212","1200","1650","3100","4070","8000","2546.93","2609.97","0","30000","2640","2700"
"2005","Not Employed","1968.99","1700","7560","840","1200","2400","3214","6500","1929.25","2008.73","0","35000","1900","1950"
"2006","Employed","2623.96","2370","12646","1120","1615","3200","4200","8000","2590.76","2657.16","0","35000","2600","2700"
"2006","Not Employed","1980.92","1700","8323","800","1200","2400","3300","6500","1944.67","2017.17","0","35000","1900","1950"
"2007","Employed","2682.73","2480","11976","1200","1700","3204","4500","8000","2648.11","2717.35","0","42667","2700","2750"
"2007","Not Employed","1991.03","1700","7937","810","1200","2487","3394","6500","1953.41","2028.65","100","35000","1900","2000"
"2008","Employed","2734.42","2500","11246","1200","1700","3400","4500","8000","2695.89","2772.95","0","99999","2800","2800"
"2008","Not Employed","2036.04","1750","7339","810","1200","2500","3400","6650","1987.02","2085.06","100","99999","1900","2000"
"2009","Employed","2791.06","2500","10689","1200","1800","3500","4500","8000","2753.82","2828.3","0","30000","2800","2850"
"2009","Not Employed","2063.68","1800","6762","850","1226","2500","3500","7000","2025","2102.36","150","30000","1995","2000"
"2010","Employed","2874.63","2600","14723","1200","1800","3500","4800","9000","2843.2","2906.06","0","35000","2700","2750"
"2010","Not Employed","2111.83","1800","8283","860","1240","2600","3500","7000","2075.04","2148.62","0","35000","2000","2000"
"2011","Employed","2960.25","2700","17521","1200","1800","3700","5000","8500","2930.8","2989.7","80","55000","2800","2870"
"2011","Not Employed","2116.34","1800","10216","860","1223","2600","3600","7500","2083.67","2149.01","40","35000","2000","2000"
"2012","Employed","3054","2800","17147","1300","1900","3800","5000","8940","3008.08","3099.92","0","2e+05","2900","3000"
"2012","Not Employed","2191.94","1900","9895","900","1300","2700","3800","7000","2157.5","2226.38","0","36500","2000","2050"
"2013","Employed","3131.19","2900","16298","1300","2000","4000","5100","8600","3098.32","3164.06","0","70000","3000","3000"
