"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","1820.26","1534","449","537","1023","2147","2965","6136","1602.43","2038.09","176","42028","1534","1687"
"1984","college entrance qualification","Male","1923.63","1738","755","818","1227","2352","2863","5113","1789.11","2058.15","97","42028","1687","1790"
"1984","lower secondary degree","Female","1270.99","1125","3075","511","767","1534","2045","3579","1235.97","1306.01","8","30790","1176","1278"
"1984","lower secondary degree","Male","1429.31","1278","2694","716","920","1687","2250","3870","1385.71","1472.91","102","30790","1278","1329"
"1984","no degree/no degree yet","Female","1407.09","1278","697","614","920","1790","2301","3323","1350.23","1463.95","0","9715","1268","1329"
"1984","no degree/no degree yet","Male","1523.45","1329","579","716","971","1790","2556","3835","1450.92","1595.98","153","12782","1268","1370"
"1984","Other degree","Female","1311","1200.58","562","665","920","1534","1943","3323","1215.59","1406.41","77","20452","1278","1380"
"1984","Other degree","Male","1315.12","1176","844","716","920","1534","1994","3323","1248.01","1382.23","77","20452","1227","1329"
"1984","secondary school degree","Female","1524.9","1471.72","1048","665","977","1943","2556","3579","1477.38","1572.42","8","10226","1534","1534"
"1984","secondary school degree","Male","1726.91","1534","769","951","1227","2045","2556","5113","1666.21","1787.61","8","12271","1534","1636"
"1985","college entrance qualification","Female","1660.34","1534","441","578","971","2147","3068","4366","1560.92","1759.76","0","10737","1534","1738"
"1985","college entrance qualification","Male","1857.1","1790","722","767","1227","2301","3068","4366","1790.39","1923.81","128","6902","1738","1892"
"1985","lower secondary degree","Female","1300.21","1125","2751","511","767","1585","2096","3579","1254.83","1345.59","0","30678","1227","1278"
"1985","lower secondary degree","Male","1438.09","1278","2401","721","971","1790","2301","3579","1400.85","1475.33","0","30678","1329","1432"
"1985","no degree/no degree yet","Female","1471.41","1404.4","566","562","920","1943","2505","3323","1420.53","1522.29","153","4090","1314","1483"
"1985","no degree/no degree yet","Male","1624.06","1534","495","818","1023","2045","2556","4397","1547.88","1700.24","170","13805","1380","1534"
"1985","Other degree","Female","1377.02","1238.38","471","665","920","1585","2045","3560","1250.27","1503.77","243","26076","1278","1432"
"1985","Other degree","Male","1345.99","1176","732","716","920","1636","2045","3656","1262.64","1429.34","0","26076","1278","1380"
"1985","secondary school degree","Female","1604.42","1534","1011","665","1002","2045","2556","4193","1527.79","1681.05","0","30678","1534","1636"
"1985","secondary school degree","Male","1756.21","1534","750","920","1176","2045","2556","5113","1659.63","1852.79","205","30678","1534","1687"
"1986","college entrance qualification","Female","1720.34","1534","449","511","971","2199","2914","5113","1492.69","1947.99","0","49190","1534","1790"
