"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","1381.2","1260.97","3318","665","920","1687","2199","3988","1349.95","1412.45","77","20452","1278","1329"
"1984","indirect migration background","1342.83","1202.44","116","869","1023","1636","2045","3068","1221.67","1463.99","460","4346","1329","1636"
"1984","no migration background","1472.79","1278","8125","614","920","1790","2454","4090","1445.36","1500.22","0","42028","1329","1380"
"1985","direct migration background","1407.7","1278","2852","711","931","1790","2147","3835","1371.8","1443.6","0","26076","1380","1432"
"1985","indirect migration background","1315.43","1271.96","134","716","920","1687","2045","2812","1208.51","1422.35","460","3426","1278","1636"
"1985","no migration background","1494.87","1329","7494","614","920","1841","2505","4090","1468.55","1521.19","0","30678","1432","1483"
"1986","direct migration background","1467.91","1358.96","2764","665","978","1841","2301","3911","1439.78","1496.04","0","13549","1432","1534"
"1986","indirect migration background","1380","1223.05","149","614","828","1790","2055","3119","1255.51","1504.49","409","4612","1432","1738"
"1986","no migration background","1571.52","1380","7203","657","971","1943","2556","4295","1535.17","1607.87","0","49190","1525","1534"
"1987","direct migration background","1532.38","1439.56","2768","741","1023","1851","2403","3835","1499.17","1565.59","0","12782","1534","1534"
"1987","indirect migration background","1551.73","1432","164","767","1023","1841","2199","3579","1378.58","1724.88","197","12782","1534","1738"
"1987","no migration background","1605.66","1432","7121","665","997","2045","2556","5113","1577.85","1633.47","0","33234","1534","1534"
"1988","direct migration background","1541.38","1432","2613","767","1023","1943","2352","3835","1509.49","1573.27","153","17384","1534","1585"
"1988","indirect migration background","1495.31","1387.05","215","767","1023","1943","2505","3477","1401.82","1588.8","197","3963","1483","1636"
"1988","no migration background","1644.34","1534","6785","677","1023","2045","2659","4602","1614.71","1673.97","0","35790","1534","1605"
"1989","direct migration background","1634.28","1534","2536","767","1074","2045","2556","5113","1603.49","1665.07","240","6647","1636","1687"
"1989","indirect migration background","1634.45","1528.35","251","946","1125","2045","2556","5113","1520.94","1747.96","201","5880","1570","1790"
"1989","no migration background","1706.17","1534","6538","716","1023","2096","2812","4857","1678.89","1733.45","0","33234","1631","1636"
"1990","direct migration background","1647.67","1534","2631","741","1023","2045","2659","4602","1608.29","1687.05","153","20452","1636","1738"
"1990","indirect migration background","1760.1","1534","291","920","1176","2173","2812","4944","1648.98","1871.22","208","5573","1764","1943"
"1990","no migration background","1611.81","1384","10606","603","920","2045","2812","5011","1587.14","1636.48","0","38347","1278","1329"
"1991","direct migration background","1717.55","1534","2562","767","1125","2096","2761","4791","1683.13","1751.97","210","7669","1687","1790"
"1991","indirect migration background","1822.48","1717.72","330","971","1278","2199","2965","4602","1722.15","1922.81","220","5328","1790","2045"
"1991","no migration background","1672.68","1513","10286","665","971","2147","2965","4847","1654.44","1690.92","77","10226","1432","1524"
"1992","direct migration background","1789.08","1681.26","2492","844","1176","2199","2812","4857","1753.36","1824.8","0","10226","1790","1841"
"1992","indirect migration background","1890.41","1790","393","869","1278","2414","2863","5113","1801.43","1979.39","205","5624","1841","2045"
"1992","no migration background","1784.1","1585","10063","716","1028","2301","3068","5113","1765.35","1802.85","128","10737","1585","1636"
"1993","direct migration background","1866.56","1687","2405","869","1227","2301","3068","5113","1828.12","1905","231","15339","1790","1841"
