"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2015","16-34 y.","2978.34","2700","6929","1000","1700","4000","5000","8500","2937.31","3019.37","0","24700","2600","2700"
"2015","35-65 y.","3205.16","3000","14520","1200","1900","4000","5400","10000","3171.23","3239.09","150","60000","3000","3000"
"2015","66 and older","2246.19","2000","4747","1040","1400","2700","3690","6800","2199.95","2292.43","220","25000","2100","2177"
"2016","16-34 y.","2964.35","2600","8373","930","1700","3800","5000","8500","2922.61","3006.09","0","45000","2000","2176"
"2016","35-65 y.","3290.32","3000","15095","1200","2000","4100","5500","10000","3255.02","3325.62","0","45000","2900","3000"
"2016","66 and older","2306.69","2000","4579","1054","1450","2800","3900","7000","2256.18","2357.2","0","30000","2100","2200"
"2017","16-34 y.","3214.53","2700","9594","1000","1700","3900","5000","8900","3006.59","3422.47","88","999999","2097","2200"
"2017","35-65 y.","3453.18","3000","16896","1280","2000","4200","5500","10000","3332.76","3573.6","120","999999","3000","3000"
"2017","66 and older","2373.92","2000","4853","1100","1500","2900","4000","7000","2324.66","2423.18","300","40000","2200","2300"
"2018","16-34 y.","3203.8","2900","8374","1100","1800","4000","5600","10000","3158.7","3248.9","150","60000","2400","2500"
"2018","35-65 y.","3500.69","3200","15765","1300","2100","4500","6000","10000","3464.78","3536.6","100","60000","3000","3100"
"2018","66 and older","2440.73","2100","4848","1100","1500","3000","4000","7000","2392.7","2488.76","150","40000","2300","2400"
"2019","16-34 y.","3282.03","3000","7379","1170","2000","4200","5700","9350","3229.73","3334.33","150","70000","2500","2600"
"2019","35-65 y.","3733.17","3300","16105","1400","2200","4575","6000","10000","3513.08","3953.26","35","1700000","3400","3500"
"2019","66 and older","2515.84","2200","4977","1100","1560","3000","4052","7150","2399.17","2632.51","100","150000","2400","2500"
