"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","1578.24","1534","1562","741","1023","1948","2556","4090","1535.5","1620.98","8","20452","1534","1534"
"1984","Full Time","Male","1668.17","1534","3820","920","1125","1994","2556","4090","1632.61","1703.73","8","30790","1483","1534"
"1984","Not Working","Female","1239.84","1023","3149","471","690","1534","2045","3835","1195.84","1283.84","0","42028","1074","1125"
"1984","Not Working","Male","1342.65","1063.45","1241","562","806","1534","2301","4602","1257.61","1427.69","97","42028","1053","1176"
"1984","Part Time","Female","1577.23","1483","1166","767","1023","1892","2490","4090","1519.88","1634.58","102","16873","1432","1534"
"1984","Part Time","Male","1459.38","1329","621","716","920","1790","2301","3262","1385.92","1532.84","77","16873","1278","1432"
"1985","Full Time","Female","1673.93","1534","1367","767","1023","2045","2556","4090","1605.43","1742.43","0","30678","1534","1636"
"1985","Full Time","Male","1694.13","1534","3346","920","1176","2045","2556","4090","1659.82","1728.44","0","30678","1534","1534"
"1985","Not Working","Female","1227.32","1024.3","2818","481","716","1534","2096","3579","1192.13","1262.51","0","30678","1125","1176"
"1985","Not Working","Male","1339.43","1125","1172","562","818","1534","2147","4090","1273.53","1405.33","0","30678","1156","1278"
"1985","Part Time","Female","1647.23","1534","1135","716","1069","1999","2556","4602","1563.34","1731.12","26","30678","1534","1534"
"1985","Part Time","Male","1483.85","1380","642","690","920","1841","2556","4193","1418.6","1549.1","153","10226","1278","1432"
"1986","Full Time","Female","1763.67","1585","1342","741","1074","2045","2556","4397","1672.37","1854.97","0","49190","1636","1790"
"1986","Full Time","Male","1780.04","1585","3280","920","1227","2045","2710","4397","1740.07","1820.01","0","40903","1549","1636"
"1986","Not Working","Female","1272.26","1059.5","2612","511","741","1534","2147","3681","1223.89","1320.63","0","49190","1194","1278"
"1986","Not Working","Male","1423.08","1125","1141","614","869","1636","2301","5113","1314.74","1531.42","0","49190","1176","1278"
"1986","Part Time","Female","1725.85","1534","1141","767","1125","2045","2556","4295","1641.86","1809.84","77","40903","1534","1636"
"1986","Part Time","Male","1541.68","1415.89","600","716","1023","1994","2556","4090","1478.89","1604.47","92","5113","1380","1534"
"1987","Full Time","Female","1839.49","1636","1368","767","1074","2147","2812","5215","1757.03","1921.95","102","33234","1713","1790"
"1987","Full Time","Male","1849.46","1687","3327","971","1278","2199","2812","5113","1809.61","1889.31","0","33234","1662","1738"
"1987","Not Working","Female","1303.71","1125","2533","523","767","1636","2260","4090","1269.4","1338.02","0","12782","1278","1329"
"1987","Not Working","Male","1365.68","1227","1082","614","869","1687","2301","4193","1314.01","1417.35","0","12782","1278","1329"
"1987","Part Time","Female","1691.23","1534","1166","730","1176","2045","2608","4346","1638.55","1743.91","0","18407","1534","1636"
"1987","Part Time","Male","1590.34","1432","577","631","1023","1892","2556","6095","1504.34","1676.34","51","12782","1432","1585"
"1988","Full Time","Female","1863.27","1790","1270","818","1125","2250","2914","5113","1780.17","1946.37","51","35790","1790","1841"
"1988","Full Time","Male","1875.56","1713","3140","1007","1278","2199","2889","5113","1837.86","1913.26","0","25565","1687","1790"
"1988","Not Working","Female","1326.39","1125","2376","537","767","1662","2301","3732","1287.54","1365.24","26","20452","1278","1329"
"1988","Not Working","Male","1403.84","1227","1047","593","910","1738","2301","4428","1353.39","1454.29","0","7669","1278","1427"
"1988","Part Time","Female","1707.75","1534","1197","818","1176","2045","2608","4602","1663.3","1752.2","179","5772","1585","1687"
"1988","Part Time","Male","1790.48","1534","583","614","1023","2045","2761","5113","1643.47","1937.49","169","35790","1534","1687"
"1989","Full Time","Female","1887.17","1790","1304","782","1125","2301","3068","4707","1819.5","1954.84","205","33234","1790","1892"
"1989","Full Time","Male","1936.69","1790","3071","1023","1329","2301","3068","5113","1903.72","1969.66","0","20452","1790","1790"
"1989","Not Working","Female","1379.67","1202","2269","548","779","1695","2480","4090","1340.65","1418.69","81","20452","1329","1421"
"1989","Not Working","Male","1516.13","1308.98","1027","670","946","1841","2531","4806","1436.02","1596.24","0","33234","1380","1508"
"1989","Part Time","Female","1817.73","1687","1144","869","1278","2250","2843","4857","1768.13","1867.33","0","5880","1662","1790"
"1989","Part Time","Male","1772.03","1585","510","757","1125","2301","2914","5113","1688.63","1855.43","153","7311","1585","1790"
"1990","Full Time","Female","2013.12","1841","1270","869","1202","2403","3068","5113","1898.21","2128.03","307","38347","1892","2045"
"1990","Full Time","Male","2075.08","1892","2994","1074","1432","2505","3068","5113","2029.05","2121.11","0","38347","1892","1943"
"1990","Not Working","Female","1446.43","1278","2178","562","818","1790","2556","4602","1391.93","1500.93","0","38347","1380","1462"
"1990","Not Working","Male","1584.95","1380","1029","665","1023","1943","2556","4602","1513.33","1656.57","0","25565","1432","1534"
"1990","Part Time","Female","1950.98","1815","1175","920","1329","2403","3068","5113","1897.79","2004.17","0","7669","1790","1943"
"1990","Part Time","Male","1792.66","1534","496","695","1125","2301","3068","5496","1695.15","1890.17","307","10226","1534","1790"
"1991","Full Time","Female","2015.01","1892","1289","869","1176","2556","3323","6136","1959.78","2070.24","307","10226","1974","2045"
"1991","Full Time","Male","2117.92","1994","2953","1125","1493","2556","3298","5113","2084.25","2151.59","256","10226","1943","2045"
"1991","Not Working","Female","1505.25","1316.5","2122","588","851","1938","2556","4561","1465.14","1545.36","77","10021","1483","1534"
"1991","Not Working","Male","1600.03","1448.71","992","762","1023","2030","2556","4090","1545.29","1654.77","228","10021","1524","1555"
"1991","Part Time","Female","2006.5","1851.62","1176","920","1432","2556","3068","5624","1953.01","2059.99","182","7669","1841","1963"
"1991","Part Time","Male","1956.98","1790","514","767","1176","2454","3221","6136","1856.16","2057.8","260","10021","1790","2045"
"1992","Full Time","Female","1888.39","1738","2181","818","1152","2403","3068","5624","1848.1","1928.68","205","10737","1738","1790"
"1992","Full Time","Male","2059.9","1892","4200","1023","1380","2556","3170","5266","2031.52","2088.28","256","10737","1825","1892"
"1992","Not Working","Female","1444.99","1278","2789","537","818","1841","2556","4602","1410.96","1479.02","128","8692","1329","1432"
"1992","Not Working","Male","1545.2","1329","1336","694","1002","1943","2556","4602","1497.67","1592.73","179","7669","1329","1483"
"1992","Part Time","Female","1950.7","1790","1686","854","1278","2480","3170","5113","1906.07","1995.33","0","10226","1687","1790"
"1992","Part Time","Male","1795.33","1534","756","665","1023","2301","3068","5113","1726.35","1864.31","256","6713","1534","1677"
"1993","Full Time","Female","2060.4","1905.13","2039","971","1278","2556","3323","5215","2018.86","2101.94","256","9459","1943","2045"
"1993","Full Time","Male","2212.94","2045","4012","1125","1534","2659","3579","5466","2182.19","2243.69","256","15339","2045","2045"
"1993","Not Working","Female","1504.33","1278","2840","588","869","1892","2556","4704","1466.62","1542.04","26","21474","1409","1483"
"1993","Not Working","Male","1638.1","1404.85","1418","716","1023","1994","2761","5113","1581.17","1695.03","77","21474","1380","1534"
"1993","Part Time","Female","2096.09","1943","1633","920","1380","2556","3579","5215","2045.92","2146.26","174","15339","1841","1963"
"1993","Part Time","Male","1871.44","1687","744","767","1074","2403","3221","5113","1800.15","1942.73","220","7159","1636","1841"
"1994","Full Time","Female","2110.09","2045","1951","1023","1380","2556","3375","5113","2067.78","2152.4","153","8181","2045","2081"
"1994","Full Time","Male","2275.48","2045","3832","1227","1534","2710","3579","5113","2242.93","2308.03","153","15339","2045","2045"
"1994","Not Working","Female","1537.71","1329","2922","614","920","1963","2608","4602","1503.86","1571.56","102","10226","1483","1534"
"1994","Not Working","Male","1657.5","1483","1480","782","1074","2045","2608","5113","1608.03","1706.97","174","15339","1503","1534"
"1994","Part Time","Female","2227.52","2045","1583","971","1508","2684","3579","6136","2169.89","2285.15","205","15339","1943","2045"
"1994","Part Time","Male","1923.72","1737.81","703","716","1125","2454","3477","5113","1844.05","2003.39","256","10226","1738","1841"
"1995","Full Time","Female","2242.41","2045","1884","1048","1432","2684","3564","5982","2190.8","2294.02","327","23008","2045","2199"
"1995","Full Time","Male","2350.68","2147","3789","1227","1636","2812","3579","5634","2316.65","2384.71","256","17895","2045","2147"
"1995","Not Working","Female","1689.3","1432","3030","665","1012","2045","2914","5113","1649.47","1729.13","72","23008","1534","1585"
"1995","Not Working","Male","1754","1534","1560","818","1150","2045","2812","5113","1704.2","1803.8","286","16361","1534","1636"
"1995","Part Time","Female","2195","2032.28","1666","920","1432","2679","3579","5725","2138.6","2251.4","245","16873","1943","2045"
"1995","Part Time","Male","1943.15","1733.56","803","869","1227","2454","3323","5113","1870.87","2015.43","205","10226","1774","1892"
"1996","Full Time","Female","2190.43","2045","1814","1023","1380","2684","3579","5829","2140.98","2239.88","87","17895","2147","2250"
"1996","Full Time","Male","2382.79","2199","3676","1227","1621","2812","3695","5962","2345.84","2419.74","256","25565","2147","2250"
"1996","Not Working","Female","1678.8","1498","2916","692","1023","2045","2965","5113","1643.31","1714.29","78","10993","1585","1636"
"1996","Not Working","Male","1819.51","1636","1509","869","1227","2199","2863","5113","1759.95","1879.07","205","25565","1636","1738"
"1996","Part Time","Female","2251.44","2045","1732","1023","1534","2659","3579","6136","2191.62","2311.26","256","25565","2045","2045"
"1996","Part Time","Male","1981.86","1790","855","767","1278","2403","3221","5880","1901.77","2061.95","238","17895","1841","2045"
"1997","Full Time","Female","2206.87","2045","1825","1023","1432","2761","3477","5369","2154.02","2259.72","259","20452","2096","2209"
"1997","Full Time","Male","2429.24","2199","3573","1278","1738","2914","3732","6136","2394.43","2464.05","409","16259","2147","2250"
"1997","Not Working","Female","1698.08","1534","2962","706","1023","2045","3017","4857","1662.76","1733.4","179","16259","1636","1687"
"1997","Not Working","Male","1806.27","1636","1600","895","1227","2107","2812","5113","1751.42","1861.12","233","20452","1636","1738"
"1997","Part Time","Female","2255.94","2045","1618","1023","1534","2700","3579","5697","2203.41","2308.47","153","15339","2045","2137"
"1997","Part Time","Male","1842.23","1770.3","850","767","1176","2301","3068","5113","1778.43","1906.03","153","6263","1790","1975"
"1998","Full Time","Female","2201.06","2045","1917","1023","1483","2761","3579","5726","2154.73","2247.39","373","10226","2096","2199"
"1998","Full Time","Male","2453.4","2250","3762","1278","1687","3017","3835","6136","2418.56","2488.24","307","15339","2199","2301"
"1998","Not Working","Female","1738.27","1534","3297","767","1023","2113","3068","5113","1705.5","1771.04","179","10226","1636","1687"
