"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","general elemantary","1110.92","1023","656","614","767","1278","1636","2812","1046.38","1175.46","205","15339","1023","1048"
"1984","(Married) couple without C.","higher education","1960.3","1906.64","188","971","1278","2403","3068","7669","1812.7","2107.9","511","7669","1790","2045"
"1984","(Married) couple without C.","higher vocational","1898.31","1459.41","153","806","1023","2045","2556","6591","1360.03","2436.59","409","42028","1278","1636"
"1984","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","inadequately","1131.88","1074","124","511","785","1380","1738","2045","977.19","1286.57","348","9715","1074","1329"
"1984","(Married) couple without C.","middle vocational","1385.2","1278","1333","752","1022","1636","2045","3579","1324.35","1446.05","184","20452","1278","1329"
"1984","(Married) couple without C.","vocational + Abi","2233.41","1392.84","80","869","1023","2045","2301","42028","1217.87","3248.95","276","42028","1278","1534"
"1984","1-pers.-HH","general elemantary","604.88","562","373","307","435","752","920","1585","575.77","633.99","26","2556","562","614"
"1984","1-pers.-HH","higher education","1194.38","1125","110","460","767","1534","1790","3068","1089.99","1298.77","169","3323","1023","1278"
"1984","1-pers.-HH","higher vocational","886","818","77","368","537","1023","1278","4090","751.39","1020.61","97","4090","767","920"
"1984","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","inadequately","670.53","668.24","70","256","510","920","1023","1278","598.44","742.62","102","1534","665","818"
"1984","1-pers.-HH","middle vocational","807.6","767","578","409","511","971","1278","2045","765.14","850.06","86","9715","767","818"
"1984","1-pers.-HH","vocational + Abi","1048.81","868.97","42","368","614","1056","1943","5113","803.65","1293.97","189","5113","690","1023"
"1984","Couple + C. GT 16 ","general elemantary","1825.96","1687","557","1023","1278","2045","2556","4090","1709.46","1942.46","511","30790","1534","1687"
"1984","Couple + C. GT 16 ","higher education","2353.15","2301","95","1278","1687","2812","3323","6136","2159.93","2546.37","767","6136","2096","2556"
"1984","Couple + C. GT 16 ","higher vocational","2596.31","1841","88","1278","1585","2556","3835","30790","1892.75","3299.87","910","30790","1790","2301"
"1984","Couple + C. GT 16 ","in school","1773.19","1687","73","1074","1278","2045","2562","3068","1636.06","1910.32","767","3068","1483","1892"
"1984","Couple + C. GT 16 ","inadequately","1589.15","1534","143","971","1023","1943","2301","3323","1478.07","1700.23","511","3579","1483","1687"
"1984","Couple + C. GT 16 ","middle vocational","1921.84","1790","872","1023","1355","2301","2812","4346","1835.03","2008.65","562","30790","1687","1790"
"1984","Couple + C. GT 16 ","vocational + Abi","1963.48","1838.57","37","1278","1636","2352","2659","3835","1747.23","2179.73","665","3835","1738","2045"
"1984","Couple + C. LE 16","general elemantary","1255.49","1176","645","767","997","1483","1790","3068","1218.37","1292.61","77","5113","1125","1227"
"1984","Couple + C. LE 16","higher education","2080.84","2045","242","1278","1534","2556","2965","4090","1989.42","2172.26","383","5113","1790","2045"
"1984","Couple + C. LE 16","higher vocational","1659.46","1534","195","971","1227","1994","2454","4090","1569.16","1749.76","555","5113","1483","1636"
"1984","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","inadequately","1129.43","1074","312","665","920","1380","1636","1989","1075.52","1183.34","205","5113","1028","1125"
"1984","Couple + C. LE 16","middle vocational","1430.79","1278","1427","900","1023","1662","2045","3579","1401.46","1460.12","77","6136","1278","1329"
"1984","Couple + C. LE 16","vocational + Abi","1457.64","1432","78","869","1074","1790","2096","2556","1354.01","1561.27","470","2556","1145","1534"
"1984","Couple + C. LE and GT 16","general elemantary","1716.51","1534","572","1023","1278","2045","2556","3579","1644.05","1788.97","205","12036","1534","1534"
"1984","Couple + C. LE and GT 16","higher education","2551.35","2301","52","1687","1841","3017","3579","6136","2276.57","2826.13","1023","6136","2045","2556"
"1984","Couple + C. LE and GT 16","higher vocational","2034.51","2045","44","1278","1534","2556","3068","3579","1825.77","2243.25","8","3579","1687","2045"
"1984","Couple + C. LE and GT 16","in school","1839.33","1747.67","77","1023","1483","2301","2659","3835","1682.41","1996.25","205","3835","1534","1841"
"1984","Couple + C. LE and GT 16","inadequately","1601.71","1432","217","844","1023","1994","2556","4039","1504.31","1699.11","394","4346","1380","1534"
"1984","Couple + C. LE and GT 16","middle vocational","1868.17","1687","648","1125","1380","2301","2812","3579","1799.35","1936.99","8","12036","1585","1738"
"1984","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1984","Single parent","general elemantary","1061.13","920","190","448","614","1278","1790","4090","970.28","1151.98","205","4602","869","1023"
"1984","Single parent","higher education","","","","","","","","","","","","","",""
"1984","Single parent","higher vocational","","","","","","","","","","","","","",""
"1984","Single parent","in school","","","","","","","","","","","","","",""
"1984","Single parent","inadequately","1513.96","842.59","50","614","665","1227","1432","12782","1022.13","2005.79","357","12782","716","1023"
"1984","Single parent","middle vocational","1309.49","1023","239","511","767","1380","1943","9715","1159.63","1459.35","205","9715","1023","1125"
"1984","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","general elemantary","1108.47","1023","560","614","798","1278","1738","2556","1071.23","1145.71","243","3579","1023","1125"
"1985","(Married) couple without C.","higher education","2048.37","1862.23","183","1023","1534","2454","3272","6136","1896.51","2200.23","588","9715","1790","2045"
"1985","(Married) couple without C.","higher vocational","1539.71","1534","143","716","1023","1841","2301","5113","1418.57","1660.85","460","5113","1432","1636"
"1985","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","inadequately","1078.5","1023","98","429","793","1380","1636","2147","987.52","1169.48","358","2301","1125","1329"
"1985","(Married) couple without C.","middle vocational","1402.34","1304","1202","767","1023","1687","2045","3477","1368.18","1436.5","243","9715","1322","1432"
"1985","(Married) couple without C.","vocational + Abi","1538.91","1448.52","69","869","1023","2045","2250","3323","1393.36","1684.46","511","3323","1278","1687"
"1985","1-pers.-HH","general elemantary","614.33","562","320","322","435","767","920","1278","586.25","642.41","102","1534","562","665"
"1985","1-pers.-HH","higher education","1316.01","1134.31","101","545","937","1559","2301","3835","1173.5","1458.52","153","4090","1074","1278"
"1985","1-pers.-HH","higher vocational","914.51","818","77","409","614","1023","1432","4090","787.38","1041.64","202","4090","767","920"
"1985","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1985","1-pers.-HH","inadequately","822.46","717.28","51","220","460","920","1023","13805","302.45","1342.47","153","13805","716","869"
"1985","1-pers.-HH","middle vocational","788.86","767","517","409","537","987","1217","2045","756.93","820.79","0","2863","741","818"
"1985","1-pers.-HH","vocational + Abi","840.89","822.47","38","205","665","1023","1432","1892","717.12","964.66","0","1892","716","971"
"1985","Couple + C. GT 16 ","general elemantary","1783.12","1687","580","1023","1329","2045","2556","3579","1720.04","1846.2","102","10737","1559","1749"
"1985","Couple + C. GT 16 ","higher education","2501.57","2421.02","106","1534","1790","2965","3835","6902","2321.49","2681.65","665","6902","2261","2556"
"1985","Couple + C. GT 16 ","higher vocational","2100.35","2045","90","1023","1571","2556","2965","6902","1910.28","2290.42","562","6902","1841","2199"
"1985","Couple + C. GT 16 ","in school","2107.65","2045","77","1202","1534","2505","3068","6902","1906.72","2308.58","511","6902","1790","2301"
"1985","Couple + C. GT 16 ","inadequately","1780.33","1790","127","1023","1278","2096","2812","3579","1674.39","1886.27","614","4090","1534","1790"
"1985","Couple + C. GT 16 ","middle vocational","1934.88","1790","874","1023","1432","2352","2914","4090","1878.1","1991.66","102","10737","1790","1892"
"1985","Couple + C. GT 16 ","vocational + Abi","1999.25","1860.55","31","1023","1534","2556","3369","3579","1709.64","2288.86","562","3579","1571","2045"
"1985","Couple + C. LE 16","general elemantary","1305.79","1227","540","767","946","1534","1790","3605","1171.53","1440.05","307","26076","1125","1273"
"1985","Couple + C. LE 16","higher education","2184.73","2045","230","1278","1534","2556","3272","5113","2063.97","2305.49","511","6647","1841","2096"
"1985","Couple + C. LE 16","higher vocational","1690.14","1534","175","1032","1278","1994","2454","4090","1599.2","1781.08","562","4602","1534","1646"
"1985","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","inadequately","1204.24","1161","245","614","920","1534","1790","2556","1149.2","1259.28","368","2812","1176","1329"
"1985","Couple + C. LE 16","middle vocational","1488.04","1380","1250","920","1074","1764","2045","4274","1453.79","1522.29","0","6136","1329","1380"
"1985","Couple + C. LE 16","vocational + Abi","1445.74","1369.33","74","716","1023","1687","2045","4090","1321.2","1570.28","486","4090","1278","1534"
"1985","Couple + C. LE and GT 16","general elemantary","1827.68","1636","493","1023","1278","2199","2659","3579","1745.56","1909.8","307","10226","1534","1687"
"1985","Couple + C. LE and GT 16","higher education","2346.93","2194.57","45","1687","1943","2868","3323","4397","2113","2580.86","307","4397","1999","2659"
"1985","Couple + C. LE and GT 16","higher vocational","2143.79","2045","34","1432","1687","2556","3068","3579","1929.49","2358.09","1023","3579","1772","2556"
