"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","1541.49","1510","784","767","1032","1917","2454","3247","1496.07","1586.91","220","4090","1483","1534"
"1985","16-34 y.","Urban Area","1578.11","1432","3210","716","1023","1892","2556","4193","1533.98","1622.24","0","30678","1432","1534"
"1985","35-65 y.","Rural Area","1519.5","1380","1092","741","1023","1892","2454","4090","1477.17","1561.83","230","6136","1432","1534"
"1985","35-65 y.","Urban Area","1608.88","1475.2","4362","767","1023","2045","2556","4193","1576.14","1641.62","0","30678","1483","1534"
"1985","66 and older","Rural Area","923.16","767","256","422","562","1150","1559","2556","852.68","993.64","205","4295","767","971"
"1985","66 and older","Urban Area","1066.51","920","776","460","614","1278","1790","3323","978.67","1154.35","87","30678","966","1023"
"1986","16-34 y.","Rural Area","1610.07","1534","774","767","1023","2045","2556","4090","1555.91","1664.23","77","5113","1534","1585"
"1986","16-34 y.","Urban Area","1621.71","1534","3132","741","1023","2020","2556","4295","1588.21","1655.21","0","20452","1534","1534"
"1986","35-65 y.","Rural Area","1613.24","1507.05","1054","767","1023","2045","2556","4090","1513.99","1712.49","230","49190","1503","1534"
"1986","35-65 y.","Urban Area","1698.5","1534","4162","767","1033","2045","2659","4602","1656.89","1740.11","0","40903","1534","1534"
"1986","66 and older","Rural Area","1225.61","869","249","409","614","1164","1598","2556","684.31","1766.91","68","49190","910","1023"
"1986","66 and older","Urban Area","1086.4","920","745","509","665","1278","1841","3426","1015.32","1157.48","0","20452","987","1065"
"1987","16-34 y.","Rural Area","1738.68","1534","780","818","1176","2045","2710","4602","1676.08","1801.28","51","10226","1534","1687"
"1987","16-34 y.","Urban Area","1646.03","1534","3107","716","1048","2045","2556","5113","1612.31","1679.75","0","18407","1534","1611"
"1987","35-65 y.","Rural Area","1680.36","1534","1025","767","1125","2045","2631","4346","1626.53","1734.19","102","10226","1534","1636"
"1987","35-65 y.","Urban Area","1749.85","1534","4112","818","1125","2045","2659","5113","1708.68","1791.02","0","33234","1580","1636"
"1987","66 and older","Rural Area","1051.07","844","244","474","690","1314","1708","3359","956.4","1145.74","112","6902","869","1089"
"1987","66 and older","Urban Area","1129.13","946","785","520","670","1329","1932","3835","1073.14","1185.12","0","10226","1023","1114"
"1988","16-34 y.","Rural Area","1744.1","1636","711","869","1176","2071","2812","5113","1686.09","1802.11","51","5113","1534","1738"
"1988","16-34 y.","Urban Area","1716.27","1534","2994","767","1074","2045","2710","5113","1678.61","1753.93","0","25565","1585","1636"
"1988","35-65 y.","Rural Area","1647.24","1534","968","767","1074","2045","2695","4090","1598.87","1695.61","291","7669","1534","1636"
"1988","35-65 y.","Urban Area","1773.55","1611","3927","869","1125","2147","2812","4602","1738.7","1808.4","153","25565","1636","1687"
"1988","66 and older","Rural Area","1069.49","920","237","476","690","1396","1790","3247","990.1","1148.88","79","3579","924","1115"
"1988","66 and older","Urban Area","1216.63","1002.68","776","537","686","1380","1855","4448","1078.8","1354.46","243","35790","1023","1125"
"1989","16-34 y.","Rural Area","1818.89","1636","696","869","1227","2250","2965","5113","1753.53","1884.25","0","5113","1636","1790"
"1989","16-34 y.","Urban Area","1762.8","1636","2939","818","1150","2147","2812","4857","1730.96","1794.64","92","7311","1636","1738"
"1989","35-65 y.","Rural Area","1769.59","1534","922","767","1125","2147","2914","4707","1691.61","1847.57","0","20452","1585","1738"
"1989","35-65 y.","Urban Area","1855.23","1687","3790","920","1227","2291","2965","4908","1818.76","1891.7","102","33234","1713","1790"
"1989","66 and older","Rural Area","1103.51","971","233","480","716","1428","1790","3068","1019.14","1187.88","81","3784","1023","1227"
"1989","66 and older","Urban Area","1212.31","1023","745","554","736","1483","2045","4090","1148.13","1276.49","153","10226","1048","1176"
"1990","16-34 y.","Rural Area","1490.32","1278","1765","700","920","1841","2556","4141","1454.98","1525.66","107","5215","1125","1176"
"1990","16-34 y.","Urban Area","1798.71","1585","3409","767","1099","2199","2886","5113","1751.98","1845.44","0","38347","1534","1636"
"1990","35-65 y.","Rural Area","1464.18","1227","2329","583","869","1841","2556","4602","1425.1","1503.26","153","20452","1089","1176"
"1990","35-65 y.","Urban Area","1864.2","1687","4502","818","1176","2301","3068","5113","1826.76","1901.64","0","38347","1636","1687"
"1990","66 and older","Rural Area","894.89","767","524","251","469","1227","1738","2556","842.98","946.8","0","3477","644","767"
"1990","66 and older","Urban Area","1202.95","1006.72","913","483","690","1432","2045","3835","1091.64","1314.26","66","38347","1023","1110"
"1991","16-34 y.","Rural Area","1595.55","1483","1713","767","1023","2045","2710","3835","1559.49","1631.61","102","5624","1319","1432"
"1991","16-34 y.","Urban Area","1837.61","1687","3254","767","1176","2301","3068","5880","1803.94","1871.28","128","10021","1687","1790"
"1991","35-65 y.","Rural Area","1534.74","1329","2310","665","920","2045","2710","3835","1503.78","1565.7","166","5624","1278","1309"
"1991","35-65 y.","Urban Area","1955.35","1790","4405","869","1253","2454","3221","5880","1925.59","1985.11","102","10226","1779","1790"
"1991","66 and older","Rural Area","971.9","818","501","362","537","1278","1790","2556","918.74","1025.06","77","3835","818","879"
"1991","66 and older","Urban Area","1220.25","1023","905","511","757","1534","2045","3630","1170.67","1269.83","182","5369","1074","1242"
"1992","16-34 y.","Rural Area","1770.23","1534","1602","818","1125","2107","2812","6713","1729.84","1810.62","245","6713","1534","1534"
"1992","16-34 y.","Urban Area","1881.82","1738","3190","844","1227","2301","3068","5113","1848.52","1915.12","0","8181","1790","1790"
"1992","35-65 y.","Rural Area","1697.6","1534","2241","716","1023","2173","2863","4346","1664.45","1730.75","179","6713","1534","1534"
"1992","35-65 y.","Urban Area","2055.08","1892","4388","971","1329","2556","3323","5113","2024.74","2085.42","179","10737","1841","1943"
"1992","66 and older","Rural Area","1054.82","971","493","429","642","1278","1841","2643","1000.66","1108.98","128","4090","971","1023"
"1992","66 and older","Urban Area","1327.58","1125","918","588","818","1590","2301","4090","1274.69","1380.47","225","6391","1156","1278"
"1993","16-34 y.","Rural Area","1868.34","1790","1543","869","1278","2301","3068","4602","1823.95","1912.73","220","7669","1692","1790"
"1993","16-34 y.","Urban Area","1974.22","1841","3213","869","1278","2531","3104","5113","1940.05","2008.39","153","11504","1866","1943"
"1993","35-65 y.","Rural Area","1869.36","1687","2205","818","1125","2301","3170","4602","1824.91","1913.81","26","21474","1636","1764"
