"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","1183.34","1023","2197","476","695","1534","2045","3068","1151.97","1214.71","26","15339","1125","1227"
"1984","general elemantary","Male","1430.56","1278","1103","614","895","1738","2301","3870","1360.18","1500.94","102","30790","1278","1380"
"1984","higher education","Female","1801.87","1636","238","716","1099","2301","3068","5113","1676.04","1927.7","176","7669","1636","1830"
"1984","higher education","Male","2001.9","1892","498","1023","1432","2556","3068","5113","1921.44","2082.36","169","7669","1790","2045"
"1984","higher vocational","Female","1711.32","1432","262","614","920","2045","2556","6591","1442.91","1979.73","243","30790","1380","1636"
"1984","higher vocational","Male","1854.87","1534","359","882","1176","2045","2556","6136","1606.17","2103.57","8","42028","1534","1636"
"1984","in school","Female","1767.09","1669.68","89","931","1125","2045","2562","9715","1537.37","1996.81","0","9715","1432","1790"
"1984","in school","Male","1710.36","1534","91","971","1227","2158","2659","3068","1573.78","1846.94","205","3835","1432","1738"
"1984","inadequately","Female","1186.24","1023","582","511","767","1534","1994","3012","1128.92","1243.56","102","9715","1176","1278"
"1984","inadequately","Male","1408.4","1125","418","665","839","1636","2045","12782","1323.63","1493.17","153","12782","1176","1329"
"1984","middle vocational","Female","1444.55","1278","2367","614","920","1790","2378","4090","1403.8","1485.3","8","20452","1329","1432"
"1984","middle vocational","Male","1478.96","1278","3002","767","997","1790","2301","4090","1439.49","1518.43","77","30790","1278","1380"
"1984","vocational + Abi","Female","2110.9","1534","111","690","971","1943","2556","42028","1374.89","2846.91","189","42028","1227","1534"
"1984","vocational + Abi","Male","1516.15","1413.84","179","716","1023","2045","2454","5113","1417.7","1614.6","189","5113","1227","1534"
"1985","general elemantary","Female","1255.12","1074","1944","477","716","1534","2045","3579","1195.61","1314.63","102","30678","1176","1278"
"1985","general elemantary","Male","1459.8","1278","986","674","920","1790","2301","3477","1372.62","1546.98","183","30678","1304","1432"
"1985","higher education","Female","1867.52","1585","236","920","1176","2434","3323","4366","1740.33","1994.71","307","6647","1611","1933"
"1985","higher education","Male","2085.51","2025.38","479","1023","1534","2556","3323","5113","1995.38","2175.64","153","9715","1892","2045"
"1985","higher vocational","Female","1590.76","1380","247","614","844","2045","2556","4602","1333.4","1848.12","202","30678","1432","1636"
"1985","higher vocational","Male","1648.17","1534","328","818","1150","2045","2556","4090","1571.38","1724.96","256","5113","1534","1738"
"1985","in school","Female","1877.46","1888.63","73","971","1278","2378","2556","3375","1715.31","2039.61","511","3375","1483","2045"
"1985","in school","Male","1893.77","1637.39","109","1023","1380","2301","2812","6902","1732.45","2055.09","307","6902","1534","1892"
"1985","inadequately","Female","1219.05","1176","474","460","767","1534","2045","2965","1165.69","1272.41","153","4090","1278","1432"
"1985","inadequately","Male","1375.51","1214.28","344","614","869","1687","2132","3579","1282.24","1468.78","368","13805","1278","1462"
"1985","middle vocational","Female","1469.07","1329","2186","614","920","1790","2403","4090","1426.81","1511.33","0","30678","1432","1534"
"1985","middle vocational","Male","1494.59","1329","2707","767","1023","1790","2403","4090","1459.48","1529.7","0","30678","1380","1432"
"1985","vocational + Abi","Female","1457.55","1114.55","100","614","869","1943","2556","4550","1301.63","1613.47","205","4550","1125","1559"
"1985","vocational + Abi","Male","1460.33","1380","160","562","971","1790","2556","4090","1345.46","1575.2","0","4090","1304","1534"
"1986","general elemantary","Female","1290.24","1104.1","1834","511","767","1611","2199","3886","1248.67","1331.81","0","20452","1278","1329"
"1986","general elemantary","Male","1473.89","1329","965","675","951","1897","2454","3886","1428.04","1519.74","276","5113","1380","1534"
"1986","higher education","Female","2054.9","1790","229","818","1227","2556","3323","5624","1626.62","2483.18","0","49190","1790","2045"
"1986","higher education","Male","2272.6","2045","479","1023","1534","2556","3068","6136","2045.7","2499.5","0","49190","2007","2122"
"1986","higher vocational","Female","1569.62","1329","233","614","920","2045","2761","4397","1453.97","1685.27","66","5113","1483","1790"
"1986","higher vocational","Male","1701.06","1585","309","869","1125","2045","2556","4090","1616.17","1785.95","383","5624","1534","1790"
"1986","in school","Female","1962.19","1890.51","67","1074","1534","2199","2863","3835","1759.65","2164.73","869","6136","1636","2045"
"1986","in school","Male","2038.47","1734","111","1023","1253","2454","3068","5113","1666.79","2410.15","205","20452","1483","1841"
"1986","inadequately","Female","1303.1","1159.96","441","501","716","1636","2199","3886","1218.99","1387.21","26","13549","1380","1534"
"1986","inadequately","Male","1458.95","1278","326","741","896","1713","2147","4295","1358.49","1559.41","184","13549","1329","1534"
"1986","middle vocational","Female","1561.74","1407.53","2127","614","920","1943","2505","4090","1491.49","1631.99","0","49190","1508","1534"
"1986","middle vocational","Male","1577.6","1424.61","2632","791","1023","1892","2454","4218","1529.87","1625.33","0","40903","1432","1534"
"1986","vocational + Abi","Female","1439.3","1227","104","767","1023","1841","2352","3579","1293.06","1585.54","263","4602","1227","1598"
"1986","vocational + Abi","Male","1570.1","1426.78","150","818","1059","1790","2863","3963","1448.3","1691.9","205","4346","1380","1534"
"1987","general elemantary","Female","1335.56","1176","1776","531","767","1687","2250","3579","1291.58","1379.54","0","18407","1329","1432"
"1987","general elemantary","Male","1539.71","1406","979","708","997","1892","2556","3835","1484.25","1595.17","0","11248","1432","1534"
"1987","higher education","Female","1846.35","1636","236","818","1125","2301","3068","5215","1701.77","1990.93","0","10226","1687","2045"
"1987","higher education","Male","2246.48","2045","471","1125","1534","2556","3165","6095","2080.88","2412.08","256","33234","2045","2209"
"1987","higher vocational","Female","1861.24","1534","238","716","920","2199","2965","5113","1491.45","2231.03","97","33234","1534","1790"
"1987","higher vocational","Male","1776.07","1729.99","299","920","1227","2122","2556","5113","1687.6","1864.54","153","5726","1687","1841"
"1987","in school","Female","1860.24","1841","84","779","1176","2250","2710","5113","1661.66","2058.82","358","5113","1534","2045"
"1987","in school","Male","2098.07","1998.35","91","1023","1329","2556","3323","6095","1895.08","2301.06","581","6095","1738","2045"
"1987","inadequately","Female","1324.35","1278","438","409","869","1687","2045","3579","1250.49","1398.21","0","6902","1432","1534"
"1987","inadequately","Male","1630.85","1349.09","306","812","971","1790","2352","10226","1531.92","1729.78","153","10226","1329","1534"
"1987","middle vocational","Female","1572.54","1432","2125","665","971","1994","2556","4571","1531.13","1613.95","89","18407","1534","1585"
