"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","1366.64","1249.74","1553","614","920","1687","2199","3988","1320.21","1413.07","77","20452","1278","1329"
"1984","direct migration background","Male","1394.99","1278","1765","716","920","1687","2147","4346","1352.75","1437.23","77","20452","1278","1329"
"1984","indirect migration background","Female","1416.89","1231.49","60","946","1023","1687","2045","3068","1235.2","1598.58","562","4346","1176","1687"
"1984","indirect migration background","Male","1236.58","1051.69","56","614","920","1534","2045","3323","1072.2","1400.96","460","3323","1375","1687"
"1984","no migration background","Female","1380.39","1227","4264","511","818","1738","2301","3870","1344.57","1416.21","0","42028","1278","1278"
"1984","no migration background","Male","1578.45","1406","3861","767","1023","1892","2556","4090","1536.54","1620.36","8","42028","1432","1483"
"1985","direct migration background","Female","1348.52","1227","1325","608","920","1738","2147","3477","1296.52","1400.52","102","26076","1329","1432"
"1985","direct migration background","Male","1462.73","1329","1527","767","997","1790","2199","4090","1413.1","1512.36","0","26076","1380","1483"
"1985","indirect migration background","Female","1375.83","1274.61","74","767","971","1790","2045","2812","1240.26","1511.4","680","2965","1271","1738"
"1985","indirect migration background","Male","1230.52","1023","60","707","757","1585","2045","2812","1055.52","1405.52","460","3426","1176","1733"
"1985","no migration background","Female","1417.32","1278","3921","527","818","1790","2403","4090","1378.21","1456.43","0","30678","1329","1432"
"1985","no migration background","Male","1583.73","1432","3573","767","1023","1943","2556","4090","1549.1","1618.36","0","30678","1483","1534"
"1986","direct migration background","Female","1422.07","1329","1269","614","920","1790","2275","3579","1380.94","1463.2","0","13549","1432","1534"
"1986","direct migration background","Male","1509.72","1380","1495","767","1023","1841","2352","4295","1471.17","1548.27","0","13549","1432","1534"
"1986","indirect migration background","Female","1423.27","1332.12","80","614","920","1841","2045","3584","1236.76","1609.78","409","4612","1324","1790"
"1986","indirect migration background","Male","1317.37","1138.31","69","639","767","1738","2137","3068","1152.52","1482.22","460","3119","1329","1790"
"1986","no migration background","Female","1482.17","1278","3746","562","869","1841","2505","4218","1430.21","1534.13","0","49190","1432","1508"
"1986","no migration background","Male","1672.41","1534","3457","772","1023","2045","2556","4602","1621.82","1723","0","49190","1534","1534"
"1987","direct migration background","Female","1482.29","1432","1285","665","997","1815","2301","3375","1432.34","1532.24","0","12782","1483","1534"
"1987","direct migration background","Male","1578.92","1483","1483","818","1023","1943","2505","4039","1534.55","1623.29","0","12782","1534","1636"
"1987","indirect migration background","Female","1412.23","1165.6","89","716","946","1841","2189","3536","1260.63","1563.83","197","3732","1380","1738"
"1987","indirect migration background","Male","1766.92","1534","75","1023","1099","1892","2301","12782","1432.15","2101.69","307","12782","1534","1943"
"1987","no migration background","Female","1517.53","1329","3693","598","869","1902","2556","4944","1478.81","1556.25","0","33234","1483","1534"
"1987","no migration background","Male","1705.21","1534","3428","767","1074","2045","2659","5113","1665.34","1745.08","51","33234","1534","1636"
"1988","direct migration background","Female","1507.32","1413.89","1230","665","997","1892","2352","3835","1459.73","1554.91","205","17384","1534","1585"
"1988","direct migration background","Male","1573.85","1483","1383","818","1023","1943","2352","3579","1530.92","1616.78","153","17384","1534","1636"
"1988","indirect migration background","Female","1487.26","1276.63","110","767","1023","1994","2505","3477","1356.81","1617.71","197","3963","1380","1636"
"1988","indirect migration background","Male","1505.52","1464.14","105","946","1023","1790","2352","3477","1370.73","1640.31","358","3477","1483","1790"
"1988","no migration background","Female","1540.75","1380","3503","614","920","1994","2556","4448","1500.82","1580.68","26","35790","1534","1534"
"1988","no migration background","Male","1759.47","1534","3282","818","1125","2076","2812","5113","1715.6","1803.34","0","35790","1636","1687"
"1989","direct migration background","Female","1584.18","1483","1214","716","1023","1943","2556","4499","1539.87","1628.49","275","5880","1534","1672"
"1989","direct migration background","Male","1683.74","1534","1322","869","1125","2045","2556","5113","1640.91","1726.57","240","6647","1636","1774"
"1989","indirect migration background","Female","1545.04","1380","132","782","1023","1882","2324","3863","1401.75","1688.33","201","5880","1534","1790"
"1989","indirect migration background","Male","1741.59","1534","119","1023","1125","2096","2659","5215","1562.82","1920.36","600","5880","1600","1943"
"1989","no migration background","Female","1602.12","1432","3371","614","920","2045","2710","4602","1564.33","1639.91","0","33234","1534","1611"
"1989","no migration background","Male","1820.83","1636","3167","879","1225","2250","2955","5113","1781.56","1860.1","0","33234","1687","1790"
"1990","direct migration background","Female","1579.12","1432","1256","644","1023","1968","2659","4602","1523.4","1634.84","153","20452","1534","1687"
"1990","direct migration background","Male","1714.15","1534","1375","818","1074","2147","2659","4602","1658.59","1769.71","153","20452","1636","1790"
"1990","indirect migration background","Female","1708.35","1483","149","818","1171","2199","2735","4346","1560.54","1856.16","208","5573","1687","1892"
"1990","indirect migration background","Male","1813.16","1685.69","142","1023","1176","2061","3068","5113","1645.59","1980.73","614","5573","1764","2061"
"1990","no migration background","Female","1514.73","1278","5521","511","818","1994","2608","4704","1477.94","1551.52","0","38347","1227","1278"
"1990","no migration background","Male","1718.59","1534","5085","716","1023","2147","2863","5113","1686.24","1750.94","0","38347","1334","1401"
"1991","direct migration background","Female","1641.76","1534","1227","665","1023","2045","2556","4602","1592.59","1690.93","210","7669","1631","1790"
"1991","direct migration background","Male","1791.26","1615.08","1335","869","1176","2199","2812","5113","1743.16","1839.36","253","7669","1764","1790"
"1991","indirect migration background","Female","1761.1","1582.4","164","818","1278","2045","2840","4602","1620.17","1902.03","220","5113","1636","2045"
"1991","indirect migration background","Male","1886.31","1792.8","166","997","1278","2301","3068","4602","1743.39","2029.23","256","5328","1805","2199"
"1991","no migration background","Female","1579.6","1380","5357","562","869","2045","2863","4602","1554.38","1604.82","77","10226","1380","1432"
"1991","no migration background","Male","1775.92","1566.62","4929","767","1075","2301","3068","4857","1749.63","1802.21","102","10226","1534","1534"
"1992","direct migration background","Female","1688.15","1534","1201","733","1023","2096","2710","4602","1638.57","1737.73","0","5624","1687","1790"
"1992","direct migration background","Male","1887.14","1790","1291","1012","1278","2301","2863","5471","1836.06","1938.22","277","10226","1790","1892"
