"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","general elemantary","1273.09","1150","657","486","767","1636","2045","3870","1201.45","1344.73","26","12036","1278","1370"
"1984","Baden-Württemberg","higher education","2061.48","2003.01","116","1023","1329","2556","3262","6136","1873.96","2249","614","6136","1687","2199"
"1984","Baden-Württemberg","higher vocational","2296.36","1534","110","861","1125","2301","2914","42028","1532.63","3060.09","511","42028","1534","2045"
"1984","Baden-Württemberg","in school","1571.98","1278","34","931","1074","1892","2710","3835","1337.04","1806.92","767","3835","1176","1687"
"1984","Baden-Württemberg","inadequately","1629.27","1168.91","287","511","920","1636","2045","12782","1501.35","1757.19","102","12782","1278","1534"
"1984","Baden-Württemberg","middle vocational","1523.39","1380","880","744","1023","1841","2531","3870","1437.71","1609.07","86","20452","1380","1534"
"1984","Baden-Württemberg","vocational + Abi","3283.57","1278","51","537","971","1738","3119","42028","1673.73","4893.41","256","42028","1150","1534"
"1984","Bavaria","general elemantary","1267.01","1176","556","511","818","1534","2045","3068","1214.69","1319.33","77","5113","1227","1329"
"1984","Bavaria","higher education","1871.42","1790","144","1023","1278","2301","2863","5113","1744.03","1998.81","322","5113","1636","1994"
"1984","Bavaria","higher vocational","1529.6","1534","123","624","1099","1892","2556","4090","1408.62","1650.58","8","4090","1534","1636"
"1984","Bavaria","in school","","","","","","","","","","","","","",""
"1984","Bavaria","inadequately","1134.63","1001.42","104","256","741","1585","2045","2556","1012.34","1256.92","153","3068","1023","1432"
"1984","Bavaria","middle vocational","1475.87","1321.62","962","716","971","1790","2301","5113","1417.74","1534","8","10226","1278","1432"
"1984","Bavaria","vocational + Abi","1727.26","1600.03","50","1023","1278","2045","2556","3579","1560.96","1893.56","665","3579","1278","1713"
"1984","Berlin","general elemantary","1257.23","1176","96","562","818","1534","1790","6136","1102.3","1412.16","424","6136","1176","1534"
"1984","Berlin","higher education","1988.38","1878.65","37","1023","1278","2556","3221","3579","1709.32","2267.44","368","3579","1636","2556"
"1984","Berlin","higher vocational","","","","","","","","","","","","","",""
"1984","Berlin","in school","","","","","","","","","","","","","",""
"1984","Berlin","inadequately","1277.55","1277.14","38","614","869","1534","1943","3068","1064.69","1490.41","245","3068","1125","1636"
"1984","Berlin","middle vocational","1501.49","1359.33","177","614","971","1943","2301","3579","1384.02","1618.96","389","6136","1380","1687"
"1984","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1984","Brandenburg","general elemantary","","","","","","","","","","","","","",""
"1984","Brandenburg","higher education","","","","","","","","","","","","","",""
"1984","Brandenburg","higher vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","in school","","","","","","","","","","","","","",""
"1984","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1984","Brandenburg","middle vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1984","Bremen","general elemantary","936.05","859.99","39","511","588","1023","1585","2045","792.27","1079.83","179","2045","767","1125"
"1984","Bremen","higher education","","","","","","","","","","","","","",""
"1984","Bremen","higher vocational","","","","","","","","","","","","","",""
"1984","Bremen","in school","","","","","","","","","","","","","",""
"1984","Bremen","inadequately","","","","","","","","","","","","","",""
"1984","Bremen","middle vocational","1059.62","969.22","68","383","614","1278","1790","4090","919.84","1199.4","316","4090","920","1227"
"1984","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"1984","Hamburg","general elemantary","1282.24","1148.37","66","588","895","1687","2045","3170","1114.35","1450.13","435","3323","1074","1432"
"1984","Hamburg","higher education","","","","","","","","","","","","","",""
"1984","Hamburg","higher vocational","","","","","","","","","","","","","",""
"1984","Hamburg","in school","","","","","","","","","","","","","",""
"1984","Hamburg","inadequately","","","","","","","","","","","","","",""
"1984","Hamburg","middle vocational","1276.71","1176","154","639","895","1534","2071","2914","1185.38","1368.04","319","3323","1145","1380"
"1984","Hamburg","vocational + Abi","","","","","","","","","","","","","",""
"1984","Hesse","general elemantary","1292.36","1139.15","346","486","767","1687","2301","3579","1205.13","1379.59","137","10226","1227","1432"
"1984","Hesse","higher education","1857.06","1893.55","85","818","1329","2167","2863","3579","1693.3","2020.82","383","3579","1585","2045"
"1984","Hesse","higher vocational","2118.21","1636","50","946","1345","2352","2965","16873","1472.31","2764.11","716","16873","1534","1826"
"1984","Hesse","in school","","","","","","","","","","","","","",""
"1984","Hesse","inadequately","1247.41","1074","107","562","665","1692","2045","4346","1113.2","1381.62","256","4346","1176","1534"
"1984","Hesse","middle vocational","1581.61","1380","566","614","920","1892","2556","4346","1466.26","1696.96","122","16873","1329","1534"
"1984","Hesse","vocational + Abi","1402.16","1074","35","511","869","2301","2429","2965","1183.22","1621.1","307","2965","971","1432"
"1984","Lower Saxony","general elemantary","1362.45","1125","347","466","716","1585","2144","3835","1164.09","1560.81","207","30790","1023","1278"
"1984","Lower Saxony","higher education","2022.98","1927.79","71","1023","1467","2556","3068","4090","1835.26","2210.7","537","4090","1790","2301"
"1984","Lower Saxony","higher vocational","1942.75","1534","73","723","1023","2045","2352","30790","1132.94","2752.56","450","30790","1278","1892"
"1984","Lower Saxony","in school","","","","","","","","","","","","","",""
"1984","Lower Saxony","inadequately","1381.75","983.95","64","767","946","1790","3012","3012","1207.78","1555.72","409","3068","971","1176"
"1984","Lower Saxony","middle vocational","1483.7","1278","540","726","982","1738","2045","4090","1353.61","1613.79","123","30790","1278","1342"
"1984","Lower Saxony","vocational + Abi","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","in school","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","general elemantary","1191.26","1023","822","511","767","1534","1994","3068","1148.94","1233.58","199","5113","1074","1227"
"1984","North Rhine-Westphalia","higher education","1936.12","1774.86","213","920","1278","2352","2965","6136","1788.29","2083.95","169","7669","1636","2045"
"1984","North Rhine-Westphalia","higher vocational","1626.35","1285.23","146","767","946","2045","2556","6136","1421.26","1831.44","97","12271","1278","1636"
"1984","North Rhine-Westphalia","in school","1775.18","1636","57","1074","1380","2301","2556","3068","1617.17","1933.19","614","3068","1434","1841"
"1984","North Rhine-Westphalia","inadequately","1153.7","1025.01","300","570","818","1432","1790","3221","1098.65","1208.75","205","3579","1074","1227"
"1984","North Rhine-Westphalia","middle vocational","1438.7","1278","1448","649","920","1790","2352","3988","1397.03","1480.37","87","12271","1278","1380"
"1984","North Rhine-Westphalia","vocational + Abi","1574.49","1534","85","690","1023","2045","2556","5113","1401.1","1747.88","189","5113","1023","1585"
"1984","Rhineland-Palatinate,Saarland","general elemantary","1204.08","1023","289","511","675","1534","2045","3323","1129.35","1278.81","205","3323","1125","1278"
"1984","Rhineland-Palatinate,Saarland","higher education","1955.01","1572.37","33","869","1278","2710","2914","6591","1541.77","2368.25","665","6591","1329","2454"
"1984","Rhineland-Palatinate,Saarland","higher vocational","1870.49","1355.26","35","690","1023","2556","3323","6591","1418.46","2322.52","409","6591","1125","2045"
"1984","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","","","","",""
"1984","Rhineland-Palatinate,Saarland","inadequately","1231.44","1192.47","60","639","716","1432","2045","3323","1084.7","1378.18","389","3323","1125","1278"
"1984","Rhineland-Palatinate,Saarland","middle vocational","1412.18","1278","369","665","920","1738","2454","3323","1343.28","1481.08","205","5113","1278","1432"
"1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","","","","",""
"1984","Saxony","general elemantary","","","","","","","","","","","","","",""
"1984","Saxony","higher education","","","","","","","","","","","","","",""
"1984","Saxony","higher vocational","","","","","","","","","","","","","",""
"1984","Saxony","in school","","","","","","","","","","","","","",""
"1984","Saxony","inadequately","","","","","","","","","","","","","",""
"1984","Saxony","middle vocational","","","","","","","","","","","","","",""
"1984","Saxony","vocational + Abi","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","general elemantary","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","higher education","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","higher vocational","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","in school","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","inadequately","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","middle vocational","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","vocational + Abi","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","general elemantary","1122.03","956.82","82","517","665","1406","2045","2812","1000.07","1243.99","236","2812","938","1278"
"1984","Schleswig-Holstein","higher education","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","higher vocational","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","in school","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","inadequately","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","middle vocational","1377.94","1263.79","205","741","971","1790","2301","3323","1297.28","1458.6","205","3323","1227","1380"
"1984","Schleswig-Holstein","vocational + Abi","","","","","","","","","","","","","",""
"1984","Thuringia","general elemantary","","","","","","","","","","","","","",""
"1984","Thuringia","higher education","","","","","","","","","","","","","",""
"1984","Thuringia","higher vocational","","","","","","","","","","","","","",""
"1984","Thuringia","in school","","","","","","","","","","","","","",""
"1984","Thuringia","inadequately","","","","","","","","","","","","","",""
"1984","Thuringia","middle vocational","","","","","","","","","","","","","",""
"1984","Thuringia","vocational + Abi","","","","","","","","","","","","","",""
"1985","Baden-Württemberg","general elemantary","1267.38","1166","587","460","818","1636","2045","3579","1215.15","1319.61","153","4090","1278","1432"
"1985","Baden-Württemberg","higher education","2172.1","2096","103","1023","1534","2710","3369","4295","1994.57","2349.63","767","5113","2045","2301"
"1985","Baden-Württemberg","higher vocational","1617.71","1534","100","869","1145","2045","2454","3579","1479.72","1755.7","460","4193","1462","1841"
"1985","Baden-Württemberg","in school","1774.33","1534","41","1125","1314","2147","2556","3068","1592.23","1956.43","614","3068","1380","2045"
"1985","Baden-Württemberg","inadequately","1373.47","1278","240","716","895","1790","2045","2965","1297.88","1449.06","358","4090","1380","1534"
"1985","Baden-Württemberg","middle vocational","1548.12","1432","828","726","1045","1943","2556","3988","1498.76","1597.48","87","4448","1463","1534"
"1985","Baden-Württemberg","vocational + Abi","1462.69","1534","47","614","971","1790","2045","3451","1250.5","1674.88","409","4090","1432","1687"
"1985","Bavaria","general elemantary","1547.79","1278","501","588","859","1738","2199","3579","1333.76","1761.82","205","30678","1278","1483"
"1985","Bavaria","higher education","1890.34","1790","137","971","1278","2454","3068","4090","1758.26","2022.42","205","4090","1790","2045"
"1985","Bavaria","higher vocational","1734.63","1534","110","562","920","2045","2914","5113","1186.4","2282.86","332","30678","1483","1790"
"1985","Bavaria","in school","","","","","","","","","","","","","",""
"1985","Bavaria","inadequately","1469.45","1278","74","429","818","1892","3068","3579","1317.71","1621.19","220","3579","1432","1687"
"1985","Bavaria","middle vocational","1587.25","1451.34","848","716","1023","1841","2556","3579","1479.65","1694.85","0","30678","1479","1534"
"1985","Bavaria","vocational + Abi","1601.72","1396.24","40","869","1023","1943","3068","3579","1376.92","1826.52","818","3579","1176","1534"
"1985","Berlin","general elemantary","1341.18","1227","84","665","920","1534","2045","6136","1184.63","1497.73","493","6136","1125","1534"
"1985","Berlin","higher education","2009.14","1738","35","1074","1227","2965","3323","3835","1702.81","2315.47","655","3835","1534","2045"
"1985","Berlin","higher vocational","","","","","","","","","","","","","",""
"1985","Berlin","in school","","","","","","","","","","","","","",""
"1985","Berlin","inadequately","1193.1","976.95","30","757","801","1462","1790","2812","988.44","1397.76","460","2812","818","1687"
"1985","Berlin","middle vocational","1532.52","1432","156","665","920","2045","2454","3835","1400.62","1664.42","324","6136","1434","1790"
"1985","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1985","Brandenburg","general elemantary","","","","","","","","","","","","","",""
"1985","Brandenburg","higher education","","","","","","","","","","","","","",""
"1985","Brandenburg","higher vocational","","","","","","","","","","","","","",""
"1985","Brandenburg","in school","","","","","","","","","","","","","",""
"1985","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1985","Brandenburg","middle vocational","","","","","","","","","","","","","",""
"1985","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1985","Bremen","general elemantary","909.44","860.84","34","399","552","1074","1534","2045","747.43","1071.45","102","2045","793","1182"
"1985","Bremen","higher education","","","","","","","","","","","","","",""
"1985","Bremen","higher vocational","","","","","","","","","","","","","",""
"1985","Bremen","in school","","","","","","","","","","","","","",""
"1985","Bremen","inadequately","","","","","","","","","","","","","",""
"1985","Bremen","middle vocational","1017.23","920","64","501","614","1278","1667","2556","886.28","1148.18","102","2556","920","1074"
"1985","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"1985","Hamburg","general elemantary","1164.95","1022.78","56","555","665","1636","2045","2199","1024.51","1305.39","183","2199","971","1329"
"1985","Hamburg","higher education","","","","","","","","","","","","","",""
"1985","Hamburg","higher vocational","","","","","","","","","","","","","",""
"1985","Hamburg","in school","","","","","","","","","","","","","",""
"1985","Hamburg","inadequately","","","","","","","","","","","","","",""
"1985","Hamburg","middle vocational","1309.53","1276.71","141","629","920","1636","2045","2556","1220.52","1398.54","331","3068","1253","1483"
"1985","Hamburg","vocational + Abi","","","","","","","","","","","","","",""
"1985","Hesse","general elemantary","1312.55","1176","318","547","818","1738","2352","3068","1239.08","1386.02","179","4090","1227","1380"
"1985","Hesse","higher education","1968.56","1830.19","90","1023","1329","2261","2965","6647","1749.39","2187.73","562","6647","1534","2045"
"1985","Hesse","higher vocational","1739.62","1534","50","946","1125","2045","2851","4090","1510.48","1968.76","307","4090","1432","1841"
"1985","Hesse","in school","","","","","","","","","","","","","",""
"1985","Hesse","inadequately","1159.26","1152.71","91","391","454","1738","2045","2787","1028.78","1289.74","153","2838","1278","1585"
"1985","Hesse","middle vocational","1502.87","1278.28","500","588","971","1841","2556","4274","1434.54","1571.2","153","5317","1380","1534"
"1985","Hesse","vocational + Abi","1374.95","1023","30","511","562","1534","3369","4090","1053.72","1696.18","383","4090","869","1534"
"1985","Lower Saxony","general elemantary","1248.15","1023","296","446","716","1534","2250","3579","1158.92","1337.38","286","6902","1084","1329"
"1985","Lower Saxony","higher education","2153.86","2045","71","1023","1432","2556","3579","6902","1896.23","2411.49","545","6902","1790","2301"
"1985","Lower Saxony","higher vocational","1672.98","1649.4","72","690","1023","2301","2556","6902","1464.39","1881.57","256","6902","1534","1968"
"1985","Lower Saxony","in school","","","","","","","","","","","","","",""
"1985","Lower Saxony","inadequately","1159.6","1103.74","51","614","716","1432","2096","2505","1015.72","1303.48","409","2505","1023","1432"
"1985","Lower Saxony","middle vocational","1446.89","1329","529","690","971","1790","2250","4366","1378.67","1515.11","230","6902","1304","1471"
"1985","Lower Saxony","vocational + Abi","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","in school","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","general elemantary","1218.66","1074","718","511","767","1534","2045","3375","1112.31","1325.01","189","26076","1176","1278"
"1985","North Rhine-Westphalia","higher education","2019.76","1790","215","997","1380","2454","3068","6136","1869.9","2169.62","153","9715","1790","2045"
"1985","North Rhine-Westphalia","higher vocational","1516.92","1425.19","138","709","1011","1943","2556","4193","1388.04","1645.8","202","4193","1380","1687"
"1985","North Rhine-Westphalia","in school","1842.94","1740.85","59","971","1432","2301","2812","3579","1655.78","2030.1","511","3579","1534","1943"
"1985","North Rhine-Westphalia","inadequately","1245.53","1125","250","435","767","1534","1917","3375","1126.63","1364.43","312","13805","1176","1278"
"1985","North Rhine-Westphalia","middle vocational","1438.14","1278","1305","665","946","1790","2301","4090","1397.1","1479.18","0","9715","1329","1432"
"1985","North Rhine-Westphalia","vocational + Abi","1514.62","1356.27","84","690","1023","2045","2556","4550","1346.86","1682.38","205","4550","1227","1687"
"1985","Rhineland-Palatinate,Saarland","general elemantary","1287.76","1125","252","511","757","1687","2454","3579","1196.07","1379.45","102","3579","1125","1380"
"1985","Rhineland-Palatinate,Saarland","higher education","2007.2","1684.21","30","920","1432","2965","3375","3784","1657.55","2356.85","511","3784","1457","2454"
"1985","Rhineland-Palatinate,Saarland","higher vocational","","","","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","","","","",""
"1985","Rhineland-Palatinate,Saarland","inadequately","1391.64","1158.88","49","731","971","1774","2045","3579","1223.76","1559.52","614","3579","1176","1774"
"1985","Rhineland-Palatinate,Saarland","middle vocational","1445.99","1329","337","741","971","1738","2454","3579","1372.84","1519.14","210","4602","1278","1534"
"1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","","","","",""
"1985","Saxony","general elemantary","","","","","","","","","","","","","",""
"1985","Saxony","higher education","","","","","","","","","","","","","",""
"1985","Saxony","higher vocational","","","","","","","","","","","","","",""
"1985","Saxony","in school","","","","","","","","","","","","","",""
"1985","Saxony","inadequately","","","","","","","","","","","","","",""
"1985","Saxony","middle vocational","","","","","","","","","","","","","",""
"1985","Saxony","vocational + Abi","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","general elemantary","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","higher education","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","higher vocational","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","in school","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","inadequately","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","middle vocational","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","vocational + Abi","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","general elemantary","1336.11","1024.03","84","562","716","1636","2301","10737","1076.82","1595.4","220","10737","1023","1380"
"1985","Schleswig-Holstein","higher education","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","higher vocational","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","in school","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","inadequately","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","middle vocational","1462.53","1278","185","619","971","1728","2301","10737","1298.5","1626.56","0","10737","1227","1411"
"1985","Schleswig-Holstein","vocational + Abi","","","","","","","","","","","","","",""
"1985","Thuringia","general elemantary","","","","","","","","","","","","","",""
"1985","Thuringia","higher education","","","","","","","","","","","","","",""
"1985","Thuringia","higher vocational","","","","","","","","","","","","","",""
"1985","Thuringia","in school","","","","","","","","","","","","","",""
"1985","Thuringia","inadequately","","","","","","","","","","","","","",""
"1985","Thuringia","middle vocational","","","","","","","","","","","","","",""
"1985","Thuringia","vocational + Abi","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","general elemantary","1420.46","1278","586","524","869","1830","2352","4295","1361.01","1479.91","0","5113","1457","1534"
"1986","Baden-Württemberg","higher education","3020.3","2013.01","109","924","1534","3068","3835","49190","1803.52","4237.08","0","49190","1992","2352"
"1986","Baden-Württemberg","higher vocational","1766.3","1687","97","869","1202","2301","2821","4090","1608.41","1924.19","460","4090","1585","1943"
