"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1996","no migration background","Rural Area","1966.71","1790","3744","823","1253","2480","3296","5113","1929.48","2003.94","179","25565","1841","1943"
"1996","no migration background","Urban Area","2117.75","1943","5752","936","1303","2556","3569","6013","2087.03","2148.47","78","15339","2045","2045"
"1997","direct migration background","Rural Area","1715.58","1534","412","793","1125","2147","2812","3835","1641.19","1789.97","343","7669","1585","1790"
"1997","direct migration background","Urban Area","1969.52","1790","1995","869","1278","2454","3323","5113","1918.73","2020.31","245","20452","1841","1943"
"1997","indirect migration background","Rural Area","1933.37","1779.66","78","869","1278","2556","2965","3835","1747.3","2119.44","153","4039","1790","2352"
"1997","indirect migration background","Urban Area","2091.2","1953","464","920","1380","2812","3323","5113","2005.97","2176.43","153","5624","1943","2147"
"1997","no migration background","Rural Area","1962.28","1790","3734","869","1278","2403","3119","5113","1927.76","1996.8","175","16259","1943","2045"
"1997","no migration background","Urban Area","2122.84","1943","5744","971","1329","2659","3477","5697","2094.66","2151.02","205","11862","2045","2045"
"1998","direct migration background","Rural Area","1781.18","1558.25","385","818","1176","2147","3068","5113","1691.42","1870.94","358","8692","1593","1790"
"1998","direct migration background","Urban Area","1983.65","1790","1915","920","1278","2454","3170","5113","1938.38","2028.92","307","10226","1790","1943"
"1998","indirect migration background","Rural Area","2098.05","2082.32","85","1023","1473","2812","3068","4397","1887.09","2309.01","261","6391","1790","2556"
"1998","indirect migration background","Urban Area","2113.02","1943","489","1023","1380","2608","3528","5369","2026.34","2199.7","324","6136","1943","2045"
"1998","no migration background","Rural Area","1973.6","1790","4169","920","1278","2454","3323","5113","1943.87","2003.33","179","8692","1892","1943"
"1998","no migration background","Urban Area","2152.94","1962.39","6518","971","1329","2659","3579","5726","2125.5","2180.38","205","15339","2045","2045"
"1999","direct migration background","Rural Area","1925.47","1738","337","767","1125","2199","2965","7669","1831.44","2019.5","256","7669","1790","1943"
"1999","direct migration background","Urban Area","2019.02","1790","1782","1023","1380","2403","3068","5880","1970.1","2067.94","196","12782","1841","1943"
"1999","indirect migration background","Rural Area","2308.51","2045","80","1023","1429","3068","4244","4857","2107.98","2509.04","511","4857","1790","2301"
"1999","indirect migration background","Urban Area","2176.98","2045","500","971","1432","2761","3579","5445","2087.07","2266.89","343","8692","1943","2188"
"1999","no migration background","Rural Area","2030.17","1866","4110","920","1329","2556","3221","5624","1998.32","2062.02","102","12782","1994","2045"
"1999","no migration background","Urban Area","2231.78","2045","6331","1023","1432","2812","3630","6136","2202.19","2261.37","200","12782","2045","2147"
"2000","direct migration background","Rural Area","1954.33","1734.94","545","818","1176","2301","3068","10226","1857.08","2051.58","282","10226","1764","1928"
"2000","direct migration background","Urban Area","2039.95","1841","2631","920","1329","2505","3272","5624","1997.48","2082.42","205","12782","1892","1968"
"2000","indirect migration background","Rural Area","2297.7","2045","107","1023","1380","2659","4090","7669","2068.57","2526.83","614","7669","1790","2301"
"2000","indirect migration background","Urban Area","2251.5","2045","684","1012","1534","2812","3732","5369","2171.98","2331.02","307","7158","2045","2250"
"2000","no migration background","Rural Area","2069.42","1841","7051","941","1329","2556","3426","5215","2044.18","2094.66","0","13805","1994","2045"
"2000","no migration background","Urban Area","2277.21","2045","11548","971","1432","2812","3732","6391","2253.4","2301.02","51","25565","2147","2199"
"2001","direct migration background","Rural Area","1907.46","1794.77","487","869","1227","2301","2914","7669","1826.83","1988.09","332","7669","1825","2045"
"2001","direct migration background","Urban Area","2066.8","1907.19","2349","971","1355","2556","3323","5624","2015.55","2118.05","274","23008","1994","2045"
"2001","indirect migration background","Rural Area","2042.33","2045","95","1023","1380","2403","3426","6136","1855.55","2229.11","322","6136","1943","2199"
"2001","indirect migration background","Urban Area","2417.38","2147","646","1023","1534","3068","4090","6902","2326.5","2508.26","281","8181","2091","2301"
"2001","no migration background","Rural Area","2119.17","1943","6575","971","1380","2556","3400","5624","2090.95","2147.39","0","21474","2045","2045"
"2001","no migration background","Urban Area","2319.02","2045","10693","1023","1462","2914","3835","6391","2294.24","2343.8","112","23008","2250","2301"
"2002","direct migration background","Rural Area","1890.4","1750","462","766","1150","2500","3000","6000","1772.68","2008.12","200","8000","1930","2045"
"2002","direct migration background","Urban Area","2064.19","2000","2250","890","1315","2500","3130","6000","1986.2","2142.18","241","40000","2000","2100"
"2002","indirect migration background","Rural Area","2154.87","1950","91","1000","1200","2700","3300","6500","1851.34","2458.4","600","6900","2000","2630"
"2002","indirect migration background","Urban Area","2412.54","2100","653","1000","1500","2900","3600","7500","2218.99","2606.09","280","40000","2200","2403"
"2002","no migration background","Rural Area","2132.47","2000","6718","979","1393","2600","3350","7000","2094.81","2170.13","160","15000","2200","2250"
"2002","no migration background","Urban Area","2382.68","2050","11749","1000","1460","2900","3700","8000","2335.47","2429.89","10","65000","2500","2573"
"2003","direct migration background","Rural Area","2036.35","2000","441","830","1300","2700","3200","5000","1931.19","2141.51","280","7000","2000","2200"
"2003","direct migration background","Urban Area","2126.77","1960","2085","900","1336","2500","3200","7000","2043.51","2210.03","0","40000","2000","2150"
"2003","indirect migration background","Rural Area","2164.91","2003.39","99","880","1200","2800","3600","5500","1891.63","2438.19","500","7500","2017","2700"
"2003","indirect migration background","Urban Area","2476.45","2117.76","645","900","1500","2950","4000","7150","2281.62","2671.28","250","40000","2209","2500"
"2003","no migration background","Rural Area","2175.09","2000","6444","970","1400","2700","3500","6200","2138.28","2211.9","190","16000","2200","2280"
"2003","no migration background","Urban Area","2443.27","2115","11339","1000","1500","3000","4000","8000","2399.45","2487.09","0","85000","2500","2587"
"2004","direct migration background","Rural Area","2276.98","2000","428","855","1200","2800","3200","6000","1809.43","2744.53","200","99999","2000","2200"
"2004","direct migration background","Urban Area","2159.22","2000","2019","1000","1400","2550","3500","6500","2097.36","2221.08","180","16000","2022","2200"
"2004","indirect migration background","Rural Area","2130.32","1965.74","111","700","1300","2900","3300","6700","1814.56","2446.08","200","12700","2100","2748"
"2004","indirect migration background","Urban Area","2422.77","2200","655","1000","1550","3000","3755","7600","2301.7","2543.84","300","12000","2280","2500"
"2004","no migration background","Rural Area","2186.86","2000","6291","980","1400","2700","3500","6200","2136.33","2237.39","70","99999","2200","2250"
"2004","no migration background","Urban Area","2438","2100","11095","1000","1500","3000","4000","8000","2395.01","2480.99","0","60000","2500","2600"
"2005","direct migration background","Rural Area","1968.99","1837.49","397","850","1165","2700","3200","5000","1858.54","2079.44","0","6700","1800","2084"
"2005","direct migration background","Urban Area","2176.24","2000","1898","975","1420","2600","3400","6800","2108.63","2243.85","200","30250","2100","2200"
"2005","indirect migration background","Rural Area","2326.31","2200","106","880","1500","3000","3500","6700","2065.53","2587.09","630","7021","2181","3000"
"2005","indirect migration background","Urban Area","2390.96","2200","689","1120","1660","2900","3750","6000","2284.5","2497.42","250","11500","2275","2500"
"2005","no migration background","Rural Area","2183.85","2000","6084","954","1400","2770","3500","6400","2145.99","2221.71","0","20000","2153","2200"
"2005","no migration background","Urban Area","2450.67","2100","10598","1000","1500","3000","4000","8000","2412.37","2488.97","150","35000","2500","2600"
"2006","direct migration background","Rural Area","2034.72","1900","408","798","1150","2630","3300","7200","1900.55","2168.89","360","9970","1868","2000"
"2006","direct migration background","Urban Area","2183.05","2000","1862","1000","1400","2600","3300","7500","2111.87","2254.23","177","28000","2000","2180"
"2006","indirect migration background","Rural Area","2305.28","2089.61","119","850","1400","3000","4200","5000","2076.97","2533.59","512","8000","2200","2900"
"2006","indirect migration background","Urban Area","2332.42","2100","685","1089","1500","3000","3660","7500","2223.45","2441.39","250","14500","2160","2400"
"2006","no migration background","Rural Area","2230.84","2000","6567","933","1350","2700","3500","8000","2193.84","2267.84","0","30000","2150","2200"
"2006","no migration background","Urban Area","2475.57","2100","11328","1000","1500","3000","4200","7808","2437.53","2513.61","0","35000","2500","2550"
"2007","direct migration background","Rural Area","1991.11","1700","386","800","1074","2550","3400","7000","1864.32","2117.9","360","8333","1750","2000"
"2007","direct migration background","Urban Area","2195.89","2000","1682","970","1400","2600","3408","7000","2102.66","2289.12","345","42667","2100","2200"
"2007","indirect migration background","Rural Area","2192.42","2300","114","950","1500","2900","3200","4800","1986.77","2398.07","280","6000","2200","2700"
"2007","indirect migration background","Urban Area","2308.79","2000","682","970","1500","2900","3660","7974","2197.86","2419.72","100","12000","2200","2500"
"2007","no migration background","Rural Area","2189.04","2000","6277","908","1370","2800","3600","6000","2154.99","2223.09","100","15000","2200","2235"
"2007","no migration background","Urban Area","2573.98","2200","10772","1000","1500","3200","4500","8000","2534.05","2613.91","0","42000","2538","2600"
"2008","direct migration background","Rural Area","2398.99","1900","338","900","1074","2800","3500","8000","1813.35","2984.63","190","99999","1900","2300"
"2008","direct migration background","Urban Area","2255.72","2000","1489","1000","1420","2800","3600","7750","2182.61","2328.83","240","15000","2200","2300"
"2008","indirect migration background","Rural Area","2381.87","2630.42","114","900","1600","3000","3700","4600","2153.7","2610.04","530","8000","2308","2750"
"2008","indirect migration background","Urban Area","2440.26","2200","666","1000","1480","3023","4000","7000","2324.94","2555.58","340","12000","2400","2600"
"2008","no migration background","Rural Area","2268.49","2000","5869","903","1380","2900","3800","6200","2219.26","2317.72","0","99999","2200","2300"
"2008","no migration background","Urban Area","2592.73","2270","10109","1017","1500","3200","4500","8000","2550.7","2634.76","100","40000","2600","2700"
"2009","direct migration background","Rural Area","2183.34","1838.84","303","1000","1100","3000","3700","7700","2033.16","2333.52","477","8000","1900","2100"
"2009","direct migration background","Urban Area","2291.06","2000","1295","960","1440","2700","3700","8500","2211.44","2370.68","300","13000","2100","2300"
"2009","indirect migration background","Rural Area","2753.15","2800","119","1500","1800","3560","4500","5200","2528.97","2977.33","476","8000","2200","2900"
"2009","indirect migration background","Urban Area","2518.51","2383.13","597","1100","1600","3200","4000","6600","2393.48","2643.54","340","16000","2500","2700"
"2009","no migration background","Rural Area","2329.63","2100","5611","996","1450","3000","3828","7000","2290.62","2368.64","0","17000","2290","2377"
"2009","no migration background","Urban Area","2651.85","2300","9526","1040","1550","3300","4500","8000","2609.22","2694.48","154","30000","2600","2700"
"2010","direct migration background","Rural Area","2228.21","2000","587","960","1300","2800","3600","6000","2136.03","2320.39","467","8000","2000","2200"
"2010","direct migration background","Urban Area","2414.51","2200","2172","1018","1500","2800","4000","9000","2350.83","2478.19","0","18000","2100","2200"
"2010","indirect migration background","Rural Area","2449.26","2244.14","203","1060","1500","3250","4000","7500","2265.75","2632.77","184","8000","2200","2500"
"2010","indirect migration background","Urban Area","2601.27","2400","953","944","1500","3350","4500","7500","2475.18","2727.36","300","35000","2400","2500"
"2010","no migration background","Rural Area","2391","2100","7105","1000","1480","3000","4000","7200","2354.9","2427.1","0","21000","2200","2300"
"2010","no migration background","Urban Area","2727.41","2400","11986","1089","1600","3400","4700","8700","2689.47","2765.35","0","35000","2600","2700"
"2011","direct migration background","Rural Area","2261.02","2140.28","764","960","1300","2850","3910","6600","2177.19","2344.85","250","8000","2100","2300"
"2011","direct migration background","Urban Area","2451.84","2200","2385","1000","1490","3000","4200","8000","2390.39","2513.29","300","19500","2200","2395"
"2011","indirect migration background","Rural Area","2593.82","2371.47","260","1177","1600","3200","4160","7000","2417.58","2770.06","600","8200","2300","2718"
"2011","indirect migration background","Urban Area","2761.88","2500","1089","1000","1688","3500","4500","8000","2649.06","2874.7","40","25000","2500","2700"
"2011","no migration background","Rural Area","2446.52","2200","8858","1000","1500","3000","4000","8000","2414.35","2478.69","80","23000","2350","2400"
"2011","no migration background","Urban Area","2781.32","2500","14381","1055","1565","3500","4950","9000","2745.76","2816.88","100","55000","2700","2750"
"2012","direct migration background","Rural Area","2361.21","2240.38","749","1000","1500","3000","3800","6000","2277.66","2444.76","400","7500","2200","2400"
"2012","direct migration background","Urban Area","2525.79","2300","2224","1040","1500","3000","4400","8000","2457.18","2594.4","250","30000","2350","2500"
"2012","indirect migration background","Rural Area","2783.74","2645.39","252","1200","1750","3500","4500","6500","2619.6","2947.88","600","7500","2560","3000"
"2012","indirect migration background","Urban Area","2927.05","2600","1071","1000","1800","3800","5000","8000","2807.26","3046.84","0","30000","2500","2700"
"2012","no migration background","Rural Area","2495.1","2250","8787","1000","1500","3100","4000","7000","2453.09","2537.11","0","90000","2400","2500"
"2012","no migration background","Urban Area","2891.67","2500","13959","1100","1600","3650","5000","9000","2837.89","2945.45","100","2e+05","2700","2800"
"2013","direct migration background","Rural Area","2307.1","2141.3","1442","1000","1380","2900","3700","6500","2246.15","2368.05","320","10000","2200","2400"
"2013","direct migration background","Urban Area","2456.18","2200","4643","1000","1480","3000","4000","7500","2413.29","2499.07","200","28000","2300","2360"
"2013","indirect migration background","Rural Area","2698.71","2500","368","1199","1500","3400","4500","8200","2551.7","2845.72","420","10000","2500","2900"
"2013","indirect migration background","Urban Area","2840.07","2500","1734","1005","1700","3538","4900","8200","2752.39","2927.75","200","30000","2500","2700"
"2013","no migration background","Rural Area","2548.31","2300","8316","1006","1540","3200","4300","8000","2512.46","2584.16","200","30000","2500","2500"
"2013","no migration background","Urban Area","2945.47","2500","13380","1118","1700","3700","5000","8700","2905.81","2985.13","0","70000","2800","2900"
"2014","direct migration background","Rural Area","2373.13","2200","1250","1000","1500","3000","4000","6600","2308.88","2437.38","380","10000","2300","2440"
"2014","direct migration background","Urban Area","2650.18","2300","3754","1020","1534","3200","4500","10000","2595.42","2704.94","160","36000","2400","2500"
"2014","indirect migration background","Rural Area","2741.91","2623.77","346","1200","1735","3500","4500","7000","2600.05","2883.77","300","8000","2700","3000"
"2014","indirect migration background","Urban Area","2903.01","2600","1507","950","1600","3700","5200","8000","2811.3","2994.72","250","25000","2600","2800"
"2014","no migration background","Rural Area","2569.31","2300","7582","1035","1568","3250","4300","8000","2533.16","2605.46","200","28000","2500","2550"
"2014","no migration background","Urban Area","3059.84","2600","12226","1120","1750","4000","5200","9500","3017.73","3101.95","150","65000","3000","3000"
"2015","direct migration background","Rural Area","2541.66","2300","1437","1006","1500","3200","4500","7000","2474.42","2608.9","340","10000","2200","2350"
"2015","direct migration background","Urban Area","2633.58","2300","4263","1000","1490","3300","4500","8500","2585.18","2681.98","188","25000","2400","2500"
"2015","indirect migration background","Rural Area","3023.92","2700","333","1400","2000","4000","5000","8000","2859.52","3188.32","560","10000","2600","3000"
"2015","indirect migration background","Urban Area","3038.94","2800","1390","1000","1750","4000","5000","10000","2946.27","3131.61","250","20000","2800","3000"
"2015","no migration background","Rural Area","2654.18","2400","7203","1020","1600","3400","4500","8000","2617.13","2691.23","220","25000","2550","2607"
"2015","no migration background","Urban Area","3125.91","2700","11570","1200","1800","4000","5470","10000","3084.53","3167.29","0","60000","3000","3000"
"2016","direct migration background","Rural Area","2456.07","2195.07","2564","800","1300","3100","4500","9680","2406.28","2505.86","0","11000","1500","1576"
"2016","direct migration background","Urban Area","2714.94","2390","6333","960","1500","3400","4600","9000","2675.21","2754.67","0","32000","1700","1800"
"2016","indirect migration background","Rural Area","3157.89","2802.86","315","930","1800","4000","5200","8000","2902.25","3413.53","285","25000","2900","3200"
"2016","indirect migration background","Urban Area","3076.29","2600","1294","950","1800","4000","5100","10500","2966.87","3185.71","250","32000","2800","3000"
"2016","no migration background","Rural Area","2781.57","2500","6713","1160","1700","3500","4600","8000","2741.05","2822.09","0","32000","2700","2800"
"2016","no migration background","Urban Area","3163.2","2800","10829","1200","1800","4000","5500","9600","3117.22","3209.18","0","45000","3000","3100"
"2017","direct migration background","Rural Area","2429.75","2200","2720","800","1200","3000","4300","7500","2383.58","2475.92","88","11000","1580","1684"
"2017","direct migration background","Urban Area","2699.27","2348.14","7062","920","1500","3400","4585","8000","2664.68","2733.86","100","30000","1720","1800"
"2017","indirect migration background","Rural Area","3082.98","2900","326","1200","1800","3800","5500","9000","2892.21","3273.75","400","11000","2900","3200"
"2017","indirect migration background","Urban Area","3100.55","2800","1421","1100","1800","4000","5050","10000","3004.22","3196.88","190","16000","3000","3100"
"2017","no migration background","Rural Area","2840.49","2500","7723","1200","1750","3500","4890","8000","2801.28","2879.7","200","37500","2800","2900"
"2017","no migration background","Urban Area","3448.53","2900","12091","1239","1900","4014","5500","10000","3215.53","3681.53","120","999999","3200","3300"
"2018","direct migration background","Rural Area","2649.19","2400","2162","850","1300","3500","5000","8000","2594.22","2704.16","150","11000","1800","1960"
"2018","direct migration background","Urban Area","2901.12","2538.26","6014","1000","1600","3700","5000","9000","2858.87","2943.37","150","24500","1970","2000"
"2018","indirect migration background","Rural Area","3177.96","3000","330","1300","1800","4100","5600","7000","3005.97","3349.95","376","11000","2900","3500"
"2018","indirect migration background","Urban Area","3308.37","3000","1406","1200","2000","4000","5500","10500","3212.11","3404.63","180","15000","3000","3000"
"2018","no migration background","Rural Area","2921.91","2700","7418","1190","1780","3700","5000","8500","2882.82","2961","189","15000","2900","3000"
"2018","no migration background","Urban Area","3390.41","3000","11657","1300","2000","4300","6000","10000","3342.7","3438.12","100","60000","3200","3400"
"2019","direct migration background","Rural Area","2760.32","2500","1925","884","1500","3660","4800","9000","2692.63","2828.01","210","17050","2000","2148"
"2019","direct migration background","Urban Area","3062.22","2600","5029","1100","1607","3800","5500","10000","2979.92","3144.52","100","1e+05","2000","2060"
"2019","indirect migration background","Rural Area","3232.83","3000","331","1500","2000","4000","5120","9000","2921.69","3543.97","390","35000","3030","3500"
"2019","indirect migration background","Urban Area","3627.29","3200","1246","1200","2000","4500","6000","11000","3084.96","4169.62","280","3e+05","3300","3500"
"2019","no migration background","Rural Area","3063.9","2800","7314","1219","1867","3900","5000","9000","2990.93","3136.87","35","150000","3000","3160"
"2019","no migration background","Urban Area","3615.72","3100","11008","1350","2000","4500","6000","10000","3301.44","3930","144","1700000","3500","3621"
