"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","indirect migration background","West Germany","2347.84","2100","762","1094","1550","3000","3800","7500","2246.08","2449.6","250","14500","2200","2500"
"2006","no migration background","East Germany","1907.78","1760","5003","850","1200","2400","3100","5000","1873.47","1942.09","0","15000","2000","2000"
"2006","no migration background","West Germany","2531.48","2200","12892","1000","1500","3100","4200","8000","2495.92","2567.04","0","35000","2500","2600"
"2007","direct migration background","East Germany","1294.2","1196.05","93","700","970","1500","2000","3700","1149.84","1438.56","400","3900","1280","1600"
"2007","direct migration background","West Germany","2193.44","2000","1975","962","1400","2650","3500","7000","2110.81","2276.07","345","42667","2100","2200"
"2007","indirect migration background","East Germany","1814","1516.77","45","700","900","2200","3900","6000","1373.96","2254.04","350","6000","1600","2900"
"2007","indirect migration background","West Germany","2310.98","2100","751","1000","1500","2900","3600","6600","2208.78","2413.18","100","12000","2300","2500"
"2007","no migration background","East Germany","1960.63","1800","4822","830","1260","2500","3200","5000","1924.06","1997.2","100","17000","2000","2000"
"2007","no migration background","West Germany","2580.4","2300","12227","1000","1500","3200","4500","8000","2544.21","2616.59","0","42000","2600","2700"
"2008","direct migration background","East Germany","1407.05","1405.77","80","670","980","1792","2100","4000","1254.39","1559.71","560","4000","1415","1792"
"2008","direct migration background","West Germany","2312.5","2000","1747","956","1400","2850","3600","8000","2184.05","2440.95","190","99999","2200","2300"
"2008","indirect migration background","East Germany","1932.34","1401.55","44","900","1100","2500","4000","5000","1586.37","2278.31","650","5000","1900","2700"
"2008","indirect migration background","West Germany","2449.47","2400","736","1000","1500","3000","4000","7000","2341.49","2557.45","340","12000","2490","2600"
"2008","no migration background","East Germany","1960.6","1800","4525","850","1243","2500","3200","5100","1922.85","1998.35","0","15000","2000","2000"
"2008","no migration background","West Germany","2629.54","2350","11453","1050","1550","3260","4500","8000","2587.69","2671.39","100","99999","2700","2800"
"2009","direct migration background","East Germany","1607.9","1500","74","780","1090","1950","2500","4500","1406.19","1809.61","600","5200","1500","1900"
"2009","direct migration background","West Germany","2289.42","2000","1524","972","1400","2800","3700","8000","2216.34","2362.5","300","13000","2100","2200"
"2009","indirect migration background","East Germany","2474.09","2500","42","800","1346","3900","4000","4600","2122.63","2825.55","682","5200","2300","3200"
"2009","indirect migration background","West Germany","2565.98","2400","674","1170","1650","3200","4150","6200","2450.46","2681.5","340","16000","2500","2650"
"2009","no migration background","East Germany","2040.32","1900","4344","850","1300","2600","3400","5500","2001.55","2079.09","0","20000","2000","2010"
"2009","no migration background","West Germany","2686.11","2400","10793","1070","1600","3400","4500","8000","2646.9","2725.32","187","30000","2700","2800"
"2010","direct migration background","East Germany","1581.83","1450","123","737","987","2000","2500","4000","1420.46","1743.2","600","6835","1500","1900"
"2010","direct migration background","West Germany","2399.06","2200","2636","1000","1500","2800","4000","8000","2343.36","2454.76","0","18000","2100","2200"
"2010","indirect migration background","East Germany","1716.5","1616.3","74","690","760","2380","3000","5000","1433.4","1999.6","416","5500","1990","2500"
"2010","indirect migration background","West Germany","2622.4","2450","1082","990","1600","3400","4500","7500","2507.86","2736.94","184","35000","2400","2500"
"2010","no migration background","East Germany","2085.26","1900","5055","850","1300","2600","3500","5500","2047.98","2122.54","0","20000","2000","2000"
"2010","no migration background","West Germany","2760.23","2500","14036","1100","1600","3500","4650","8635","2725.94","2794.52","0","35000","2700","2800"
"2011","direct migration background","East Germany","1644.39","1344.38","156","728","980","2000","3000","5000","1465.97","1822.81","250","6500","1600","1958"
"2011","direct migration background","West Germany","2432.1","2200","2993","1000","1490","3000","4000","8000","2379.48","2484.72","300","19500","2200","2363"
"2011","indirect migration background","East Germany","2114.2","2000","88","900","1050","3000","4000","5000","1857.48","2370.92","400","5268","1800","2564"
"2011","indirect migration background","West Germany","2756.49","2500","1261","1050","1700","3500","4500","8000","2654.31","2858.67","40","25000","2500","2700"
"2011","no migration background","East Germany","2143.43","1947","5973","869","1300","2700","3700","6500","2108.24","2178.62","160","14000","2000","2100"
"2011","no migration background","West Germany","2810.79","2500","17266","1100","1600","3500","5000","9000","2779.46","2842.12","80","55000","2750","2800"
"2012","direct migration background","East Germany","1754.73","1400","152","735","1000","2300","3500","5500","1550.31","1959.15","500","8000","1600","2000"
"2012","direct migration background","West Germany","2510.5","2350","2821","1033","1600","3000","4300","7500","2453.12","2567.88","250","30000","2385","2500"
"2012","indirect migration background","East Germany","1956.6","1700","81","650","750","2500","3500","6500","1667.28","2245.92","500","6500","1850","2800"
"2012","indirect migration background","West Germany","2944.06","2610.62","1242","1189","1900","3800","5000","8000","2837.44","3050.68","0","30000","2560","2800"
"2012","no migration background","East Germany","2197.39","2000","5873","890","1325","2800","3800","6500","2160.05","2234.73","100","21000","2000","2100"
"2012","no migration background","West Germany","2907.08","2500","16873","1180","1700","3700","5000","9000","2859.45","2954.71","0","2e+05","2800","2900"
"2013","direct migration background","East Germany","1723.43","1400","384","775","1070","2000","3200","5000","1612.97","1833.89","320","8000","1600","1890"
"2013","direct migration background","West Germany","2457.14","2200","5701","1000","1500","3000","4000","7500","2419.84","2494.44","200","28000","2300","2400"
"2013","indirect migration background","East Germany","2066.77","1700","104","700","1100","2800","3700","7000","1817.74","2315.8","420","7000","1900","2500"
"2013","indirect migration background","West Germany","2847.88","2500","1998","1100","1700","3538","4800","8200","2768.34","2927.42","200","30000","2500","2700"
"2013","no migration background","East Germany","2267.21","2000","5513","910","1400","2960","3800","7000","2228.81","2305.61","260","18000","2100","2200"
"2013","no migration background","West Germany","2953.77","2550","16183","1200","1725","3700","5000","8600","2918.84","2988.7","0","70000","2950","3000"
"2014","direct migration background","East Germany","1809.69","1500","334","700","1080","2488","3300","5000","1699.19","1920.19","382","6500","1700","2017"
"2014","direct migration background","West Germany","2628.45","2370","4670","1050","1580","3100","4478","9500","2581.98","2674.92","160","36000","2400","2500"
"2014","indirect migration background","East Germany","2154.28","1800","113","741","1090","2700","4000","8000","1894.94","2413.62","400","8000","1900","2500"
"2014","indirect migration background","West Germany","2908.32","2600","1740","993","1650","3700","5000","8000","2825.98","2990.66","250","25000","2700","2900"
"2014","no migration background","East Germany","2294.28","2000","5094","900","1400","3000","4000","7000","2254.9","2333.66","205","18500","2200","2300"
"2014","no migration background","West Germany","3051.95","2650","14714","1200","1800","3900","5010","9000","3015.1","3088.8","150","65000","3000","3000"
"2015","direct migration background","East Germany","1918.06","1504.62","411","930","1180","2400","3380","6500","1812.18","2023.94","350","7000","1800","2000"
"2015","direct migration background","West Germany","2652.39","2399.47","5289","1000","1500","3300","4500","8500","2610.23","2694.55","188","25000","2400","2500"
"2015","indirect migration background","East Germany","2598.03","1964.48","114","1252","1500","3021","4700","8000","2362.42","2833.64","550","8000","2200","2500"
"2015","indirect migration background","West Germany","3055.59","2800","1609","1009","1800","4000","5000","10000","2970.5","3140.68","250","20000","2800","3000"
"2015","no migration background","East Germany","2371.49","2050","4851","900","1400","3000","4000","7200","2328.06","2414.92","270","20000","2250","2350"
"2015","no migration background","West Germany","3126.32","2768","13922","1200","1800","4000","5400","9200","3090.34","3162.3","0","60000","3000","3100"
"2016","direct migration background","East Germany","1831.07","1500","1093","600","1070","2200","3500","7000","1771.12","1891.02","0","7300","1200","1300"
"2016","direct migration background","West Germany","2710.93","2400","7804","960","1500","3400","4500","9680","2676","2745.86","0","32000","1700","1800"
"2016","indirect migration background","East Germany","2276.57","1722.04","107","770","1400","3200","4000","6600","2031.66","2521.48","460","6600","2030","2900"
"2016","indirect migration background","West Germany","3131.74","2788.13","1502","970","1800","4000","5200","10500","3025.11","3238.37","250","32000","2900","3000"
"2016","no migration background","East Germany","2430.94","2200","4571","920","1400","3000","4000","7800","2386.53","2475.35","0","20800","2380","2500"
"2016","no migration background","West Germany","3195.8","2800","12971","1250","1900","4000","5500","9000","3155.39","3236.21","200","45000","3066","3200"
"2017","direct migration background","East Germany","1969.32","1644.5","1086","650","1200","2500","3500","7500","1906.51","2032.13","88","7500","1400","1500"
"2017","direct migration background","West Germany","2684.8","2400","8696","900","1500","3400","4550","8000","2654.28","2715.32","100","30000","1750","1800"
"2017","indirect migration background","East Germany","2486.71","1800","113","770","1200","3500","5000","6600","2178.39","2795.03","500","10000","1900","3200"
"2017","indirect migration background","West Germany","3131.45","2900","1634","1100","1900","4000","5200","10000","3042.19","3220.71","190","16000","3000","3100"
"2017","no migration background","East Germany","2485.49","2200","5068","1000","1500","3200","4000","7000","2440.62","2530.36","200","20000","2500","2500"
"2017","no migration background","West Germany","3436.67","3000","14746","1300","1990","4100","5500","10000","3245.23","3628.11","120","999999","3300","3400"
"2018","direct migration background","East Germany","2179.2","1800","905","757","1200","2750","4000","7000","2105.6","2252.8","150","9500","1569","1636"
"2018","direct migration background","West Germany","2890.68","2578.15","7271","1000","1560","3700","5000","8700","2853.35","2928.01","150","24500","2000","2000"
"2018","indirect migration background","East Germany","2409.77","2261.8","124","1000","1400","3000","4200","7000","2149.49","2670.05","420","7000","2200","3000"
"2018","indirect migration background","West Germany","3340.17","3000","1612","1300","2000","4000","5500","10500","3251.71","3428.63","180","15000","3000","3100"
"2018","no migration background","East Germany","2569.9","2338.88","4966","1000","1500","3400","4300","7100","2526.64","2613.16","230","15000","2500","2600"
"2018","no migration background","West Germany","3399.86","3000","14109","1350","2000","4300","5992","10000","3358.52","3441.2","100","60000","3300","3450"
"2019","direct migration background","East Germany","2315.85","1981.64","742","800","1210","2800","4180","7000","2188.17","2443.53","165","18000","1600","1800"
"2019","direct migration background","West Germany","3035.09","2600","6503","1040","1630","3800","5400","10000","2968.91","3101.27","100","1e+05","2000","2100"
"2019","indirect migration background","East Germany","2824.89","2400","127","1300","1800","3500","5000","7200","2322.61","3327.17","690","20000","2900","3500"
"2019","indirect migration background","West Germany","3580.22","3200","1552","1200","2000","4500","6000","10500","3140.95","4019.49","280","3e+05","3248","3500"
"2019","no migration background","East Germany","2731.24","2500","5036","1095","1600","3500","4500","8000","2656.96","2805.52","250","110000","2775","2900"
"2019","no migration background","West Germany","3560.49","3100","14425","1390","2000","4500","6000","10000","3318.25","3802.73","35","1700000","3500","3600"
