"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","1412.76","1278","2132","614","920","1790","2301","3732","1383.14","1442.38","205","6136","1380","1483"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","1507.48","1329","8348","614","920","1841","2556","4090","1481.9","1533.06","0","30678","1432","1447"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","1537.58","1380","2077","614","920","1892","2454","4090","1453.25","1621.91","68","49190","1432","1534"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","1566.6","1380","8039","665","971","1943","2556","4346","1540.39","1592.81","0","40903","1534","1534"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","1578.45","1432","2049","690","1023","1943","2556","4193","1539.93","1616.97","51","10226","1534","1534"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","1603.2","1432","8004","665","997","2045","2556","5113","1577.52","1628.88","0","33234","1534","1534"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","1566.06","1483","1916","665","997","1984","2608","4244","1531.12","1601","51","7669","1534","1534"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","1652.19","1534","7697","690","1023","2045","2633","4602","1625.15","1679.23","0","35790","1534","1608"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","1652.81","1534","1851","669","1023","2045","2812","4707","1604.78","1700.84","0","20452","1534","1636"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","1710.64","1534","7474","766","1048","2096","2812","4857","1687.14","1734.14","92","33234","1636","1687"
"1990","Rural Area","East Germany","889.96","869","2786","409","614","1125","1380","2020","875.95","903.97","169","2608","920","971"
"1990","Rural Area","West Germany","1711.23","1534","1832","686","1023","2147","2858","4908","1661.25","1761.21","0","20452","1636","1764"
"1990","Urban Area","East Germany","870.8","869","1514","307","554","1125","1380","1851","851.77","889.83","153","2147","920","971"
"1990","Urban Area","West Germany","1831.53","1636","7310","767","1125","2301","3001","5113","1798.24","1864.82","0","38347","1738","1790"
"1991","Rural Area","East Germany","1028.4","971","2653","422","716","1278","1636","2659","1009.79","1047.01","102","3579","1023","1074"
"1991","Rural Area","West Germany","1763.7","1636","1871","767","1074","2301","3068","4090","1725.18","1802.22","77","5624","1790","1830"
"1991","Urban Area","East Germany","1036.84","971","1356","409","654","1329","1738","2556","1009.54","1064.14","102","3528","1074","1150"
"1991","Urban Area","West Germany","1878.63","1708.02","7208","782","1176","2352","3068","5369","1855.44","1901.82","182","10226","1790","1841"
"1992","Rural Area","East Germany","1234.02","1125","2451","562","818","1534","2045","3068","1211.35","1256.69","205","3835","1278","1278"
"1992","Rural Area","West Germany","1849.21","1738","1885","767","1125","2352","3068","6647","1807.05","1891.37","128","6713","1790","1892"
"1992","Urban Area","East Germany","1231.3","1125","1347","544","767","1534","2045","3068","1199","1263.6","179","3835","1278","1329"
"1992","Urban Area","West Germany","1951.97","1790","7149","869","1227","2454","3119","5113","1928.31","1975.63","0","10737","1841","1943"
"1993","Rural Area","East Germany","1439.64","1329","2403","624","920","1790","2301","3630","1409.58","1469.7","220","7669","1483","1534"
"1993","Rural Area","West Germany","1930.18","1790","1847","767","1126","2505","3323","4602","1876.95","1983.41","26","21474","1892","2045"
"1993","Urban Area","East Germany","1478.43","1329","1348","624","1023","1882","2403","3579","1440.17","1516.69","184","5624","1534","1534"
"1993","Urban Area","West Germany","2037.9","1841","7088","869","1278","2556","3339","5624","2012.61","2063.19","153","15339","1943","1999"
"1994","Rural Area","East Germany","1532.62","1483","2364","716","1023","1943","2403","3579","1502.71","1562.53","102","7669","1534","1585"
"1994","Rural Area","West Germany","1963.95","1790","1823","869","1227","2505","3272","5113","1912.69","2015.21","205","15339","1892","2045"
"1994","Urban Area","East Germany","1646.32","1534","1321","736","1074","2045","2710","4346","1602.71","1689.93","205","6136","1625","1738"
"1994","Urban Area","West Germany","2061.69","1892","6963","876","1278","2556","3528","5200","2035.58","2087.8","153","15339","1963","2045"
"1995","Rural Area","East Germany","1648.73","1534","2349","767","1125","2045","2556","3886","1617.82","1679.64","72","6136","1687","1790"
"1995","Rural Area","West Germany","2126.99","1892","1933","920","1278","2608","3323","7669","2071.92","2182.06","297","17895","1994","2045"
"1995","Urban Area","East Germany","1705.05","1534","1233","767","1094","2045","2710","4602","1654.32","1755.78","205","9715","1636","1790"
"1995","Urban Area","West Germany","2111.48","1892","7217","920","1278","2556","3579","5670","2083.91","2139.05","205","23008","2014","2045"
