"year","hgtyp1hh","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","(0) in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","(1a) inadequately completed","1146.47","1060.59","138","511","685","1432","1738","2045","960.23","1332.71","348","9715","1074","1278"
"1984","(Married) couple without C.","(1b) general elementary school","1088.11","983.97","613","587","767","1278","1534","2556","1020.35","1155.87","268","15339","1023","1023"
"1984","(Married) couple without C.","(1c) basic vocational qualification","1331.78","1227","1052","716","920","1534","1994","3579","1260.02","1403.54","205","20452","1227","1278"
"1984","(Married) couple without C.","(2a) intermediate vocational","1642.66","1534","330","971","1227","1892","2454","3579","1556.26","1729.06","184","10226","1534","1636"
"1984","(Married) couple without C.","(2b) intermediate general qualification","1412.62","1409.33","44","614","1023","1841","2045","3170","1241.37","1583.87","205","3170","1253","1636"
"1984","(Married) couple without C.","(2c_gen) general maturity certificate","1219.21","1125","48","614","818","1687","1994","3068","1065.53","1372.89","184","3068","1023","1304"
"1984","(Married) couple without C.","(2c_voc) vocational maturity certificate","2495.64","1432","119","869","1023","2045","2454","42028","1541.05","3450.23","276","42028","1329","1585"
"1984","(Married) couple without C.","(3a) lower tertiary education","1816.38","1733.52","80","1002","1278","2199","2556","3681","1670.63","1962.13","716","3681","1534","2045"
"1984","(Married) couple without C.","(3b) higher tertiary education","2080.55","2045","108","920","1380","2556","3068","7669","1848.05","2313.05","511","7669","1790","2173"
"1984","1-pers.-HH","(0) in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(1a) inadequately completed","670.77","716","81","256","460","920","1025","1278","603.64","737.9","102","1534","716","869"
"1984","1-pers.-HH","(1b) general elementary school","591.39","562","344","307","429","716","920","1534","563.43","619.35","26","2045","562","614"
"1984","1-pers.-HH","(1c) basic vocational qualification","803.88","749.59","372","409","511","920","1125","2331","743.3","864.46","87","9715","737","818"
"1984","1-pers.-HH","(2a) intermediate vocational","892.31","818","190","472","665","1040","1329","2045","838.55","946.07","86","2301","818","920"
"1984","1-pers.-HH","(2b) intermediate general qualification","757.62","665","32","287","511","920","1023","2556","597.31","917.93","199","2556","552","869"
"1984","1-pers.-HH","(2c_gen) general maturity certificate","398.37","358","50","256","307","409","537","1278","334.57","462.17","153","1278","337","409"
"1984","1-pers.-HH","(2c_voc) vocational maturity certificate","1048.56","912.52","69","368","614","1176","1841","5113","871.34","1225.78","97","5113","818","1023"
"1984","1-pers.-HH","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","1-pers.-HH","(3b) higher tertiary education","1173.03","1099","81","416","767","1534","1790","3068","1049.58","1296.48","169","3068","1023","1278"
"1984","Couple + C. GT 16 ","(0) in school","1773.19","1687","73","1074","1278","2045","2562","3068","1636.06","1910.32","767","3068","1483","1892"
"1984","Couple + C. GT 16 ","(1a) inadequately completed","1606.79","1559","155","971","1125","1943","2301","3323","1503.53","1710.05","511","3579","1534","1790"
"1984","Couple + C. GT 16 ","(1b) general elementary school","1794.23","1585","424","1023","1278","2045","2556","4090","1645.96","1942.5","511","30790","1534","1636"
"1984","Couple + C. GT 16 ","(1c) basic vocational qualification","1961.72","1687","622","1023","1278","2147","2812","4346","1813.52","2109.92","562","30790","1687","1790"
"1984","Couple + C. GT 16 ","(2a) intermediate vocational","2092.96","1943","205","1247","1534","2556","2863","5113","1953.31","2232.61","716","12271","1841","2045"
"1984","Couple + C. GT 16 ","(2b) intermediate general qualification","1907","1790","136","1176","1534","2301","2556","5113","1787.14","2026.86","614","5113","1687","1815"
"1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1946.95","1892","103","1074","1380","2556","2710","3068","1806.31","2087.59","588","3835","1534","1892"
"1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2000.97","1834.53","50","1278","1636","2352","2812","3835","1794.35","2207.59","665","3835","1738","2045"
