"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","1659.94","1534","913","895","1176","2045","2556","4090","1616.03","1703.85","230","6136","1534","1636"
"1985","Full Time","Urban Area","1696.3","1534","3800","869","1125","2045","2556","4193","1658.78","1733.82","0","30678","1534","1534"
"1985","Not Working","Rural Area","1180.48","1023","856","496","716","1534","2045","3451","1135.84","1225.12","205","4295","1074","1227"
"1985","Not Working","Urban Area","1287.55","1109.7","3134","511","767","1534","2147","3835","1249.37","1325.73","0","30678","1166","1227"
"1985","Part Time","Rural Area","1493.67","1426.3","363","716","1023","1790","2352","3579","1423.15","1564.19","332","6136","1380","1534"
"1985","Part Time","Urban Area","1619.53","1483","1414","680","1023","1984","2556","5113","1548.13","1690.93","26","30678","1437","1534"
"1986","Full Time","Rural Area","1744.98","1534","918","869","1227","2045","2556","4090","1632.83","1857.13","153","49190","1534","1687"
"1986","Full Time","Urban Area","1784.21","1585","3704","905","1176","2045","2710","4602","1744.52","1823.9","0","40903","1585","1687"
"1986","Not Working","Rural Area","1354.11","1036","779","537","767","1534","2091","3579","1176.23","1531.99","68","49190","1125","1278"
"1986","Not Working","Urban Area","1307.87","1108.71","2974","524","767","1611","2238","4090","1270.89","1344.85","0","20452","1224","1278"
"1986","Part Time","Rural Area","1525.91","1483","380","716","1023","1994","2352","3550","1452.36","1599.46","77","4612","1432","1549"
"1986","Part Time","Urban Area","1710.24","1534","1361","767","1074","2045","2659","4295","1637.36","1783.12","92","40903","1534","1585"
"1987","Full Time","Rural Area","1836.51","1738","935","920","1278","2250","2863","4346","1780.3","1892.72","102","6902","1687","1790"
"1987","Full Time","Urban Area","1849.36","1636","3760","920","1176","2147","2761","5113","1805.23","1893.49","0","33234","1687","1738"
"1987","Not Working","Rural Area","1295.98","1125","718","537","767","1585","2250","3835","1234.48","1357.48","112","10226","1189","1329"
"1987","Not Working","Urban Area","1330.33","1176","2897","560","782","1687","2301","4425","1298.08","1362.58","0","12782","1278","1329"
