"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","(Married) couple without C.","2077.14","1636","298","868","1074","2188","2556","7669","1687.96","2466.32","184","42028","1534","1790"
"1984","college entrance qualification","1-pers.-HH","1012.02","931.97","198","322","486","1329","1738","3323","919.08","1104.96","97","5113","818","1023"
"1984","college entrance qualification","Couple + C. GT 16 ","2139.91","2082.52","203","1176","1585","2556","3068","5113","2025.36","2254.46","716","6136","1892","2301"
"1984","college entrance qualification","Couple + C. LE 16","1971.61","1892","265","1074","1534","2454","2914","3835","1885.97","2057.25","470","5113","1790","1943"
"1984","college entrance qualification","Couple + C. LE and GT 16","2315.67","2147","100","1278","1636","2761","3579","6136","2134.53","2496.81","920","6136","1943","2301"
"1984","college entrance qualification","Single parent","1467.35","1278","45","767","1023","1790","2352","4602","1246.19","1688.51","511","4602","1074","1278"
"1984","lower secondary degree","(Married) couple without C.","1243.07","1114","1509","654","869","1452","1841","3068","1201.08","1285.06","205","15339","1114","1176"
"1984","lower secondary degree","1-pers.-HH","693.71","614","629","358","476","818","1023","2045","654.73","732.69","26","9715","614","665"
"1984","lower secondary degree","Couple + C. GT 16 ","1903.35","1687","922","1023","1278","2045","2679","4346","1783.47","2023.23","511","30790","1636","1738"
"1984","lower secondary degree","Couple + C. LE 16","1348","1278","1253","859","1023","1534","1994","3068","1317.46","1378.54","138","6136","1227","1278"
"1984","lower secondary degree","Couple + C. LE and GT 16","1770.28","1585","758","1023","1278","2045","2761","3579","1711.03","1829.53","8","12036","1534","1636"
"1984","lower secondary degree","Single parent","1213.58","971","299","460","665","1278","1790","9715","1068.85","1358.31","205","12782","869","1023"
"1984","no degree/no degree yet","(Married) couple without C.","1163.5","1069.22","140","614","685","1534","1790","2045","979.78","1347.22","348","9715","1074","1278"
"1984","no degree/no degree yet","1-pers.-HH","647.35","614","82","205","409","920","1025","1278","578.63","716.07","0","1534","716","869"
"1984","no degree/no degree yet","Couple + C. GT 16 ","1717.86","1679.15","228","982","1278","2045","2556","3068","1635.38","1800.34","511","3579","1534","1713"
"1984","no degree/no degree yet","Couple + C. LE 16","1144.55","1074","354","690","920","1380","1636","1989","1096.08","1193.02","205","5113","1074","1176"
