"plh0039","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","16-34 y.","Employed","1464","0.526756856632928","0.507832781944191","0.545680931321664"
"Some worries","2010","35-65 y.","Not Employed","793","0.451309108480196","0.427598164938982","0.475020052021409"
"Some worries","2010","35-65 y.","Employed","3908","0.5150066247877","0.503585692893482","0.526427556681917"
"Some worries","2010","66 and older","Not Employed","1644","0.431458518177122","0.415555583755059","0.447361452599186"
"Some worries","2010","66 and older","Employed","152","0.522017931595752","0.465774049434988","0.578261813756516"
"No worries","2010","16-34 y.","Not Employed","215","0.275228683733953","0.246178257290615","0.304279110177291"
"No worries","2010","16-34 y.","Employed","585","0.22518336271711","0.20935139088659","0.24101533454763"
"No worries","2010","35-65 y.","Not Employed","200","0.111927075304161","0.0969046586115161","0.126949491996805"
"No worries","2010","35-65 y.","Employed","1134","0.160213745847754","0.151831478682716","0.168596013012792"
"No worries","2010","66 and older","Not Employed","367","0.0927561364197472","0.0834416264742223","0.102070646365272"
"No worries","2010","66 and older","Employed","26","","",""
"Big worries","2011","16-34 y.","Not Employed","297","0.277974587409731","0.251378752351518","0.304570422467943"
"Big worries","2011","16-34 y.","Employed","769","0.247336485378246","0.232319094161721","0.262353876594771"
"Big worries","2011","35-65 y.","Not Employed","854","0.411438022669275","0.390671138929162","0.432204906409389"
"Big worries","2011","35-65 y.","Employed","2917","0.325577402944914","0.315943922431751","0.335210883458077"
"Big worries","2011","66 and older","Not Employed","1967","0.422189386213963","0.408061515701122","0.436317256726805"
"Big worries","2011","66 and older","Employed","165","0.470757612595543","0.42003488414299","0.521480341048096"
"Some worries","2011","16-34 y.","Not Employed","548","0.500538809012031","0.470856027577229","0.530221590446834"
"Some worries","2011","16-34 y.","Employed","1640","0.507018656152759","0.489617536948852","0.524419775356665"
"Some worries","2011","35-65 y.","Not Employed","1053","0.477154312317701","0.456075836191502","0.498232788443899"
"Some worries","2011","35-65 y.","Employed","4754","0.527212359663163","0.51694837751147","0.537476341814856"
"Some worries","2011","66 and older","Not Employed","2189","0.459769749130235","0.445514003451034","0.474025494809436"
"Some worries","2011","66 and older","Employed","167","0.437801590821197","0.387386553279645","0.488216628362748"
"No worries","2011","16-34 y.","Not Employed","245","0.221486603578238","0.196835201867999","0.246138005288477"
"No worries","2011","16-34 y.","Employed","762","0.245644858468995","0.230662101444783","0.260627615493207"
"No worries","2011","35-65 y.","Not Employed","250","0.111407665013024","0.098129690343683","0.124685639682365"
"No worries","2011","35-65 y.","Employed","1418","0.147210237391923","0.139926068029316","0.154494406754531"
"No worries","2011","66 and older","Not Employed","539","0.118040864655802","0.108811523168413","0.12727020614319"
"No worries","2011","66 and older","Employed","40","0.0914407965832603","0.0621505358638444","0.120731057302676"
"Big worries","2012","16-34 y.","Not Employed","237","0.244572502739576","0.218360624698142","0.270784380781009"
"Big worries","2012","16-34 y.","Employed","646","0.191859774218186","0.177987326677427","0.205732221758946"
"Big worries","2012","35-65 y.","Not Employed","803","0.370832339938341","0.350639088945551","0.391025590931131"
"Big worries","2012","35-65 y.","Employed","2568","0.286158096627646","0.276794544952934","0.295521648302357"
"Big worries","2012","66 and older","Not Employed","1961","0.408858553055628","0.394912891137012","0.422804214974244"
"Big worries","2012","66 and older","Employed","150","0.390898239496076","0.343781387363017","0.438015091629135"
"Some worries","2012","16-34 y.","Not Employed","550","0.52684189901466","0.496395129221308","0.557288668808012"
"Some worries","2012","16-34 y.","Employed","1594","0.529806371776917","0.512222491316325","0.547390252237508"
"Some worries","2012","35-65 y.","Not Employed","1099","0.494591497780048","0.473689931003129","0.515493064556968"
"Some worries","2012","35-65 y.","Employed","4728","0.525721787095858","0.515376771529123","0.536066802662593"
"Some worries","2012","66 and older","Not Employed","2271","0.472991920615146","0.458829340436829","0.487154500793462"
"Some worries","2012","66 and older","Employed","207","0.491785228651872","0.443511497779321","0.540058959524422"
"No worries","2012","16-34 y.","Not Employed","246","0.228585598245764","0.202978154112185","0.254193042379344"
"No worries","2012","16-34 y.","Employed","855","0.278333854004897","0.262544333293877","0.294123374715916"
"No worries","2012","35-65 y.","Not Employed","296","0.13457616228161","0.120309159583212","0.148843164980009"
"No worries","2012","35-65 y.","Employed","1654","0.188120116276496","0.18002356476927","0.196216667783723"
"No worries","2012","66 and older","Not Employed","542","0.118149526329227","0.108993219186926","0.127305833471527"
"No worries","2012","66 and older","Employed","55","0.117316531852052","0.0862436461714862","0.148389417532619"
"Big worries","2013","16-34 y.","Not Employed","212","0.225406050487495","0.197735622738346","0.253076478236645"
"Big worries","2013","16-34 y.","Employed","574","0.198986999926685","0.184243968137823","0.213730031715548"
"Big worries","2013","35-65 y.","Not Employed","725","0.370986617417453","0.34933952005392","0.392633714780985"
"Big worries","2013","35-65 y.","Employed","2331","0.281724694961675","0.272048276245909","0.29140111367744"
"Big worries","2013","66 and older","Not Employed","1826","0.40648337627029","0.392165827343796","0.420800925196784"
"Big worries","2013","66 and older","Employed","164","0.445854527838012","0.398763877119387","0.492945178556637"
"Some worries","2013","16-34 y.","Not Employed","438","0.525008711507684","0.491939631330223","0.558077791685144"
"Some worries","2013","16-34 y.","Employed","1438","0.513967871200851","0.495511124894107","0.532424617507595"
"Some worries","2013","35-65 y.","Not Employed","893","0.466706182143933","0.44435010201887","0.489062262268996"
"Some worries","2013","35-65 y.","Employed","4378","0.528291899690323","0.517553727359806","0.539030072020841"
"Some worries","2013","66 and older","Not Employed","2124","0.46556345247676","0.451023320368049","0.48010358458547"
"Some worries","2013","66 and older","Employed","218","0.4498181404049","0.402688098830237","0.496948181979562"
"No worries","2013","16-34 y.","Not Employed","226","0.249585238004821","0.220926558888765","0.278243917120877"
"No worries","2013","16-34 y.","Employed","805","0.287045128872463","0.270339578875506","0.303750678869421"
"No worries","2013","35-65 y.","Not Employed","295","0.162307200438615","0.14578370630209","0.178830694575139"
"No worries","2013","35-65 y.","Employed","1593","0.189983405348002","0.181544977942292","0.198421832753712"
"No worries","2013","66 and older","Not Employed","571","0.12795317125295","0.118216146633194","0.137690195872707"
"No worries","2013","66 and older","Employed","46","0.104327331757089","0.0753672410717608","0.133287422442417"
"Big worries","2014","16-34 y.","Not Employed","","","",""
"Big worries","2014","16-34 y.","Employed","","","",""
"Big worries","2014","35-65 y.","Not Employed","","","",""
"Big worries","2014","35-65 y.","Employed","","","",""
"Big worries","2014","66 and older","Not Employed","","","",""
"Big worries","2014","66 and older","Employed","","","",""
"Some worries","2014","16-34 y.","Not Employed","","","",""
"Some worries","2014","16-34 y.","Employed","","","",""
"Some worries","2014","35-65 y.","Not Employed","","","",""
"Some worries","2014","35-65 y.","Employed","","","",""
"Some worries","2014","66 and older","Not Employed","","","",""
"Some worries","2014","66 and older","Employed","","","",""
"No worries","2014","16-34 y.","Not Employed","","","",""
"No worries","2014","16-34 y.","Employed","","","",""
"No worries","2014","35-65 y.","Not Employed","","","",""
"No worries","2014","35-65 y.","Employed","","","",""
"No worries","2014","66 and older","Not Employed","","","",""
"No worries","2014","66 and older","Employed","","","",""
"Big worries","2015","16-34 y.","Not Employed","","","",""
"Big worries","2015","16-34 y.","Employed","","","",""
"Big worries","2015","35-65 y.","Not Employed","","","",""
"Big worries","2015","35-65 y.","Employed","","","",""
"Big worries","2015","66 and older","Not Employed","","","",""
"Big worries","2015","66 and older","Employed","","","",""
"Some worries","2015","16-34 y.","Not Employed","","","",""
"Some worries","2015","16-34 y.","Employed","","","",""
"Some worries","2015","35-65 y.","Not Employed","","","",""
"Some worries","2015","35-65 y.","Employed","","","",""
"Some worries","2015","66 and older","Not Employed","","","",""
"Some worries","2015","66 and older","Employed","","","",""
"No worries","2015","16-34 y.","Not Employed","","","",""
"No worries","2015","16-34 y.","Employed","","","",""
"No worries","2015","35-65 y.","Not Employed","","","",""
"No worries","2015","35-65 y.","Employed","","","",""
"No worries","2015","66 and older","Not Employed","","","",""
"No worries","2015","66 and older","Employed","","","",""
"Big worries","2016","16-34 y.","Not Employed","","","",""
"Big worries","2016","16-34 y.","Employed","","","",""
"Big worries","2016","35-65 y.","Not Employed","","","",""
"Big worries","2016","35-65 y.","Employed","","","",""
"Big worries","2016","66 and older","Not Employed","","","",""
"Big worries","2016","66 and older","Employed","","","",""
"Some worries","2016","16-34 y.","Not Employed","","","",""
"Some worries","2016","16-34 y.","Employed","","","",""
"Some worries","2016","35-65 y.","Not Employed","","","",""
"Some worries","2016","35-65 y.","Employed","","","",""
"Some worries","2016","66 and older","Not Employed","","","",""
"Some worries","2016","66 and older","Employed","","","",""
"No worries","2016","16-34 y.","Not Employed","","","",""
"No worries","2016","16-34 y.","Employed","","","",""
"No worries","2016","35-65 y.","Not Employed","","","",""
"No worries","2016","35-65 y.","Employed","","","",""
"No worries","2016","66 and older","Not Employed","","","",""
"No worries","2016","66 and older","Employed","","","",""
"Big worries","2017","16-34 y.","Not Employed","","","",""
"Big worries","2017","16-34 y.","Employed","","","",""
"Big worries","2017","35-65 y.","Not Employed","","","",""
"Big worries","2017","35-65 y.","Employed","","","",""
"Big worries","2017","66 and older","Not Employed","","","",""
"Big worries","2017","66 and older","Employed","","","",""
"Some worries","2017","16-34 y.","Not Employed","","","",""
"Some worries","2017","16-34 y.","Employed","","","",""
"Some worries","2017","35-65 y.","Not Employed","","","",""
"Some worries","2017","35-65 y.","Employed","","","",""
"Some worries","2017","66 and older","Not Employed","","","",""
"Some worries","2017","66 and older","Employed","","","",""
"No worries","2017","16-34 y.","Not Employed","","","",""
"No worries","2017","16-34 y.","Employed","","","",""
"No worries","2017","35-65 y.","Not Employed","","","",""
"No worries","2017","35-65 y.","Employed","","","",""
"No worries","2017","66 and older","Not Employed","","","",""
"No worries","2017","66 and older","Employed","","","",""
"Big worries","2018","16-34 y.","Not Employed","496","0.284332175287439","0.262075343596067","0.306589006978811"
"Big worries","2018","16-34 y.","Employed","1354","0.304917839446563","0.291373309735919","0.318462369157206"
"Big worries","2018","35-65 y.","Not Employed","1109","0.511552110063551","0.490916125502931","0.53218809462417"
"Big worries","2018","35-65 y.","Employed","4636","0.387000431089997","0.378421394894847","0.395579467285147"
"Big worries","2018","66 and older","Not Employed","2269","0.516563205416604","0.501837635337422","0.531288775495786"
"Big worries","2018","66 and older","Employed","310","0.504033133584655","0.46454981844657","0.54351644872274"
"Some worries","2018","16-34 y.","Not Employed","773","0.491915014516062","0.467248498563569","0.516581530468554"
"Some worries","2018","16-34 y.","Employed","2232","0.498935411668667","0.484225046220659","0.513645777116674"
"Some worries","2018","35-65 y.","Not Employed","870","0.374124589987017","0.354147914875464","0.39410126509857"
"Some worries","2018","35-65 y.","Employed","6114","0.4901590132978","0.481353826764458","0.498964199831141"
"Some worries","2018","66 and older","Not Employed","1776","0.396994086681931","0.382576474598365","0.411411698765497"
"Some worries","2018","66 and older","Employed","255","0.41046900673227","0.371622565279573","0.449315448184967"
"No worries","2018","16-34 y.","Not Employed","309","0.223752810196499","0.203190170711802","0.244315449681196"
"No worries","2018","16-34 y.","Employed","852","0.196146748884771","0.184464313559427","0.207829184210114"
"No worries","2018","35-65 y.","Not Employed","275","0.114323299949432","0.101186907305822","0.127459692593043"
"No worries","2018","35-65 y.","Employed","1632","0.122840555612203","0.117058758483194","0.128622352741213"
"No worries","2018","66 and older","Not Employed","379","0.0864427079014652","0.0781619019501367","0.0947235138527936"
"No worries","2018","66 and older","Employed","51","0.0854978596830746","0.0634164030145483","0.107579316351601"
