"plh0039","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Full Time","(0) in school","","","",""
"Big worries","2008","Full Time","(1a) inadequately completed","9","","",""
"Big worries","2008","Full Time","(1b) general elementary school","90","0.344757262221809","0.287532634793698","0.401981889649919"
"Big worries","2008","Full Time","(1c) basic vocational qualification","605","0.387288295774278","0.363515723209153","0.411060868339402"
"Big worries","2008","Full Time","(2b) intermediate general qualification","54","0.394209172678333","0.319417908116804","0.469000437239862"
"Big worries","2008","Full Time","(2a) intermediate vocational","713","0.314418762196373","0.295238964049046","0.3335985603437"
"Big worries","2008","Full Time","(2c_gen) general maturity certificate","30","0.184379619429768","0.120370916543021","0.248388322316515"
"Big worries","2008","Full Time","(2c_voc) vocational maturity certificate","199","0.302380059136489","0.268010651266508","0.336749467006471"
"Big worries","2008","Full Time","(3a) lower tertiary education","202","0.246799503622412","0.217034358122654","0.276564649122169"
"Big worries","2008","Full Time","(3b) higher tertiary education","309","0.193277855879753","0.172119930895005","0.2144357808645"
"Big worries","2008","Part Time","(0) in school","19","","",""
"Big worries","2008","Part Time","(1a) inadequately completed","16","","",""
"Big worries","2008","Part Time","(1b) general elementary school","128","0.477401249073654","0.419714268711788","0.53508822943552"
"Big worries","2008","Part Time","(1c) basic vocational qualification","388","0.428828264731764","0.397390281920933","0.460266247542594"
"Big worries","2008","Part Time","(2b) intermediate general qualification","42","0.327042860458892","0.244801720154241","0.409284000763542"
"Big worries","2008","Part Time","(2a) intermediate vocational","428","0.351234085503016","0.324458893183654","0.378009277822378"
"Big worries","2008","Part Time","(2c_gen) general maturity certificate","62","0.235865074770647","0.18596024975107","0.285769899790224"
"Big worries","2008","Part Time","(2c_voc) vocational maturity certificate","113","0.269099287829884","0.226171191548417","0.312027384111351"
"Big worries","2008","Part Time","(3a) lower tertiary education","105","0.328748957926722","0.277833589161421","0.379664326692023"
"Big worries","2008","Part Time","(3b) higher tertiary education","147","0.27339072658814","0.236672454713805","0.310108998462475"
"Big worries","2008","Not Working","(0) in school","73","0.302879799978016","0.249902702772464","0.355856897183568"
"Big worries","2008","Not Working","(1a) inadequately completed","41","0.412018706020081","0.321268192537474","0.502769219502688"
"Big worries","2008","Not Working","(1b) general elementary school","420","0.41344307237601","0.383281008413519","0.4436051363385"
"Big worries","2008","Not Working","(1c) basic vocational qualification","1240","0.472523322704308","0.453611335693426","0.49143530971519"
"Big worries","2008","Not Working","(2b) intermediate general qualification","68","0.378371097231883","0.309771423003195","0.446970771460572"
"Big worries","2008","Not Working","(2a) intermediate vocational","537","0.472927026691786","0.44423305442423","0.501620998959341"
"Big worries","2008","Not Working","(2c_gen) general maturity certificate","69","0.206129021453949","0.161807196363368","0.250450846544529"
"Big worries","2008","Not Working","(2c_voc) vocational maturity certificate","139","0.37641386187923","0.325873101814667","0.426954621943793"
"Big worries","2008","Not Working","(3a) lower tertiary education","235","0.480332087267885","0.43697134044919","0.523692834086581"
"Big worries","2008","Not Working","(3b) higher tertiary education","239","0.356021599285517","0.319183300450388","0.392859898120647"
"Some worries","2008","Full Time","(0) in school","1","","",""
"Some worries","2008","Full Time","(1a) inadequately completed","16","","",""
"Some worries","2008","Full Time","(1b) general elementary school","138","0.504704293497876","0.444507142802428","0.564901444193325"
"Some worries","2008","Full Time","(1c) basic vocational qualification","809","0.498763709653748","0.474363161426868","0.523164257880629"
"Some worries","2008","Full Time","(2b) intermediate general qualification","79","0.455808845429538","0.379584574239054","0.532033116620022"
"Some worries","2008","Full Time","(2a) intermediate vocational","1190","0.535172574229713","0.514568498363309","0.555776650096118"
"Some worries","2008","Full Time","(2c_gen) general maturity certificate","88","0.688175399142167","0.611713814575992","0.764636983708342"
"Some worries","2008","Full Time","(2c_voc) vocational maturity certificate","385","0.54067250261267","0.503380612389233","0.577964392836106"
"Some worries","2008","Full Time","(3a) lower tertiary education","459","0.533751484310937","0.499311824801247","0.568191143820627"
"Some worries","2008","Full Time","(3b) higher tertiary education","768","0.582340104583299","0.555914813977103","0.608765395189494"
"Some worries","2008","Part Time","(0) in school","37","0.532122262589092","0.410821559613794","0.65342296556439"
"Some worries","2008","Part Time","(1a) inadequately completed","17","","",""
"Some worries","2008","Part Time","(1b) general elementary school","118","0.365467715909659","0.309851271814369","0.421084160004948"
"Some worries","2008","Part Time","(1c) basic vocational qualification","458","0.457316017778591","0.425670564191915","0.488961471365266"
"Some worries","2008","Part Time","(2b) intermediate general qualification","61","0.463208420379237","0.375793784148767","0.550623056609707"
"Some worries","2008","Part Time","(2a) intermediate vocational","638","0.497940031357295","0.469894958181293","0.525985104533296"
"Some worries","2008","Part Time","(2c_gen) general maturity certificate","152","0.508790679845484","0.450024350340757","0.567557009350212"
"Some worries","2008","Part Time","(2c_voc) vocational maturity certificate","231","0.578552499558722","0.530755647891568","0.626349351225876"
"Some worries","2008","Part Time","(3a) lower tertiary education","160","0.469767841244295","0.415673867189646","0.523861815298943"
"Some worries","2008","Part Time","(3b) higher tertiary education","330","0.565935360369608","0.525103375239231","0.606767345499985"
