"plh0039","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","(0) in school","Male","31","0.17393160550157","0.117448015036569","0.230415195966571"
"Big worries","2008","(0) in school","Female","61","0.4642941836044","0.392036780600257","0.536551586608543"
"Big worries","2008","(1a) inadequately completed","Male","23","","",""
"Big worries","2008","(1a) inadequately completed","Female","43","0.355431487009278","0.26473954645404","0.446123427564516"
"Big worries","2008","(1b) general elementary school","Male","159","0.361080940251008","0.317044196783064","0.405117683718952"
"Big worries","2008","(1b) general elementary school","Female","479","0.433750040450432","0.404725661490248","0.462774419410616"
"Big worries","2008","(1c) basic vocational qualification","Male","1152","0.407950267034655","0.389856421697756","0.426044112371555"
"Big worries","2008","(1c) basic vocational qualification","Female","1081","0.47041119918078","0.450475656048536","0.490346742313024"
"Big worries","2008","(2b) intermediate general qualification","Male","63","0.377858323634976","0.30891687023303","0.446799777036923"
"Big worries","2008","(2b) intermediate general qualification","Female","101","0.367323532464498","0.311935388393929","0.422711676535067"
"Big worries","2008","(2a) intermediate vocational","Male","652","0.32451253726593","0.303853554430192","0.345171520101667"
"Big worries","2008","(2a) intermediate vocational","Female","1026","0.397312363959585","0.378723354579933","0.415901373339238"
"Big worries","2008","(2c_gen) general maturity certificate","Male","67","0.172456527111066","0.132360058185324","0.212552996036807"
"Big worries","2008","(2c_gen) general maturity certificate","Female","94","0.255534806974922","0.212684514943146","0.298385099006697"
"Big worries","2008","(2c_voc) vocational maturity certificate","Male","186","0.274664690230728","0.239975803761895","0.309353576699561"
"Big worries","2008","(2c_voc) vocational maturity certificate","Female","265","0.345453482695091","0.312767024513334","0.378139940876848"
"Big worries","2008","(3a) lower tertiary education","Male","280","0.317943083994575","0.287210519747002","0.348675648242149"
"Big worries","2008","(3a) lower tertiary education","Female","262","0.358474030367056","0.324402492785775","0.392545567948337"
"Big worries","2008","(3b) higher tertiary education","Male","372","0.228055550647629","0.206155158943259","0.249955942351999"
"Big worries","2008","(3b) higher tertiary education","Female","323","0.28491936264244","0.258751788269294","0.311086937015587"
"Some worries","2008","(0) in school","Male","100","0.612841859456202","0.5402574332595","0.685426285652903"
"Some worries","2008","(0) in school","Female","96","0.406188900383909","0.335033031273137","0.47734476949468"
"Some worries","2008","(1a) inadequately completed","Male","35","0.383086821741474","0.276558833013047","0.489614810469902"
"Some worries","2008","(1a) inadequately completed","Female","48","0.550365979061158","0.456109421529052","0.644622536593264"
"Some worries","2008","(1b) general elementary school","Male","221","0.465948998765068","0.420213802279696","0.51168419525044"
"Some worries","2008","(1b) general elementary school","Female","487","0.435810042751122","0.406769791313736","0.464850294188508"
"Some worries","2008","(1c) basic vocational qualification","Male","1336","0.472925982122919","0.454544498595979","0.491307465649859"
"Some worries","2008","(1c) basic vocational qualification","Female","1087","0.437241262526253","0.417428659273752","0.457053865778754"
