"plh0039","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Full Time","no migration background","1914","0.297459125948709","0.286351860916929","0.308566390980488"
"Big worries","2008","Full Time","direct migration background","235","0.367017713272199","0.329380530567906","0.404654895976492"
"Big worries","2008","Full Time","indirect migration background","111","0.336767124501628","0.286458075372597","0.387076173630659"
"Big worries","2008","Part Time","no migration background","1218","0.341953885561529","0.326687662268156","0.357220108854902"
"Big worries","2008","Part Time","direct migration background","184","0.418878562767174","0.374509648451714","0.463247477082635"
"Big worries","2008","Part Time","indirect migration background","82","0.351016232027428","0.288372708619238","0.413659755435618"
"Big worries","2008","Not Working","no migration background","2716","0.441655303025884","0.429539277461044","0.453771328590723"
"Big worries","2008","Not Working","direct migration background","333","0.391797569055314","0.357864786739736","0.425730351370891"
"Big worries","2008","Not Working","indirect migration background","67","0.275561096827706","0.214695378363105","0.336426815292306"
"Some worries","2008","Full Time","no migration background","3532","0.539138505181759","0.527027140679258","0.55124986968426"
"Some worries","2008","Full Time","direct migration background","312","0.50481219178233","0.465770582969389","0.54385380059527"
"Some worries","2008","Full Time","indirect migration background","180","0.499127665326503","0.445902430611534","0.552352900041472"
"Some worries","2008","Part Time","no migration background","1936","0.501172923306035","0.485081721418497","0.517264125193573"
"Some worries","2008","Part Time","direct migration background","224","0.419467620937659","0.375090029105579","0.463845212769738"
"Some worries","2008","Part Time","indirect migration background","104","0.462695661100979","0.397254115676991","0.528137206524967"
"Some worries","2008","Not Working","no migration background","2930","0.44069367855296","0.428580432671688","0.452806924434231"
"Some worries","2008","Not Working","direct migration background","367","0.499226308720779","0.464469970794918","0.53398264664664"
"Some worries","2008","Not Working","indirect migration background","100","0.511378752097911","0.443282935529806","0.579474568666015"
"No worries","2008","Full Time","no migration background","1061","0.163402368869532","0.154418877042049","0.172385860697015"
"No worries","2008","Full Time","direct migration background","83","0.128170094945472","0.102067297684359","0.154272892206585"
"No worries","2008","Full Time","indirect migration background","48","0.164105210171869","0.124678981554422","0.203531438789316"
"No worries","2008","Part Time","no migration background","555","0.156873191132436","0.145169024686712","0.16857735757816"
"No worries","2008","Part Time","direct migration background","67","0.161653816295167","0.128547873295927","0.194759759294408"
"No worries","2008","Part Time","indirect migration background","37","0.186288106871593","0.135187794381656","0.23738841936153"
"No worries","2008","Not Working","no migration background","807","0.117651018421156","0.109789882628707","0.125512154213606"
"No worries","2008","Not Working","direct migration background","95","0.108976122223907","0.0873153032448434","0.130636941202971"
"No worries","2008","Not Working","indirect migration background","40","0.213060151074383","0.157279342874382","0.268840959274385"
"Big worries","2009","Full Time","no migration background","1732","0.289161165049915","0.27783482441974","0.300487505680091"
"Big worries","2009","Full Time","direct migration background","179","0.389166354062795","0.347657640448753","0.430675067676838"
"Big worries","2009","Full Time","indirect migration background","92","0.273745323946055","0.223949771113414","0.323540876778696"
"Big worries","2009","Part Time","no migration background","1111","0.333513685577172","0.318013324068403","0.349014047085941"
"Big worries","2009","Part Time","direct migration background","156","0.365577457420404","0.321180022358656","0.409974892482152"
"Big worries","2009","Part Time","indirect migration background","69","0.262762212884305","0.203091641468895","0.322432784299715"
"Big worries","2009","Not Working","no migration background","2420","0.42558939811166","0.413022090008969","0.43815670621435"
"Big worries","2009","Not Working","direct migration background","281","0.419525021941202","0.382434382471047","0.456615661411358"
"Big worries","2009","Not Working","indirect migration background","66","0.366849237409856","0.298855828732911","0.4348426460868"
"Some worries","2009","Full Time","no migration background","3380","0.549276922736381","0.536846536126956","0.561707309345806"
"Some worries","2009","Full Time","direct migration background","270","0.474243504668022","0.431732323170716","0.516754686165327"
"Some worries","2009","Full Time","indirect migration background","166","0.549013674449998","0.493442957425711","0.604584391474284"
"Some worries","2009","Part Time","no migration background","1906","0.520566578982165","0.504142097302304","0.536991060662026"
"Some worries","2009","Part Time","direct migration background","236","0.526320725144683","0.480290160627558","0.572351289661808"
"Some worries","2009","Part Time","indirect migration background","111","0.529740472789617","0.46207372142249","0.597407224156744"
"Some worries","2009","Not Working","no migration background","2832","0.458534480141281","0.445869426281289","0.471199534001274"
"Some worries","2009","Not Working","direct migration background","308","0.441385861134181","0.404064385632014","0.478707336636348"
"Some worries","2009","Not Working","indirect migration background","87","0.404667933316345","0.335421330817154","0.473914535815535"
