"plh0039","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Full Time","general elemantary","109","0.323135684296923","0.276601136524023","0.369670232069822"
"Big worries","2009","Full Time","middle vocational","1088","0.330074112998645","0.314150383190622","0.345997842806668"
"Big worries","2009","Full Time","vocational + Abi","127","0.249247564572558","0.210427814224535","0.288067314920581"
"Big worries","2009","Full Time","higher vocational","192","0.351800760123141","0.313717662400393","0.389883857845889"
"Big worries","2009","Full Time","higher education","446","0.218596820575429","0.200692877961924","0.236500763188934"
"Big worries","2009","Part Time","in school","16","","",""
"Big worries","2009","Part Time","inadequately","14","","",""
"Big worries","2009","Part Time","general elemantary","139","0.39455616226341","0.343997891234745","0.445114433292075"
"Big worries","2009","Part Time","middle vocational","746","0.352861532291138","0.332870666905969","0.372852397676307"
"Big worries","2009","Part Time","vocational + Abi","73","0.275320114246544","0.223186766868501","0.327453461624587"
"Big worries","2009","Part Time","higher vocational","95","0.316121188484814","0.263681392103183","0.368560984866445"
"Big worries","2009","Part Time","higher education","226","0.270357894314758","0.241096101748708","0.299619686880807"
"Big worries","2009","Not Working","in school","56","0.280369031462991","0.224352068750807","0.336385994175175"
"Big worries","2009","Not Working","inadequately","36","0.400707500632041","0.302165937880412","0.49924906338367"
"Big worries","2009","Not Working","general elemantary","421","0.404748065065797","0.37497382811902","0.434522302012575"
"Big worries","2009","Not Working","middle vocational","1503","0.443954329713453","0.427547821923556","0.46036083750335"
"Big worries","2009","Not Working","vocational + Abi","99","0.462026491978572","0.399470766974989","0.524582216982154"
"Big worries","2009","Not Working","higher vocational","190","0.449252176869339","0.40184987877714","0.496654474961538"
"Big worries","2009","Not Working","higher education","418","0.393290740453242","0.364463205513925","0.422118275392558"
"Some worries","2009","Full Time","in school","1","","",""
"Some worries","2009","Full Time","inadequately","15","","",""
"Some worries","2009","Full Time","general elemantary","201","0.480118188787256","0.430406488286261","0.529829889288252"
"Some worries","2009","Full Time","middle vocational","1766","0.533146452195734","0.516252188016928","0.55004071637454"
"Some worries","2009","Full Time","vocational + Abi","271","0.578032885325548","0.533712402995453","0.622353367655643"
"Some worries","2009","Full Time","higher vocational","316","0.477621385571471","0.437786442729078","0.517456328413865"
"Some worries","2009","Full Time","higher education","1202","0.593763056740663","0.572487278061807","0.615038835419519"
"Some worries","2009","Part Time","in school","32","0.601540007260583","0.477661179934446","0.725418834586719"
"Some worries","2009","Part Time","inadequately","17","","",""
"Some worries","2009","Part Time","general elemantary","169","0.454953740399946","0.403442599558579","0.506464881241313"
"Some worries","2009","Part Time","middle vocational","1148","0.521826062619883","0.500928931750035","0.542723193489731"
"Some worries","2009","Part Time","vocational + Abi","166","0.600434831486348","0.543267188466548","0.657602474506147"
"Some worries","2009","Part Time","higher vocational","172","0.587858955495737","0.53234475078118","0.643373160210294"
"Some worries","2009","Part Time","higher education","499","0.526920833232473","0.49402688139243","0.559814785072516"
"Some worries","2009","Not Working","in school","136","0.489578271393521","0.427237056901656","0.551919485885387"
"Some worries","2009","Not Working","inadequately","40","0.423234434318084","0.323882472376968","0.5225863962592"
"Some worries","2009","Not Working","general elemantary","476","0.459021001149577","0.428793355494728","0.489248646804426"
"Some worries","2009","Not Working","middle vocational","1607","0.441315307096634","0.424918863804396","0.457711750388873"
"Some worries","2009","Not Working","vocational + Abi","125","0.433595557908847","0.371414384202234","0.49577673161546"
"Some worries","2009","Not Working","higher vocational","193","0.459199385109477","0.411709934584677","0.506688835634277"
"Some worries","2009","Not Working","higher education","575","0.498054915532368","0.46854777990204","0.527562051162695"
"No worries","2009","Full Time","in school","","","",""
"No worries","2009","Full Time","inadequately","8","","",""
"No worries","2009","Full Time","general elemantary","78","0.196746126915821","0.157190184295973","0.236302069535669"
"No worries","2009","Full Time","middle vocational","496","0.136779434805621","0.125143615213768","0.148415254397474"
"No worries","2009","Full Time","vocational + Abi","79","0.172719550101894","0.138797192256572","0.206641907947216"
"No worries","2009","Full Time","higher vocational","96","0.170577854305388","0.140580789680807","0.200574918929969"
"No worries","2009","Full Time","higher education","399","0.187640122683908","0.170726904302163","0.204553341065654"
"No worries","2009","Part Time","in school","12","","",""
"No worries","2009","Part Time","inadequately","1","","",""
"No worries","2009","Part Time","general elemantary","51","0.150490097336645","0.113503953764961","0.187476240908328"
"No worries","2009","Part Time","middle vocational","301","0.125312405088978","0.11146225929462","0.139162550883336"
"No worries","2009","Part Time","vocational + Abi","43","0.124245054267108","0.0857456161487044","0.162744492385512"
"No worries","2009","Part Time","higher vocational","35","0.0960198560194488","0.0627918262887877","0.12924788575011"
"No worries","2009","Part Time","higher education","160","0.202721272452769","0.176234367945046","0.229208176960492"
"No worries","2009","Not Working","in school","55","0.230052697143488","0.1775666604121","0.282538733874876"
"No worries","2009","Not Working","inadequately","19","","",""
"No worries","2009","Not Working","general elemantary","147","0.136230933784626","0.11542273290559","0.157039134663661"
"No worries","2009","Not Working","middle vocational","413","0.114730363189913","0.104206656429942","0.125254069949883"
"No worries","2009","Not Working","vocational + Abi","20","","",""
"No worries","2009","Not Working","higher vocational","40","0.0915484380211839","0.0640660628035826","0.119030813238785"
"No worries","2009","Not Working","higher education","110","0.108654344014391","0.090288666339151","0.127020021689631"
"Big worries","2010","Full Time","in school","","","",""
"Big worries","2010","Full Time","inadequately","13","","",""
"Big worries","2010","Full Time","general elemantary","94","0.36213093859459","0.311342196817384","0.412919680371796"
"Big worries","2010","Full Time","middle vocational","959","0.316551687192522","0.299946200030337","0.333157174354708"
"Big worries","2010","Full Time","vocational + Abi","121","0.274452232553706","0.233314034695388","0.315590430412024"
"Big worries","2010","Full Time","higher vocational","176","0.317086233551359","0.279409702433492","0.354762764669227"
"Big worries","2010","Full Time","higher education","423","0.209232422889751","0.191118096037584","0.227346749741917"
"Big worries","2010","Part Time","in school","14","","",""
"Big worries","2010","Part Time","inadequately","8","","",""
"Big worries","2010","Part Time","general elemantary","137","0.435954538814343","0.383089640998249","0.488819436630438"
"Big worries","2010","Part Time","middle vocational","704","0.342914934406563","0.322260606593916","0.36356926221921"
"Big worries","2010","Part Time","vocational + Abi","68","0.289996032916071","0.235466260039337","0.344525805792805"
"Big worries","2010","Part Time","higher vocational","81","0.29730386460064","0.242581512794245","0.352026216407035"
"Big worries","2010","Part Time","higher education","227","0.274693114050739","0.243991948530557","0.305394279570921"
"Big worries","2010","Not Working","in school","43","0.161258714575096","0.111984828893287","0.210532600256904"
"Big worries","2010","Not Working","inadequately","26","","",""
"Big worries","2010","Not Working","general elemantary","374","0.409059539680816","0.377645889365997","0.440473189995635"
"Big worries","2010","Not Working","middle vocational","1416","0.459450639580353","0.442359260375119","0.476542018785587"
"Big worries","2010","Not Working","vocational + Abi","91","0.449679099298761","0.384387844627299","0.514970353970224"
"Big worries","2010","Not Working","higher vocational","187","0.464620715779494","0.415683223677258","0.513558207881729"
"Big worries","2010","Not Working","higher education","441","0.427985663091985","0.398490329556349","0.45748099662762"
"Some worries","2010","Full Time","in school","","","",""
"Some worries","2010","Full Time","inadequately","8","","",""
"Some worries","2010","Full Time","general elemantary","184","0.46843783754817","0.415706124120195","0.521169550976145"
"Some worries","2010","Full Time","middle vocational","1585","0.525552716843656","0.507725703407132","0.54337973028018"
"Some worries","2010","Full Time","vocational + Abi","257","0.52726138932617","0.481235478074814","0.573287300577526"
"Some worries","2010","Full Time","higher vocational","302","0.490446864612747","0.44997157141912","0.530922157806373"
"Some worries","2010","Full Time","higher education","1099","0.554102794975915","0.531966964196346","0.576238625755483"
"Some worries","2010","Part Time","in school","30","0.600368445047842","0.472078419117056","0.728658470978629"
"Some worries","2010","Part Time","inadequately","15","","",""
"Some worries","2010","Part Time","general elemantary","148","0.409544201326145","0.357119758008465","0.461968644643824"
"Some worries","2010","Part Time","middle vocational","1034","0.504307770661994","0.482552677223592","0.526062864100397"
"Some worries","2010","Part Time","vocational + Abi","152","0.553932478545032","0.494196499069598","0.613668458020466"
"Some worries","2010","Part Time","higher vocational","148","0.564614243688149","0.505254267577148","0.62397421979915"
"Some worries","2010","Part Time","higher education","449","0.51946442399441","0.485099866637777","0.553828981351043"
"Some worries","2010","Not Working","in school","115","0.575880891439451","0.509666642322753","0.642095140556148"
"Some worries","2010","Not Working","inadequately","47","0.589335449246081","0.48712907594191","0.691541822550252"
"Some worries","2010","Not Working","general elemantary","437","0.470321381050953","0.438431209038577","0.50221155306333"
"Some worries","2010","Not Working","middle vocational","1469","0.426870536419726","0.409907075663572","0.443833997175879"
"Some worries","2010","Not Working","vocational + Abi","103","0.39998855430431","0.335690295994637","0.464286812613983"
"Some worries","2010","Not Working","higher vocational","176","0.467940838987733","0.418981326970686","0.516900351004781"
"Some worries","2010","Not Working","higher education","531","0.468172293951443","0.438426636126482","0.497917951776405"
"No worries","2010","Full Time","in school","1","","",""
"No worries","2010","Full Time","inadequately","1","","",""
"No worries","2010","Full Time","general elemantary","66","0.16943122385724","0.129789421316792","0.209073026397687"
"No worries","2010","Full Time","middle vocational","470","0.157895595963822","0.144877590641983","0.170913601285661"
"No worries","2010","Full Time","vocational + Abi","74","0.198286378120124","0.161529810886307","0.235042945353941"
"No worries","2010","Full Time","higher vocational","108","0.192466901835894","0.160547299172578","0.22438650449921"
"No worries","2010","Full Time","higher education","415","0.236664782134335","0.21773665046107","0.2555929138076"
"No worries","2010","Part Time","in school","12","","",""
"No worries","2010","Part Time","inadequately","3","","",""
"No worries","2010","Part Time","general elemantary","53","0.154501259859512","0.1159700863736","0.193032433345424"
"No worries","2010","Part Time","middle vocational","291","0.152777294931443","0.137122936674175","0.16843165318871"
"No worries","2010","Part Time","vocational + Abi","46","0.156071488538897","0.112457893307026","0.199685083770768"
"No worries","2010","Part Time","higher vocational","39","0.138081891711211","0.0967788476496457","0.179384935772776"
"No worries","2010","Part Time","higher education","136","0.205842461954851","0.17803310853462","0.233651815375082"
"No worries","2010","Not Working","in school","56","0.262860393985453","0.203883940265401","0.321836847705506"
"No worries","2010","Not Working","inadequately","16","","",""
"No worries","2010","Not Working","general elemantary","130","0.12061907926823","0.0998101466827142","0.141428011853746"
"No worries","2010","Not Working","middle vocational","381","0.113678823999921","0.102792648042221","0.124564999957622"
"No worries","2010","Not Working","vocational + Abi","29","","",""
"No worries","2010","Not Working","higher vocational","36","0.0674384452327729","0.0428317000697188","0.0920451903958269"
"No worries","2010","Not Working","higher education","109","0.103842042956572","0.0856570080705748","0.122027077842569"
"Big worries","2011","Full Time","in school","1","","",""
"Big worries","2011","Full Time","inadequately","9","","",""
"Big worries","2011","Full Time","general elemantary","153","0.31815881685746","0.275779622464073","0.360538011250847"
"Big worries","2011","Full Time","middle vocational","1217","0.333915861375857","0.318622381166778","0.349209341584935"
"Big worries","2011","Full Time","vocational + Abi","149","0.299763131706605","0.261715109303449","0.337811154109761"
"Big worries","2011","Full Time","higher vocational","203","0.320309487829416","0.2850052096672","0.355613765991631"
"Big worries","2011","Full Time","higher education","483","0.185901666186087","0.169961231688703","0.201842100683471"
"Big worries","2011","Part Time","in school","12","","",""
"Big worries","2011","Part Time","inadequately","14","","",""
"Big worries","2011","Part Time","general elemantary","166","0.426826785290864","0.380452615394469","0.473200955187258"
"Big worries","2011","Part Time","middle vocational","950","0.370891574704187","0.352306442935086","0.389476706473289"
"Big worries","2011","Part Time","vocational + Abi","110","0.265472965890772","0.220719535179341","0.310226396602202"
"Big worries","2011","Part Time","higher vocational","112","0.385688099688832","0.330970897486166","0.440405301891499"
"Big worries","2011","Part Time","higher education","232","0.23066135098603","0.203985914932153","0.257336787039906"
"Big worries","2011","Not Working","in school","64","0.257784968051088","0.203235153073953","0.312334783028222"
"Big worries","2011","Not Working","inadequately","55","0.399498355346965","0.31431380623143","0.484682904462501"
"Big worries","2011","Not Working","general elemantary","464","0.401726717668353","0.374250938006247","0.429202497330459"
"Big worries","2011","Not Working","middle vocational","1710","0.415747191738413","0.400772279026903","0.430722104449923"
"Big worries","2011","Not Working","vocational + Abi","100","0.385450556309648","0.327289176062467","0.44361193655683"
"Big worries","2011","Not Working","higher vocational","211","0.482470304692751","0.437003751467427","0.527936857918076"
"Big worries","2011","Not Working","higher education","473","0.352329264622028","0.326598328050708","0.378060201193348"
"Some worries","2011","Full Time","in school","3","","",""
"Some worries","2011","Full Time","inadequately","18","","",""
"Some worries","2011","Full Time","general elemantary","212","0.441578520977574","0.396395618248522","0.486761423706626"
"Some worries","2011","Full Time","middle vocational","1849","0.507149019111184","0.49093656116923","0.523361477053139"
"Some worries","2011","Full Time","vocational + Abi","320","0.591672039354494","0.550852737137697","0.632491341571292"
"Some worries","2011","Full Time","higher vocational","349","0.502498097263501","0.464666784237275","0.540329410289726"
"Some worries","2011","Full Time","higher education","1309","0.579425673944318","0.559198261634781","0.599653086253854"
"Some worries","2011","Part Time","in school","29","","",""
"Some worries","2011","Part Time","inadequately","21","","",""
"Some worries","2011","Part Time","general elemantary","214","0.469496336829764","0.422704761142444","0.516287912517084"
"Some worries","2011","Part Time","middle vocational","1244","0.482759859578914","0.463533764019901","0.501985955137928"
"Some worries","2011","Part Time","vocational + Abi","203","0.597469435628882","0.547767927432223","0.647170943825541"
"Some worries","2011","Part Time","higher vocational","148","0.460675477027352","0.404643760101748","0.516707193952955"
"Some worries","2011","Part Time","higher education","547","0.568668259430564","0.537306491292466","0.600030027568661"
"Some worries","2011","Not Working","in school","131","0.51368266568626","0.451351256627293","0.576014074745226"
"Some worries","2011","Not Working","inadequately","51","0.432173951123012","0.346018416887059","0.518329485358966"
"Some worries","2011","Not Working","general elemantary","583","0.464767917377558","0.436815202022018","0.492720632733098"
"Some worries","2011","Not Working","middle vocational","1934","0.463547477021065","0.448395755138882","0.478699198903249"
"Some worries","2011","Not Working","vocational + Abi","130","0.470309837228374","0.41066471455876","0.529954959897988"
"Some worries","2011","Not Working","higher vocational","205","0.408861951851855","0.364129582089133","0.453594321614578"
"Some worries","2011","Not Working","higher education","696","0.518871667104667","0.491958516410173","0.545784817799161"
"No worries","2011","Full Time","in school","1","","",""
"No worries","2011","Full Time","inadequately","16","","",""
"No worries","2011","Full Time","general elemantary","99","0.240262662164966","0.201388237151756","0.279137087178176"
"No worries","2011","Full Time","middle vocational","587","0.158935119512959","0.147078853335822","0.170791385690095"
"No worries","2011","Full Time","vocational + Abi","88","0.108564828938901","0.0827297405278219","0.13439991734998"
"No worries","2011","Full Time","higher vocational","119","0.177192414907084","0.148301683430306","0.206083146383862"
"No worries","2011","Full Time","higher education","496","0.234672659869595","0.21730765366102","0.25203766607817"
"No worries","2011","Part Time","in school","18","","",""
"No worries","2011","Part Time","inadequately","12","","",""
"No worries","2011","Part Time","general elemantary","57","0.103676877879372","0.0750956667760052","0.13225808898274"
"No worries","2011","Part Time","middle vocational","401","0.146348565716898","0.132749347822156","0.159947783611641"
"No worries","2011","Part Time","vocational + Abi","61","0.137057598480346","0.102203427820381","0.171911769140311"
"No worries","2011","Part Time","higher vocational","44","0.153636423283816","0.11310079807229","0.194172048495342"
"No worries","2011","Part Time","higher education","179","0.200670389583407","0.175309181693852","0.226031597472961"
"No worries","2011","Not Working","in school","52","0.228532366262653","0.17616842491233","0.280896307612975"
"No worries","2011","Not Working","inadequately","21","","",""
"No worries","2011","Not Working","general elemantary","176","0.133505364954089","0.11444342221121","0.152567307696967"
"No worries","2011","Not Working","middle vocational","517","0.120705331240521","0.110806596665714","0.130604065815329"
"No worries","2011","Not Working","vocational + Abi","39","0.144239606461978","0.102254978736956","0.186224234187"
"No worries","2011","Not Working","higher vocational","48","0.108667743455393","0.0803499612709172","0.136985525639869"
"No worries","2011","Not Working","higher education","155","0.128799068273305","0.110755616433371","0.146842520113239"
"Big worries","2012","Full Time","in school","","","",""
"Big worries","2012","Full Time","inadequately","12","","",""
"Big worries","2012","Full Time","general elemantary","125","0.260476547011409","0.219880363282812","0.301072730740006"
"Big worries","2012","Full Time","middle vocational","1041","0.288684427420361","0.273756851214096","0.303612003626627"
"Big worries","2012","Full Time","vocational + Abi","138","0.240701217748615","0.205450386501028","0.275952048996202"
"Big worries","2012","Full Time","higher vocational","188","0.261430309022901","0.228785270907194","0.294075347138608"
"Big worries","2012","Full Time","higher education","392","0.16325486762071","0.147887278847438","0.178622456393981"
"Big worries","2012","Part Time","in school","17","","",""
"Big worries","2012","Part Time","inadequately","17","","",""
"Big worries","2012","Part Time","general elemantary","153","0.328729163226534","0.285754769817992","0.371703556635076"
"Big worries","2012","Part Time","middle vocational","835","0.308022316178262","0.289928574709355","0.326116057647169"
"Big worries","2012","Part Time","vocational + Abi","104","0.266161869904228","0.221784796317997","0.310538943490459"
"Big worries","2012","Part Time","higher vocational","87","0.329775076357603","0.273277934935334","0.386272217779871"
"Big worries","2012","Part Time","higher education","219","0.227329325437157","0.201882173786007","0.252776477088308"
"Big worries","2012","Not Working","in school","47","0.227837127014489","0.171376347946392","0.284297906082586"
"Big worries","2012","Not Working","inadequately","48","0.360620299629593","0.277434803140809","0.443805796118378"
"Big worries","2012","Not Working","general elemantary","421","0.350258595706751","0.32311999795382","0.377397193459681"
"Big worries","2012","Not Working","middle vocational","1703","0.404024863056247","0.389246051871023","0.418803674241471"
"Big worries","2012","Not Working","vocational + Abi","86","0.347174028766309","0.289527949877614","0.404820107655003"
"Big worries","2012","Not Working","higher vocational","200","0.394519517903839","0.350932330419847","0.438106705387831"
"Big worries","2012","Not Working","higher education","466","0.360464270536399","0.335150456366283","0.385778084706515"
"Some worries","2012","Full Time","in school","","","",""
"Some worries","2012","Full Time","inadequately","21","","",""
"Some worries","2012","Full Time","general elemantary","219","0.511956522295361","0.465721537704098","0.558191506886624"
"Some worries","2012","Full Time","middle vocational","1816","0.522756869104312","0.506303070499951","0.539210667708672"
"Some worries","2012","Full Time","vocational + Abi","296","0.552497759802027","0.511497488102718","0.593498031501336"
"Some worries","2012","Full Time","higher vocational","362","0.521373595767991","0.484261428702111","0.558485762833871"
"Some worries","2012","Full Time","higher education","1224","0.53365260424126","0.512910149163041","0.554395059319479"
"Some worries","2012","Part Time","in school","36","0.501124887895036","0.38140133541122","0.620848440378851"
"Some worries","2012","Part Time","inadequately","27","","",""
"Some worries","2012","Part Time","general elemantary","223","0.510600167499417","0.464868805825342","0.556331529173492"
"Some worries","2012","Part Time","middle vocational","1269","0.515799722355537","0.496213787113765","0.535385657597309"
"Some worries","2012","Part Time","vocational + Abi","213","0.527635847958454","0.477506596931199","0.57776509898571"
"Some worries","2012","Part Time","higher vocational","145","0.500322190687169","0.4402356520172","0.560408729357139"
"Some worries","2012","Part Time","higher education","590","0.553805287018934","0.523622802240747","0.58398777179712"
"Some worries","2012","Not Working","in school","117","0.558825249977372","0.491987242398016","0.625663257556728"
"Some worries","2012","Not Working","inadequately","55","0.444323250923521","0.358242957488508","0.530403544358535"
"Some worries","2012","Not Working","general elemantary","583","0.500965045306299","0.472520962980521","0.529409127632077"
"Some worries","2012","Not Working","middle vocational","1999","0.472005902721448","0.456970688086037","0.487041117356859"
"Some worries","2012","Not Working","vocational + Abi","134","0.489310756090504","0.428781103388311","0.549840408792697"
"Some worries","2012","Not Working","higher vocational","233","0.48719109440797","0.442615004008105","0.531767184807836"
"Some worries","2012","Not Working","higher education","742","0.506689718917504","0.480330945373046","0.533048492461961"
"No worries","2012","Full Time","in school","","","",""
"No worries","2012","Full Time","inadequately","13","","",""
"No worries","2012","Full Time","general elemantary","105","0.22756693069323","0.188786741298566","0.266347120087895"
"No worries","2012","Full Time","middle vocational","683","0.188558703475327","0.175673291606852","0.201444115343802"
"No worries","2012","Full Time","vocational + Abi","131","0.206801022449358","0.173405266335076","0.24019677856364"
"No worries","2012","Full Time","higher vocational","146","0.217196095209108","0.186562641061636","0.247829549356581"
"No worries","2012","Full Time","higher education","606","0.30309252813803","0.28398294385994","0.32220211241612"
"No worries","2012","Part Time","in school","14","","",""
"No worries","2012","Part Time","inadequately","10","","",""
"No worries","2012","Part Time","general elemantary","83","0.160670669274049","0.127075545181102","0.194265793366995"
"No worries","2012","Part Time","middle vocational","397","0.176177961466201","0.16124713876695","0.191108784165452"
"No worries","2012","Part Time","vocational + Abi","64","0.206202282137317","0.165577854056987","0.246826710217648"
"No worries","2012","Part Time","higher vocational","34","0.169902732955228","0.124772045697463","0.215033420212993"
"No worries","2012","Part Time","higher education","233","0.218865387543909","0.193760070207694","0.243970704880125"
"No worries","2012","Not Working","in school","48","0.213337623008138","0.158192377248826","0.268482868767451"
"No worries","2012","Not Working","inadequately","25","","",""
"No worries","2012","Not Working","general elemantary","183","0.14877635898695","0.128531650249175","0.169021067724725"
"No worries","2012","Not Working","middle vocational","533","0.123969234222305","0.114044062666078","0.133894405778532"
"No worries","2012","Not Working","vocational + Abi","42","0.163515215143188","0.118733001931686","0.20829742835469"
"No worries","2012","Not Working","higher vocational","50","0.11828938768819","0.0894881964071624","0.147090578969218"
"No worries","2012","Not Working","higher education","174","0.132846010546097","0.114951639385539","0.150740381706655"
"Big worries","2013","Full Time","in school","","","",""
"Big worries","2013","Full Time","inadequately","7","","",""
"Big worries","2013","Full Time","general elemantary","111","0.259991214683531","0.216844213960067","0.303138215406996"
"Big worries","2013","Full Time","middle vocational","964","0.28741517965489","0.271796066703547","0.303034292606233"
"Big worries","2013","Full Time","vocational + Abi","121","0.226720262021367","0.190732080535375","0.262708443507359"
"Big worries","2013","Full Time","higher vocational","154","0.258471852239935","0.223843298508735","0.293100405971136"
"Big worries","2013","Full Time","higher education","385","0.185688732043289","0.169089011174052","0.202288452912525"
"Big worries","2013","Part Time","in school","13","","",""
"Big worries","2013","Part Time","inadequately","17","","",""
"Big worries","2013","Part Time","general elemantary","123","0.312240653100575","0.266130644606881","0.358350661594269"
"Big worries","2013","Part Time","middle vocational","753","0.329523008861453","0.310526917750978","0.348519099971929"
"Big worries","2013","Part Time","vocational + Abi","87","0.2300852870784","0.185672883546707","0.274497690610094"
"Big worries","2013","Part Time","higher vocational","86","0.346488870082724","0.289518133755377","0.403459606410071"
"Big worries","2013","Part Time","higher education","206","0.222040859398103","0.196547324183085","0.24753439461312"
"Big worries","2013","Not Working","in school","50","0.241873112476024","0.181615492739118","0.30213073221293"
"Big worries","2013","Not Working","inadequately","39","0.324799391359169","0.238070639651347","0.411528143066992"
"Big worries","2013","Not Working","general elemantary","379","0.353462890096186","0.324602883472707","0.382322896719664"
