"plh0039","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Full Time","lower secondary degree","643","0.378451837905715","0.355812452256214","0.401091223555216"
"Big worries","2008","Full Time","secondary school degree","863","0.319401674839787","0.30184437924126","0.336958970438313"
"Big worries","2008","Full Time","college entrance qualification","581","0.225346944787677","0.208906477206318","0.241787412369036"
"Big worries","2008","Full Time","Other degree","111","0.331942357889086","0.278386353084294","0.385498362693878"
"Big worries","2008","Full Time","no degree/no degree yet","9","","",""
"Big worries","2008","Part Time","lower secondary degree","478","0.440242578208082","0.411489039601091","0.468996116815073"
"Big worries","2008","Part Time","secondary school degree","506","0.346858290304556","0.322535045907485","0.371181534701627"
"Big worries","2008","Part Time","college entrance qualification","332","0.240898981712215","0.217777392688387","0.264020570736042"
"Big worries","2008","Part Time","Other degree","94","0.447273683224088","0.383015873617451","0.511531492830725"
"Big worries","2008","Part Time","no degree/no degree yet","35","0.40981028046073","0.314369221424544","0.505251339496917"
"Big worries","2008","Not Working","lower secondary degree","1602","0.459207427478208","0.442828440940658","0.475586414015758"
"Big worries","2008","Not Working","secondary school degree","709","0.460882606807983","0.436170746913386","0.48559446670258"
"Big worries","2008","Not Working","college entrance qualification","444","0.325780493756284","0.300752416415305","0.350808571097263"
"Big worries","2008","Not Working","Other degree","188","0.421453314898352","0.373830286738842","0.469076343057862"
"Big worries","2008","Not Working","no degree/no degree yet","117","0.349001048554341","0.30263622785329","0.395365869255393"
"Some worries","2008","Full Time","lower secondary degree","893","0.498558643816129","0.475219219766207","0.521898067866052"
"Some worries","2008","Full Time","secondary school degree","1419","0.528054219615243","0.50925547270683","0.546852966523655"
"Some worries","2008","Full Time","college entrance qualification","1449","0.572583058421765","0.55311691933777","0.59204919750576"
"Some worries","2008","Full Time","Other degree","147","0.522708897346948","0.465903254107681","0.579514540586214"
"Some worries","2008","Full Time","no degree/no degree yet","17","","",""
"Some worries","2008","Part Time","lower secondary degree","531","0.441316545414429","0.412555586771648","0.47007750405721"
"Some worries","2008","Part Time","secondary school degree","770","0.495534791356087","0.46998458333879","0.521084999373384"
"Some worries","2008","Part Time","college entrance qualification","737","0.562866846612551","0.536046763715822","0.589686929509281"
"Some worries","2008","Part Time","Other degree","106","0.400502311028629","0.337176546331484","0.463828075725774"
"Some worries","2008","Part Time","no degree/no degree yet","54","0.530024855508948","0.433167285680327","0.626882425337568"
"Some worries","2008","Not Working","lower secondary degree","1549","0.433357293798235","0.417070150343307","0.449644437253163"
"Some worries","2008","Not Working","secondary school degree","669","0.435288930261547","0.410709570630641","0.459868289892454"
"Some worries","2008","Not Working","college entrance qualification","712","0.527898049081281","0.501238228689923","0.554557869472639"
"Some worries","2008","Not Working","Other degree","177","0.4639898446573","0.41589330721819","0.512086382096411"
"Some worries","2008","Not Working","no degree/no degree yet","209","0.469621713949854","0.421075873232088","0.518167554667619"
"No worries","2008","Full Time","lower secondary degree","227","0.122989518278156","0.107658945645235","0.138320090911077"
"No worries","2008","Full Time","secondary school degree","427","0.152544105544971","0.139004691912407","0.166083519177534"
"No worries","2008","Full Time","college entrance qualification","451","0.202069996790558","0.186269598891075","0.217870394690041"
"No worries","2008","Full Time","Other degree","39","0.145348744763966","0.105264844159927","0.185432645368006"
"No worries","2008","Full Time","no degree/no degree yet","13","","",""
"No worries","2008","Part Time","lower secondary degree","136","0.118440876377488","0.099724495433561","0.137157257321416"
"No worries","2008","Part Time","secondary school degree","195","0.157606918339357","0.138986613396526","0.176227223282187"
"No worries","2008","Part Time","college entrance qualification","245","0.196234171675234","0.174760688520411","0.217707654830057"
"No worries","2008","Part Time","Other degree","30","0.152224005747283","0.105797467349158","0.198650544145409"
"No worries","2008","Part Time","no degree/no degree yet","13","","",""
"No worries","2008","Not Working","lower secondary degree","405","0.107435278723557","0.097257323616357","0.117613233830758"
"No worries","2008","Not Working","secondary school degree","185","0.10382846293047","0.0887060049102852","0.118950920950654"
"No worries","2008","Not Working","college entrance qualification","191","0.146321457162435","0.127447390497202","0.165195523827668"
"No worries","2008","Not Working","Other degree","48","0.114556840444348","0.0838408925443284","0.145272788344367"
"No worries","2008","Not Working","no degree/no degree yet","80","0.181377237495805","0.143895615718762","0.218858859272848"
"Big worries","2009","Full Time","lower secondary degree","546","0.361035039068536","0.337419419687959","0.384650658449112"
"Big worries","2009","Full Time","secondary school degree","780","0.307296538948127","0.289493638994537","0.325099438901717"
"Big worries","2009","Full Time","college entrance qualification","536","0.219418569974679","0.202732193878801","0.236104946070557"
"Big worries","2009","Full Time","Other degree","86","0.40531812389648","0.34433793283007","0.466298314962891"
