"plh0039","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Schleswig-Holstein","West Germany","153","0.30585904230215","0.267455611614314","0.344262472989986"
"Big worries","2008","Schleswig-Holstein","East Germany","","","",""
"Big worries","2008","Hamburg","West Germany","90","0.327426503984683","0.2727524013924","0.382100606576967"
"Big worries","2008","Hamburg","East Germany","","","",""
"Big worries","2008","Lower Saxony","West Germany","686","0.416541195363933","0.393410725560074","0.439671665167791"
"Big worries","2008","Lower Saxony","East Germany","","","",""
"Big worries","2008","Bremen","West Germany","41","0.405497377341997","0.323280927509008","0.487713827174985"
"Big worries","2008","Bremen","East Germany","","","",""
"Big worries","2008","North Rhine-Westphalia","West Germany","1521","0.384627347666135","0.369413063363186","0.399841631969083"
"Big worries","2008","North Rhine-Westphalia","East Germany","","","",""
"Big worries","2008","Hesse","West Germany","459","0.335840323209466","0.310284854809405","0.361395791609528"
"Big worries","2008","Hesse","East Germany","","","",""
"Big worries","2008","Rhineland-Palatinate,Saarland","West Germany","415","0.382954954043119","0.354175994085681","0.411733914000558"
"Big worries","2008","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Big worries","2008","Baden-Württemberg","West Germany","767","0.336638687886603","0.317597334931669","0.355680040841538"
"Big worries","2008","Baden-Württemberg","East Germany","","","",""
"Big worries","2008","Bavaria","West Germany","957","0.374671524630558","0.356587157179602","0.392755892081515"
"Big worries","2008","Bavaria","East Germany","","","",""
"Big worries","2008","Berlin","West Germany","166","0.42779688202871","0.378567300323282","0.477026463734139"
"Big worries","2008","Berlin","East Germany","131","0.435668493998027","0.382412168288504","0.48892481970755"
"Big worries","2008","Brandenburg","West Germany","","","",""
"Big worries","2008","Brandenburg","East Germany","268","0.274694529505594","0.244273015917912","0.305116043093276"
"Big worries","2008","Mecklenburg-Western Pomerania","West Germany","","","",""
"Big worries","2008","Mecklenburg-Western Pomerania","East Germany","187","0.410098155792294","0.366592959745829","0.453603351838758"
"Big worries","2008","Saxony","West Germany","","","",""
"Big worries","2008","Saxony","East Germany","428","0.29417296911797","0.270555650021416","0.317790288214523"
"Big worries","2008","Saxony-Anhalt","West Germany","","","",""
"Big worries","2008","Saxony-Anhalt","East Germany","293","0.396946005415489","0.363355765647664","0.430536245183315"
"Big worries","2008","Thuringia","West Germany","","","",""
"Big worries","2008","Thuringia","East Germany","298","0.341237545419583","0.309947469083397","0.372527621755769"
"Some worries","2008","Schleswig-Holstein","West Germany","254","0.49112466315866","0.449458155706998","0.532791170610322"
"Some worries","2008","Schleswig-Holstein","East Germany","","","",""
"Some worries","2008","Hamburg","West Germany","127","0.461928554851377","0.403843787973107","0.520013321729647"
"Some worries","2008","Hamburg","East Germany","","","",""
"Some worries","2008","Lower Saxony","West Germany","843","0.467388788175939","0.443979151537474","0.490798424814404"
"Some worries","2008","Lower Saxony","East Germany","","","",""
"Some worries","2008","Bremen","West Germany","71","0.452147252254426","0.368806066054901","0.535488438453951"
"Some worries","2008","Bremen","East Germany","","","",""
"Some worries","2008","North Rhine-Westphalia","West Germany","1952","0.494003720724669","0.478368604169809","0.509638837279528"
"Some worries","2008","North Rhine-Westphalia","East Germany","","","",""
"Some worries","2008","Hesse","West Germany","675","0.535618510182439","0.508632019520616","0.562605000844262"
"Some worries","2008","Hesse","East Germany","","","",""
