"plh0039","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2008","no migration background","Male","2593","0.327220476086157","0.316916981228566","0.337523970943748","1"
"Big worries","2008","no migration background","Female","3255","0.399035931508443","0.388747625944219","0.409324237072666","1"
"Big worries","2008","direct migration background","Male","339","0.37230127232215","0.340343497093823","0.404259047550476","1"
"Big worries","2008","direct migration background","Female","413","0.407540455368307","0.377399991398275","0.437680919338339","1"
"Big worries","2008","indirect migration background","Male","121","0.290135095017447","0.243830627636547","0.336439562398347","1"
"Big worries","2008","indirect migration background","Female","139","0.361391347959101","0.314312657943012","0.40847003797519","1"
"No worries","2008","no migration background","Female","1068","0.117311532814894","0.110550894846537","0.124072170783252","3"
"No worries","2008","direct migration background","Male","126","0.151217021087065","0.127533169900625","0.174900872273505","3"
"No worries","2008","indirect migration background","Female","58","0.134947864054453","0.101465027393683","0.168430700715222","3"
"No worries","2008","no migration background","Male","1355","0.171927183678535","0.163641383062027","0.180212984295043","3"
"No worries","2008","direct migration background","Female","119","0.108243957737915","0.0891867142943014","0.127301201181528","3"
"No worries","2008","indirect migration background","Male","67","0.229618277553216","0.186705055826277","0.272531499280156","3"
"Some worries","2008","direct migration background","Female","489","0.484215586893779","0.453561477037479","0.514869696750078","2"
"Some worries","2008","direct migration background","Male","414","0.476481706590786","0.443464319586324","0.509499093595247","2"
"Some worries","2008","no migration background","Male","4018","0.500852340235308","0.489872467324349","0.511832213146267","2"
"Some worries","2008","no migration background","Female","4380","0.483652535676663","0.473153452941254","0.494151618412072","2"
"Some worries","2008","indirect migration background","Male","181","0.480246627429337","0.429270630517863","0.53122262434081","2"
"Some worries","2008","indirect migration background","Female","203","0.503660787986446","0.454663001700543","0.552658574272349","2"
"Big worries","2009","no migration background","Male","2325","0.317037975311898","0.306511142345856","0.32756480827794","1"
"Big worries","2009","no migration background","Female","2938","0.38508138697471","0.374516106874816","0.395646667074603","1"
"Big worries","2009","direct migration background","Male","267","0.380546302078847","0.346027996200258","0.415064607957436","1"
"Big worries","2009","direct migration background","Female","349","0.406628405803713","0.374572573670435","0.438684237936991","1"
"Big worries","2009","indirect migration background","Male","98","0.248264620291444","0.202612728238445","0.293916512344442","1"
"Big worries","2009","indirect migration background","Female","129","0.340294332737059","0.291753188000357","0.388835477473761","1"
"No worries","2009","no migration background","Male","1309","0.172243170057197","0.163701039549292","0.180785300565103","3"
"No worries","2009","no migration background","Female","965","0.109901418223661","0.103110685536854","0.116692150910469","3"
"No worries","2009","direct migration background","Male","114","0.153138417645234","0.127535492389431","0.178741342901037","3"
"No worries","2009","direct migration background","Female","118","0.10862557056564","0.0883187961988331","0.128932344932447","3"
