"plh0039","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2008","in school","92","0.31997234034925","0.271311428136422","0.368633252562078","1"
"Big worries","2008","inadequately","66","0.389193257556186","0.318744434072604","0.459642081039768","1"
"Big worries","2008","general elemantary","789","0.404461206241521","0.383063934651227","0.425858477831816","1"
"Big worries","2008","middle vocational","3708","0.388213797031119","0.378533897977562","0.397893696084676","1"
"Big worries","2008","vocational + Abi","343","0.309959988470336","0.282617426838187","0.337302550102485","1"
"Big worries","2008","higher vocational","524","0.39031673186129","0.364890376703036","0.415743087019545","1"
"Big worries","2008","higher education","1237","0.285591456220172","0.271924359225895","0.299258553214449","1"
"No worries","2008","higher education","689","0.186431081624706","0.174647245748033","0.19821491750138","3"
"No worries","2008","higher vocational","173","0.128061095748076","0.110644028815982","0.145478162680169","3"
"No worries","2008","vocational + Abi","166","0.141902707356854","0.121272060202484","0.162533354511224","3"
"No worries","2008","general elemantary","312","0.148796267437007","0.133280340979476","0.164312193894539","3"
"No worries","2008","middle vocational","1266","0.124236628652399","0.117684932872001","0.130788324432796","3"
"No worries","2008","in school","68","0.172838737269354","0.133395152842567","0.21228232169614","3"
"No worries","2008","inadequately","39","0.167955743651115","0.113941310462221","0.221970176840009","3"
"Some worries","2008","higher education","2270","0.527977462155122","0.512872508013195","0.543082416297048","2"
"Some worries","2008","higher vocational","717","0.481622172390634","0.455578643473733","0.507665701307535","2"
"Some worries","2008","in school","193","0.507188922381396","0.455035135400197","0.559342709362596","2"
"Some worries","2008","general elemantary","920","0.446742526321471","0.425067620115844","0.468417432527099","2"
"Some worries","2008","vocational + Abi","590","0.54813730417281","0.518713611952635","0.577560996392986","2"
"Some worries","2008","middle vocational","4763","0.487549574316482","0.477621367260779","0.497477781372185","2"
"Some worries","2008","inadequately","79","0.442850998792699","0.371079226280675","0.514622771304722","2"
"Big worries","2009","in school","72","0.267407669004964","0.217977642206242","0.316837695803685","1"
"Big worries","2009","inadequately","66","0.418419843735864","0.343377744701136","0.493461942770591","1"
"Big worries","2009","general elemantary","669","0.385787144113179","0.363243006600614","0.408331281625744","1"
"Big worries","2009","middle vocational","3337","0.378973882766438","0.368988794499136","0.388958971033741","1"
