"plh0039","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","1-pers.-HH","1132","0.370353666395183","0.353173577490009","0.387533755300357"
"Big worries","2008","(Married) couple without C. ","2820","0.411217270423646","0.399737023304612","0.422697517542681"
"Big worries","2008","Single parent ","339","0.319269040736519","0.291542267321403","0.346995814151636"
"Big worries","2008","Couple + C. LE 16 ","1037","0.32975077054503","0.313459609300904","0.346041931789155"
"Big worries","2008","Couple + C. GT 16 ","1052","0.335949687326074","0.319974522104833","0.351924852547315"
"Big worries","2008","Couple + C. LE and GT 16","359","0.29566563443575","0.269984893222988","0.321346375648513"
"Some worries","2008","1-pers.-HH","1406","0.466237541170514","0.448489665576977","0.48398541676405"
"Some worries","2008","(Married) couple without C. ","3391","0.475836149752855","0.464184154967112","0.487488144538598"
"Some worries","2008","Single parent ","551","0.481319712533142","0.451603060826835","0.511036364239449"
"Some worries","2008","Couple + C. LE 16 ","1704","0.528876424598004","0.511578838790233","0.546174010405776"
"Some worries","2008","Couple + C. GT 16 ","1790","0.513074046418493","0.496168499313454","0.529979593523532"
"Some worries","2008","Couple + C. LE and GT 16","653","0.530600993194893","0.502516098291105","0.55868588809868"
"No worries","2008","1-pers.-HH","497","0.163408792434303","0.150254632994351","0.176562951874255"
"No worries","2008","(Married) couple without C. ","846","0.112946579823498","0.10556159747033","0.120331562176667"
"No worries","2008","Single parent ","196","0.199411246730339","0.175647618734106","0.223174874726571"
"No worries","2008","Couple + C. LE 16 ","458","0.141372804856966","0.129299498299327","0.153446111414604"
"No worries","2008","Couple + C. GT 16 ","516","0.150976266255433","0.138866883661283","0.163085648849583"
"No worries","2008","Couple + C. LE and GT 16","201","0.173733372369357","0.152411790530987","0.195054954207727"
"Big worries","2009","1-pers.-HH","1022","0.357637679833202","0.340168978883406","0.375106380782998"
"Big worries","2009","(Married) couple without C. ","2529","0.397901442976386","0.386132914877106","0.409669971075667"
"Big worries","2009","Single parent ","307","0.336632921405162","0.307196450349977","0.366069392460346"
"Big worries","2009","Couple + C. LE 16 ","855","0.318519456079801","0.301405552893683","0.335633359265919"
"Big worries","2009","Couple + C. GT 16 ","968","0.322521768477336","0.306198015918511","0.338845521036161"
"Big worries","2009","Couple + C. LE and GT 16","320","0.269377150701172","0.243978462438415","0.294775838963929"
"Some worries","2009","1-pers.-HH","1406","0.483191880516984","0.464979218646396","0.501404542387572"
"Some worries","2009","(Married) couple without C. ","3351","0.490818220473559","0.478798417083162","0.502838023863956"
"Some worries","2009","Single parent ","536","0.513333459872362","0.48219866388118","0.544468255863544"
"Some worries","2009","Couple + C. LE 16 ","1551","0.543868655378961","0.525573069094099","0.562164241663823"
"Some worries","2009","Couple + C. GT 16 ","1668","0.513866302161626","0.496412271006464","0.531320333316788"
"Some worries","2009","Couple + C. LE and GT 16","633","0.53751618685666","0.508971299907909","0.566061073805411"
"No worries","2009","1-pers.-HH","464","0.159170439649814","0.145837247426133","0.172503631873494"
"No worries","2009","(Married) couple without C. ","765","0.111280336550055","0.103719110737701","0.118841562362408"
"No worries","2009","Single parent ","147","0.150033618722477","0.127788964461615","0.172278272983338"
"No worries","2009","Couple + C. LE 16 ","441","0.137611888541238","0.12495771706164","0.150266060020836"
"No worries","2009","Couple + C. GT 16 ","514","0.163611929361038","0.150693663682138","0.176530195039938"
"No worries","2009","Couple + C. LE and GT 16","219","0.193106662442168","0.170507571030288","0.215705753854048"
"Big worries","2010","1-pers.-HH","971","0.356788375096274","0.338831484932738","0.37474526525981"
"Big worries","2010","(Married) couple without C. ","2482","0.409027844173476","0.396899817524986","0.421155870821966"
"Big worries","2010","Single parent ","238","0.257463531342588","0.228705552284126","0.286221510401051"
"Big worries","2010","Couple + C. LE 16 ","735","0.298882151108268","0.281097321875131","0.316666980341404"
"Big worries","2010","Couple + C. GT 16 ","849","0.302779958780045","0.285837073946994","0.319722843613096"
"Big worries","2010","Couple + C. LE and GT 16","312","0.302282580005349","0.274478163026132","0.330086996984566"
"Some worries","2010","1-pers.-HH","1288","0.462083459905384","0.443395301923773","0.480771617886995"
"Some worries","2010","(Married) couple without C. ","3042","0.469180295914238","0.456869855325273","0.481490736503204"
"Some worries","2010","Single parent ","492","0.55149871244513","0.518787570422087","0.584209854468174"
"Some worries","2010","Couple + C. LE 16 ","1400","0.53790804073592","0.518538361822892","0.557277719648949"
"Some worries","2010","Couple + C. GT 16 ","1503","0.535555931772375","0.517164819647648","0.553947043897103"
"Some worries","2010","Couple + C. LE and GT 16","579","0.543838724572221","0.513683558736151","0.573993890408291"
"No worries","2010","1-pers.-HH","475","0.181128164998342","0.166692067833487","0.195564262163197"
"No worries","2010","(Married) couple without C. ","789","0.121791859912285","0.113724376950755","0.129859342873816"
"No worries","2010","Single parent ","158","0.191037756212281","0.165181518093356","0.216893994331206"
"No worries","2010","Couple + C. LE 16 ","410","0.163209808155812","0.148852083666553","0.17756753264507"
"No worries","2010","Couple + C. GT 16 ","473","0.16166410944758","0.148088644842222","0.175239574052937"
"No worries","2010","Couple + C. LE and GT 16","157","0.15387869542243","0.132032640924608","0.175724749920253"
"Big worries","2011","1-pers.-HH","1195","0.337629580026266","0.32194243629734","0.353316723755192"
"Big worries","2011","(Married) couple without C. ","2973","0.380423369524823","0.369807311453653","0.391039427595993"
"Big worries","2011","Single parent ","355","0.305654955693727","0.27907534733444","0.332234564053014"
"Big worries","2011","Couple + C. LE 16 ","937","0.297540299984506","0.281431190189264","0.313649409779748"
"Big worries","2011","Couple + C. GT 16 ","998","0.321532248526837","0.305285999723955","0.337778497329719"
"Big worries","2011","Couple + C. LE and GT 16","372","0.287136195619285","0.261800822790413","0.312471568448156"
"Some worries","2011","1-pers.-HH","1649","0.48115936486247","0.464585086471196","0.497733643253743"
"Some worries","2011","(Married) couple without C. ","4037","0.491994777278996","0.481062855583271","0.50292669897472"
"Some worries","2011","Single parent ","576","0.484728128304792","0.455893622307285","0.513562634302299"
"Some worries","2011","Couple + C. LE 16 ","1617","0.547732635866792","0.530195047570954","0.56527022416263"
"Some worries","2011","Couple + C. GT 16 ","1632","0.51800817469497","0.500627590525672","0.535388758864268"
"Some worries","2011","Couple + C. LE and GT 16","655","0.531197652759164","0.503252723853669","0.559142581664658"
"No worries","2011","1-pers.-HH","647","0.181211055111264","0.168433390154959","0.193988720067569"
"No worries","2011","(Married) couple without C. ","1024","0.127581853196181","0.120286623413195","0.134877082979167"
"No worries","2011","Single parent ","223","0.209616916001481","0.186132640392919","0.233101191610044"
"No worries","2011","Couple + C. LE 16 ","540","0.154727064148702","0.141984126419835","0.167470001877569"
"No worries","2011","Couple + C. GT 16 ","545","0.160459576778193","0.147692841496982","0.173226312059404"
"No worries","2011","Couple + C. LE and GT 16","198","0.181666151621552","0.160074676591276","0.203257626651828"
"Big worries","2012","1-pers.-HH","1188","0.312303508286514","0.297281367309316","0.327325649263712"
"Big worries","2012","(Married) couple without C. ","2812","0.338700451633433","0.328400910147689","0.348999993119176"
"Big worries","2012","Single parent ","345","0.262606492987551","0.237635819626872","0.287577166348229"
"Big worries","2012","Couple + C. LE 16 ","773","0.258282987866866","0.242780103104392","0.273785872629339"
"Big worries","2012","Couple + C. GT 16 ","841","0.281151884101221","0.264967429829972","0.29733633837247"
"Big worries","2012","Couple + C. LE and GT 16","300","0.268228208618875","0.241902886135199","0.29455353110255"
"Some worries","2012","1-pers.-HH","1741","0.48609404532064","0.469892853168494","0.502295237472786"
"Some worries","2012","(Married) couple without C. ","4118","0.508858597172173","0.497979002350275","0.51973819199407"
"Some worries","2012","Single parent ","607","0.537799651539945","0.509508328235652","0.566090974844238"
"Some worries","2012","Couple + C. LE 16 ","1662","0.54022472300133","0.522572250934706","0.557877195067953"
