"plh0039","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","2009","no degree/no degree yet","East Germany","14","","",""
"Big worries","2010","lower secondary degree","West Germany","1755","0.430764872326308","0.415953917491114","0.445575827161503"
"Big worries","2010","lower secondary degree","East Germany","504","0.484244949551042","0.4541173248965","0.514372574205583"
"Big worries","2010","secondary school degree","West Germany","1105","0.354955072359191","0.338342429262316","0.371567715456066"
"Big worries","2010","secondary school degree","East Germany","635","0.352059648338829","0.330325042274365","0.373794254403292"
"Big worries","2010","college entrance qualification","West Germany","892","0.245018146000136","0.231042106318247","0.258994185682025"
"Big worries","2010","college entrance qualification","East Germany","275","0.270445422594869","0.243212681695493","0.297678163494245"
"Big worries","2010","Other degree","West Germany","269","0.385173449219872","0.348570364910943","0.421776533528802"
"Big worries","2010","Other degree","East Germany","12","","",""
"Big worries","2010","no degree/no degree yet","West Germany","98","0.276646485094635","0.23106535322222","0.322227616967049"
"Big worries","2010","no degree/no degree yet","East Germany","8","","",""
"Some worries","2010","lower secondary degree","West Germany","2049","0.453298826548392","0.438409180587958","0.468188472508826"
"Some worries","2010","lower secondary degree","East Germany","402","0.377054277183919","0.34783714150548","0.406271412862359"
"Some worries","2010","secondary school degree","West Germany","1648","0.507807492965821","0.490450515060305","0.525164470871337"
"Some worries","2010","secondary school degree","East Germany","929","0.491427858289071","0.468677811002829","0.514177905575312"
"Some worries","2010","college entrance qualification","West Germany","2037","0.544302315830853","0.528118711740602","0.560485919921105"
"Some worries","2010","college entrance qualification","East Germany","563","0.511703897140442","0.481057908625827","0.542349885655057"
"Some worries","2010","Other degree","West Germany","323","0.483337510227175","0.445750141840512","0.520924878613839"
"Some worries","2010","Other degree","East Germany","17","","",""
"Some worries","2010","no degree/no degree yet","West Germany","196","0.551386552644487","0.500709487243836","0.602063618045138"
"Some worries","2010","no degree/no degree yet","East Germany","28","","",""
"No worries","2010","lower secondary degree","West Germany","490","0.1159363011253","0.106360644369096","0.125511957881503"
"No worries","2010","lower secondary degree","East Germany","151","0.138700773265039","0.11786416306922","0.159537383460857"
"No worries","2010","secondary school degree","West Germany","434","0.137237434674988","0.125290981050805","0.149183888299171"
"No worries","2010","secondary school degree","East Germany","291","0.156512493372101","0.139978035256966","0.173046951487236"
"No worries","2010","college entrance qualification","West Germany","709","0.210679538169011","0.197428356649265","0.223930719688756"
"No worries","2010","college entrance qualification","East Germany","184","0.217850680264689","0.192543314654868","0.24315804587451"
"No worries","2010","Other degree","West Germany","87","0.131489040552953","0.106070791328683","0.156907289777222"
"No worries","2010","Other degree","East Germany","8","","",""
"No worries","2010","no degree/no degree yet","West Germany","76","0.171966962260878","0.133517207746776","0.210416716774979"
"No worries","2010","no degree/no degree yet","East Germany","10","","",""
"Big worries","2011","lower secondary degree","West Germany","2170","0.405511971761891","0.392371299334381","0.418652644189402"
"Big worries","2011","lower secondary degree","East Germany","517","0.437821783710205","0.41024153257983","0.465402034840579"
"Big worries","2011","secondary school degree","West Germany","1430","0.37062075111482","0.355499715541078","0.385741786688562"
"Big worries","2011","secondary school degree","East Germany","751","0.356948818014693","0.336969715394085","0.376927920635302"
"Big worries","2011","college entrance qualification","West Germany","1068","0.233148707500522","0.220728106914215","0.24556930808683"
"Big worries","2011","college entrance qualification","East Germany","300","0.270111796116631","0.244745339408256","0.295478252825007"
"Big worries","2011","Other degree","West Germany","398","0.350295413869628","0.321426161380086","0.379164666359169"
"Big worries","2011","Other degree","East Germany","24","","",""
"Big worries","2011","no degree/no degree yet","West Germany","148","0.320236098939986","0.278626961037687","0.361845236842284"
"Big worries","2011","no degree/no degree yet","East Germany","18","","",""
"Some worries","2011","lower secondary degree","West Germany","2576","0.48361058797522","0.470235989359417","0.496985186591022"
"Some worries","2011","lower secondary degree","East Germany","506","0.381701706749733","0.35469487732274","0.408708536176727"
"Some worries","2011","secondary school degree","West Germany","1949","0.489493414660132","0.473842686061374","0.505144143258889"
"Some worries","2011","secondary school degree","East Germany","1080","0.469094211092147","0.448283400321555","0.489905021862739"
"Some worries","2011","college entrance qualification","West Germany","2502","0.560445164738379","0.545865631933825","0.575024697542934"
"Some worries","2011","college entrance qualification","East Germany","659","0.544983087341898","0.516534209416337","0.573431965267458"
"Some worries","2011","Other degree","West Germany","500","0.507697130129964","0.477443403042322","0.537950857217607"
"Some worries","2011","Other degree","East Germany","33","0.540249463533886","0.424324435084696","0.656174491983076"
"Some worries","2011","no degree/no degree yet","West Germany","230","0.469251259012349","0.424744933986649","0.513757584038048"
"Some worries","2011","no degree/no degree yet","East Germany","32","0.431114728373376","0.313407696177969","0.548821760568783"
"No worries","2011","lower secondary degree","West Germany","617","0.110877440262889","0.102474203442807","0.119280677082971"
"No worries","2011","lower secondary degree","East Germany","220","0.180476509540062","0.159096712826778","0.201856306253346"
"No worries","2011","secondary school degree","West Germany","540","0.139885834225048","0.129025945431332","0.150745723018765"
"No worries","2011","secondary school degree","East Germany","378","0.17395697089316","0.158149132523794","0.189764809262525"
"No worries","2011","college entrance qualification","West Germany","882","0.206406127761098","0.194517521078801","0.218294734443395"
"No worries","2011","college entrance qualification","East Germany","218","0.184905116541471","0.162726298011898","0.207083935071044"
"No worries","2011","Other degree","West Germany","151","0.142007456000408","0.120884354909582","0.163130557091234"
"No worries","2011","Other degree","East Germany","14","","",""
"No worries","2011","no degree/no degree yet","West Germany","105","0.210512642047666","0.174155795544598","0.246869488550733"
"No worries","2011","no degree/no degree yet","East Germany","18","","",""
"Big worries","2012","lower secondary degree","West Germany","2012","0.374711932752611","0.361574522360389","0.387849343144834"
"Big worries","2012","lower secondary degree","East Germany","489","0.403906144123409","0.376845136210862","0.430967152035955"
"Big worries","2012","secondary school degree","West Germany","1231","0.298972561956968","0.284615514157722","0.313329609756214"
"Big worries","2012","secondary school degree","East Germany","690","0.311780618627109","0.292223158187717","0.331338079066501"
"Big worries","2012","college entrance qualification","West Germany","932","0.202688401191683","0.19093247889866","0.214444323484707"
"Big worries","2012","college entrance qualification","East Germany","282","0.254597754748303","0.229741841737152","0.279453667759455"
"Big worries","2012","Other degree","West Germany","419","0.370686157308542","0.34193401055392","0.399438304063163"
"Big worries","2012","Other degree","East Germany","27","","",""
"Big worries","2012","no degree/no degree yet","West Germany","137","0.304828277240126","0.263430696570114","0.346225857910139"
"Big worries","2012","no degree/no degree yet","East Germany","15","","",""
"Some worries","2012","lower secondary degree","West Germany","2521","0.494811179340602","0.481241563527952","0.508380795153251"
"Some worries","2012","lower secondary degree","East Germany","547","0.420853451330117","0.393626055911702","0.448080846748532"
"Some worries","2012","secondary school degree","West Germany","2049","0.533953432365335","0.518309413905534","0.549597450825136"
"Some worries","2012","secondary school degree","East Germany","1092","0.495944796508659","0.474835188249638","0.51705440476768"
"Some worries","2012","college entrance qualification","West Germany","2492","0.542132102046292","0.527562393064899","0.556701811027685"
"Some worries","2012","college entrance qualification","East Germany","642","0.506214180487475","0.477688005126593","0.534740355848358"
"Some worries","2012","Other degree","West Germany","516","0.488756513691175","0.458999206867694","0.518513820514655"
"Some worries","2012","Other degree","East Germany","38","0.445685932631074","0.3393938634898","0.551978001772347"
"Some worries","2012","no degree/no degree yet","West Germany","246","0.521265437083451","0.476341465631786","0.566189408535117"
"Some worries","2012","no degree/no degree yet","East Germany","37","0.533021000263259","0.416146462495189","0.649895538031329"
"No worries","2012","lower secondary degree","West Germany","682","0.130476887906787","0.121335159924407","0.139618615889166"
"No worries","2012","lower secondary degree","East Germany","227","0.175240404546474","0.154273842302549","0.196206966790399"
"No worries","2012","secondary school degree","West Germany","626","0.167074005677697","0.155375251318982","0.178772760036412"
"No worries","2012","secondary school degree","East Germany","373","0.192274584864232","0.175635966174552","0.208913203553912"
"No worries","2012","college entrance qualification","West Germany","1068","0.255179496762024","0.242430473393035","0.267928520131014"
"No worries","2012","college entrance qualification","East Germany","256","0.239188064764222","0.214848349220334","0.263527780308109"
"No worries","2012","Other degree","West Germany","149","0.140557329000284","0.119866940091941","0.161247717908627"
"No worries","2012","Other degree","East Germany","19","","",""
"No worries","2012","no degree/no degree yet","West Germany","92","0.173906285676422","0.139820478350787","0.207992093002058"
"No worries","2012","no degree/no degree yet","East Germany","18","","",""
"Big worries","2013","lower secondary degree","West Germany","1837","0.384651340589144","0.370735016080876","0.398567665097412"
"Big worries","2013","lower secondary degree","East Germany","440","0.402008179043623","0.373420826610602","0.430595531476644"
"Big worries","2013","secondary school degree","West Germany","1123","0.304707149041933","0.289706880277801","0.319707417806065"
"Big worries","2013","secondary school degree","East Germany","632","0.324526805461685","0.304078952907769","0.344974658015602"
"Big worries","2013","college entrance qualification","West Germany","924","0.218228889637079","0.205893394530743","0.230564384743415"
"Big worries","2013","college entrance qualification","East Germany","252","0.245451446804363","0.219797060055981","0.271105833552745"
"Big worries","2013","Other degree","West Germany","335","0.328611533928789","0.298504316083572","0.358718751774005"
"Big worries","2013","Other degree","East Germany","18","","",""
"Big worries","2013","no degree/no degree yet","West Germany","124","0.275355185100519","0.232635044852709","0.31807532534833"
"Big worries","2013","no degree/no degree yet","East Germany","20","","",""
"Some worries","2013","lower secondary degree","West Germany","2206","0.478005584093088","0.463717312184698","0.492293856001477"
"Some worries","2013","lower secondary degree","East Germany","478","0.398064795616475","0.369524358086852","0.426605233146098"
"Some worries","2013","secondary school degree","West Germany","1861","0.51612268788482","0.499836556217743","0.532408819551896"
"Some worries","2013","secondary school degree","East Germany","998","0.500294940278418","0.478458175967423","0.522131704589413"
"Some worries","2013","college entrance qualification","West Germany","2382","0.543175062806886","0.528298401749963","0.558051723863809"
"Some worries","2013","college entrance qualification","East Germany","606","0.537504790024946","0.50778265293056","0.567226927119332"
"Some worries","2013","Other degree","West Germany","432","0.477262129760149","0.445246447945982","0.509277811574315"
"Some worries","2013","Other degree","East Germany","37","0.536761205649265","0.423148931701403","0.650373479597126"
"Some worries","2013","no degree/no degree yet","West Germany","197","0.496937667662296","0.449120339650566","0.544754995674027"
"Some worries","2013","no degree/no degree yet","East Germany","31","0.52659066880538","0.407918570567571","0.645262767043188"
"No worries","2013","lower secondary degree","West Germany","652","0.137343075317768","0.12749723624772","0.147188914387816"
"No worries","2013","lower secondary degree","East Germany","212","0.199927025339902","0.176608052219265","0.223245998460538"
"No worries","2013","secondary school degree","West Germany","633","0.179170163073247","0.166672372341318","0.191667953805176"
"No worries","2013","secondary school degree","East Germany","384","0.175178254259897","0.158577091553755","0.191779416966039"
"No worries","2013","college entrance qualification","West Germany","1001","0.238596047556035","0.225866884749913","0.251325210362156"
"No worries","2013","college entrance qualification","East Germany","223","0.217043763170691","0.192469661916753","0.24161786442463"
"No worries","2013","Other degree","West Germany","168","0.194126336311063","0.168773999479097","0.219478673143028"
"No worries","2013","Other degree","East Germany","19","","",""
"No worries","2013","no degree/no degree yet","West Germany","99","0.227707147237184","0.187601753459861","0.267812541014507"
"No worries","2013","no degree/no degree yet","East Germany","17","","",""
"Big worries","2014","lower secondary degree","West Germany","","","",""
"Big worries","2014","lower secondary degree","East Germany","","","",""
"Big worries","2014","secondary school degree","West Germany","","","",""
"Big worries","2014","secondary school degree","East Germany","","","",""
"Big worries","2014","college entrance qualification","West Germany","","","",""
"Big worries","2014","college entrance qualification","East Germany","","","",""
"Big worries","2014","Other degree","West Germany","","","",""
"Big worries","2014","Other degree","East Germany","","","",""
"Big worries","2014","no degree/no degree yet","West Germany","","","",""
"Big worries","2014","no degree/no degree yet","East Germany","","","",""
"Some worries","2014","lower secondary degree","West Germany","","","",""
"Some worries","2014","lower secondary degree","East Germany","","","",""
"Some worries","2014","secondary school degree","West Germany","","","",""
"Some worries","2014","secondary school degree","East Germany","","","",""
"Some worries","2014","college entrance qualification","West Germany","","","",""
"Some worries","2014","college entrance qualification","East Germany","","","",""
"Some worries","2014","Other degree","West Germany","","","",""
"Some worries","2014","Other degree","East Germany","","","",""
"Some worries","2014","no degree/no degree yet","West Germany","","","",""
"Some worries","2014","no degree/no degree yet","East Germany","","","",""
"No worries","2014","lower secondary degree","West Germany","","","",""
"No worries","2014","lower secondary degree","East Germany","","","",""
"No worries","2014","secondary school degree","West Germany","","","",""
"No worries","2014","secondary school degree","East Germany","","","",""
"No worries","2014","college entrance qualification","West Germany","","","",""
"No worries","2014","college entrance qualification","East Germany","","","",""
"No worries","2014","Other degree","West Germany","","","",""
"No worries","2014","Other degree","East Germany","","","",""
"No worries","2014","no degree/no degree yet","West Germany","","","",""
"No worries","2014","no degree/no degree yet","East Germany","","","",""
"Big worries","2015","lower secondary degree","West Germany","","","",""
"Big worries","2015","lower secondary degree","East Germany","","","",""
"Big worries","2015","secondary school degree","West Germany","","","",""
"Big worries","2015","secondary school degree","East Germany","","","",""
"Big worries","2015","college entrance qualification","West Germany","","","",""
"Big worries","2015","college entrance qualification","East Germany","","","",""
"Big worries","2015","Other degree","West Germany","","","",""
"Big worries","2015","Other degree","East Germany","","","",""
"Big worries","2015","no degree/no degree yet","West Germany","","","",""
"Big worries","2015","no degree/no degree yet","East Germany","","","",""
"Some worries","2015","lower secondary degree","West Germany","","","",""
"Some worries","2015","lower secondary degree","East Germany","","","",""
"Some worries","2015","secondary school degree","West Germany","","","",""
"Some worries","2015","secondary school degree","East Germany","","","",""
"Some worries","2015","college entrance qualification","West Germany","","","",""
"Some worries","2015","college entrance qualification","East Germany","","","",""
"Some worries","2015","Other degree","West Germany","","","",""
"Some worries","2015","Other degree","East Germany","","","",""
"Some worries","2015","no degree/no degree yet","West Germany","","","",""
"Some worries","2015","no degree/no degree yet","East Germany","","","",""
"No worries","2015","lower secondary degree","West Germany","","","",""
"No worries","2015","lower secondary degree","East Germany","","","",""
"No worries","2015","secondary school degree","West Germany","","","",""
"No worries","2015","secondary school degree","East Germany","","","",""
"No worries","2015","college entrance qualification","West Germany","","","",""
"No worries","2015","college entrance qualification","East Germany","","","",""
"No worries","2015","Other degree","West Germany","","","",""
"No worries","2015","Other degree","East Germany","","","",""
"No worries","2015","no degree/no degree yet","West Germany","","","",""
"No worries","2015","no degree/no degree yet","East Germany","","","",""
"Big worries","2016","lower secondary degree","West Germany","","","",""
"Big worries","2016","lower secondary degree","East Germany","","","",""
"Big worries","2016","secondary school degree","West Germany","","","",""
"Big worries","2016","secondary school degree","East Germany","","","",""
"Big worries","2016","college entrance qualification","West Germany","","","",""
"Big worries","2016","college entrance qualification","East Germany","","","",""
"Big worries","2016","Other degree","West Germany","","","",""
"Big worries","2016","Other degree","East Germany","","","",""
"Big worries","2016","no degree/no degree yet","West Germany","","","",""
"Big worries","2016","no degree/no degree yet","East Germany","","","",""
"Some worries","2016","lower secondary degree","West Germany","","","",""
"Some worries","2016","lower secondary degree","East Germany","","","",""
"Some worries","2016","secondary school degree","West Germany","","","",""
"Some worries","2016","secondary school degree","East Germany","","","",""
"Some worries","2016","college entrance qualification","West Germany","","","",""
"Some worries","2016","college entrance qualification","East Germany","","","",""
"Some worries","2016","Other degree","West Germany","","","",""
"Some worries","2016","Other degree","East Germany","","","",""
"Some worries","2016","no degree/no degree yet","West Germany","","","",""
"Some worries","2016","no degree/no degree yet","East Germany","","","",""
"No worries","2016","lower secondary degree","West Germany","","","",""
"No worries","2016","lower secondary degree","East Germany","","","",""
"No worries","2016","secondary school degree","West Germany","","","",""
"No worries","2016","secondary school degree","East Germany","","","",""
"No worries","2016","college entrance qualification","West Germany","","","",""
"No worries","2016","college entrance qualification","East Germany","","","",""
"No worries","2016","Other degree","West Germany","","","",""
"No worries","2016","Other degree","East Germany","","","",""
"No worries","2016","no degree/no degree yet","West Germany","","","",""
"No worries","2016","no degree/no degree yet","East Germany","","","",""
"Big worries","2017","lower secondary degree","West Germany","","","",""
"Big worries","2017","lower secondary degree","East Germany","","","",""
"Big worries","2017","secondary school degree","West Germany","","","",""
"Big worries","2017","secondary school degree","East Germany","","","",""
"Big worries","2017","college entrance qualification","West Germany","","","",""
"Big worries","2017","college entrance qualification","East Germany","","","",""
"Big worries","2017","Other degree","West Germany","","","",""
"Big worries","2017","Other degree","East Germany","","","",""
"Big worries","2017","no degree/no degree yet","West Germany","","","",""
"Big worries","2017","no degree/no degree yet","East Germany","","","",""
"Some worries","2017","lower secondary degree","West Germany","","","",""
"Some worries","2017","lower secondary degree","East Germany","","","",""
"Some worries","2017","secondary school degree","West Germany","","","",""
"Some worries","2017","secondary school degree","East Germany","","","",""
"Some worries","2017","college entrance qualification","West Germany","","","",""
"Some worries","2017","college entrance qualification","East Germany","","","",""
"Some worries","2017","Other degree","West Germany","","","",""
"Some worries","2017","Other degree","East Germany","","","",""
"Some worries","2017","no degree/no degree yet","West Germany","","","",""
"Some worries","2017","no degree/no degree yet","East Germany","","","",""
"No worries","2017","lower secondary degree","West Germany","","","",""
"No worries","2017","lower secondary degree","East Germany","","","",""
"No worries","2017","secondary school degree","West Germany","","","",""
"No worries","2017","secondary school degree","East Germany","","","",""
"No worries","2017","college entrance qualification","West Germany","","","",""
"No worries","2017","college entrance qualification","East Germany","","","",""
"No worries","2017","Other degree","West Germany","","","",""
"No worries","2017","Other degree","East Germany","","","",""
"No worries","2017","no degree/no degree yet","West Germany","","","",""
"No worries","2017","no degree/no degree yet","East Germany","","","",""
"Big worries","2018","lower secondary degree","West Germany","2390","0.518537885004352","0.504306098996472","0.532769671012232"
"Big worries","2018","lower secondary degree","East Germany","516","0.534525285586176","0.50319958541993","0.565850985752422"
"Big worries","2018","secondary school degree","West Germany","2014","0.433120923776169","0.4190532960173","0.447188551535038"
"Big worries","2018","secondary school degree","East Germany","1201","0.51717313818108","0.497490357078426","0.536855919283734"
"Big worries","2018","college entrance qualification","West Germany","1582","0.256678693353693","0.245843550931021","0.267513835776365"
"Big worries","2018","college entrance qualification","East Germany","427","0.307815423032034","0.283781796226095","0.331849049837972"
"Big worries","2018","Other degree","West Germany","1143","0.448173505912936","0.429196178127594","0.467150833698279"
"Big worries","2018","Other degree","East Germany","144","0.375331230418664","0.32072064052421","0.429941820313118"
"Big worries","2018","no degree/no degree yet","West Germany","320","0.480717089065931","0.445242497718464","0.516191680413398"
"Big worries","2018","no degree/no degree yet","East Germany","41","0.374845641258635","0.291309751980129","0.458381530537142"
"Some worries","2018","lower secondary degree","West Germany","1904","0.400058987459058","0.386104805205663","0.414013169712453"
"Some worries","2018","lower secondary degree","East Germany","318","0.315840557534334","0.286647389703526","0.345033725365142"
"Some worries","2018","secondary school degree","West Germany","2237","0.457782042049688","0.443637548674363","0.471926535425014"
"Some worries","2018","secondary school degree","East Germany","1016","0.398183185310301","0.378901437962144","0.417464932658458"
"Some worries","2018","college entrance qualification","West Germany","3546","0.558680493446984","0.54636335736711","0.570997629526859"
"Some worries","2018","college entrance qualification","East Germany","770","0.5210541513865","0.495043705169036","0.547064597603963"
"Some worries","2018","Other degree","West Germany","1120","0.417002486399679","0.398187090149867","0.435817882649491"
"Some worries","2018","Other degree","East Germany","118","0.439775214211096","0.383794149570851","0.495756278851342"
"Some worries","2018","no degree/no degree yet","West Germany","310","0.342500048251959","0.30880634190548","0.376193754598438"
"Some worries","2018","no degree/no degree yet","East Germany","57","0.38915021320746","0.305014750877615","0.473285675537305"
"No worries","2018","lower secondary degree","West Germany","441","0.0814031275365896","0.0736143172451633","0.0891919378280159"
"No worries","2018","lower secondary degree","East Germany","140","0.14963415687949","0.127232152037514","0.172036161721467"
"No worries","2018","secondary school degree","West Germany","515","0.109097034174143","0.100246025903823","0.117948042444462"
"No worries","2018","secondary school degree","East Germany","259","0.0846436765086193","0.0736797750568832","0.0956075779603554"
"No worries","2018","college entrance qualification","West Germany","1115","0.184640813199323","0.175016056497123","0.194265569901523"
"No worries","2018","college entrance qualification","East Germany","220","0.171130425581467","0.151520773871612","0.190740077291321"
"No worries","2018","Other degree","West Germany","375","0.134824007687385","0.121790943277795","0.147857072096975"
"No worries","2018","Other degree","East Germany","40","0.18489355537024","0.141109834156339","0.228677276584141"
"No worries","2018","no degree/no degree yet","West Germany","132","0.17678286268211","0.149696674721819","0.203869050642401"
"No worries","2018","no degree/no degree yet","East Germany","31","0.236004145533905","0.162728685663121","0.309279605404688"
