"plh0039","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2008","66 and older","no migration background","1713","0.429842170256712","0.414397928746238","0.445286411767186","2"
"Some worries","2008","16-34 y.","direct migration background","189","0.497350133424736","0.446196208225013","0.54850405862446","2"
"Some worries","2008","66 and older","direct migration background","159","0.467197044329598","0.41635996578705","0.518034122872147","2"
"Some worries","2008","16-34 y.","no migration background","1849","0.525789320724685","0.509068947889317","0.542509693560053","2"
"Some worries","2008","66 and older","indirect migration background","8","","","","2"
"Big worries","2009","16-34 y.","indirect migration background","169","0.29642424841705","0.2569440954346","0.3359044013995","1"
"Big worries","2009","35-65 y.","no migration background","2805","0.348558527351304","0.338514892400187","0.358602162302422","1"
"Big worries","2009","16-34 y.","no migration background","736","0.23746551852651","0.222652332337386","0.252278704715633","1"
"Big worries","2009","16-34 y.","direct migration background","86","0.361378171911245","0.306742950930683","0.416013392891806","1"
"Big worries","2009","66 and older","no migration background","1722","0.452016115139866","0.436270615058984","0.467761615220748","1"
"Big worries","2009","66 and older","direct migration background","135","0.440719548321822","0.387869642347847","0.493569454295798","1"
"Big worries","2009","35-65 y.","direct migration background","395","0.392070902879101","0.362197604119918","0.421944201638283","1"
"Big worries","2009","35-65 y.","indirect migration background","55","0.277370304499552","0.213711397984629","0.341029211014476","1"
"Big worries","2009","66 and older","indirect migration background","3","","","","1"
"No worries","2009","35-65 y.","direct migration background","138","0.117356905824237","0.0976634787242417","0.137050332924233","3"
"No worries","2009","35-65 y.","no migration background","1221","0.132021974635287","0.124886993343089","0.139156955927486","3"
"No worries","2009","66 and older","indirect migration background","","","","","3"
"No worries","2009","35-65 y.","indirect migration background","27","","","","3"
"No worries","2009","66 and older","no migration background","366","0.0970378096591643","0.0876729584605642","0.106402660857764","3"
"No worries","2009","66 and older","direct migration background","41","0.121660255086952","0.0868622881768652","0.156458221997039","3"
"No worries","2009","16-34 y.","indirect migration background","92","0.216548901335418","0.180940664419598","0.252157138251239","3"
"No worries","2009","16-34 y.","direct migration background","53","0.171694554219348","0.12880580460304","0.214583303835657","3"
"No worries","2009","16-34 y.","no migration background","687","0.213947657042168","0.199671939035355","0.228223375048982","3"
"Some worries","2009","35-65 y.","direct migration background","493","0.490572191296662","0.459983056171706","0.521161326421618","2"
"Some worries","2009","35-65 y.","no migration background","4621","0.519419498013408","0.508888790295836","0.52995020573098","2"
"Some worries","2009","16-34 y.","indirect migration background","253","0.487026850247532","0.443816249840119","0.530237450654945","2"
"Some worries","2009","35-65 y.","indirect migration background","108","0.57839864456283","0.508182670803946","0.648614618321714","2"
"Some worries","2009","16-34 y.","direct migration background","158","0.466927273869407","0.410187484521515","0.523667063217299","2"
"Some worries","2009","66 and older","no migration background","1750","0.45094607520097","0.435203875707595","0.466688274694345","2"
"Some worries","2009","16-34 y.","no migration background","1747","0.548586824431322","0.531263618754934","0.56591003010771","2"
"Some worries","2009","66 and older","direct migration background","163","0.437620196591225","0.384810730328462","0.490429662853989","2"
"Some worries","2009","66 and older","indirect migration background","3","","","","2"
"Big worries","2010","35-65 y.","no migration background","2598","0.3448228653279","0.334364124832894","0.355281605822906","1"
"Big worries","2010","16-34 y.","no migration background","646","0.225710242410937","0.210479319555764","0.240941165266109","1"
"Big worries","2010","16-34 y.","direct migration background","56","0.279305978151463","0.222543931590264","0.336068024712662","1"
"Big worries","2010","16-34 y.","indirect migration background","115","0.262809297174143","0.222050686574046","0.30356790777424","1"
"Big worries","2010","66 and older","direct migration background","130","0.422221121635842","0.367503560661883","0.476938682609801","1"
"Big worries","2010","35-65 y.","direct migration background","352","0.360345509485321","0.329186549349437","0.391504469621205","1"
"Big worries","2010","35-65 y.","indirect migration background","63","0.259145101425947","0.198720960215558","0.319569242636337","1"
"Big worries","2010","66 and older","no migration background","1707","0.475445121974085","0.459375457863424","0.491514786084746","1"
"Big worries","2010","66 and older","indirect migration background","3","","","","1"
"No worries","2010","35-65 y.","direct migration background","117","0.129758539349655","0.107949399813017","0.151567678886292","3"
"No worries","2010","35-65 y.","indirect migration background","27","","","","3"
"No worries","2010","16-34 y.","indirect migration background","81","0.189907211081508","0.153587097739934","0.226227324423083","3"
"No worries","2010","35-65 y.","no migration background","1190","0.154454351787042","0.146502457518612","0.162406246055473","3"
"No worries","2010","66 and older","indirect migration background","","","","","3"
"No worries","2010","66 and older","no migration background","359","0.0918160041513627","0.0825240458420338","0.101107962460692","3"
"No worries","2010","66 and older","direct migration background","34","0.0905458597812325","0.0587551208270969","0.122336598735368","3"
"No worries","2010","16-34 y.","direct migration background","45","0.240426101155169","0.186360841458659","0.294491360851679","3"
"No worries","2010","16-34 y.","no migration background","674","0.243821149596945","0.228177186668689","0.259465112525201","3"
"Some worries","2010","35-65 y.","no migration background","4146","0.500722782885058","0.489720785344671","0.511724780425445","2"
"Some worries","2010","35-65 y.","direct migration background","443","0.509895951165025","0.477451861069667","0.542340041260383","2"
"Some worries","2010","16-34 y.","indirect migration background","252","0.547283491744349","0.501191187085293","0.593375796403405","2"
"Some worries","2010","16-34 y.","direct migration background","139","0.480267920693367","0.417059633586638","0.543476207800097","2"
"Some worries","2010","35-65 y.","indirect migration background","112","0.563720498261907","0.495331424145028","0.632109572378786","2"
"Some worries","2010","16-34 y.","no migration background","1574","0.530468607992118","0.512285798492719","0.548651417491518","2"
"Some worries","2010","66 and older","no migration background","1644","0.432738873874552","0.416796036984293","0.448681710764811","2"
"Some worries","2010","66 and older","indirect migration background","3","","","","2"
"Some worries","2010","66 and older","direct migration background","149","0.487233018582926","0.431859221609453","0.542606815556398","2"
"Big worries","2011","66 and older","indirect migration background","3","","","","1"
"Big worries","2011","16-34 y.","no migration background","796","0.238875341405928","0.224511112709392","0.253239570102463","1"
"Big worries","2011","16-34 y.","direct migration background","119","0.315438818385652","0.267569470780305","0.363308165990998","1"
"Big worries","2011","16-34 y.","indirect migration background","151","0.290604924742365","0.251352896647213","0.329856952837517","1"
"Big worries","2011","35-65 y.","no migration background","3227","0.342091173147817","0.332680244511756","0.351502101783878","1"
"Big worries","2011","35-65 y.","direct migration background","452","0.338460758816216","0.311832077643099","0.365089439989332","1"
"Big worries","2011","35-65 y.","indirect migration background","92","0.313742779916507","0.258497678004083","0.368987881828932","1"
"Big worries","2011","66 and older","no migration background","1954","0.424212944944918","0.410013943335541","0.438411946554295","1"
"Big worries","2011","66 and older","direct migration background","175","0.442336649037398","0.394084862237613","0.490588435837182","1"
"No worries","2011","16-34 y.","indirect migration background","94","0.198242245126209","0.163776615244694","0.232707875007723","3"
"No worries","2011","35-65 y.","no migration background","1478","0.14487646318521","0.137894267165897","0.151858659204522","3"
"No worries","2011","35-65 y.","direct migration background","149","0.114127357457403","0.0962337372002889","0.132020977714517","3"
"No worries","2011","35-65 y.","indirect migration background","41","0.156317545455781","0.113080419512519","0.199554671399042","3"
"No worries","2011","66 and older","no migration background","518","0.111944153285519","0.102885664554447","0.121002642016591","3"
"No worries","2011","66 and older","direct migration background","60","0.155927663482537","0.120682274700448","0.191173052264626","3"
"No worries","2011","66 and older","indirect migration background","1","","","","3"
"No worries","2011","16-34 y.","direct migration background","67","0.193082369850082","0.152421214155485","0.23374352554468","3"
"No worries","2011","16-34 y.","no migration background","846","0.254390259459969","0.239718750603808","0.269061768316131","3"
"Some worries","2011","16-34 y.","indirect migration background","269","0.511152830131426","0.467938431974701","0.554367228288151","2"
"Some worries","2011","35-65 y.","no migration background","5057","0.513032363666973","0.503117171853274","0.522947555480672","2"
"Some worries","2011","16-34 y.","direct migration background","176","0.491478811764266","0.439979582183705","0.542978041344827","2"
"Some worries","2011","35-65 y.","direct migration background","612","0.547411883726382","0.519401028144493","0.57542273930827","2"
"Some worries","2011","16-34 y.","no migration background","1743","0.506734399134103","0.489892178090018","0.523576620178189","2"
"Some worries","2011","35-65 y.","indirect migration background","138","0.529939674627712","0.470516826806541","0.589362522448884","2"
"Some worries","2011","66 and older","indirect migration background","2","","","","2"
"Some worries","2011","66 and older","no migration background","2182","0.463842901769563","0.449515534657271","0.478170268881854","2"
"Some worries","2011","66 and older","direct migration background","172","0.401735687480066","0.354107106603474","0.449364268356657","2"
"Big worries","2012","66 and older","indirect migration background","2","","","","1"
"Big worries","2012","16-34 y.","no migration background","661","0.191277214756328","0.177827537488698","0.204726892023958","1"
"Big worries","2012","16-34 y.","direct migration background","103","0.270331395836834","0.224000381142829","0.316662410530838","1"
"Big worries","2012","16-34 y.","indirect migration background","119","0.207551932160779","0.171643301275396","0.243460563046162","1"
"Big worries","2012","35-65 y.","direct migration background","458","0.382266003770957","0.35452802712805","0.410003980413864","1"
"Big worries","2012","35-65 y.","indirect migration background","87","0.24615161683791","0.197160965151153","0.295142268524666","1"
"Big worries","2012","66 and older","no migration background","1949","0.409269460934834","0.395324563855429","0.423214358014239","1"
"Big worries","2012","35-65 y.","no migration background","2826","0.289722264603318","0.280681711878306","0.298762817328329","1"
"Big worries","2012","66 and older","direct migration background","160","0.392896691378127","0.345272469366031","0.440520913390223","1"
"No worries","2012","35-65 y.","no migration background","1700","0.180619404742492","0.172952589673682","0.188286219811303","3"
"No worries","2012","16-34 y.","indirect migration background","113","0.247079403060412","0.208889996332976","0.285268809787849","3"
"No worries","2012","66 and older","direct migration background","63","0.157892198525893","0.122335486872344","0.193448910179443","3"
"No worries","2012","35-65 y.","direct migration background","191","0.157214264909882","0.136436647205011","0.177991882614753","3"
"No worries","2012","66 and older","no migration background","534","0.113772921164484","0.104767419841978","0.12277842248699","3"
"No worries","2012","66 and older","indirect migration background","","","","","3"
"No worries","2012","35-65 y.","indirect migration background","59","0.211928527015319","0.165450532574794","0.258406521455845","3"
"No worries","2012","16-34 y.","direct migration background","71","0.179228832089816","0.139218171500298","0.219239492679333","3"
"No worries","2012","16-34 y.","no migration background","917","0.285579074725336","0.270132909418972","0.3010252400317","3"
"Some worries","2012","16-34 y.","indirect migration background","258","0.545368664778809","0.50128021541444","0.589457114143177","2"
"Some worries","2012","35-65 y.","no migration background","5146","0.52965833065419","0.51971127428827","0.539605387020111","2"
"Some worries","2012","16-34 y.","direct migration background","179","0.55043977207335","0.498546675965414","0.602332868181287","2"
"Some worries","2012","35-65 y.","direct migration background","530","0.460519731319161","0.432068367293076","0.488971095345246","2"
"Some worries","2012","16-34 y.","no migration background","1707","0.523143710518336","0.506063836388544","0.540223584648127","2"
"Some worries","2012","35-65 y.","indirect migration background","151","0.541919856146771","0.485255738314546","0.598583973978997","2"
"Some worries","2012","66 and older","indirect migration background","4","","","","2"
"Some worries","2012","66 and older","no migration background","2293","0.476957617900682","0.462792367128948","0.491122868672416","2"
"Some worries","2012","66 and older","direct migration background","181","0.44921111009598","0.400707368824737","0.497714851367223","2"
"Big worries","2013","66 and older","indirect migration background","2","","","","1"
"Big worries","2013","16-34 y.","direct migration background","76","0.281027469959014","0.228749410723145","0.333305529194884","1"
"Big worries","2013","16-34 y.","indirect migration background","110","0.203954551635327","0.165556115241574","0.242352988029081","1"
"Big worries","2013","35-65 y.","no migration background","2595","0.296303614859751","0.286820664005397","0.305786565714105","1"
"Big worries","2013","16-34 y.","no migration background","600","0.197286626898699","0.183013068302364","0.211560185495034","1"
"Big worries","2013","35-65 y.","indirect migration background","98","0.316434717575349","0.26243919824012","0.370430236910579","1"
"Big worries","2013","66 and older","no migration background","1834","0.409624204309493","0.395374376412419","0.423874032206567","1"
"Big worries","2013","66 and older","direct migration background","154","0.412847529265188","0.362612668921127","0.463082389609249","1"
"Big worries","2013","35-65 y.","direct migration background","363","0.313249997724108","0.284827964211893","0.341672031236324","1"
"No worries","2013","35-65 y.","direct migration background","173","0.18059158185087","0.157018886912576","0.204164276789164","3"
"No worries","2013","16-34 y.","direct migration background","74","0.266896241244397","0.215451276623493","0.318341205865301","3"
"No worries","2013","16-34 y.","indirect migration background","108","0.300523859402677","0.256831666877781","0.344216051927574","3"
"No worries","2013","35-65 y.","no migration background","1660","0.184820309388112","0.17675940282941","0.192881215946814","3"
"No worries","2013","66 and older","indirect migration background","","","","","3"
"No worries","2013","35-65 y.","indirect migration background","55","0.205050847174135","0.158177483455592","0.251924210892678","3"
"No worries","2013","66 and older","no migration background","550","0.121084202012728","0.111631196325793","0.130537207699662","3"
"No worries","2013","66 and older","direct migration background","67","0.181291015004451","0.141982392370929","0.220599637637972","3"
"No worries","2013","16-34 y.","no migration background","849","0.278644918159818","0.262564279225722","0.294725557093914","3"
"Some worries","2013","16-34 y.","indirect migration background","205","0.495521588961995","0.447875145296724","0.543168032627267","2"
"Some worries","2013","16-34 y.","direct migration background","134","0.452076288796589","0.3941927821976","0.509959795395577","2"
"Some worries","2013","16-34 y.","no migration background","1537","0.524068454941483","0.506155408805689","0.541981501077277","2"
"Some worries","2013","35-65 y.","no migration background","4652","0.518876075752137","0.508499772283319","0.529252379220955","2"
"Some worries","2013","35-65 y.","direct migration background","487","0.506158420425022","0.475521343023752","0.536795497826292","2"
"Some worries","2013","35-65 y.","indirect migration background","132","0.478514435250516","0.420518931054303","0.536509939446728","2"
"Some worries","2013","66 and older","indirect migration background","3","","","","2"
"Some worries","2013","66 and older","direct migration background","148","0.405861455730361","0.355758000553515","0.455964910907207","2"
"Some worries","2013","66 and older","no migration background","2191","0.469291593677779","0.45483047425368","0.483752713101879","2"
"Big worries","2014","66 and older","indirect migration background","","","","","1"
"Big worries","2014","66 and older","direct migration background","","","","","1"
"Big worries","2014","35-65 y.","no migration background","","","","","1"
"Big worries","2014","16-34 y.","no migration background","","","","","1"
"Big worries","2014","16-34 y.","indirect migration background","","","","","1"
"Big worries","2014","35-65 y.","direct migration background","","","","","1"
"Big worries","2014","16-34 y.","direct migration background","","","","","1"
"Big worries","2014","66 and older","no migration background","","","","","1"
"Big worries","2014","35-65 y.","indirect migration background","","","","","1"
"No worries","2014","16-34 y.","direct migration background","","","","","3"
"No worries","2014","35-65 y.","indirect migration background","","","","","3"
"No worries","2014","16-34 y.","indirect migration background","","","","","3"
"No worries","2014","35-65 y.","no migration background","","","","","3"
"No worries","2014","35-65 y.","direct migration background","","","","","3"
"No worries","2014","66 and older","no migration background","","","","","3"
"No worries","2014","66 and older","direct migration background","","","","","3"
"No worries","2014","66 and older","indirect migration background","","","","","3"
"No worries","2014","16-34 y.","no migration background","","","","","3"
"Some worries","2014","16-34 y.","direct migration background","","","","","2"
"Some worries","2014","16-34 y.","indirect migration background","","","","","2"
"Some worries","2014","16-34 y.","no migration background","","","","","2"
"Some worries","2014","35-65 y.","no migration background","","","","","2"
"Some worries","2014","66 and older","indirect migration background","","","","","2"
"Some worries","2014","35-65 y.","direct migration background","","","","","2"
"Some worries","2014","66 and older","direct migration background","","","","","2"
"Some worries","2014","35-65 y.","indirect migration background","","","","","2"
"Some worries","2014","66 and older","no migration background","","","","","2"
"Big worries","2015","66 and older","indirect migration background","","","","","1"
"Big worries","2015","66 and older","direct migration background","","","","","1"
"Big worries","2015","16-34 y.","no migration background","","","","","1"
"Big worries","2015","16-34 y.","direct migration background","","","","","1"
"Big worries","2015","16-34 y.","indirect migration background","","","","","1"
"Big worries","2015","35-65 y.","no migration background","","","","","1"
"Big worries","2015","35-65 y.","direct migration background","","","","","1"
"Big worries","2015","35-65 y.","indirect migration background","","","","","1"
"Big worries","2015","66 and older","no migration background","","","","","1"
"No worries","2015","16-34 y.","direct migration background","","","","","3"
"No worries","2015","16-34 y.","indirect migration background","","","","","3"
"No worries","2015","35-65 y.","no migration background","","","","","3"
"No worries","2015","35-65 y.","direct migration background","","","","","3"
"No worries","2015","35-65 y.","indirect migration background","","","","","3"
"No worries","2015","66 and older","no migration background","","","","","3"
"No worries","2015","66 and older","direct migration background","","","","","3"
"No worries","2015","66 and older","indirect migration background","","","","","3"
"No worries","2015","16-34 y.","no migration background","","","","","3"
"Some worries","2015","16-34 y.","direct migration background","","","","","2"
"Some worries","2015","16-34 y.","indirect migration background","","","","","2"
"Some worries","2015","16-34 y.","no migration background","","","","","2"
"Some worries","2015","35-65 y.","no migration background","","","","","2"
"Some worries","2015","66 and older","indirect migration background","","","","","2"
"Some worries","2015","35-65 y.","direct migration background","","","","","2"
"Some worries","2015","66 and older","direct migration background","","","","","2"
"Some worries","2015","35-65 y.","indirect migration background","","","","","2"
"Some worries","2015","66 and older","no migration background","","","","","2"
"Big worries","2016","66 and older","indirect migration background","","","","","1"
"Big worries","2016","66 and older","direct migration background","","","","","1"
"Big worries","2016","16-34 y.","direct migration background","","","","","1"
"Big worries","2016","16-34 y.","indirect migration background","","","","","1"
"Big worries","2016","16-34 y.","no migration background","","","","","1"
"Big worries","2016","35-65 y.","indirect migration background","","","","","1"
"Big worries","2016","66 and older","no migration background","","","","","1"
"Big worries","2016","35-65 y.","no migration background","","","","","1"
"Big worries","2016","35-65 y.","direct migration background","","","","","1"
"No worries","2016","16-34 y.","no migration background","","","","","3"
"No worries","2016","16-34 y.","indirect migration background","","","","","3"
"No worries","2016","35-65 y.","no migration background","","","","","3"
"No worries","2016","35-65 y.","direct migration background","","","","","3"
"No worries","2016","16-34 y.","direct migration background","","","","","3"
"No worries","2016","66 and older","no migration background","","","","","3"
"No worries","2016","66 and older","direct migration background","","","","","3"
"No worries","2016","66 and older","indirect migration background","","","","","3"
"No worries","2016","35-65 y.","indirect migration background","","","","","3"
"Some worries","2016","16-34 y.","direct migration background","","","","","2"
"Some worries","2016","16-34 y.","no migration background","","","","","2"
"Some worries","2016","16-34 y.","indirect migration background","","","","","2"
"Some worries","2016","66 and older","indirect migration background","","","","","2"
"Some worries","2016","35-65 y.","no migration background","","","","","2"
"Some worries","2016","66 and older","direct migration background","","","","","2"
"Some worries","2016","66 and older","no migration background","","","","","2"
"Some worries","2016","35-65 y.","direct migration background","","","","","2"
"Some worries","2016","35-65 y.","indirect migration background","","","","","2"
"Big worries","2017","66 and older","indirect migration background","","","","","1"
"Big worries","2017","66 and older","direct migration background","","","","","1"
"Big worries","2017","66 and older","no migration background","","","","","1"
"Big worries","2017","16-34 y.","direct migration background","","","","","1"
"Big worries","2017","16-34 y.","indirect migration background","","","","","1"
"Big worries","2017","35-65 y.","no migration background","","","","","1"
"Big worries","2017","16-34 y.","no migration background","","","","","1"
"Big worries","2017","35-65 y.","indirect migration background","","","","","1"
"Big worries","2017","35-65 y.","direct migration background","","","","","1"
"No worries","2017","16-34 y.","no migration background","","","","","3"
"No worries","2017","35-65 y.","no migration background","","","","","3"
"No worries","2017","35-65 y.","direct migration background","","","","","3"
"No worries","2017","16-34 y.","direct migration background","","","","","3"
"No worries","2017","16-34 y.","indirect migration background","","","","","3"
"No worries","2017","66 and older","direct migration background","","","","","3"
"No worries","2017","66 and older","indirect migration background","","","","","3"
"No worries","2017","35-65 y.","indirect migration background","","","","","3"
"No worries","2017","66 and older","no migration background","","","","","3"
"Some worries","2017","16-34 y.","no migration background","","","","","2"
"Some worries","2017","16-34 y.","direct migration background","","","","","2"
"Some worries","2017","66 and older","indirect migration background","","","","","2"
"Some worries","2017","16-34 y.","indirect migration background","","","","","2"
"Some worries","2017","66 and older","direct migration background","","","","","2"
"Some worries","2017","35-65 y.","no migration background","","","","","2"
"Some worries","2017","66 and older","no migration background","","","","","2"
"Some worries","2017","35-65 y.","indirect migration background","","","","","2"
"Some worries","2017","35-65 y.","direct migration background","","","","","2"
"Big worries","2018","66 and older","indirect migration background","11","","","","1"
"Big worries","2018","66 and older","direct migration background","234","0.526016079223203","0.479518799851871","0.572513358594536","1"
"Big worries","2018","66 and older","no migration background","2334","0.514012022796731","0.499532407074358","0.528491638519105","1"
"Big worries","2018","35-65 y.","indirect migration background","290","0.37962003188791","0.34394891280195","0.415291150973869","1"
"Big worries","2018","16-34 y.","no migration background","1110","0.2834262758967","0.269411248023451","0.297441303769949","1"
"Big worries","2018","16-34 y.","direct migration background","415","0.392111816522178","0.362803808315916","0.421419824728441","1"
"Big worries","2018","35-65 y.","no migration background","4174","0.399507399962309","0.390362614154803","0.408652185769816","1"
"Big worries","2018","35-65 y.","direct migration background","1281","0.437828220231747","0.419787186505973","0.455869253957521","1"
"Big worries","2018","16-34 y.","indirect migration background","325","0.292471802138235","0.263962109143228","0.320981495133242","1"
"No worries","2018","16-34 y.","no migration background","801","0.204401469676258","0.191860461116693","0.216942478235823","3"
"No worries","2018","16-34 y.","direct migration background","183","0.187963410824077","0.164510651517307","0.211416170130848","3"
"No worries","2018","16-34 y.","indirect migration background","177","0.203871774685155","0.178622510523744","0.229121038846565","3"
"No worries","2018","35-65 y.","no migration background","1412","0.120536525768003","0.114457618307891","0.126615433228115","3"
"No worries","2018","35-65 y.","direct migration background","393","0.120685510321915","0.108839429179871","0.132531591463959","3"
"No worries","2018","35-65 y.","indirect migration background","102","0.145308375043385","0.119404583415644","0.171212166671127","3"
"No worries","2018","66 and older","no migration background","389","0.0878524898447232","0.0796514823172926","0.0960534973721539","3"
"No worries","2018","66 and older","direct migration background","39","0.0757708855479455","0.0511282455784252","0.100413525517466","3"
"No worries","2018","66 and older","indirect migration background","2","","","","3"
"Some worries","2018","16-34 y.","no migration background","2061","0.512172254427042","0.496627468561556","0.527717040292527","2"
"Some worries","2018","66 and older","indirect migration background","7","","","","2"
"Some worries","2018","16-34 y.","direct migration background","468","0.419924772653744","0.390297109661342","0.449552435646147","2"
"Some worries","2018","66 and older","direct migration background","170","0.398213035228851","0.352627679081068","0.443798391376634","2"
"Some worries","2018","16-34 y.","indirect migration background","476","0.50365642317661","0.472320892420161","0.534991953933059","2"
"Some worries","2018","66 and older","no migration background","1854","0.398135487358545","0.383953978252639","0.412316996464452","2"
"Some worries","2018","35-65 y.","indirect migration background","319","0.475071593068705","0.4383651029032","0.51177808323421","2"
"Some worries","2018","35-65 y.","no migration background","5434","0.479956074269688","0.470628299435109","0.489283849104267","2"
"Some worries","2018","35-65 y.","direct migration background","1231","0.441486269446337","0.423429063535706","0.459543475356969","2"
