"plh0039","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2008","Schleswig-Holstein","Male","67","0.290367796481814","0.235297334509999","0.345438258453628","1"
"Big worries","2008","Schleswig-Holstein","Female","86","0.319064886580073","0.265602414516907","0.372527358643238","1"
"Big worries","2008","Hamburg","Male","40","0.308657159991011","0.229853563597208","0.387460756384813","1"
"Big worries","2008","Hamburg","Female","50","0.346487326230919","0.270589331556747","0.422385320905091","1"
"Big worries","2008","Lower Saxony","Male","305","0.385201489743318","0.352272569297286","0.418130410189349","1"
"Big worries","2008","Lower Saxony","Female","381","0.446080824020831","0.413712965330581","0.478448682711081","1"
"Big worries","2008","Bremen","Male","17","","","","1"
"Big worries","2008","Bremen","Female","24","","","","1"
"Big worries","2008","North Rhine-Westphalia","Male","689","0.356721415771344","0.334969084845206","0.378473746697482","1"
"Big worries","2008","North Rhine-Westphalia","Female","832","0.412085766965265","0.390856311360695","0.433315222569834","1"
"Big worries","2008","Hesse","Male","209","0.300769226259579","0.264930733668178","0.336607718850981","1"
"Big worries","2008","Hesse","Female","250","0.37236521186131","0.336109553732845","0.408620869989774","1"
"Big worries","2008","Rhineland-Palatinate,Saarland","Male","169","0.332775194799147","0.291264781591972","0.374285608006323","1"
"Big worries","2008","Rhineland-Palatinate,Saarland","Female","246","0.420910556748494","0.381439515060021","0.460381598436967","1"
"Big worries","2008","Baden-Württemberg","Male","330","0.288821757220839","0.26250148281237","0.315142031629308","1"
"Big worries","2008","Baden-Württemberg","Female","437","0.382605837056574","0.355411225178587","0.409800448934562","1"
"Big worries","2008","Bavaria","Male","421","0.338201566971063","0.312592283926344","0.363810850015782","1"
"Big worries","2008","Bavaria","Female","536","0.407169952607203","0.381802955163797","0.432536950050608","1"
"Big worries","2008","Berlin","Male","130","0.396428082024146","0.343571769654007","0.449284394394285","1"
"Big worries","2008","Berlin","Female","167","0.461425270062556","0.412076227496904","0.510774312628207","1"
"Big worries","2008","Brandenburg","Male","125","0.252069996012729","0.209196289052972","0.294943702972486","1"
"Big worries","2008","Brandenburg","Female","143","0.297156053620256","0.254110738828647","0.340201368411865","1"
