"plh0039","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Full Time","Male","1448","0.287743522973851","0.275132030836409","0.300355015111293"
"Big worries","2008","Full Time","Female","812","0.347179928628627","0.328614478986879","0.365745378270375"
"Big worries","2008","Part Time","Male","368","0.304258985668363","0.278259737653353","0.330258233683372"
"Big worries","2008","Part Time","Female","1116","0.376724355125829","0.359945830690024","0.393502879561633"
"Big worries","2008","Not Working","Male","1237","0.414965939325966","0.397511205621963","0.43242067302997"
"Big worries","2008","Not Working","Female","1879","0.439407194233244","0.424732285588275","0.454082102878214"
"Some worries","2008","Full Time","Male","2646","0.535554747115625","0.521661150281789","0.549448343949461"
"Some worries","2008","Full Time","Female","1378","0.52863176007082","0.509165245355736","0.548098274785904"
"Some worries","2008","Part Time","Male","576","0.455391162799241","0.427249489383599","0.483532836214883"
"Some worries","2008","Part Time","Female","1688","0.50105477434064","0.483741832292914","0.518367716388366"
"Some worries","2008","Not Working","Male","1391","0.450742923145217","0.433116316404486","0.468369529885949"
"Some worries","2008","Not Working","Female","2006","0.450900411888807","0.43618799780487","0.465612825972744"
"No worries","2008","Full Time","Male","856","0.176701729910524","0.166076349353491","0.187327110467558"
"No worries","2008","Full Time","Female","336","0.124188311300553","0.111327239960723","0.137049382640382"
"No worries","2008","Part Time","Male","259","0.240349851532396","0.216203916933677","0.264495786131115"
"No worries","2008","Part Time","Female","400","0.122220870533531","0.110879457969041","0.133562283098021"
"No worries","2008","Not Working","Male","433","0.134291137528816","0.122212275118421","0.146369999939212"
"No worries","2008","Not Working","Female","509","0.109692393877949","0.10045230042176","0.118932487334138"
"Big worries","2009","Full Time","Male","1252","0.288406145203031","0.275284716691247","0.301527573714815"
"Big worries","2009","Full Time","Female","751","0.319142815258931","0.300547651541126","0.337737978976737"
"Big worries","2009","Part Time","Male","346","0.286472339237372","0.260577310486975","0.31236736798777"
"Big worries","2009","Part Time","Female","990","0.354016416132469","0.337028183152357","0.37100464911258"
"Big worries","2009","Not Working","Male","1092","0.39023903206227","0.372361390001599","0.408116674122942"
"Big worries","2009","Not Working","Female","1675","0.445812412390308","0.430329244773147","0.461295580007468"
"Some worries","2009","Full Time","Male","2485","0.539617338069064","0.52518072898662","0.554053947151508"
"Some worries","2009","Full Time","Female","1331","0.546044938209439","0.526183985265454","0.565905891153424"
"Some worries","2009","Part Time","Male","585","0.492445122615123","0.463810592132522","0.521079653097724"
"Some worries","2009","Part Time","Female","1668","0.53482579636345","0.51710677418944","0.55254481853746"
"Some worries","2009","Not Working","Male","1353","0.45406152287653","0.43581440501974","0.472308640733321"
"Some worries","2009","Not Working","Female","1874","0.454983976358369","0.439472325299712","0.470495627417026"
"No worries","2009","Full Time","Male","842","0.171976516727905","0.161046554267432","0.182906479188378"
"No worries","2009","Full Time","Female","332","0.134812246531629","0.121188413487932","0.148436079575327"
"No worries","2009","Part Time","Male","240","0.221082538147504","0.19731454112309","0.244850535171919"
"No worries","2009","Part Time","Female","386","0.111157787504082","0.0999915194337024","0.122324055574461"
"No worries","2009","Not Working","Male","415","0.1556994450612","0.14241152079678","0.168987369325619"
"No worries","2009","Not Working","Female","410","0.0992036112513238","0.089891837844892","0.108515384657756"
"Big worries","2010","Full Time","Male","1131","0.28625017874222","0.272550765501616","0.299949591982824"
"Big worries","2010","Full Time","Female","671","0.298370520662435","0.279511042147728","0.317229999177141"
"Big worries","2010","Part Time","Male","314","0.294121025162689","0.266958921477295","0.321283128848083"
"Big worries","2010","Part Time","Female","948","0.350937043771052","0.333287631826669","0.368586455715436"
"Big worries","2010","Not Working","Male","1049","0.384947556247047","0.366535825618369","0.403359286875726"
"Big worries","2010","Not Working","Female","1557","0.467051390123761","0.45085032727434","0.483252452973183"
"Some worries","2010","Full Time","Male","2237","0.516018079347631","0.500871899649392","0.531164259045871"
"Some worries","2010","Full Time","Female","1252","0.544213999234934","0.52368521853107","0.564742779938798"
"Some worries","2010","Part Time","Male","532","0.465965350381312","0.436228376336118","0.495702324426507"
"Some worries","2010","Part Time","Female","1503","0.524982095517583","0.506514963359395","0.543449227675772"
"Some worries","2010","Not Working","Male","1237","0.464903772599869","0.446031020539554","0.483776524660184"
"Some worries","2010","Not Working","Female","1701","0.436216810853971","0.420113107361885","0.452320514346056"
"No worries","2010","Full Time","Male","814","0.197731741910149","0.185660440953317","0.20980304286698"
"No worries","2010","Full Time","Female","338","0.157415480102631","0.142403835745015","0.172427124460247"
"No worries","2010","Part Time","Male","235","0.239913624455999","0.214457389315741","0.265369859596257"
"No worries","2010","Part Time","Female","358","0.124080860711365","0.111889375165101","0.136272346257628"
"No worries","2010","Not Working","Male","397","0.150148671153083","0.136631992776424","0.163665349529743"
"No worries","2010","Not Working","Female","385","0.0967317990222681","0.087133119351461","0.106330478693075"
"Big worries","2011","Full Time","Male","1395","0.280834844322705","0.268384370931789","0.293285317713622"
"Big worries","2011","Full Time","Female","844","0.310170165092899","0.292931922012673","0.327408408173124"
"Big worries","2011","Part Time","Male","383","0.297551669197297","0.273316155939604","0.321787182454989"
"Big worries","2011","Part Time","Female","1229","0.358599655149869","0.342697493310812","0.374501816988926"
"Big worries","2011","Not Working","Male","1237","0.376873691715303","0.360451315968389","0.393296067462217"
"Big worries","2011","Not Working","Female","1881","0.419599103768965","0.405333434465763","0.433864773072167"
"Some worries","2011","Full Time","Male","2599","0.521702026030554","0.507862966344504","0.535541085716605"
"Some worries","2011","Full Time","Female","1509","0.537558048501513","0.518977295932484","0.556138801070541"
"Some worries","2011","Part Time","Male","670","0.479704658719896","0.453221134906264","0.506188182533528"
"Some worries","2011","Part Time","Female","1783","0.514267673877138","0.497695489465947","0.530839858288329"
"Some worries","2011","Not Working","Male","1599","0.472103378994815","0.455185612535747","0.489021145453882"
"Some worries","2011","Not Working","Female","2191","0.46674903631958","0.452327272512693","0.481170800126467"
"No worries","2011","Full Time","Male","1011","0.19746312964674","0.186434499943748","0.208491759349732"
"No worries","2011","Full Time","Female","413","0.152271786405588","0.138882419481586","0.16566115332959"
"No worries","2011","Part Time","Male","314","0.222743672082807","0.200686559774826","0.244800784390789"
"No worries","2011","Part Time","Female","482","0.127132670972993","0.116087070115736","0.138178271830251"
"No worries","2011","Not Working","Male","509","0.151022929289882","0.138888497205603","0.163157361374161"
"No worries","2011","Not Working","Female","525","0.113651859911455","0.104476961131902","0.122826758691008"
"Big worries","2012","Full Time","Male","1121","0.229235534995898","0.217395921888985","0.241075148102812"
"Big worries","2012","Full Time","Female","793","0.28112174168511","0.264341253169742","0.297902230200479"
"Big worries","2012","Part Time","Male","339","0.248292478945961","0.225135141862149","0.271449816029774"
"Big worries","2012","Part Time","Female","1111","0.308204797956468","0.292952912010648","0.323456683902289"
"Big worries","2012","Not Working","Male","1245","0.359887695243364","0.343913457875526","0.375861932611202"
"Big worries","2012","Not Working","Female","1756","0.394271078114949","0.380051054524832","0.408491101705066"
"Some worries","2012","Full Time","Male","2521","0.524002506436192","0.509935401940439","0.538069610931945"
"Some worries","2012","Full Time","Female","1458","0.532853017151076","0.514229564604074","0.551476469698079"
"Some worries","2012","Part Time","Male","646","0.457605299145724","0.430900726715269","0.48430987157618"
"Some worries","2012","Part Time","Female","1904","0.555185441446431","0.538771094469353","0.571599788423509"
"Some worries","2012","Not Working","Male","1686","0.485168773127084","0.46853512893068","0.501802417323488"
"Some worries","2012","Not Working","Female","2234","0.484660465829007","0.470118295425169","0.499202636232844"
"No worries","2012","Full Time","Male","1200","0.24676195856791","0.234618541100141","0.258905376035679"
"No worries","2012","Full Time","Female","506","0.186025241163813","0.171500074811035","0.200550407516592"
"No worries","2012","Part Time","Male","352","0.294102221908315","0.269679028559198","0.318525415257432"
"No worries","2012","Part Time","Female","506","0.136609760597101","0.125265935783378","0.147953585410824"
"No worries","2012","Not Working","Male","537","0.154943531629551","0.14290043593975","0.166986627319353"
"No worries","2012","Not Working","Female","547","0.121068456056044","0.111576477924659","0.130560434187429"
"Big worries","2013","Full Time","Male","1041","0.223662079344006","0.211360839757035","0.235963318930976"
"Big worries","2013","Full Time","Female","717","0.296704794016139","0.279016349706592","0.314393238325685"
"Big worries","2013","Part Time","Male","311","0.274924363524223","0.250222796870418","0.299625930178028"
"Big worries","2013","Part Time","Female","1000","0.303954498766467","0.288313251552666","0.319595745980267"
"Big worries","2013","Not Working","Male","1155","0.369540455849782","0.352743092812501","0.386337818887063"
"Big worries","2013","Not Working","Female","1608","0.387184179016969","0.37234271874768","0.402025639286258"
"Some worries","2013","Full Time","Male","2274","0.521651538019092","0.506905011534335","0.536398064503849"
"Some worries","2013","Full Time","Female","1382","0.526708779450873","0.507375388582405","0.546042170319341"
"Some worries","2013","Part Time","Male","628","0.476753942397672","0.44912104929044","0.504386835504904"
"Some worries","2013","Part Time","Female","1750","0.536653420060012","0.519696451749318","0.553610388370706"
"Some worries","2013","Not Working","Male","1495","0.463299113246739","0.445945960378738","0.480652266114741"
"Some worries","2013","Not Working","Female","1960","0.478335212703565","0.463115208040969","0.493555217366161"
"No worries","2013","Full Time","Male","1093","0.254686382636902","0.241824643743426","0.267548121530379"
"No worries","2013","Full Time","Female","463","0.176586426532988","0.161820993159455","0.191351859906522"
"No worries","2013","Part Time","Male","316","0.248321694078105","0.224418850608287","0.272224537547923"
"No worries","2013","Part Time","Female","572","0.159392081173522","0.146944688622561","0.171839473724482"
"No worries","2013","Not Working","Male","522","0.167160430903479","0.154175820658265","0.180145041148693"
