"ple0022","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2015","Lower Saxony","indirect migration background","93","0.84339341670167","0.773879213008502","0.912907620394838"
"No","2015","Bremen","no migration background","92","0.862056032170411","0.797904696046856","0.926207368293965"
"No","2015","Bremen","direct migration background","46","0.824170534690625","0.720703789177855","0.927637280203394"
"No","2015","Bremen","indirect migration background","7","","",""
"No","2015","North Rhine-Westphalia","no migration background","2888","0.799161427683731","0.785990080451959","0.812332774915504"
"No","2015","North Rhine-Westphalia","direct migration background","981","0.810113809763871","0.787562865305239","0.832664754222504"
"No","2015","North Rhine-Westphalia","indirect migration background","432","0.927840495890081","0.904497288770099","0.951183703010063"
"No","2015","Hesse","no migration background","1003","0.820050870572847","0.798316216120825","0.841785525024869"
"No","2015","Hesse","direct migration background","305","0.815664860932592","0.776208131998021","0.855121589867164"
"No","2015","Hesse","indirect migration background","132","0.956653400637601","0.923160038548523","0.990146762726679"
"No","2015","Rhineland-Palatinate,Saarland","no migration background","883","0.838040008083292","0.815830095624556","0.860249920542028"
"No","2015","Rhineland-Palatinate,Saarland","direct migration background","294","0.899734848749531","0.867426755565802","0.93204294193326"
"No","2015","Rhineland-Palatinate,Saarland","indirect migration background","106","0.953589046608672","0.91497133479498","0.992206758422364"
"No","2015","Baden-Württemberg","no migration background","1761","0.821608297049274","0.805111957792883","0.838104636305665"
"No","2015","Baden-Württemberg","direct migration background","511","0.809928382959032","0.779411289170906","0.840445476747157"
"No","2015","Baden-Württemberg","indirect migration background","270","0.917382580800551","0.886177626291004","0.948587535310098"
"No","2015","Bavaria","no migration background","2583","0.818639750033969","0.804989710999072","0.832289789068867"
"No","2015","Bavaria","direct migration background","619","0.827936540459049","0.800309690841499","0.855563390076599"
"No","2015","Bavaria","indirect migration background","241","0.937641125527118","0.908745013740107","0.96653723731413"
"No","2015","Berlin","no migration background","617","0.798862682324193","0.77009790135104","0.827627463297345"
"No","2015","Berlin","direct migration background","93","0.760947045698465","0.683993016705129","0.8379010746918"
"No","2015","Berlin","indirect migration background","47","0.923490467109542","0.851243369834182","0.995737564384901"
"No","2015","Brandenburg","no migration background","741","0.848575200112638","0.82489145236873","0.872258947856546"
"No","2015","Brandenburg","direct migration background","82","0.824535157618701","0.748841085716911","0.90022922952049"
"No","2015","Brandenburg","indirect migration background","12","","",""
"No","2015","Mecklenburg-Western Pomerania","no migration background","445","0.832960741166412","0.801264058020662","0.864657424312161"
"No","2015","Mecklenburg-Western Pomerania","direct migration background","13","","",""
"No","2015","Mecklenburg-Western Pomerania","indirect migration background","13","","",""
"No","2015","Saxony","no migration background","1196","0.830425889680558","0.811016982420361","0.849834796940755"
"No","2015","Saxony","direct migration background","50","0.800862683946189","0.702249911222013","0.899475456670365"
"No","2015","Saxony","indirect migration background","28","","",""
"No","2015","Saxony-Anhalt","no migration background","645","0.771992545563201","0.743276658197452","0.80070843292895"
"No","2015","Saxony-Anhalt","direct migration background","41","0.901390356368905","0.8161558774569","0.98662483528091"
"No","2015","Saxony-Anhalt","indirect migration background","18","","",""
"No","2015","Thuringia","no migration background","697","0.769064585393341","0.741125058336247","0.797004112450435"
"No","2015","Thuringia","direct migration background","30","0.602248764074262","0.446634278885398","0.757863249263125"
"No","2015","Thuringia","indirect migration background","12","","",""
"Yes","2016","Schleswig-Holstein","no migration background","","","",""
"Yes","2016","Schleswig-Holstein","direct migration background","","","",""
"Yes","2016","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2016","Hamburg","no migration background","","","",""
"Yes","2016","Hamburg","direct migration background","","","",""
"Yes","2016","Hamburg","indirect migration background","","","",""
"Yes","2016","Lower Saxony","no migration background","","","",""
"Yes","2016","Lower Saxony","direct migration background","","","",""
"Yes","2016","Lower Saxony","indirect migration background","","","",""
"Yes","2016","Bremen","no migration background","","","",""
"Yes","2016","Bremen","direct migration background","","","",""
"Yes","2016","Bremen","indirect migration background","","","",""
"Yes","2016","North Rhine-Westphalia","no migration background","","","",""
"Yes","2016","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2016","Hesse","no migration background","","","",""
"Yes","2016","Hesse","direct migration background","","","",""
"Yes","2016","Hesse","indirect migration background","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2016","Baden-Württemberg","no migration background","","","",""
"Yes","2016","Baden-Württemberg","direct migration background","","","",""
"Yes","2016","Baden-Württemberg","indirect migration background","","","",""
"Yes","2016","Bavaria","no migration background","","","",""
"Yes","2016","Bavaria","direct migration background","","","",""
"Yes","2016","Bavaria","indirect migration background","","","",""
"Yes","2016","Berlin","no migration background","","","",""
"Yes","2016","Berlin","direct migration background","","","",""
"Yes","2016","Berlin","indirect migration background","","","",""
"Yes","2016","Brandenburg","no migration background","","","",""
"Yes","2016","Brandenburg","direct migration background","","","",""
"Yes","2016","Brandenburg","indirect migration background","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2016","Saxony","no migration background","","","",""
"Yes","2016","Saxony","direct migration background","","","",""
"Yes","2016","Saxony","indirect migration background","","","",""
"Yes","2016","Saxony-Anhalt","no migration background","","","",""
"Yes","2016","Saxony-Anhalt","direct migration background","","","",""
"Yes","2016","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2016","Thuringia","no migration background","","","",""
"Yes","2016","Thuringia","direct migration background","","","",""
"Yes","2016","Thuringia","indirect migration background","","","",""
"No","2016","Schleswig-Holstein","no migration background","","","",""
"No","2016","Schleswig-Holstein","direct migration background","","","",""
"No","2016","Schleswig-Holstein","indirect migration background","","","",""
"No","2016","Hamburg","no migration background","","","",""
"No","2016","Hamburg","direct migration background","","","",""
"No","2016","Hamburg","indirect migration background","","","",""
"No","2016","Lower Saxony","no migration background","","","",""
"No","2016","Lower Saxony","direct migration background","","","",""
"No","2016","Lower Saxony","indirect migration background","","","",""
"No","2016","Bremen","no migration background","","","",""
"No","2016","Bremen","direct migration background","","","",""
"No","2016","Bremen","indirect migration background","","","",""
"No","2016","North Rhine-Westphalia","no migration background","","","",""
"No","2016","North Rhine-Westphalia","direct migration background","","","",""
"No","2016","North Rhine-Westphalia","indirect migration background","","","",""
"No","2016","Hesse","no migration background","","","",""
"No","2016","Hesse","direct migration background","","","",""
"No","2016","Hesse","indirect migration background","","","",""
"No","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2016","Baden-Württemberg","no migration background","","","",""
"No","2016","Baden-Württemberg","direct migration background","","","",""
"No","2016","Baden-Württemberg","indirect migration background","","","",""
"No","2016","Bavaria","no migration background","","","",""
"No","2016","Bavaria","direct migration background","","","",""
"No","2016","Bavaria","indirect migration background","","","",""
"No","2016","Berlin","no migration background","","","",""
"No","2016","Berlin","direct migration background","","","",""
"No","2016","Berlin","indirect migration background","","","",""
"No","2016","Brandenburg","no migration background","","","",""
"No","2016","Brandenburg","direct migration background","","","",""
"No","2016","Brandenburg","indirect migration background","","","",""
"No","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2016","Saxony","no migration background","","","",""
"No","2016","Saxony","direct migration background","","","",""
"No","2016","Saxony","indirect migration background","","","",""
"No","2016","Saxony-Anhalt","no migration background","","","",""
"No","2016","Saxony-Anhalt","direct migration background","","","",""
"No","2016","Saxony-Anhalt","indirect migration background","","","",""
"No","2016","Thuringia","no migration background","","","",""
"No","2016","Thuringia","direct migration background","","","",""
"No","2016","Thuringia","indirect migration background","","","",""
"Yes","2017","Schleswig-Holstein","no migration background","101","0.132661582340161","0.108561271676575","0.156761893003747"
"Yes","2017","Schleswig-Holstein","direct migration background","22","","",""
"Yes","2017","Schleswig-Holstein","indirect migration background","7","","",""
"Yes","2017","Hamburg","no migration background","46","0.111122605263013","0.0769538979395883","0.145291312586438"
"Yes","2017","Hamburg","direct migration background","17","","",""
"Yes","2017","Hamburg","indirect migration background","4","","",""
"Yes","2017","Lower Saxony","no migration background","356","0.192067021429288","0.175262813646175","0.208871229212401"
"Yes","2017","Lower Saxony","direct migration background","63","0.20255663579726","0.165868910106803","0.239244361487717"
"Yes","2017","Lower Saxony","indirect migration background","12","","",""
"Yes","2017","Bremen","no migration background","18","","",""
"Yes","2017","Bremen","direct migration background","6","","",""
"Yes","2017","Bremen","indirect migration background","2","","",""
"Yes","2017","North Rhine-Westphalia","no migration background","690","0.192902837982427","0.180386930401291","0.205418745563563"
"Yes","2017","North Rhine-Westphalia","direct migration background","183","0.148445425532585","0.128527365602691","0.16836348546248"
"Yes","2017","North Rhine-Westphalia","indirect migration background","41","0.0511780934685611","0.0321278322696499","0.0702283546674723"
"Yes","2017","Hesse","no migration background","174","0.155622407745953","0.135598923936619","0.175645891555286"
"Yes","2017","Hesse","direct migration background","65","0.173908455287143","0.136290929720242","0.211525980854044"
"Yes","2017","Hesse","indirect migration background","10","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","no migration background","163","0.168854655129709","0.146227554260476","0.191481755998943"
"Yes","2017","Rhineland-Palatinate,Saarland","direct migration background","55","0.153338579856285","0.11672373276557","0.189953426946999"
"Yes","2017","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Yes","2017","Baden-Württemberg","no migration background","291","0.163596069401008","0.147864744530342","0.179327394271673"
"Yes","2017","Baden-Württemberg","direct migration background","96","0.16440850935294","0.135442950072154","0.193374068633726"
"Yes","2017","Baden-Württemberg","indirect migration background","32","0.106822036873807","0.0713932654497067","0.142250808297908"
"Yes","2017","Bavaria","no migration background","482","0.163998249481159","0.151077978902065","0.176918520060253"
"Yes","2017","Bavaria","direct migration background","104","0.172068467705519","0.146297404122155","0.197839531288883"
"Yes","2017","Bavaria","indirect migration background","28","","",""
"Yes","2017","Berlin","no migration background","132","0.188229432165485","0.160814764172004","0.215644100158966"
"Yes","2017","Berlin","direct migration background","17","","",""
"Yes","2017","Berlin","indirect migration background","8","","",""
"Yes","2017","Brandenburg","no migration background","140","0.157008288085708","0.133588596825077","0.180427979346339"
"Yes","2017","Brandenburg","direct migration background","23","","",""
"Yes","2017","Brandenburg","indirect migration background","1","","",""
"Yes","2017","Mecklenburg-Western Pomerania","no migration background","92","0.199450062580164","0.166176100980881","0.232724024179446"
"Yes","2017","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Yes","2017","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Yes","2017","Saxony","no migration background","265","0.172162964690193","0.153494771322505","0.190831158057882"
"Yes","2017","Saxony","direct migration background","10","","",""
"Yes","2017","Saxony","indirect migration background","2","","",""
"Yes","2017","Saxony-Anhalt","no migration background","151","0.176475931412894","0.150997085343599","0.201954777482188"
"Yes","2017","Saxony-Anhalt","direct migration background","8","","",""
"Yes","2017","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2017","Thuringia","no migration background","163","0.181424301178658","0.156247300620615","0.206601301736702"
"Yes","2017","Thuringia","direct migration background","9","","",""
"Yes","2017","Thuringia","indirect migration background","2","","",""
"No","2017","Schleswig-Holstein","no migration background","660","0.867338417659839","0.843238106996253","0.891438728323425"
"No","2017","Schleswig-Holstein","direct migration background","124","0.764877770938115","0.696089478628757","0.833666063247474"
"No","2017","Schleswig-Holstein","indirect migration background","39","0.899267647094657","0.812291903805291","0.986243390384023"
"No","2017","Hamburg","no migration background","279","0.888877394736987","0.854708687413562","0.923046102060412"
"No","2017","Hamburg","direct migration background","81","0.840860030727609","0.768435357771766","0.913284703683452"
"No","2017","Hamburg","indirect migration background","41","0.958208252997956","0.899740412873162","1.01667609312275"
"No","2017","Lower Saxony","no migration background","1755","0.807932978570712","0.791128770787599","0.824737186353825"
"No","2017","Lower Saxony","direct migration background","398","0.79744336420274","0.760755638512283","0.834131089893197"
"No","2017","Lower Saxony","indirect migration background","125","0.910282931558834","0.862429449540096","0.958136413577573"
"No","2017","Bremen","no migration background","123","0.872438338524555","0.817374562590084","0.927502114459027"
"No","2017","Bremen","direct migration background","61","0.923950400242633","0.860478209973723","0.987422590511542"
"No","2017","Bremen","indirect migration background","10","","",""
"No","2017","North Rhine-Westphalia","no migration background","3128","0.807097162017573","0.794581254436437","0.819613069598709"
"No","2017","North Rhine-Westphalia","direct migration background","1041","0.851554574467415","0.83163651453752","0.871472634397309"
"No","2017","North Rhine-Westphalia","indirect migration background","473","0.948821906531439","0.929771645332528","0.96787216773035"
"No","2017","Hesse","no migration background","1085","0.844377592254047","0.824354108444714","0.864401076063381"
"No","2017","Hesse","direct migration background","325","0.826091544712857","0.788474019145956","0.863709070279758"
"No","2017","Hesse","indirect migration background","137","0.867733569185884","0.812968020861474","0.922499117510294"
"No","2017","Rhineland-Palatinate,Saarland","no migration background","890","0.831145344870291","0.808518244001057","0.853772445739524"
"No","2017","Rhineland-Palatinate,Saarland","direct migration background","317","0.846661420143715","0.810046573053001","0.88327626723443"
"No","2017","Rhineland-Palatinate,Saarland","indirect migration background","99","0.936796641604623","0.890905490256878","0.982687792952367"
"No","2017","Baden-Württemberg","no migration background","1833","0.836403930598992","0.820672605728327","0.852135255469658"
"No","2017","Baden-Württemberg","direct migration background","533","0.83559149064706","0.806625931366274","0.864557049927846"
"No","2017","Baden-Württemberg","indirect migration background","260","0.893177963126193","0.857749191702092","0.928606734550293"
"No","2017","Bavaria","no migration background","2673","0.836001750518841","0.823081479939747","0.848922021097935"
"No","2017","Bavaria","direct migration background","720","0.827931532294481","0.802160468711117","0.853702595877845"
"No","2017","Bavaria","indirect migration background","231","0.877351233017378","0.837401254729916","0.917301211304841"
"No","2017","Berlin","no migration background","649","0.811770567834515","0.784355899841034","0.839185235827996"
"No","2017","Berlin","direct migration background","137","0.859740497922604","0.804895431182939","0.914585564662269"
"No","2017","Berlin","indirect migration background","53","0.953353004950002","0.90043275588317","1.00627325401683"
"No","2017","Brandenburg","no migration background","787","0.842991711914292","0.819572020653661","0.866411403174923"
"No","2017","Brandenburg","direct migration background","76","0.823488995442851","0.74838807029628","0.898589920589422"
"No","2017","Brandenburg","indirect migration background","16","","",""
"No","2017","Mecklenburg-Western Pomerania","no migration background","462","0.800549937419836","0.767275975820554","0.833823899019119"
"No","2017","Mecklenburg-Western Pomerania","direct migration background","13","","",""
"No","2017","Mecklenburg-Western Pomerania","indirect migration background","9","","",""
"No","2017","Saxony","no migration background","1306","0.827837035309807","0.809168841942118","0.846505228677495"
"No","2017","Saxony","direct migration background","56","0.867649316517184","0.785894879547982","0.949403753486386"
"No","2017","Saxony","indirect migration background","25","","",""
"No","2017","Saxony-Anhalt","no migration background","709","0.823524068587106","0.798045222517812","0.849002914656401"
"No","2017","Saxony-Anhalt","direct migration background","39","0.816664345863698","0.70604160210492","0.927287089622475"
"No","2017","Saxony-Anhalt","indirect migration background","20","","",""
"No","2017","Thuringia","no migration background","737","0.818575698821342","0.793398698263298","0.843752699379385"
"No","2017","Thuringia","direct migration background","65","0.930932133096398","0.873158555282581","0.988705710910214"
"No","2017","Thuringia","indirect migration background","16","","",""
"Yes","2018","Schleswig-Holstein","no migration background","","","",""
"Yes","2018","Schleswig-Holstein","direct migration background","","","",""
"Yes","2018","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2018","Hamburg","no migration background","","","",""
"Yes","2018","Hamburg","direct migration background","","","",""
"Yes","2018","Hamburg","indirect migration background","","","",""
"Yes","2018","Lower Saxony","no migration background","","","",""
"Yes","2018","Lower Saxony","direct migration background","","","",""
"Yes","2018","Lower Saxony","indirect migration background","","","",""
"Yes","2018","Bremen","no migration background","","","",""
"Yes","2018","Bremen","direct migration background","","","",""
"Yes","2018","Bremen","indirect migration background","","","",""
"Yes","2018","North Rhine-Westphalia","no migration background","","","",""
"Yes","2018","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2018","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2018","Hesse","no migration background","","","",""
"Yes","2018","Hesse","direct migration background","","","",""
"Yes","2018","Hesse","indirect migration background","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2018","Baden-Württemberg","no migration background","","","",""
"Yes","2018","Baden-Württemberg","direct migration background","","","",""
"Yes","2018","Baden-Württemberg","indirect migration background","","","",""
"Yes","2018","Bavaria","no migration background","","","",""
"Yes","2018","Bavaria","direct migration background","","","",""
"Yes","2018","Bavaria","indirect migration background","","","",""
"Yes","2018","Berlin","no migration background","","","",""
"Yes","2018","Berlin","direct migration background","","","",""
"Yes","2018","Berlin","indirect migration background","","","",""
"Yes","2018","Brandenburg","no migration background","","","",""
"Yes","2018","Brandenburg","direct migration background","","","",""
"Yes","2018","Brandenburg","indirect migration background","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2018","Saxony","no migration background","","","",""
"Yes","2018","Saxony","direct migration background","","","",""
"Yes","2018","Saxony","indirect migration background","","","",""
"Yes","2018","Saxony-Anhalt","no migration background","","","",""
"Yes","2018","Saxony-Anhalt","direct migration background","","","",""
"Yes","2018","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2018","Thuringia","no migration background","","","",""
"Yes","2018","Thuringia","direct migration background","","","",""
"Yes","2018","Thuringia","indirect migration background","","","",""
"No","2018","Schleswig-Holstein","no migration background","","","",""
"No","2018","Schleswig-Holstein","direct migration background","","","",""
"No","2018","Schleswig-Holstein","indirect migration background","","","",""
"No","2018","Hamburg","no migration background","","","",""
"No","2018","Hamburg","direct migration background","","","",""
"No","2018","Hamburg","indirect migration background","","","",""
"No","2018","Lower Saxony","no migration background","","","",""
"No","2018","Lower Saxony","direct migration background","","","",""
"No","2018","Lower Saxony","indirect migration background","","","",""
"No","2018","Bremen","no migration background","","","",""
"No","2018","Bremen","direct migration background","","","",""
"No","2018","Bremen","indirect migration background","","","",""
"No","2018","North Rhine-Westphalia","no migration background","","","",""
"No","2018","North Rhine-Westphalia","direct migration background","","","",""
"No","2018","North Rhine-Westphalia","indirect migration background","","","",""
"No","2018","Hesse","no migration background","","","",""
"No","2018","Hesse","direct migration background","","","",""
"No","2018","Hesse","indirect migration background","","","",""
"No","2018","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2018","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2018","Baden-Württemberg","no migration background","","","",""
"No","2018","Baden-Württemberg","direct migration background","","","",""
"No","2018","Baden-Württemberg","indirect migration background","","","",""
"No","2018","Bavaria","no migration background","","","",""
"No","2018","Bavaria","direct migration background","","","",""
"No","2018","Bavaria","indirect migration background","","","",""
"No","2018","Berlin","no migration background","","","",""
"No","2018","Berlin","direct migration background","","","",""
"No","2018","Berlin","indirect migration background","","","",""
"No","2018","Brandenburg","no migration background","","","",""
"No","2018","Brandenburg","direct migration background","","","",""
"No","2018","Brandenburg","indirect migration background","","","",""
"No","2018","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2018","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2018","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2018","Saxony","no migration background","","","",""
"No","2018","Saxony","direct migration background","","","",""
"No","2018","Saxony","indirect migration background","","","",""
"No","2018","Saxony-Anhalt","no migration background","","","",""
"No","2018","Saxony-Anhalt","direct migration background","","","",""
"No","2018","Saxony-Anhalt","indirect migration background","","","",""
"No","2018","Thuringia","no migration background","","","",""
"No","2018","Thuringia","direct migration background","","","",""
"No","2018","Thuringia","indirect migration background","","","",""
"Yes","2019","Schleswig-Holstein","no migration background","109","0.163059786780381","0.137184339679436","0.188935233881325"
"Yes","2019","Schleswig-Holstein","direct migration background","20","","",""
"Yes","2019","Schleswig-Holstein","indirect migration background","6","","",""
"Yes","2019","Hamburg","no migration background","55","0.140295742646287","0.105331407786261","0.175260077506314"
"Yes","2019","Hamburg","direct migration background","15","","",""
"Yes","2019","Hamburg","indirect migration background","3","","",""
"Yes","2019","Lower Saxony","no migration background","320","0.190549440336735","0.173367452494968","0.207731428178502"
"Yes","2019","Lower Saxony","direct migration background","60","0.205238156857936","0.164085793076362","0.24639052063951"
"Yes","2019","Lower Saxony","indirect migration background","14","","",""
"Yes","2019","Bremen","no migration background","20","","",""
"Yes","2019","Bremen","direct migration background","6","","",""
"Yes","2019","Bremen","indirect migration background","3","","",""
"Yes","2019","North Rhine-Westphalia","no migration background","699","0.19271793868201","0.180274851023725","0.205161026340295"
"Yes","2019","North Rhine-Westphalia","direct migration background","168","0.152834535688801","0.131193367259879","0.174475704117722"
"Yes","2019","North Rhine-Westphalia","indirect migration background","46","0.0620834770294654","0.0412020815935195","0.0829648724654112"
"Yes","2019","Hesse","no migration background","176","0.137332345647634","0.118629072392875","0.156035618902392"
"Yes","2019","Hesse","direct migration background","51","0.143076687015589","0.102566657517461","0.183586716513718"
"Yes","2019","Hesse","indirect migration background","17","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","no migration background","180","0.192517738153896","0.168782312244449","0.216253164063344"
"Yes","2019","Rhineland-Palatinate,Saarland","direct migration background","33","0.11545241120319","0.0798786857207247","0.151026136685656"
"Yes","2019","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Yes","2019","Baden-Württemberg","no migration background","302","0.181252244688304","0.164608840361999","0.19789564901461"
"Yes","2019","Baden-Württemberg","direct migration background","80","0.203917994327752","0.16881214279954","0.239023845855964"
"Yes","2019","Baden-Württemberg","indirect migration background","24","","",""
"Yes","2019","Bavaria","no migration background","448","0.15795623562058","0.145023863181052","0.170888608060107"
"Yes","2019","Bavaria","direct migration background","85","0.132166517893126","0.106070461897044","0.158262573889209"
"Yes","2019","Bavaria","indirect migration background","24","","",""
"Yes","2019","Berlin","no migration background","152","0.205503192542573","0.177829857259951","0.233176527825195"
"Yes","2019","Berlin","direct migration background","16","","",""
"Yes","2019","Berlin","indirect migration background","10","","",""
"Yes","2019","Brandenburg","no migration background","157","0.154579148201659","0.1323285830623","0.176829713341018"
"Yes","2019","Brandenburg","direct migration background","8","","",""
"Yes","2019","Brandenburg","indirect migration background","3","","",""
"Yes","2019","Mecklenburg-Western Pomerania","no migration background","102","0.203872516440102","0.171113513505135","0.236631519375069"
"Yes","2019","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2019","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Yes","2019","Saxony","no migration background","249","0.160704752425593","0.142439145594474","0.178970359256712"
"Yes","2019","Saxony","direct migration background","6","","",""
"Yes","2019","Saxony","indirect migration background","4","","",""
"Yes","2019","Saxony-Anhalt","no migration background","159","0.224725246075366","0.196430962261019","0.253019529889713"
"Yes","2019","Saxony-Anhalt","direct migration background","5","","",""
"Yes","2019","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2019","Thuringia","no migration background","140","0.190472882736719","0.164182920758212","0.216762844715226"
"Yes","2019","Thuringia","direct migration background","6","","",""
"Yes","2019","Thuringia","indirect migration background","3","","",""
"No","2019","Schleswig-Holstein","no migration background","674","0.836940213219619","0.811064766118675","0.862815660320564"
"No","2019","Schleswig-Holstein","direct migration background","103","0.851558206183904","0.788726218115533","0.914390194252275"
"No","2019","Schleswig-Holstein","indirect migration background","50","0.950942764083103","0.894373203676724","1.00751232448948"
"No","2019","Hamburg","no migration background","324","0.859704257353713","0.824739922493686","0.894668592213739"
"No","2019","Hamburg","direct migration background","87","0.726353466194974","0.639833371213817","0.812873561176131"
"No","2019","Hamburg","indirect migration background","49","0.867170309144821","0.774924594449184","0.959416023840458"
"No","2019","Lower Saxony","no migration background","1687","0.809450559663265","0.792268571821498","0.826632547505032"
"No","2019","Lower Saxony","direct migration background","310","0.794761843142064","0.75360947936049","0.835914206923638"
"No","2019","Lower Saxony","indirect migration background","116","0.913436327636591","0.865098916020774","0.961773739252407"
"No","2019","Bremen","no migration background","127","0.859597170075817","0.803437461836651","0.915756878314984"
"No","2019","Bremen","direct migration background","52","0.939636552806484","0.87834493817636","1.00092816743661"
"No","2019","Bremen","indirect migration background","13","","",""
"No","2019","North Rhine-Westphalia","no migration background","3161","0.80728206131799","0.794838973659705","0.819725148976275"
"No","2019","North Rhine-Westphalia","direct migration background","894","0.847165464311199","0.825524295882278","0.86880663274012"
"No","2019","North Rhine-Westphalia","indirect migration background","467","0.937916522970535","0.917035127534589","0.958797918406481"
"No","2019","Hesse","no migration background","1125","0.862667654352366","0.843964381097608","0.881370927607125"
"No","2019","Hesse","direct migration background","236","0.856923312984411","0.816413283486282","0.897433342482539"
"No","2019","Hesse","indirect migration background","113","0.893685768571978","0.840699353421785","0.946672183722171"
"No","2019","Rhineland-Palatinate,Saarland","no migration background","880","0.807482261846103","0.783746835936656","0.831217687755551"
"No","2019","Rhineland-Palatinate,Saarland","direct migration background","277","0.88454758879681","0.848973863314344","0.920121314279275"
"No","2019","Rhineland-Palatinate,Saarland","indirect migration background","95","0.868574869993227","0.803640555658189","0.933509184328265"
"No","2019","Baden-Württemberg","no migration background","1756","0.818747755311696","0.80210435098539","0.835391159638001"
"No","2019","Baden-Württemberg","direct migration background","426","0.796082005672248","0.760976154144036","0.83118785720046"
"No","2019","Baden-Württemberg","indirect migration background","229","0.896205189795955","0.858623234013225","0.933787145578685"
"No","2019","Bavaria","no migration background","2607","0.842043764379421","0.829111391939893","0.854976136818948"
"No","2019","Bavaria","direct migration background","562","0.867833482106874","0.841737426110791","0.893929538102956"
"No","2019","Bavaria","indirect migration background","247","0.912857883509095","0.879278007923397","0.946437759094794"
"No","2019","Berlin","no migration background","667","0.794496807457427","0.766823472174805","0.822170142740049"
"No","2019","Berlin","direct migration background","132","0.856315631953257","0.799803859290572","0.912827404615942"
"No","2019","Berlin","indirect migration background","61","0.929549370863671","0.870024620162587","0.989074121564755"
"No","2019","Brandenburg","no migration background","857","0.845420851798341","0.823170286658982","0.8676714169377"
"No","2019","Brandenburg","direct migration background","71","0.966038980600859","0.926097677499999","1.00598028370172"
"No","2019","Brandenburg","indirect migration background","22","","",""
"No","2019","Mecklenburg-Western Pomerania","no migration background","479","0.796127483559898","0.763368480624931","0.828886486494865"
"No","2019","Mecklenburg-Western Pomerania","direct migration background","17","","",""
"No","2019","Mecklenburg-Western Pomerania","indirect migration background","14","","",""
"No","2019","Saxony","no migration background","1304","0.839295247574407","0.821029640743288","0.857560854405526"
"No","2019","Saxony","direct migration background","52","0.914379833409448","0.842371054227572","0.986388612591323"
"No","2019","Saxony","indirect migration background","31","0.971465502482716","0.916306948166753","1.02662405679868"
"No","2019","Saxony-Anhalt","no migration background","677","0.775274753924634","0.746980470110287","0.803569037738981"
"No","2019","Saxony-Anhalt","direct migration background","34","0.901718678369426","0.808288578211801","0.995148778527052"
"No","2019","Saxony-Anhalt","indirect migration background","20","","",""
"No","2019","Thuringia","no migration background","717","0.809527117263281","0.783237155284774","0.835817079241788"
"No","2019","Thuringia","direct migration background","46","0.979445180865602","0.940880182622188","1.01801017910902"
"No","2019","Thuringia","indirect migration background","16","","",""
