"ple0022","year","n","percent","lower_confidence","upper_confidence"
"Yes","2011","3670","0.184141367919639","0.178881509214213","0.189401226625064"
"No","2011","17190","0.815858632080361","0.810598773374936","0.821118490785787"
"Yes","2012","","","",""
"No","2012","","","",""
"Yes","2013","3414","0.191860810538265","0.186257570853483","0.197464050223047"
"No","2013","15557","0.808139189461735","0.802535949776953","0.813742429146517"
"Yes","2014","","","",""
"No","2014","","","",""
"Yes","2015","4138","0.17995733462014","0.175211534056435","0.184703135183844"
"No","2015","21032","0.82004266537986","0.815296864816156","0.824788465943565"
"Yes","2016","","","",""
"No","2016","","","",""
"Yes","2017","4107","0.166697541245087","0.162228941937652","0.171166140552521"
"No","2017","22616","0.833302458754913","0.828833859447478","0.837771058062348"
"Yes","2018","","","",""
"No","2018","","","",""
"Yes","2019","3996","0.168579112189614","0.164017920737809","0.173140303641419"
"No","2019","21884","0.831420887810386","0.826859696358581","0.835982079262191"
