"ple0022","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","Full Time","74","0.0374054205853257","0.028775016781844","0.0460358243888074"
"Yes","2011","16-34 y.","Part Time","71","0.0588110562981494","0.0462047477494186","0.0714173648468802"
"Yes","2011","16-34 y.","Not Working","47","0.0429181862059861","0.0310060154775051","0.054830356934467"
"Yes","2011","35-65 y.","Full Time","920","0.161636274151598","0.15223522986243","0.171037318440766"
"Yes","2011","35-65 y.","Part Time","557","0.185470232410931","0.172099216006205","0.198841248815657"
"Yes","2011","35-65 y.","Not Working","616","0.296207763099457","0.277244702331137","0.315170823867777"
"Yes","2011","66 and older","Full Time","14","","",""
"Yes","2011","66 and older","Part Time","63","0.195039955244251","0.151626729330171","0.23845318115833"
"Yes","2011","66 and older","Not Working","1308","0.290095908235354","0.277267237125022","0.302924579345685"
"No","2011","16-34 y.","Full Time","1783","0.962594579414674","0.953964175611193","0.971224983218156"
"No","2011","16-34 y.","Part Time","1267","0.94118894370185","0.92858263515312","0.953795252250581"
"No","2011","16-34 y.","Not Working","1065","0.957081813794014","0.945169643065533","0.968993984522495"
"No","2011","35-65 y.","Full Time","4970","0.838363725848402","0.828962681559234","0.84776477013757"
"No","2011","35-65 y.","Part Time","2689","0.814529767589069","0.801158751184344","0.827900783993795"
"No","2011","35-65 y.","Not Working","1611","0.703792236900543","0.684829176132224","0.722755297668863"
"No","2011","66 and older","Full Time","49","0.75153270912918","0.644827315487247","0.858238102771113"
"No","2011","66 and older","Part Time","257","0.804960044755749","0.76154681884167","0.848373270669828"
"No","2011","66 and older","Not Working","3499","0.709904091764646","0.697075420654315","0.722732762874978"
"Yes","2012","16-34 y.","Full Time","","","",""
"Yes","2012","16-34 y.","Part Time","","","",""
"Yes","2012","16-34 y.","Not Working","","","",""
"Yes","2012","35-65 y.","Full Time","","","",""
"Yes","2012","35-65 y.","Part Time","","","",""
"Yes","2012","35-65 y.","Not Working","","","",""
"Yes","2012","66 and older","Full Time","","","",""
"Yes","2012","66 and older","Part Time","","","",""
"Yes","2012","66 and older","Not Working","","","",""
"No","2012","16-34 y.","Full Time","","","",""
"No","2012","16-34 y.","Part Time","","","",""
"No","2012","16-34 y.","Not Working","","","",""
"No","2012","35-65 y.","Full Time","","","",""
"No","2012","35-65 y.","Part Time","","","",""
"No","2012","35-65 y.","Not Working","","","",""
"No","2012","66 and older","Full Time","","","",""
"No","2012","66 and older","Part Time","","","",""
"No","2012","66 and older","Not Working","","","",""
"Yes","2013","16-34 y.","Full Time","89","0.0538352957845294","0.0429585929877721","0.0647119985812866"
"Yes","2013","16-34 y.","Part Time","55","0.044741677537197","0.0329209092454703","0.0565624458289238"
"Yes","2013","16-34 y.","Not Working","39","0.0425851658823786","0.0292442390393561","0.0559260927254012"
"Yes","2013","35-65 y.","Full Time","815","0.164129997900389","0.154145946975608","0.17411404882517"
"Yes","2013","35-65 y.","Part Time","539","0.193930568181474","0.179892051421958","0.207969084940989"
"Yes","2013","35-65 y.","Not Working","557","0.316604761720783","0.29583102395778","0.337378499483787"
"Yes","2013","66 and older","Full Time","5","","",""
"Yes","2013","66 and older","Part Time","75","0.217456249687332","0.17576024631768","0.259152253056984"
"Yes","2013","66 and older","Not Working","1240","0.283079823716889","0.270018720826323","0.296140926607454"
"No","2013","16-34 y.","Full Time","1565","0.946164704215471","0.935288001418713","0.957041407012228"
