"ple0022","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","East Germany","1706","0.872204629912773","0.857382557682695","0.887026702142851","2"
"No","2011","Full Time","West Germany","5096","0.87233615554585","0.863792610253832","0.880879700837867","2"
"No","2011","Part Time","West Germany","3376","0.851716502002845","0.840616982535523","0.862816021470167","2"
"No","2011","Part Time","East Germany","837","0.849469693209117","0.826919750351295","0.87201963606694","2"
"No","2011","Not Working","West Germany","4667","0.741010044229794","0.73004256581171","0.751977522647877","2"
"No","2011","Not Working","East Germany","1508","0.729726658303596","0.710345628309804","0.749107688297389","2"
"Yes","2011","Full Time","West Germany","765","0.127663844454151","0.119120299162133","0.136207389746168","1"
"Yes","2011","Full Time","East Germany","243","0.127795370087227","0.112973297857149","0.142617442317305","1"
"Yes","2011","Part Time","West Germany","562","0.148283497997155","0.137183978529833","0.159383017464477","1"
"Yes","2011","Part Time","East Germany","129","0.150530306790883","0.12798036393306","0.173080249648705","1"
"Yes","2011","Not Working","West Germany","1462","0.258989955770206","0.248022477352122","0.26995743418829","1"
"Yes","2011","Not Working","East Germany","509","0.270273341696404","0.250892311702611","0.289654371690197","1"
"No","2012","Full Time","West Germany","","","","","2"
"No","2012","Full Time","East Germany","","","","","2"
"No","2012","Part Time","West Germany","","","","","2"
"No","2012","Part Time","East Germany","","","","","2"
"No","2012","Not Working","West Germany","","","","","2"
"No","2012","Not Working","East Germany","","","","","2"
"Yes","2012","Full Time","West Germany","","","","","1"
"Yes","2012","Full Time","East Germany","","","","","1"
"Yes","2012","Part Time","West Germany","","","","","1"
"Yes","2012","Part Time","East Germany","","","","","1"
"Yes","2012","Not Working","West Germany","","","","","1"
"Yes","2012","Not Working","East Germany","","","","","1"
"No","2013","Full Time","West Germany","4606","0.861755588213223","0.852470233894426","0.87104094253202","2"
"No","2013","Full Time","East Germany","1482","0.88048084459548","0.865010072800723","0.895951616390238","2"
"No","2013","Part Time","West Germany","3136","0.844117400860576","0.83239907884651","0.855835722874642","2"
"No","2013","Part Time","East Germany","793","0.850105705349592","0.827001425300452","0.873209985398732","2"
"No","2013","Not Working","West Germany","4136","0.736914176153755","0.725277634580244","0.748550717727267","2"
"No","2013","Not Working","East Germany","1404","0.71768926375933","0.69732055042458","0.738057977094079","2"
"Yes","2013","Full Time","West Germany","702","0.138244411786777","0.12895905746798","0.147529766105574","1"
"Yes","2013","Full Time","East Germany","207","0.11951915540452","0.104048383609762","0.134989927199277","1"
"Yes","2013","Part Time","West Germany","545","0.155882599139424","0.144164277125358","0.16760092115349","1"
"Yes","2013","Part Time","East Germany","124","0.149894294650408","0.126790014601268","0.172998574699548","1"
"Yes","2013","Not Working","West Germany","1364","0.263085823846245","0.251449282272733","0.274722365419756","1"
"Yes","2013","Not Working","East Germany","472","0.282310736240671","0.261942022905921","0.30267944957542","1"
"No","2014","Full Time","West Germany","","","","","2"
"No","2014","Full Time","East Germany","","","","","2"
"No","2014","Part Time","West Germany","","","","","2"
"No","2014","Part Time","East Germany","","","","","2"
"No","2014","Not Working","West Germany","","","","","2"
"No","2014","Not Working","East Germany","","","","","2"
"Yes","2014","Full Time","West Germany","","","","","1"
"Yes","2014","Full Time","East Germany","","","","","1"
"Yes","2014","Part Time","West Germany","","","","","1"
"Yes","2014","Part Time","East Germany","","","","","1"
"Yes","2014","Not Working","West Germany","","","","","1"
"Yes","2014","Not Working","East Germany","","","","","1"
"No","2015","Full Time","West Germany","6632","0.882931016889445","0.87566696147314","0.890195072305749","2"
"No","2015","Full Time","East Germany","1745","0.873608943602054","0.8590423366604","0.888175550543707","2"
"No","2015","Part Time","West Germany","5065","0.845469441789319","0.83623613602825","0.854702747550388","2"
"No","2015","Part Time","East Germany","1080","0.856707843036352","0.837300168163904","0.876115517908801","2"
"No","2015","Not Working","West Germany","4975","0.740218879697937","0.729531271310016","0.750906488085859","2"
"No","2015","Not Working","East Germany","1535","0.73083315348078","0.711586602661344","0.750079704300217","2"
"Yes","2015","Full Time","West Germany","893","0.117068983110555","0.109804927694251","0.12433303852686","1"
