"ple0022","year","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Male","8274","0.841029488942703","0.833804511295787","0.848254466589619","2"
"No","2011","Female","8916","0.791800700668912","0.784220422159184","0.799380979178641","2"
"Yes","2011","Male","1565","0.158970511057297","0.151745533410381","0.166195488704213","1"
"Yes","2011","Female","2105","0.208199299331088","0.200619020821359","0.215779577840816","1"
"No","2012","Male","","","","","2"
"No","2012","Female","","","","","2"
"Yes","2012","Male","","","","","1"
"Yes","2012","Female","","","","","1"
"No","2013","Male","7415","0.827703795754409","0.819846669945097","0.835560921563721","2"
"No","2013","Female","8142","0.789587720618073","0.781637345022637","0.797538096213509","2"
"Yes","2013","Male","1459","0.172296204245591","0.164439078436279","0.180153330054903","1"
"Yes","2013","Female","1955","0.210412279381927","0.202461903786491","0.218362654977363","1"
"No","2014","Male","","","","","2"
"No","2014","Female","","","","","2"
"Yes","2014","Male","","","","","1"
"Yes","2014","Female","","","","","1"
"No","2015","Male","9782","0.842238435371677","0.835581159743174","0.84889571100018","2"
"No","2015","Female","11250","0.798952511381368","0.792229809462865","0.805675213299871","2"
"Yes","2015","Male","1735","0.157761564628323","0.15110428899982","0.164418840256826","1"
"Yes","2015","Female","2403","0.201047488618632","0.194324786700129","0.207770190537135","1"
"No","2016","Male","","","","","2"
"No","2016","Female","","","","","2"
"Yes","2016","Male","","","","","1"
"Yes","2016","Female","","","","","1"
"No","2017","Male","10588","0.851135397924184","0.844854768699001","0.857416027149367","2"
"No","2017","Female","12028","0.816191536206162","0.809861779027864","0.82252129338446","2"
"Yes","2017","Male","1751","0.148864602075816","0.142583972850633","0.155145231300999","1"
"Yes","2017","Female","2356","0.183808463793838","0.17747870661554","0.190138220972136","1"
"No","2018","Male","","","","","2"
"No","2018","Female","","","","","2"
"Yes","2018","Male","","","","","1"
"Yes","2018","Female","","","","","1"
"No","2019","Male","10579","0.849442702933958","0.843136327526972","0.855749078340944","2"
"No","2019","Female","11296","0.814114117539059","0.807556324345105","0.820671910733013","2"
"Yes","2019","Male","1774","0.150557297066042","0.144250921659056","0.156863672473028","1"
"Yes","2019","Female","2222","0.185885882460941","0.179328089266987","0.192443675654895","1"
