"ple0022","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Mecklenburg-Western Pomerania","Not Employed","162","0.714470413713508","0.654650784565143","0.774290042861873","2"
"No","2011","Hamburg","Not Employed","109","0.843573748982597","0.78064349957923","0.906503998385965","2"
"No","2011","Lower Saxony","Not Employed","565","0.716601864562181","0.684667753258971","0.74853597586539","2"
"No","2011","Lower Saxony","Employed","995","0.858930599391678","0.838855738394187","0.879005460389168","2"
"No","2011","Bremen","Not Employed","43","0.786896459012929","0.676650092539457","0.897142825486402","2"
"No","2011","Hamburg","Employed","162","0.889707801174824","0.844810174487074","0.934605427862575","2"
"No","2011","Brandenburg","Employed","445","0.907553765566757","0.882011147408567","0.933096383724947","2"
"No","2011","North Rhine-Westphalia","Not Employed","1239","0.723308165610849","0.701702823540886","0.744913507680812","2"
"No","2011","Mecklenburg-Western Pomerania","Employed","256","0.787924780962745","0.741668064020023","0.834181497905467","2"
"No","2011","Saxony","Not Employed","397","0.728836527030111","0.691236201322672","0.766436852737549","2"
"No","2011","Saxony","Employed","760","0.87243196878359","0.850302158984897","0.894561778582282","2"
"No","2011","Schleswig-Holstein","Not Employed","212","0.748054408947277","0.696930013982333","0.799178803912222","2"
"No","2011","Schleswig-Holstein","Employed","331","0.904923143272334","0.875275005239192","0.934571281305476","2"
"No","2011","Brandenburg","Not Employed","294","0.7191897007437","0.674871941987953","0.763507459499447","2"
"No","2011","Bremen","Employed","67","0.85393397174922","0.773466753699023","0.934401189799418","2"
"No","2011","Saxony-Anhalt","Not Employed","271","0.7555730850429","0.710805959178172","0.800340210907628","2"
"No","2011","North Rhine-Westphalia","Employed","2144","0.853746183082762","0.83991681560388","0.867575550561643","2"
"No","2011","Hesse","Not Employed","357","0.681670803629472","0.640383241089449","0.722958366169494","2"
"No","2011","Saxony-Anhalt","Employed","442","0.861449603312221","0.831640969998605","0.891258236625837","2"
"No","2011","Hesse","Employed","800","0.8585059218505","0.836081829025506","0.880930014675494","2"
"No","2011","Rhineland-Palatinate,Saarland","Not Employed","380","0.804660517761535","0.769193160088383","0.840127875434687","2"
"No","2011","Rhineland-Palatinate,Saarland","Employed","626","0.86678887822363","0.842172766271626","0.891404990175635","2"
"No","2011","Baden-Württemberg","Not Employed","729","0.768703953951507","0.74144218723592","0.795965720667094","2"
"No","2011","Baden-Württemberg","Employed","1399","0.870530342477567","0.853976626338575","0.887084058616558","2"
"No","2011","Bavaria","Not Employed","899","0.73346665210654","0.708471152552482","0.758462151660597","2"
"No","2011","Bavaria","Employed","1732","0.878774602995315","0.864466658390331","0.8930825476003","2"
"No","2011","Berlin","Not Employed","235","0.749743478973604","0.701210558282746","0.798276399664463","2"
"No","2011","Berlin","Employed","410","0.839648956087618","0.806720325232382","0.872577586942854","2"
"No","2011","Thuringia","Not Employed","283","0.749507275465126","0.705652393965166","0.793362156965087","2"
"No","2011","Thuringia","Employed","446","0.851092952095269","0.820346812089091","0.881839092101448","2"
"Yes","2011","Schleswig-Holstein","Not Employed","65","0.251945591052723","0.200821196087778","0.303069986017667","1"
"Yes","2011","Schleswig-Holstein","Employed","45","0.0950768567276661","0.0654287186945239","0.124724994760808","1"
"Yes","2011","Hamburg","Not Employed","19","","","","1"
"Yes","2011","Hamburg","Employed","25","","","","1"
"Yes","2011","Lower Saxony","Not Employed","200","0.283398135437819","0.25146402413461","0.315332246741029","1"
