"ple0022","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Schleswig-Holstein","Full Time","20","","",""
"Yes","2011","Schleswig-Holstein","Part Time","25","","",""
"Yes","2011","Schleswig-Holstein","Not Working","65","0.251945591052723","0.200821196087778","0.303069986017667"
"Yes","2011","Hamburg","Full Time","15","","",""
"Yes","2011","Hamburg","Part Time","10","","",""
"Yes","2011","Hamburg","Not Working","19","","",""
"Yes","2011","Lower Saxony","Full Time","86","0.128811751779954","0.103596286192579","0.154027217367329"
"Yes","2011","Lower Saxony","Part Time","74","0.162332145382412","0.129239834885509","0.195424455879315"
"Yes","2011","Lower Saxony","Not Working","200","0.283398135437819","0.25146402413461","0.315332246741029"
"Yes","2011","Bremen","Full Time","5","","",""
"Yes","2011","Bremen","Part Time","2","","",""
"Yes","2011","Bremen","Not Working","10","","",""
"Yes","2011","North Rhine-Westphalia","Full Time","215","0.140596474453027","0.122993828048075","0.158199120857979"
"Yes","2011","North Rhine-Westphalia","Part Time","149","0.155433487239281","0.133088679187961","0.177778295290601"
"Yes","2011","North Rhine-Westphalia","Not Working","408","0.276691834389151","0.255086492319188","0.298297176459114"
"Yes","2011","Hesse","Full Time","72","0.129499018142355","0.10141367145154","0.15758436483317"
"Yes","2011","Hesse","Part Time","56","0.159752146163955","0.122866657397369","0.19663763493054"
"Yes","2011","Hesse","Not Working","132","0.318329196370528","0.277041633830506","0.359616758910551"
"Yes","2011","Rhineland-Palatinate,Saarland","Full Time","67","0.144304061271816","0.111544659022866","0.177063463520766"
"Yes","2011","Rhineland-Palatinate,Saarland","Part Time","39","0.113131224654115","0.0766751404570733","0.149587308851157"
"Yes","2011","Rhineland-Palatinate,Saarland","Not Working","100","0.195339482238465","0.159872124565313","0.230806839911617"
"Yes","2011","Baden-Württemberg","Full Time","111","0.122717813289749","0.102016023523329","0.143419603056168"
"Yes","2011","Baden-Württemberg","Part Time","70","0.142118639766273","0.114522415220442","0.169714864312104"
"Yes","2011","Baden-Württemberg","Not Working","190","0.231296046048493","0.204034279332906","0.258557812764079"
"Yes","2011","Bavaria","Full Time","145","0.108197917028998","0.0907171138983158","0.12567872015968"
"Yes","2011","Bavaria","Part Time","122","0.146622255075914","0.121893205696714","0.171351304455113"
"Yes","2011","Bavaria","Not Working","303","0.26653334789346","0.241537848339403","0.291528847447518"
"Yes","2011","Berlin","Full Time","47","0.164259854182424","0.122263281857573","0.206256426507275"
"Yes","2011","Berlin","Part Time","20","","",""
"Yes","2011","Berlin","Not Working","71","0.250256521026396","0.201723600335537","0.298789441717254"
"Yes","2011","Brandenburg","Full Time","33","0.0835962589163544","0.054045408161868","0.113147109670841"
"Yes","2011","Brandenburg","Part Time","16","","",""
"Yes","2011","Brandenburg","Not Working","101","0.2808102992563","0.236492540500553","0.325128058012047"
"Yes","2011","Mecklenburg-Western Pomerania","Full Time","25","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Part Time","19","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Not Working","57","0.285529586286492","0.225709957138127","0.345349215434857"
"Yes","2011","Saxony","Full Time","76","0.126437126060124","0.0993434107026051","0.153530841417643"
"Yes","2011","Saxony","Part Time","37","0.130184414368918","0.0917845073718242","0.168584321366012"
"Yes","2011","Saxony","Not Working","140","0.271163472969889","0.233563147262451","0.308763798677328"
"Yes","2011","Saxony-Anhalt","Full Time","48","0.134445443155763","0.0982385576577881","0.170652328653738"
"Yes","2011","Saxony-Anhalt","Part Time","26","","",""
"Yes","2011","Saxony-Anhalt","Not Working","83","0.2444269149571","0.199659789092372","0.289194040821828"
"Yes","2011","Thuringia","Full Time","43","0.137870796173773","0.101700030873754","0.174041561473792"
"Yes","2011","Thuringia","Part Time","26","","",""
"Yes","2011","Thuringia","Not Working","92","0.250492724534874","0.206637843034913","0.294347606034834"
"No","2011","Schleswig-Holstein","Full Time","196","0.927872104627197","0.893372278631695","0.9623719306227"
"No","2011","Schleswig-Holstein","Part Time","135","0.867587879319575","0.8150698152942","0.92010594334495"
"No","2011","Schleswig-Holstein","Not Working","212","0.748054408947277","0.696930013982333","0.799178803912222"
"No","2011","Hamburg","Full Time","95","0.90943114870463","0.855798889603852","0.963063407805407"
"No","2011","Hamburg","Part Time","67","0.858870535879482","0.78110710256064","0.936633969198323"
"No","2011","Hamburg","Not Working","109","0.843573748982597","0.78064349957923","0.906503998385965"
"No","2011","Lower Saxony","Full Time","592","0.871188248220046","0.845972782632671","0.896403713807421"
"No","2011","Lower Saxony","Part Time","403","0.837667854617588","0.804575544120685","0.870760165114491"
"No","2011","Lower Saxony","Not Working","565","0.716601864562181","0.684667753258971","0.74853597586539"
"No","2011","Bremen","Full Time","35","0.764706565594043","0.633253593651088","0.896159537536999"
"No","2011","Bremen","Part Time","32","0.975010989892239","0.922543786709763","1.02747819307471"
"No","2011","Bremen","Not Working","43","0.786896459012929","0.676650092539457","0.897142825486402"
"No","2011","North Rhine-Westphalia","Full Time","1283","0.859403525546973","0.841800879142021","0.877006171951925"
"No","2011","North Rhine-Westphalia","Part Time","861","0.844566512760719","0.822221704709399","0.866911320812039"
"No","2011","North Rhine-Westphalia","Not Working","1239","0.723308165610849","0.701702823540886","0.744913507680812"
"No","2011","Hesse","Full Time","477","0.870500981857645","0.84241563516683","0.89858632854846"
"No","2011","Hesse","Part Time","323","0.840247853836045","0.80336236506946","0.877133342602631"
"No","2011","Hesse","Not Working","357","0.681670803629472","0.640383241089449","0.722958366169494"
"No","2011","Rhineland-Palatinate,Saarland","Full Time","375","0.855695938728184","0.822936536479234","0.888455340977134"
"No","2011","Rhineland-Palatinate,Saarland","Part Time","251","0.886868775345885","0.850412691148843","0.923324859542927"
"No","2011","Rhineland-Palatinate,Saarland","Not Working","380","0.804660517761535","0.769193160088383","0.840127875434687"
"No","2011","Baden-Württemberg","Full Time","854","0.877282186710251","0.856580396943832","0.897983976476671"
"No","2011","Baden-Württemberg","Part Time","545","0.857881360233727","0.830285135687896","0.885477584779558"
"No","2011","Baden-Württemberg","Not Working","729","0.768703953951507","0.74144218723592","0.795965720667094"
"No","2011","Bavaria","Full Time","1068","0.891802082971002","0.87432127984032","0.909282886101684"
"No","2011","Bavaria","Part Time","664","0.853377744924086","0.828648695544887","0.878106794303286"
"No","2011","Bavaria","Not Working","899","0.73346665210654","0.708471152552482","0.758462151660597"
"No","2011","Berlin","Full Time","252","0.835740145817576","0.793743573492725","0.877736718142427"
"No","2011","Berlin","Part Time","158","0.846155297578757","0.793151815478498","0.899158779679017"
"No","2011","Berlin","Not Working","235","0.749743478973604","0.701210558282746","0.798276399664463"
"No","2011","Brandenburg","Full Time","304","0.916403741083646","0.886852890329159","0.945954591838132"
"No","2011","Brandenburg","Part Time","141","0.88152197722419","0.830970513423801","0.932073441024578"
"No","2011","Brandenburg","Not Working","294","0.7191897007437","0.674871941987953","0.763507459499447"
"No","2011","Mecklenburg-Western Pomerania","Full Time","170","0.808684793246736","0.753477663389895","0.863891923103578"
"No","2011","Mecklenburg-Western Pomerania","Part Time","86","0.75461223859537","0.672304283289926","0.836920193900813"
"No","2011","Mecklenburg-Western Pomerania","Not Working","162","0.714470413713508","0.654650784565143","0.774290042861873"
"No","2011","Saxony","Full Time","502","0.873562873939876","0.846469158582357","0.900656589297395"
"No","2011","Saxony","Part Time","258","0.869815585631082","0.831415678633989","0.908215492628176"
"No","2011","Saxony","Not Working","397","0.728836527030111","0.691236201322672","0.766436852737549"
"No","2011","Saxony-Anhalt","Full Time","293","0.865554556844237","0.829347671346263","0.901761442342212"
