"ple0022","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Schleswig-Holstein","Single parent ","20","","","","2"
"No","2011","Brandenburg","1-pers.-HH","123","0.750809169563273","0.683995401414785","0.81762293771176","2"
"No","2011","Brandenburg","(Married) couple without C. ","316","0.793829103169496","0.754133826646395","0.833524379692598","2"
"No","2011","Schleswig-Holstein","(Married) couple without C. ","230","0.780769839333597","0.733638052935539","0.827901625731655","2"
"No","2011","Lower Saxony","Couple + C. LE 16 ","260","0.875140825770885","0.837609910101615","0.912671741440154","2"
"No","2011","Schleswig-Holstein","Couple + C. LE 16 ","100","0.955247330907054","0.915317555613134","0.995177106200975","2"
"No","2011","Schleswig-Holstein","1-pers.-HH","105","0.902975354058186","0.850236050855043","0.955714657261328","2"
"No","2011","Saxony","Couple + C. GT 16 ","176","0.881146952012701","0.836184406927537","0.926109497097864","2"
"No","2011","Berlin","Couple + C. LE and GT 16","15","","","","2"
"No","2011","Hamburg","1-pers.-HH","64","0.821669371203059","0.736719581259984","0.906619161146135","2"
"No","2011","Hamburg","(Married) couple without C. ","113","0.913694185355024","0.864466032186073","0.962922338523976","2"
"No","2011","Hamburg","Couple + C. LE 16 ","39","0.88967446761532","0.797103387250397","0.982245547980242","2"
"No","2011","Saxony","Couple + C. LE and GT 16","43","0.772160126018427","0.661310228051216","0.883010023985639","2"
"No","2011","Hamburg","Single parent ","8","","","","2"
"No","2011","Lower Saxony","(Married) couple without C. ","615","0.754925889230477","0.724912816077066","0.784938962383888","2"
"No","2011","Lower Saxony","Single parent ","78","0.915257032613617","0.858655265816473","0.971858799410761","2"
"No","2011","Schleswig-Holstein","Couple + C. GT 16 ","53","0.839379981374923","0.750117171783773","0.928642790966072","2"
"No","2011","Schleswig-Holstein","Couple + C. LE and GT 16","31","0.90224667781441","0.806554676451644","0.997938679177176","2"
"No","2011","Bremen","1-pers.-HH","25","","","","2"
"No","2011","Bremen","(Married) couple without C. ","37","0.746409245714734","0.617857799846736","0.874960691582732","2"
"No","2011","Bremen","Single parent ","11","","","","2"
"No","2011","Brandenburg","Single parent ","43","0.917740450649296","0.840809136511872","0.99467176478672","2"
"No","2011","Brandenburg","Couple + C. LE 16 ","87","0.988457271786235","0.966389421873407","1.01052512169906","2"
"No","2011","Brandenburg","Couple + C. GT 16 ","115","0.910065112322492","0.861074510516349","0.959055714128635","2"
"No","2011","Brandenburg","Couple + C. LE and GT 16","45","0.929175929815043","0.856604297993721","1.00174756163636","2"
"No","2011","Mecklenburg-Western Pomerania","1-pers.-HH","68","0.586372747173155","0.490326839398807","0.682418654947503","2"
"No","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","180","0.777801291070829","0.723839573700285","0.831763008441374","2"
"No","2011","Lower Saxony","Couple + C. GT 16 ","241","0.835571267403611","0.792836654630763","0.87830588017646","2"
"No","2011","Lower Saxony","Couple + C. LE and GT 16","110","0.894376493296732","0.84049575181901","0.948257234774453","2"
"No","2011","Saxony","1-pers.-HH","193","0.833127014189838","0.785756484691472","0.880497543688204","2"
"No","2011","Saxony","(Married) couple without C. ","445","0.745835855343141","0.710704018588661","0.780967692097622","2"
