"plh0185","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","general elemantary","202","0.100837017133671","0.0882773606484639","0.113396673618878","4"
"Often","2007","higher education","209","0.0652275854767399","0.0579256820539674","0.0725294888995124","4"
"Often","2007","higher vocational","86","0.0632164599193777","0.0510386238697957","0.0753942959689597","4"
"Often","2007","in school","14","","","","4"
"Often","2007","inadequately","31","0.133312536058122","0.0881907172990492","0.178434354817195","4"
"Often","2007","middle vocational","666","0.0675560745339748","0.0627175226117868","0.0723946264561628","4"
"Often","2007","vocational + Abi","96","0.0750940446186066","0.0599930102407071","0.090195078996506","4"
"Rarely","2007","vocational + Abi","364","0.299884480333091","0.273629178947947","0.326139781718235","2"
"Rarely","2007","middle vocational","3250","0.31720035951744","0.308228441055076","0.326172277979804","2"
"Rarely","2007","in school","107","0.303152075126869","0.254297199641547","0.352006950612192","2"
"Rarely","2007","inadequately","57","0.253861475535966","0.196088068962731","0.3116348821092","2"
"Rarely","2007","general elemantary","693","0.297407342876447","0.278340613465325","0.316474072287568","2"
"Rarely","2007","higher education","1427","0.320820515246811","0.30701696390421","0.334624066589412","2"
"Rarely","2007","higher vocational","493","0.335051420931682","0.311431133704436","0.358671708158928","2"
"Sometimes","2007","inadequately","49","0.217804857349213","0.163013610688203","0.272596104010223","3"
"Sometimes","2007","higher vocational","268","0.165716164951182","0.147109233283426","0.184323096618938","3"
"Sometimes","2007","in school","56","0.175607633246072","0.135164265882424","0.216051000609719","3"
"Sometimes","2007","higher education","786","0.185797901255919","0.174296414064259","0.197299388447578","3"
"Sometimes","2007","middle vocational","2007","0.203861050608376","0.196094406491024","0.211627694725728","3"
"Sometimes","2007","vocational + Abi","231","0.218688395152196","0.195003025536657","0.242373764767735","3"
"Sometimes","2007","general elemantary","444","0.21778547913827","0.200569728904005","0.235001229372534","3"
"Very often","2007","general elemantary","52","0.021652743900293","0.0155818653917913","0.0277236224087947","5"
"Very often","2007","middle vocational","191","0.0183786198743683","0.0157892130226944","0.0209680267260421","5"
"Very often","2007","inadequately","10","","","","5"
"Very often","2007","vocational + Abi","21","","","","5"
"Very often","2007","in school","5","","","","5"
"Very often","2007","higher education","44","0.0119836554494341","0.00876596537502019","0.015201345523848","5"
"Very often","2007","higher vocational","20","","","","5"
"Very rare","2007","in school","158","0.476919299024333","0.423828968454537","0.530009629594129","1"
"Very rare","2007","middle vocational","4222","0.393003895465841","0.38358796548694","0.402419825444743","1"
"Very rare","2007","inadequately","71","0.356862145436304","0.29326726992026","0.420457020952347","1"
"Very rare","2007","higher education","1927","0.416170342571096","0.401594081787759","0.430746603354434","1"
"Very rare","2007","vocational + Abi","458","0.386284442959737","0.358385205374884","0.414183680544591","1"
"Very rare","2007","general elemantary","817","0.36231741695132","0.342268291196314","0.382366542706326","1"
"Very rare","2007","higher vocational","667","0.416336712451631","0.391668427640305","0.441004997262957","1"
"Often","2008","general elemantary","175","0.0894585945094391","0.077030937588664","0.101886251430214","4"
"Often","2008","higher education","188","0.045177890452102","0.038894373170948","0.051461407733256","4"
"Often","2008","higher vocational","76","0.0549508551714192","0.0430813971498934","0.066820313192945","4"
"Often","2008","in school","13","","","","4"
"Often","2008","inadequately","21","","","","4"
"Often","2008","middle vocational","620","0.0716025898257592","0.0664838127886103","0.0767213668629081","4"
"Often","2008","vocational + Abi","69","0.0766303769909163","0.0608821710117003","0.0923785829701324","4"
"Rarely","2008","vocational + Abi","378","0.329399693279004","0.301574622160241","0.357224764397766","2"
"Rarely","2008","middle vocational","3346","0.33807724862311","0.328685498817676","0.347468998428543","2"
