"plh0185","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2007","1-pers.-HH","higher vocational","74","0.32697145012073","0.263220291229468","0.390722609011992","2"
"Rarely","2007","1-pers.-HH","higher education","191","0.303507335777235","0.267576639117327","0.339438032437143","2"
"Rarely","2007","(Married) couple without C. ","in school","","","","","2"
"Rarely","2007","(Married) couple without C. ","inadequately","13","","","","2"
"Rarely","2007","(Married) couple without C. ","higher vocational","162","0.291571328228765","0.254487833339714","0.328654823117816","2"
"Rarely","2007","(Married) couple without C. ","higher education","577","0.32318104482467","0.301533076531823","0.344829013117517","2"
"Rarely","2007","Single parent ","in school","15","","","","2"
"Rarely","2007","Single parent ","inadequately","2","","","","2"
"Rarely","2007","Couple + C. LE 16 ","in school","","","","","2"
"Rarely","2007","Couple + C. LE 16 ","inadequately","6","","","","2"
"Rarely","2007","Couple + C. LE 16 ","general elemantary","82","0.293397438110801","0.236031226505137","0.350763649716465","2"
"Rarely","2007","Couple + C. GT 16 ","in school","51","0.299992765436362","0.228763874239808","0.371221656632916","2"
"Rarely","2007","Couple + C. GT 16 ","inadequately","16","","","","2"
"Rarely","2007","Couple + C. GT 16 ","general elemantary","130","0.264900255847009","0.221601445125586","0.308199066568432","2"
"Rarely","2007","Couple + C. GT 16 ","middle vocational","588","0.325217771224883","0.303424728759374","0.347010813690393","2"
"Rarely","2007","Couple + C. GT 16 ","vocational + Abi","50","0.322442959235761","0.245834019335165","0.399051899136357","2"
"Rarely","2007","Couple + C. GT 16 ","higher vocational","80","0.457157701964324","0.38929474501868","0.525020658909967","2"
"Rarely","2007","Couple + C. GT 16 ","higher education","229","0.330444779819476","0.294640579790187","0.366248979848765","2"
"Rarely","2007","Couple + C. LE and GT 16","in school","39","0.335814893664135","0.250239342828173","0.421390444500097","2"
"Rarely","2007","Couple + C. LE and GT 16","inadequately","6","","","","2"
"Rarely","2007","Couple + C. LE and GT 16","general elemantary","69","0.345150438877951","0.276643081981993","0.413657795773908","2"
"Rarely","2007","Couple + C. LE and GT 16","middle vocational","194","0.325800544696071","0.286560642751616","0.365040446640526","2"
"Rarely","2007","Couple + C. LE and GT 16","vocational + Abi","27","","","","2"
"Rarely","2007","Couple + C. LE and GT 16","higher vocational","35","0.343186268012838","0.253227755598911","0.433144780426765","2"
"Rarely","2007","Couple + C. LE and GT 16","higher education","62","0.270482959210002","0.212049811885684","0.328916106534319","2"
"Sometimes","2007","Single parent ","vocational + Abi","9","","","","3"
"Sometimes","2007","Single parent ","middle vocational","115","0.215320823737664","0.180874450111182","0.249767197364147","3"
"Sometimes","2007","Single parent ","in school","8","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","vocational + Abi","64","0.175704462055578","0.136060292054566","0.215348632056591","3"
"Sometimes","2007","Couple + C. LE 16 ","higher vocational","62","0.150150912176416","0.113301600167401","0.187000224185431","3"
"Sometimes","2007","Couple + C. LE 16 ","higher education","144","0.146769952475386","0.123295654309974","0.170244250640798","3"
"Sometimes","2007","Single parent ","inadequately","3","","","","3"
"Sometimes","2007","Single parent ","general elemantary","42","0.252654893184532","0.190540303473234","0.31476948289583","3"
"Sometimes","2007","1-pers.-HH","in school","","","","","3"
"Sometimes","2007","1-pers.-HH","inadequately","3","","","","3"
"Sometimes","2007","1-pers.-HH","general elemantary","101","0.244684226072258","0.20390852683788","0.285459925306636","3"
"Sometimes","2007","1-pers.-HH","middle vocational","325","0.210604357589971","0.190960348304316","0.230248366875626","3"
"Sometimes","2007","1-pers.-HH","vocational + Abi","34","0.193538357081128","0.135823553548543","0.251253160613713","3"
"Sometimes","2007","1-pers.-HH","higher vocational","34","0.159995732005141","0.110174854941496","0.209816609068787","3"
"Sometimes","2007","1-pers.-HH","higher education","108","0.193453460118391","0.162584234464143","0.224322685772638","3"
"Sometimes","2007","(Married) couple without C. ","in school","","","","","3"
"Sometimes","2007","(Married) couple without C. ","inadequately","15","","","","3"
"Sometimes","2007","(Married) couple without C. ","general elemantary","138","0.207135119690053","0.176540532108411","0.237729707271694","3"
"Sometimes","2007","Single parent ","higher vocational","9","","","","3"
"Sometimes","2007","Single parent ","higher education","32","0.211716589816548","0.147194805512063","0.276238374121033","3"
"Sometimes","2007","Couple + C. LE 16 ","in school","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","inadequately","8","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","general elemantary","39","0.16194708682302","0.115531622627724","0.208362551018316","3"
"Sometimes","2007","Couple + C. LE 16 ","middle vocational","286","0.174391906100673","0.156433567242213","0.192350244959134","3"
"Sometimes","2007","Couple + C. GT 16 ","in school","24","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","inadequately","8","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","general elemantary","67","0.174841532158709","0.137572112912316","0.212110951405102","3"
"Sometimes","2007","Couple + C. GT 16 ","middle vocational","343","0.190275180865961","0.172014847174019","0.208535514557904","3"
"Sometimes","2007","Couple + C. GT 16 ","vocational + Abi","26","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","higher vocational","41","0.170310654943192","0.119102210408812","0.221519099477572","3"
"Sometimes","2007","Couple + C. GT 16 ","higher education","138","0.251047716380344","0.218041439456873","0.284053993303815","3"
"Sometimes","2007","Couple + C. LE and GT 16","in school","21","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","inadequately","6","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","general elemantary","38","0.256337612543398","0.193422308075563","0.319252917011232","3"
"Sometimes","2007","Couple + C. LE and GT 16","middle vocational","108","0.238836509027795","0.203138241182351","0.274534776873239","3"
"Sometimes","2007","Couple + C. LE and GT 16","vocational + Abi","14","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","higher vocational","19","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","higher education","43","0.249729209163799","0.192789493481818","0.30666892484578","3"
"Sometimes","2007","(Married) couple without C. ","middle vocational","784","0.210862386779209","0.197997146928778","0.223727626629641","3"
"Sometimes","2007","(Married) couple without C. ","vocational + Abi","79","0.23590131841327","0.191674431669923","0.280128205156618","3"
"Sometimes","2007","(Married) couple without C. ","higher vocational","99","0.178588995188909","0.147337716642043","0.209840273735776","3"
"Sometimes","2007","(Married) couple without C. ","higher education","311","0.177899054740083","0.16019766597807","0.195600443502097","3"
"Very often","2007","Single parent ","inadequately","2","","","","5"
"Very often","2007","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Very often","2007","Couple + C. LE 16 ","general elemantary","2","","","","5"
"Very often","2007","Couple + C. LE 16 ","vocational + Abi","4","","","","5"
"Very often","2007","Couple + C. LE 16 ","higher vocational","2","","","","5"
"Very often","2007","Single parent ","in school","1","","","","5"
"Very often","2007","Couple + C. LE and GT 16","higher education","1","","","","5"
"Very often","2007","Single parent ","general elemantary","4","","","","5"
"Very often","2007","Single parent ","middle vocational","21","","","","5"
"Very often","2007","Couple + C. GT 16 ","middle vocational","27","","","","5"
"Very often","2007","Couple + C. LE 16 ","middle vocational","24","","","","5"
"Very often","2007","Couple + C. LE and GT 16","middle vocational","5","","","","5"
"Very often","2007","Couple + C. LE and GT 16","vocational + Abi","1","","","","5"
"Very often","2007","Couple + C. LE and GT 16","higher vocational","3","","","","5"
"Very often","2007","Single parent ","vocational + Abi","3","","","","5"
"Very often","2007","Single parent ","higher vocational","4","","","","5"
"Very often","2007","Single parent ","higher education","2","","","","5"
"Very often","2007","Couple + C. LE 16 ","in school","","","","","5"
"Very often","2007","Couple + C. LE 16 ","inadequately","","","","","5"
"Very often","2007","Couple + C. LE 16 ","higher education","6","","","","5"
"Very often","2007","Couple + C. GT 16 ","in school","2","","","","5"
"Very often","2007","Couple + C. GT 16 ","inadequately","2","","","","5"
"Very often","2007","Couple + C. GT 16 ","general elemantary","7","","","","5"
"Very often","2007","Couple + C. GT 16 ","higher vocational","","","","","5"
"Very often","2007","Couple + C. GT 16 ","higher education","4","","","","5"
"Very often","2007","Couple + C. LE and GT 16","in school","1","","","","5"
"Very often","2007","Couple + C. LE and GT 16","inadequately","1","","","","5"
"Very often","2007","Couple + C. LE and GT 16","general elemantary","5","","","","5"
"Very often","2007","1-pers.-HH","in school","","","","","5"
"Very often","2007","1-pers.-HH","inadequately","","","","","5"
"Very often","2007","1-pers.-HH","general elemantary","11","","","","5"
"Very often","2007","1-pers.-HH","middle vocational","39","0.0238757452048409","0.0165207886471725","0.0312307017625093","5"
"Very often","2007","1-pers.-HH","vocational + Abi","7","","","","5"
"Very often","2007","1-pers.-HH","higher vocational","6","","","","5"
"Very often","2007","1-pers.-HH","higher education","9","","","","5"
"Very often","2007","(Married) couple without C. ","in school","","","","","5"
"Very often","2007","(Married) couple without C. ","inadequately","5","","","","5"
"Very often","2007","(Married) couple without C. ","general elemantary","19","","","","5"
"Very often","2007","(Married) couple without C. ","middle vocational","66","0.015188514962508","0.0113312793716452","0.0190457505533708","5"
"Very often","2007","(Married) couple without C. ","vocational + Abi","6","","","","5"
"Very often","2007","(Married) couple without C. ","higher vocational","5","","","","5"
"Very often","2007","(Married) couple without C. ","higher education","22","","","","5"
"Very rare","2007","1-pers.-HH","in school","1","","","","1"
"Very rare","2007","1-pers.-HH","inadequately","13","","","","1"
"Very rare","2007","1-pers.-HH","general elemantary","141","0.329823063384075","0.28522978486633","0.374416341901821","1"
"Very rare","2007","1-pers.-HH","middle vocational","686","0.407622293120564","0.383947978821352","0.431296607419775","1"
"Very rare","2007","1-pers.-HH","vocational + Abi","65","0.364255002828797","0.293954881145279","0.434555124512314","1"
"Very rare","2007","1-pers.-HH","higher vocational","77","0.371783252713754","0.30610583184875","0.437460673578757","1"
"Very rare","2007","1-pers.-HH","higher education","281","0.397831200639182","0.359581211762855","0.436081189515508","1"
"Very rare","2007","(Married) couple without C. ","in school","1","","","","1"
"Very rare","2007","(Married) couple without C. ","inadequately","17","","","","1"
"Very rare","2007","(Married) couple without C. ","general elemantary","251","0.349416533676346","0.313421599863021","0.385411467489671","1"
"Very rare","2007","(Married) couple without C. ","middle vocational","1582","0.382163081053451","0.366837983450236","0.397488178656666","1"
"Very rare","2007","(Married) couple without C. ","vocational + Abi","135","0.369039528359346","0.318772411136771","0.419306645581921","1"
"Very rare","2007","(Married) couple without C. ","higher vocational","283","0.48263652623632","0.441863949415236","0.523409103057403","1"
"Very rare","2007","(Married) couple without C. ","higher education","804","0.424833836819979","0.401953407955179","0.447714265684778","1"
"Very rare","2007","Single parent ","in school","28","","","","1"
"Very rare","2007","Single parent ","inadequately","8","","","","1"
"Very rare","2007","Single parent ","general elemantary","71","0.343914452403633","0.27601369552984","0.411815209277427","1"
"Very rare","2007","Single parent ","middle vocational","193","0.352378214760849","0.312345072663564","0.392411356858133","1"
"Very rare","2007","Single parent ","vocational + Abi","12","","","","1"
"Very rare","2007","Single parent ","higher vocational","16","","","","1"
"Very rare","2007","Single parent ","higher education","59","0.417992269726283","0.340092489548584","0.495892049903982","1"
"Very rare","2007","Couple + C. LE 16 ","in school","","","","","1"
"Very rare","2007","Couple + C. LE 16 ","inadequately","10","","","","1"
"Very rare","2007","Couple + C. LE 16 ","general elemantary","95","0.425893282899351","0.363593416204769","0.488193149593932","1"
"Very rare","2007","Couple + C. LE 16 ","middle vocational","731","0.41680198451428","0.393467998317511","0.440135970711049","1"
"Very rare","2007","Couple + C. LE 16 ","vocational + Abi","152","0.452072890112424","0.400227268445347","0.503918511779501","1"
"Very rare","2007","Couple + C. LE 16 ","higher vocational","161","0.431780638045871","0.38068496948941","0.482876306602333","1"
"Very rare","2007","Couple + C. LE 16 ","higher education","383","0.431071307171755","0.398220620954662","0.463921993388849","1"
"Very rare","2007","Couple + C. GT 16 ","in school","72","0.525380580212004","0.447763144826813","0.602998015597194","1"
"Very rare","2007","Couple + C. GT 16 ","inadequately","12","","","","1"
"Very rare","2007","Couple + C. GT 16 ","general elemantary","172","0.462954422822957","0.414028803251308","0.511880042394606","1"
"Very rare","2007","Couple + C. GT 16 ","middle vocational","729","0.411200363557674","0.388309645097082","0.434091082018265","1"
"Very rare","2007","Couple + C. GT 16 ","vocational + Abi","60","0.399442513834415","0.319166738676212","0.479718288992617","1"
"Very rare","2007","Couple + C. GT 16 ","higher vocational","71","0.28388815020893","0.2224657220676","0.34531057835026","1"
"Very rare","2007","Couple + C. GT 16 ","higher education","263","0.374120121598286","0.337286675321738","0.410953567874834","1"
"Very rare","2007","Couple + C. LE and GT 16","in school","52","0.398475014314139","0.309762979005866","0.487187049622413","1"
"Very rare","2007","Couple + C. LE and GT 16","inadequately","9","","","","1"
"Very rare","2007","Couple + C. LE and GT 16","general elemantary","62","0.294562333530326","0.228875223497351","0.360249443563302","1"
"Very rare","2007","Couple + C. LE and GT 16","middle vocational","204","0.340220819741084","0.300553070553575","0.379888568928593","1"
"Very rare","2007","Couple + C. LE and GT 16","vocational + Abi","25","","","","1"
"Very rare","2007","Couple + C. LE and GT 16","higher vocational","47","0.444854983389424","0.350694505283747","0.539015461495101","1"
"Very rare","2007","Couple + C. LE and GT 16","higher education","111","0.446018855839328","0.380631209516254","0.511406502162402","1"
"Often","2008","Single parent ","in school","3","","","","4"
"Often","2008","Single parent ","inadequately","6","","","","4"
"Often","2008","Single parent ","general elemantary","12","","","","4"
"Often","2008","Single parent ","middle vocational","37","0.0626182396994856","0.0421078282375769","0.0831286511613943","4"
"Often","2008","Single parent ","vocational + Abi","4","","","","4"
"Often","2008","Single parent ","higher vocational","6","","","","4"
"Often","2008","Single parent ","higher education","11","","","","4"
"Often","2008","Couple + C. LE 16 ","in school","","","","","4"
"Often","2008","Couple + C. LE 16 ","inadequately","2","","","","4"
"Often","2008","Couple + C. LE 16 ","general elemantary","9","","","","4"
"Often","2008","Couple + C. LE 16 ","middle vocational","68","0.0513920210382942","0.040339324435927","0.0624447176406614","4"
"Often","2008","Couple + C. LE 16 ","vocational + Abi","11","","","","4"
"Often","2008","Couple + C. LE 16 ","higher vocational","18","","","","4"
"Often","2008","Couple + C. LE 16 ","higher education","26","","","","4"
"Often","2008","Couple + C. GT 16 ","in school","7","","","","4"
"Often","2008","Couple + C. GT 16 ","inadequately","","","","","4"
"Often","2008","Couple + C. GT 16 ","general elemantary","25","","","","4"
"Often","2008","Couple + C. GT 16 ","middle vocational","83","0.0518004587437097","0.0412310683453243","0.0623698491420951","4"
"Often","2008","Couple + C. GT 16 ","vocational + Abi","15","","","","4"
"Often","2008","Couple + C. GT 16 ","higher vocational","9","","","","4"
"Often","2008","Couple + C. GT 16 ","higher education","30","0.0263491520128166","0.0135755151255914","0.0391227889000417","4"
"Often","2008","Couple + C. LE and GT 16","in school","3","","","","4"
"Often","2008","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Often","2008","Couple + C. LE and GT 16","general elemantary","8","","","","4"
"Often","2008","Couple + C. LE and GT 16","middle vocational","31","0.0745410718829925","0.0513092250104315","0.0977729187555535","4"
"Often","2008","Couple + C. LE and GT 16","vocational + Abi","3","","","","4"
"Often","2008","Couple + C. LE and GT 16","higher vocational","4","","","","4"
"Often","2008","Couple + C. LE and GT 16","higher education","7","","","","4"
"Often","2008","1-pers.-HH","in school","","","","","4"
"Often","2008","1-pers.-HH","inadequately","2","","","","4"
"Often","2008","1-pers.-HH","general elemantary","47","0.103530394265527","0.073823371623092","0.133237416907962","4"
"Often","2008","(Married) couple without C. ","in school","","","","","4"
"Often","2008","(Married) couple without C. ","inadequately","8","","","","4"
"Often","2008","(Married) couple without C. ","general elemantary","67","0.115820955319375","0.090590938864999","0.141050971773751","4"
"Often","2008","(Married) couple without C. ","middle vocational","255","0.0784245014467436","0.0697830888529885","0.0870659140404986","4"
"Often","2008","(Married) couple without C. ","vocational + Abi","19","","","","4"
"Often","2008","(Married) couple without C. ","higher vocational","24","","","","4"
"Often","2008","(Married) couple without C. ","higher education","71","0.0414888277874281","0.0322351401001625","0.0507425154746936","4"
"Often","2008","1-pers.-HH","middle vocational","130","0.0840787648774332","0.0703954357522253","0.097762094002641","4"
"Often","2008","1-pers.-HH","vocational + Abi","15","","","","4"
"Often","2008","1-pers.-HH","higher vocational","14","","","","4"
"Often","2008","1-pers.-HH","higher education","40","0.0620365582310168","0.0429874548672826","0.0810856615947509","4"
"Rarely","2008","1-pers.-HH","in school","2","","","","2"
"Rarely","2008","1-pers.-HH","inadequately","4","","","","2"
"Rarely","2008","1-pers.-HH","general elemantary","123","0.296184707985224","0.25166338370677","0.340706032263677","2"
"Rarely","2008","1-pers.-HH","middle vocational","469","0.302768230528912","0.280113271417527","0.325423189640297","2"
"Rarely","2008","1-pers.-HH","vocational + Abi","57","0.305082765833794","0.238371693010932","0.371793838656656","2"
"Rarely","2008","1-pers.-HH","higher vocational","65","0.279642707417738","0.216157403304113","0.343128011531362","2"
"Rarely","2008","1-pers.-HH","higher education","194","0.281520378698388","0.246004719396623","0.317036038000152","2"
"Rarely","2008","(Married) couple without C. ","in school","","","","","2"
"Rarely","2008","(Married) couple without C. ","inadequately","20","","","","2"
"Rarely","2008","(Married) couple without C. ","general elemantary","197","0.328090169832678","0.29107276571768","0.365107573947675","2"
"Rarely","2008","(Married) couple without C. ","middle vocational","1248","0.34042325524247","0.325192000704636","0.355654509780305","2"
"Rarely","2008","(Married) couple without C. ","vocational + Abi","109","0.357587132274769","0.304404619767364","0.410769644782174","2"
"Rarely","2008","(Married) couple without C. ","higher vocational","200","0.360256333577494","0.319914331161829","0.400598335993159","2"
"Rarely","2008","(Married) couple without C. ","higher education","637","0.355506672323123","0.333294872193563","0.377718472452684","2"
"Rarely","2008","Single parent ","in school","23","","","","2"
"Rarely","2008","Single parent ","inadequately","4","","","","2"
"Rarely","2008","Single parent ","general elemantary","70","0.376139839381404","0.305955399243451","0.446324279519357","2"
"Rarely","2008","Single parent ","middle vocational","183","0.328040243509586","0.288293560519692","0.367786926499479","2"
"Rarely","2008","Single parent ","vocational + Abi","18","","","","2"
"Rarely","2008","Single parent ","higher vocational","13","","","","2"
"Rarely","2008","Single parent ","higher education","50","0.336021222641659","0.260431471683016","0.411610973600302","2"
"Rarely","2008","Couple + C. LE 16 ","in school","","","","","2"
"Rarely","2008","Couple + C. LE 16 ","inadequately","8","","","","2"
"Rarely","2008","Couple + C. LE 16 ","general elemantary","74","0.340267018607685","0.276787265319643","0.403746771895727","2"
"Rarely","2008","Couple + C. LE 16 ","middle vocational","552","0.358140777863799","0.334140084266331","0.382141471461268","2"
"Rarely","2008","Couple + C. LE 16 ","vocational + Abi","114","0.294550865099059","0.244291435707825","0.344810294490294","2"
"Rarely","2008","Couple + C. LE 16 ","higher vocational","118","0.344941504121232","0.29302171457701","0.396861293665453","2"
"Rarely","2008","Couple + C. LE 16 ","higher education","273","0.3692400040068","0.335306865796832","0.403173142216767","2"
"Rarely","2008","Couple + C. GT 16 ","in school","63","0.366395234810638","0.291028033126454","0.441762436494823","2"
"Rarely","2008","Couple + C. GT 16 ","inadequately","18","","","","2"
"Rarely","2008","Couple + C. GT 16 ","general elemantary","125","0.321623427704351","0.274904621428078","0.368342233980625","2"
"Rarely","2008","Couple + C. GT 16 ","middle vocational","636","0.371317392966553","0.348275315347217","0.394359470585889","2"
"Rarely","2008","Couple + C. GT 16 ","vocational + Abi","52","0.367685062942951","0.290263903487476","0.445106222398426","2"
"Rarely","2008","Couple + C. GT 16 ","higher vocational","76","0.375008732356472","0.307575626818495","0.44244183789445","2"
"Rarely","2008","Couple + C. GT 16 ","higher education","227","0.34895994509765","0.310947897340284","0.386971992855015","2"
"Rarely","2008","Couple + C. LE and GT 16","in school","49","0.388774148192793","0.304977632394008","0.472570663991577","2"
"Rarely","2008","Couple + C. LE and GT 16","inadequately","2","","","","2"
"Rarely","2008","Couple + C. LE and GT 16","general elemantary","63","0.359529797584509","0.282479935350226","0.436579659818792","2"
"Rarely","2008","Couple + C. LE and GT 16","middle vocational","186","0.352390499330331","0.310135699746049","0.394645298914613","2"
"Rarely","2008","Couple + C. LE and GT 16","vocational + Abi","24","","","","2"
"Rarely","2008","Couple + C. LE and GT 16","higher vocational","38","0.38687426407747","0.286808137773705","0.486940390381235","2"
"Rarely","2008","Couple + C. LE and GT 16","higher education","74","0.352681955893496","0.288515394557167","0.416848517229825","2"
"Sometimes","2008","Single parent ","middle vocational","115","0.223028746778154","0.187787716742216","0.258269776814093","3"
"Sometimes","2008","Single parent ","vocational + Abi","9","","","","3"
"Sometimes","2008","Single parent ","in school","5","","","","3"
"Sometimes","2008","Single parent ","inadequately","4","","","","3"
"Sometimes","2008","Single parent ","general elemantary","29","","","","3"
"Sometimes","2008","Single parent ","higher vocational","8","","","","3"
"Sometimes","2008","Single parent ","higher education","26","","","","3"
"Sometimes","2008","Couple + C. LE 16 ","in school","","","","","3"
"Sometimes","2008","Couple + C. LE 16 ","inadequately","5","","","","3"
"Sometimes","2008","Couple + C. LE 16 ","general elemantary","43","0.190724123319733","0.138086979529649","0.243361267109816","3"
"Sometimes","2008","Couple + C. LE 16 ","middle vocational","246","0.161048027237535","0.142647796543342","0.179448257931727","3"
"Sometimes","2008","Couple + C. LE 16 ","vocational + Abi","48","0.164592547820589","0.123708036963414","0.205477058677764","3"
"Sometimes","2008","Couple + C. LE 16 ","higher vocational","48","0.200888691492725","0.157126250475596","0.244651132509854","3"
"Sometimes","2008","Couple + C. LE 16 ","higher education","113","0.158511689140228","0.132831851572393","0.184191526708063","3"
"Sometimes","2008","Couple + C. GT 16 ","in school","15","","","","3"
"Sometimes","2008","Couple + C. GT 16 ","inadequately","7","","","","3"
"Sometimes","2008","Couple + C. GT 16 ","general elemantary","52","0.117810639619784","0.0855661398659738","0.150055139373595","3"
"Sometimes","2008","Couple + C. GT 16 ","middle vocational","293","0.181234462926942","0.162863435904635","0.19960548994925","3"
"Sometimes","2008","Couple + C. GT 16 ","vocational + Abi","20","","","","3"
"Sometimes","2008","Couple + C. GT 16 ","higher vocational","36","0.129321624803692","0.0825825672323555","0.176060682375028","3"
"Sometimes","2008","Couple + C. GT 16 ","higher education","99","0.190079913038922","0.158788957963038","0.221370868114806","3"
"Sometimes","2008","Couple + C. LE and GT 16","in school","12","","","","3"
"Sometimes","2008","Couple + C. LE and GT 16","inadequately","1","","","","3"
"Sometimes","2008","1-pers.-HH","in school","","","","","3"
"Sometimes","2008","1-pers.-HH","inadequately","4","","","","3"
"Sometimes","2008","1-pers.-HH","general elemantary","97","0.272359261745994","0.228949541650523","0.315768981841465","3"
"Sometimes","2008","1-pers.-HH","middle vocational","310","0.194205695714736","0.174699946975393","0.213711444454079","3"
"Sometimes","2008","1-pers.-HH","vocational + Abi","39","0.211069856442698","0.151947065309668","0.270192647575727","3"
"Sometimes","2008","1-pers.-HH","higher vocational","34","0.170944708014972","0.117695021553686","0.224194394476258","3"
"Sometimes","2008","1-pers.-HH","higher education","86","0.169370393036216","0.139750725048233","0.198990061024199","3"
