"plh0185","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","lower secondary degree","861","0.433769230795889","0.411420224599908","0.456118236991871"
"Very rare","2007","Full Time","secondary school degree","1176","0.405058357924335","0.386790364549094","0.423326351299577"
"Very rare","2007","Full Time","college entrance qualification","1191","0.428053229697302","0.40926405623614","0.446842403158463"
"Very rare","2007","Full Time","Other degree","171","0.520740218697771","0.467164141610819","0.574316295784723"
"Very rare","2007","Full Time","no degree/no degree yet","23","","",""
"Very rare","2007","Part Time","lower secondary degree","445","0.352393854613677","0.325510260222992","0.379277449004362"
"Very rare","2007","Part Time","secondary school degree","585","0.345271559322598","0.322032632136034","0.368510486509161"
"Very rare","2007","Part Time","college entrance qualification","513","0.353902409481191","0.32865514656357","0.379149672398812"
"Very rare","2007","Part Time","Other degree","104","0.370618539586296","0.312469078097645","0.428768001074946"
"Very rare","2007","Part Time","no degree/no degree yet","41","0.412054013209852","0.312018914261218","0.512089112158487"
"Very rare","2007","Not Working","lower secondary degree","1504","0.383333272064244","0.367921255804037","0.398745288324452"
"Very rare","2007","Not Working","secondary school degree","660","0.387951376149128","0.36458068981093","0.411322062487326"
"Very rare","2007","Not Working","college entrance qualification","634","0.413218633706373","0.387397340235412","0.439039927177335"
"Very rare","2007","Not Working","Other degree","175","0.331237622324526","0.288777343907248","0.373697900741804"
"Very rare","2007","Not Working","no degree/no degree yet","173","0.398532325148234","0.352094478199161","0.444970172097307"
"Rarely","2007","Full Time","lower secondary degree","622","0.332152870944637","0.310913597853692","0.353392144035583"
"Rarely","2007","Full Time","secondary school degree","980","0.356488081138951","0.338664471280548","0.374311690997354"
"Rarely","2007","Full Time","college entrance qualification","897","0.352113619466235","0.33397635365628","0.37025088527619"
"Rarely","2007","Full Time","Other degree","94","0.235910906555884","0.190378472457332","0.281443340654436"
"Rarely","2007","Full Time","no degree/no degree yet","6","","",""
"Rarely","2007","Part Time","lower secondary degree","420","0.321079189694497","0.294804758061337","0.347353621327657"
"Rarely","2007","Part Time","secondary school degree","528","0.31508573699691","0.292379898411957","0.337791575581863"
"Rarely","2007","Part Time","college entrance qualification","451","0.314433873740562","0.289919950560622","0.338947796920501"
"Rarely","2007","Part Time","Other degree","75","0.268825422304787","0.215446369402893","0.322204475206681"
"Rarely","2007","Part Time","no degree/no degree yet","23","","",""
"Rarely","2007","Not Working","lower secondary degree","1087","0.290867505817504","0.276470995309243","0.305264016325764"
"Rarely","2007","Not Working","secondary school degree","509","0.306703416581831","0.28458730907428","0.328819524089382"
"Rarely","2007","Not Working","college entrance qualification","386","0.290539521112904","0.2667318672361","0.314347174989708"
"Rarely","2007","Not Working","Other degree","127","0.260633542684362","0.22103108693277","0.300235998435953"
"Rarely","2007","Not Working","no degree/no degree yet","133","0.270624480406168","0.228484601349949","0.312764359462386"
"Sometimes","2007","Full Time","lower secondary degree","310","0.181467563206012","0.164087571577071","0.198847554834952"
"Sometimes","2007","Full Time","secondary school degree","460","0.177194153560291","0.162984998901866","0.191403308218717"
"Sometimes","2007","Full Time","college entrance qualification","437","0.156434621611809","0.142640095285752","0.170229147937867"
"Sometimes","2007","Full Time","Other degree","55","0.178101422778605","0.137069897033787","0.219132948523423"
"Sometimes","2007","Full Time","no degree/no degree yet","4","","",""
"Sometimes","2007","Part Time","lower secondary degree","230","0.215921049564706","0.192766033890749","0.239076065238662"
"Sometimes","2007","Part Time","secondary school degree","339","0.211703517847412","0.191736468080118","0.231670567614706"
"Sometimes","2007","Part Time","college entrance qualification","293","0.238629723323946","0.216124480135348","0.261134966512544"
"Sometimes","2007","Part Time","Other degree","59","0.265388502026383","0.21222726643919","0.318549737613575"
"Sometimes","2007","Part Time","no degree/no degree yet","19","","",""
"Sometimes","2007","Not Working","lower secondary degree","817","0.215688124317467","0.202650350145135","0.228725898489798"
"Sometimes","2007","Not Working","secondary school degree","347","0.202819274228128","0.183534131274059","0.222104417182197"
"Sometimes","2007","Not Working","college entrance qualification","262","0.20294982952398","0.181859320440064","0.224040338607897"
"Sometimes","2007","Not Working","Other degree","104","0.273353177193701","0.23314625363568","0.313560100751721"
"Sometimes","2007","Not Working","no degree/no degree yet","78","0.207105933444238","0.168669949072639","0.245541917815837"
"Often","2007","Full Time","lower secondary degree","79","0.0438389125418915","0.0346062379063781","0.0530715871774049"
"Often","2007","Full Time","secondary school degree","119","0.0461360774009257","0.0383295406662839","0.0539426141355675"
"Often","2007","Full Time","college entrance qualification","117","0.0552665244675338","0.0465895821576726","0.0639434667773949"
"Often","2007","Full Time","Other degree","11","","",""
"Often","2007","Full Time","no degree/no degree yet","5","","",""
"Often","2007","Part Time","lower secondary degree","88","0.0859564835273775","0.0701825339976508","0.101730433057104"
"Often","2007","Part Time","secondary school degree","122","0.094937532764457","0.0806102669998958","0.109264798529018"
"Often","2007","Part Time","college entrance qualification","102","0.0774213199581456","0.063310395236105","0.0915322446801862"
"Often","2007","Part Time","Other degree","21","","",""
"Often","2007","Part Time","no degree/no degree yet","5","","",""
"Often","2007","Not Working","lower secondary degree","331","0.0891610394331111","0.0801275757499128","0.0981945031163095"
"Often","2007","Not Working","secondary school degree","119","0.0831448327524746","0.0699027024827802","0.0963869630221689"
"Often","2007","Not Working","college entrance qualification","93","0.0753223156292396","0.0614832455719392","0.0891613856865399"
"Often","2007","Not Working","Other degree","50","0.113018773512265","0.0844553933183949","0.141582153706134"
"Often","2007","Not Working","no degree/no degree yet","34","0.0907010269506506","0.0634618735187258","0.117940180382575"
"Very often","2007","Full Time","lower secondary degree","17","","",""
"Very often","2007","Full Time","secondary school degree","39","0.0151233299754971","0.0105817234872086","0.0196649364637855"
"Very often","2007","Full Time","college entrance qualification","22","","",""
"Very often","2007","Full Time","Other degree","3","","",""
"Very often","2007","Full Time","no degree/no degree yet","1","","",""
"Very often","2007","Part Time","lower secondary degree","30","0.0246494225997424","0.0159236992683108","0.0333751459311739"
"Very often","2007","Part Time","secondary school degree","34","0.0330016530686241","0.0242702149209792","0.041733091216269"
"Very often","2007","Part Time","college entrance qualification","19","","",""
"Very often","2007","Part Time","Other degree","6","","",""
"Very often","2007","Part Time","no degree/no degree yet","5","","",""
"Very often","2007","Not Working","lower secondary degree","84","0.0209500583676746","0.0164102138045839","0.0254899029307653"
"Very often","2007","Not Working","secondary school degree","35","0.0193811002884381","0.0127691557884044","0.0259930447884717"
"Very often","2007","Not Working","college entrance qualification","22","","",""
"Very often","2007","Not Working","Other degree","16","","",""
"Very often","2007","Not Working","no degree/no degree yet","9","","",""
"Very rare","2008","Full Time","lower secondary degree","791","0.441843838305212","0.418675867387427","0.465011809222997"
"Very rare","2008","Full Time","secondary school degree","1132","0.407203384039327","0.38872594596884","0.425680822109813"
"Very rare","2008","Full Time","college entrance qualification","1132","0.448374653239717","0.428797368326316","0.467951938153119"
"Very rare","2008","Full Time","Other degree","144","0.460066891752726","0.403574109166238","0.516559674339213"
"Very rare","2008","Full Time","no degree/no degree yet","21","","",""
"Very rare","2008","Part Time","lower secondary degree","408","0.350043664128108","0.322463853608891","0.377623474647324"
"Very rare","2008","Part Time","secondary school degree","523","0.34244082381435","0.318191371037254","0.366690276591447"
"Very rare","2008","Part Time","college entrance qualification","493","0.371798211584114","0.345667355333384","0.397929067834843"
"Very rare","2008","Part Time","Other degree","82","0.338062016109444","0.277190945734822","0.398933086484067"
"Very rare","2008","Part Time","no degree/no degree yet","39","0.331079005846517","0.239751575199152","0.422406436493881"
"Very rare","2008","Not Working","lower secondary degree","1338","0.367907664294463","0.3520666578065","0.383748670782425"
"Very rare","2008","Not Working","secondary school degree","584","0.374709510094823","0.350674039266237","0.398744980923409"
"Very rare","2008","Not Working","college entrance qualification","584","0.443416752742636","0.416867147837134","0.469966357648139"
"Very rare","2008","Not Working","Other degree","128","0.300041911148142","0.255897584132361","0.344186238163923"
"Very rare","2008","Not Working","no degree/no degree yet","179","0.449708019446907","0.401378464658002","0.498037574235812"
"Rarely","2008","Full Time","lower secondary degree","623","0.347083169610446","0.324874556144591","0.369291783076301"
"Rarely","2008","Full Time","secondary school degree","1039","0.37805859507318","0.359822262597522","0.396294927548837"
"Rarely","2008","Full Time","college entrance qualification","864","0.340179946996218","0.321530028535522","0.358829865456913"
"Rarely","2008","Full Time","Other degree","88","0.313698560826926","0.261105770289388","0.366291351364464"
"Rarely","2008","Full Time","no degree/no degree yet","10","","",""
"Rarely","2008","Part Time","lower secondary degree","387","0.307938530513848","0.281245835245482","0.334631225782213"
"Rarely","2008","Part Time","secondary school degree","555","0.366938486765405","0.34230866079356","0.39156831273725"
"Rarely","2008","Part Time","college entrance qualification","491","0.364215616657376","0.338196975098248","0.390234258216505"
"Rarely","2008","Part Time","Other degree","84","0.391010312359209","0.328218477545263","0.453802147173156"
"Rarely","2008","Part Time","no degree/no degree yet","45","0.373337640747036","0.279470043949481","0.467205237544592"
"Rarely","2008","Not Working","lower secondary degree","1105","0.315064905501908","0.299805141510119","0.330324669493698"
"Rarely","2008","Not Working","secondary school degree","536","0.322533152364493","0.299322060588766","0.345744244140219"
"Rarely","2008","Not Working","college entrance qualification","436","0.29288719959435","0.268566195873313","0.317208203315387"
"Rarely","2008","Not Working","Other degree","145","0.347289767536925","0.301427647699689","0.393151887374161"
"Rarely","2008","Not Working","no degree/no degree yet","137","0.330268735451794","0.284577289198058","0.37596018170553"
"Sometimes","2008","Full Time","lower secondary degree","252","0.154791767348586","0.137917243586396","0.171666291110775"
"Sometimes","2008","Full Time","secondary school degree","393","0.145121270527885","0.131874774918065","0.158367766137705"
"Sometimes","2008","Full Time","college entrance qualification","348","0.15060032933637","0.136521101641728","0.164679557031012"
"Sometimes","2008","Full Time","Other degree","49","0.161888381109222","0.120136959490567","0.203639802727877"
"Sometimes","2008","Full Time","no degree/no degree yet","5","","",""
"Sometimes","2008","Part Time","lower secondary degree","252","0.251292193330132","0.226211833913917","0.276372552746347"
"Sometimes","2008","Part Time","secondary school degree","271","0.189901022045379","0.169857481088702","0.209944563002057"
"Sometimes","2008","Part Time","college entrance qualification","228","0.189074449574393","0.167902671991332","0.210246227157454"
"Sometimes","2008","Part Time","Other degree","48","0.19955966832817","0.148131036958717","0.250988299697622"
"Sometimes","2008","Part Time","no degree/no degree yet","12","","",""
"Sometimes","2008","Not Working","lower secondary degree","755","0.206178801563642","0.192889368818831","0.219468234308454"
"Sometimes","2008","Not Working","secondary school degree","300","0.195425623153197","0.175735963197203","0.21511528310919"
"Sometimes","2008","Not Working","college entrance qualification","226","0.187361792613046","0.16650843053137","0.208215154694723"
"Sometimes","2008","Not Working","Other degree","81","0.207256567770537","0.168211300705462","0.246301834835611"
"Sometimes","2008","Not Working","no degree/no degree yet","56","0.140678968722358","0.106900248228667","0.174457689216049"
"Often","2008","Full Time","lower secondary degree","80","0.040670505053921","0.0314554185250226","0.0498855915828194"
"Often","2008","Full Time","secondary school degree","122","0.0576131852809269","0.0488500654149221","0.0663763051469317"
"Often","2008","Full Time","college entrance qualification","111","0.051409343676478","0.0427163316870464","0.0601023556659096"
"Often","2008","Full Time","Other degree","10","","",""
"Often","2008","Full Time","no degree/no degree yet","2","","",""
"Often","2008","Part Time","lower secondary degree","77","0.0710992844621091","0.0562397453164328","0.0859588236077855"
"Often","2008","Part Time","secondary school degree","95","0.0702101903902212","0.0571534664749175","0.0832669143055249"
"Often","2008","Part Time","college entrance qualification","85","0.0667483935549917","0.0532534774043603","0.0802433097056232"
"Often","2008","Part Time","Other degree","14","","",""
"Often","2008","Part Time","no degree/no degree yet","4","","",""
"Often","2008","Not Working","lower secondary degree","294","0.0913431051795446","0.0818794056994818","0.100806804659607"
"Often","2008","Not Working","secondary school degree","104","0.0804668516873789","0.0669599243332972","0.0939737790414607"
"Often","2008","Not Working","college entrance qualification","82","0.0661835886404622","0.0528976312298203","0.0794695460511042"
"Often","2008","Not Working","Other degree","49","0.117022958904866","0.0860588801337114","0.147987037676021"
"Often","2008","Not Working","no degree/no degree yet","24","","",""
"Very often","2008","Full Time","lower secondary degree","19","","",""
"Very often","2008","Full Time","secondary school degree","30","0.0120035650786815","0.00790797933445734","0.0160991508229057"
"Very often","2008","Full Time","college entrance qualification","24","","",""
"Very often","2008","Full Time","Other degree","8","","",""
"Very often","2008","Full Time","no degree/no degree yet","1","","",""
"Very often","2008","Part Time","lower secondary degree","25","","",""
"Very often","2008","Part Time","secondary school degree","27","","",""
"Very often","2008","Part Time","college entrance qualification","17","","",""
"Very often","2008","Part Time","Other degree","4","","",""
"Very often","2008","Part Time","no degree/no degree yet","2","","",""
"Very often","2008","Not Working","lower secondary degree","68","0.0195055234604418","0.0149627145113123","0.0240483324095713"
"Very often","2008","Not Working","secondary school degree","34","0.0268648627001081","0.0188361992363267","0.0348935261638896"
"Very often","2008","Not Working","college entrance qualification","17","","",""
"Very often","2008","Not Working","Other degree","11","","",""
"Very often","2008","Not Working","no degree/no degree yet","11","","",""
"Very rare","2009","Full Time","lower secondary degree","694","0.423996230233148","0.399636312540255","0.448356147926042"
"Very rare","2009","Full Time","secondary school degree","1077","0.421304022167144","0.402232625071234","0.440375419263055"
"Very rare","2009","Full Time","college entrance qualification","1003","0.412209668763028","0.392354645345312","0.432064692180744"
"Very rare","2009","Full Time","Other degree","123","0.442117944385993","0.380431649625157","0.503804239146829"
"Very rare","2009","Full Time","no degree/no degree yet","17","","",""
"Very rare","2009","Part Time","lower secondary degree","401","0.362003997985237","0.333262353548617","0.390745642421857"
"Very rare","2009","Part Time","secondary school degree","447","0.324663238217602","0.300152813445551","0.349173662989652"
"Very rare","2009","Part Time","college entrance qualification","467","0.340665732448316","0.31461065522169","0.366720809674943"
"Very rare","2009","Part Time","Other degree","84","0.381070906950874","0.315850780754828","0.44629103314692"
"Very rare","2009","Part Time","no degree/no degree yet","36","0.294368741147288","0.202721153189503","0.386016329105072"
"Very rare","2009","Not Working","lower secondary degree","1263","0.375521616719297","0.35889583453076","0.392147398907833"
"Very rare","2009","Not Working","secondary school degree","572","0.396540904460866","0.371133458442207","0.421948350479526"
"Very rare","2009","Not Working","college entrance qualification","539","0.392305782751926","0.36528149668254","0.419330068821311"
