"plh0185","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","in school","West Germany","119","0.466964901509284","0.406204836227959","0.52772496679061"
"Very rare","2007","in school","East Germany","39","0.523392404078538","0.414624748133794","0.632160060023283"
"Very rare","2007","inadequately","West Germany","61","0.354385814529847","0.287249811440705","0.421521817618989"
"Very rare","2007","inadequately","East Germany","10","","",""
"Very rare","2007","general elemantary","West Germany","692","0.361795186228576","0.340062584212443","0.383527788244709"
"Very rare","2007","general elemantary","East Germany","125","0.366291838581513","0.314310268583175","0.418273408579851"
"Very rare","2007","middle vocational","West Germany","3267","0.403398779441578","0.392444109106098","0.414353449777059"
"Very rare","2007","middle vocational","East Germany","955","0.351627180169144","0.333385754920556","0.369868605417731"
"Very rare","2007","vocational + Abi","West Germany","398","0.393443100212222","0.363210579092196","0.423675621332248"
"Very rare","2007","vocational + Abi","East Germany","60","0.321220075254649","0.250400113175037","0.392040037334261"
"Very rare","2007","higher vocational","West Germany","516","0.433485721892211","0.404592119111942","0.46237932467248"
"Very rare","2007","higher vocational","East Germany","151","0.355399932357585","0.308727412167772","0.402072452547398"
"Very rare","2007","higher education","West Germany","1431","0.43159536268457","0.41414296392271","0.449047761446429"
"Very rare","2007","higher education","East Germany","496","0.365110170108068","0.338928058742034","0.391292281474103"
"Rarely","2007","in school","West Germany","80","0.297164427538563","0.241506954282717","0.352821900794409"
"Rarely","2007","in school","East Germany","27","","",""
"Rarely","2007","inadequately","West Germany","53","0.254444516838406","0.193312697940418","0.315576335736393"
"Rarely","2007","inadequately","East Germany","4","","",""
"Rarely","2007","general elemantary","West Germany","591","0.300758950538563","0.280018268417289","0.321499632659837"
"Rarely","2007","general elemantary","East Germany","102","0.271900030862616","0.223894502298815","0.319905559426417"
"Rarely","2007","middle vocational","West Germany","2392","0.31541434134944","0.305037992349988","0.325790690348892"
"Rarely","2007","middle vocational","East Germany","858","0.324309584153766","0.306425820586341","0.342193347721192"
"Rarely","2007","vocational + Abi","West Germany","314","0.296283781906334","0.268025201278705","0.324542362533963"
"Rarely","2007","vocational + Abi","East Germany","50","0.33261089230823","0.261153420556181","0.404068364060278"
"Rarely","2007","higher vocational","West Germany","349","0.32535290278747","0.298036435066198","0.352669370508742"
"Rarely","2007","higher vocational","East Germany","144","0.369513846848451","0.322447494288467","0.416580199408434"
"Rarely","2007","higher education","West Germany","985","0.312675524019699","0.296340650190131","0.329010397849267"
"Rarely","2007","higher education","East Germany","442","0.347782208243433","0.321882580816701","0.373681835670166"
"Sometimes","2007","in school","West Germany","46","0.190456221283942","0.142635517813626","0.238276924754259"
"Sometimes","2007","in school","East Germany","10","","",""
"Sometimes","2007","inadequately","West Germany","42","0.206300653592629","0.149505785055685","0.263095522129574"
"Sometimes","2007","inadequately","East Germany","7","","",""
"Sometimes","2007","general elemantary","West Germany","382","0.219415236555254","0.200697914060997","0.238132559049511"
"Sometimes","2007","general elemantary","East Germany","62","0.205382258017924","0.161795786570767","0.248968729465082"
"Sometimes","2007","middle vocational","West Germany","1398","0.19671371698718","0.187837202795222","0.205590231179137"
"Sometimes","2007","middle vocational","East Germany","609","0.232310929324197","0.216177278682251","0.248444579966142"
"Sometimes","2007","vocational + Abi","West Germany","199","0.22186338337012","0.196149458748633","0.247577307991607"
"Sometimes","2007","vocational + Abi","East Germany","32","0.189831223536857","0.130352528743963","0.249309918329752"
"Sometimes","2007","higher vocational","West Germany","183","0.154494648767878","0.133421774774923","0.175567522760832"
"Sometimes","2007","higher vocational","East Germany","85","0.205590366802497","0.16618267118065","0.244998062424343"
