"plh0185","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","66 and older","(1c) basic vocational qualification","871","0.430040329978246","0.408282911956272","0.451797748000221"
"Very rare","2007","66 and older","(2b) intermediate general qualification","19","","",""
"Very rare","2007","66 and older","(2a) intermediate vocational","232","0.428465079176898","0.38580890305927","0.471121255294525"
"Very rare","2007","66 and older","(2c_gen) general maturity certificate","10","","",""
"Very rare","2007","66 and older","(2c_voc) vocational maturity certificate","86","0.487153403568341","0.413308867476697","0.560997939659985"
"Very rare","2007","66 and older","(3a) lower tertiary education","166","0.441359938793122","0.390066793085744","0.492653084500501"
"Very rare","2007","66 and older","(3b) higher tertiary education","246","0.49701753456195","0.451376034841038","0.542659034282863"
"Rarely","2007","16-34 y.","(0) in school","107","0.303152075126869","0.254297199641547","0.352006950612192"
"Rarely","2007","16-34 y.","(1a) inadequately completed","7","","",""
"Rarely","2007","16-34 y.","(1b) general elementary school","104","0.276457501488791","0.228348619856882","0.324566383120701"
"Rarely","2007","16-34 y.","(1c) basic vocational qualification","182","0.396382864799529","0.354054876892456","0.438710852706602"
"Rarely","2007","16-34 y.","(2b) intermediate general qualification","153","0.374934203913918","0.326451246658746","0.42341716116909"
"Rarely","2007","16-34 y.","(2a) intermediate vocational","346","0.352410714708971","0.322846114955133","0.381975314462808"
"Rarely","2007","16-34 y.","(2c_gen) general maturity certificate","211","0.342660039167009","0.306750190216996","0.378569888117022"
"Rarely","2007","16-34 y.","(2c_voc) vocational maturity certificate","148","0.298277883695947","0.257091654783947","0.339464112607947"
"Rarely","2007","16-34 y.","(3a) lower tertiary education","75","0.357790293329418","0.292489925426523","0.423090661232312"
"Rarely","2007","16-34 y.","(3b) higher tertiary education","124","0.307653709373747","0.259302556742869","0.356004862004626"
"Rarely","2007","35-65 y.","(0) in school","","","",""
"Rarely","2007","35-65 y.","(1a) inadequately completed","31","0.272535163662691","0.191155395926751","0.353914931398631"
"Rarely","2007","35-65 y.","(1b) general elementary school","180","0.245969508169606","0.213063876296395","0.278875140042817"
"Rarely","2007","35-65 y.","(1c) basic vocational qualification","961","0.303124132879776","0.287002107109461","0.31924615865009"
"Rarely","2007","35-65 y.","(2b) intermediate general qualification","24","","",""
"Rarely","2007","35-65 y.","(2a) intermediate vocational","1121","0.328293839335007","0.312406244819822","0.344181433850191"
"Rarely","2007","35-65 y.","(2c_gen) general maturity certificate","39","0.370639238397805","0.285630655365297","0.455647821430312"
"Rarely","2007","35-65 y.","(2c_voc) vocational maturity certificate","298","0.337898471153447","0.307116256931234","0.36868068537566"
"Rarely","2007","35-65 y.","(3a) lower tertiary education","375","0.357973122072188","0.330168509135959","0.385777735008417"
"Rarely","2007","35-65 y.","(3b) higher tertiary education","628","0.318469660853551","0.297370954299465","0.339568367407637"
"Rarely","2007","66 and older","(0) in school","","","",""
"Rarely","2007","66 and older","(1a) inadequately completed","15","","",""
"Rarely","2007","66 and older","(1b) general elementary school","234","0.326782092138945","0.292965267438952","0.360598916838937"
"Rarely","2007","66 and older","(1c) basic vocational qualification","561","0.285708895636627","0.265855710090891","0.305562081182364"
"Rarely","2007","66 and older","(2b) intermediate general qualification","9","","",""
"Rarely","2007","66 and older","(2a) intermediate vocational","145","0.307956921525023","0.268163217179817","0.34775062587023"
"Rarely","2007","66 and older","(2c_gen) general maturity certificate","4","","",""
"Rarely","2007","66 and older","(2c_voc) vocational maturity certificate","39","0.242941555863673","0.179582694287409","0.306300417439936"
"Rarely","2007","66 and older","(3a) lower tertiary education","109","0.280488593702423","0.234082684633554","0.326894502771293"
"Rarely","2007","66 and older","(3b) higher tertiary education","116","0.271181730128741","0.230599354405327","0.311764105852155"
"Sometimes","2007","16-34 y.","(0) in school","56","0.175607633246072","0.135164265882424","0.216051000609719"
"Sometimes","2007","16-34 y.","(1a) inadequately completed","4","","",""
"Sometimes","2007","16-34 y.","(1b) general elementary school","57","0.188843652126599","0.146743610020997","0.230943694232201"
"Sometimes","2007","16-34 y.","(1c) basic vocational qualification","91","0.186271033124607","0.152580959644736","0.219961106604479"
"Sometimes","2007","16-34 y.","(2b) intermediate general qualification","60","0.182547466112707","0.143860214260028","0.221234717965385"
"Sometimes","2007","16-34 y.","(2a) intermediate vocational","194","0.204010306555432","0.179071400400626","0.228949212710238"
"Sometimes","2007","16-34 y.","(2c_gen) general maturity certificate","143","0.22090829206444","0.189518594529069","0.25229798959981"
"Sometimes","2007","16-34 y.","(2c_voc) vocational maturity certificate","105","0.227403833894638","0.189669726104199","0.265137941685078"
"Sometimes","2007","16-34 y.","(3a) lower tertiary education","39","0.23656652671942","0.178673645505938","0.294459407932901"
"Sometimes","2007","16-34 y.","(3b) higher tertiary education","61","0.162353805364911","0.123719276995173","0.20098833373465"
"Sometimes","2007","35-65 y.","(0) in school","","","",""
"Sometimes","2007","35-65 y.","(1a) inadequately completed","26","","",""
"Sometimes","2007","35-65 y.","(1b) general elementary school","142","0.223060371630452","0.191252105841565","0.25486863741934"
"Sometimes","2007","35-65 y.","(1c) basic vocational qualification","594","0.203190355226723","0.189076018390901","0.217304692062544"
"Sometimes","2007","35-65 y.","(2b) intermediate general qualification","20","","",""
"Sometimes","2007","35-65 y.","(2a) intermediate vocational","629","0.191633054685709","0.178316968436168","0.204949140935251"
"Sometimes","2007","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"Sometimes","2007","35-65 y.","(2c_voc) vocational maturity certificate","157","0.193811610301609","0.168086774455218","0.219536446147999"
"Sometimes","2007","35-65 y.","(3a) lower tertiary education","220","0.181921888268241","0.159547307684697","0.204296468851784"
"Sometimes","2007","35-65 y.","(3b) higher tertiary education","329","0.187557248513286","0.169878866556688","0.205235630469884"
"Sometimes","2007","66 and older","(0) in school","","","",""
"Sometimes","2007","66 and older","(1a) inadequately completed","15","","",""
"Sometimes","2007","66 and older","(1b) general elementary school","169","0.241878434433698","0.211004365343434","0.272752503523962"
"Sometimes","2007","66 and older","(1c) basic vocational qualification","398","0.209062098847581","0.191191481893842","0.22693271580132"
"Sometimes","2007","66 and older","(2b) intermediate general qualification","7","","",""
"Sometimes","2007","66 and older","(2a) intermediate vocational","107","0.203116972053493","0.168437441096777","0.23779650301021"
"Sometimes","2007","66 and older","(2c_gen) general maturity certificate","4","","",""
"Sometimes","2007","66 and older","(2c_voc) vocational maturity certificate","36","0.198947649579811","0.139969436121652","0.25792586303797"
"Sometimes","2007","66 and older","(3a) lower tertiary education","63","0.199174696977269","0.157919105630584","0.240430288323953"
"Sometimes","2007","66 and older","(3b) higher tertiary education","74","0.171764319216732","0.137333998145862","0.206194640287601"
"Often","2007","16-34 y.","(0) in school","14","","",""
"Often","2007","16-34 y.","(1a) inadequately completed","3","","",""
"Often","2007","16-34 y.","(1b) general elementary school","21","","",""
"Often","2007","16-34 y.","(1c) basic vocational qualification","19","","",""
"Often","2007","16-34 y.","(2b) intermediate general qualification","21","","",""
"Often","2007","16-34 y.","(2a) intermediate vocational","61","0.071231032794232","0.0553131210244443","0.0871489445640197"
"Often","2007","16-34 y.","(2c_gen) general maturity certificate","53","0.0771620477023237","0.0569713453515278","0.0973527500531196"
"Often","2007","16-34 y.","(2c_voc) vocational maturity certificate","49","0.105727323643068","0.078045957469048","0.133408689817088"
"Often","2007","16-34 y.","(3a) lower tertiary education","12","","",""
"Often","2007","16-34 y.","(3b) higher tertiary education","22","","",""
"Often","2007","35-65 y.","(0) in school","","","",""
"Often","2007","35-65 y.","(1a) inadequately completed","16","","",""
"Often","2007","35-65 y.","(1b) general elementary school","69","0.140687739184126","0.114120968090793","0.167254510277459"
"Often","2007","35-65 y.","(1c) basic vocational qualification","215","0.0744681572760976","0.0652591539911666","0.0836771605610287"
"Often","2007","35-65 y.","(2b) intermediate general qualification","10","","",""
"Often","2007","35-65 y.","(2a) intermediate vocational","199","0.0692631100467503","0.0606729437204446","0.0778532763730561"
"Often","2007","35-65 y.","(2c_gen) general maturity certificate","11","","",""
"Often","2007","35-65 y.","(2c_voc) vocational maturity certificate","61","0.0580426291151107","0.0428254690107169","0.0732597892195044"
"Often","2007","35-65 y.","(3a) lower tertiary education","58","0.0680045952951747","0.05340331107456","0.0826058795157893"
"Often","2007","35-65 y.","(3b) higher tertiary education","80","0.0604905166663621","0.0496942542168341","0.0712867791158901"
"Often","2007","66 and older","(0) in school","","","",""
"Often","2007","66 and older","(1a) inadequately completed","11","","",""
"Often","2007","66 and older","(1b) general elementary school","84","0.103797171963749","0.081807346246568","0.12578699768093"
"Often","2007","66 and older","(1c) basic vocational qualification","127","0.0611118188800566","0.0505849251076863","0.071638712652427"
"Often","2007","66 and older","(2b) intermediate general qualification","2","","",""
"Often","2007","66 and older","(2a) intermediate vocational","30","0.0579106783339161","0.0377767654062777","0.0780445912615546"
"Often","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2007","66 and older","(2c_voc) vocational maturity certificate","12","","",""
"Often","2007","66 and older","(3a) lower tertiary education","19","","",""
"Often","2007","66 and older","(3b) higher tertiary education","18","","",""
"Very often","2007","16-34 y.","(0) in school","5","","",""
"Very often","2007","16-34 y.","(1a) inadequately completed","1","","",""
"Very often","2007","16-34 y.","(1b) general elementary school","5","","",""
"Very often","2007","16-34 y.","(1c) basic vocational qualification","11","","",""
"Very often","2007","16-34 y.","(2b) intermediate general qualification","5","","",""
"Very often","2007","16-34 y.","(2a) intermediate vocational","16","","",""
"Very often","2007","16-34 y.","(2c_gen) general maturity certificate","12","","",""
"Very often","2007","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Very often","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2007","16-34 y.","(3b) higher tertiary education","4","","",""
"Very often","2007","35-65 y.","(0) in school","","","",""
"Very often","2007","35-65 y.","(1a) inadequately completed","5","","",""
"Very often","2007","35-65 y.","(1b) general elementary school","18","","",""
"Very often","2007","35-65 y.","(1c) basic vocational qualification","56","0.0184114469475693","0.0136958101859375","0.023127083709201"
"Very often","2007","35-65 y.","(2b) intermediate general qualification","4","","",""
"Very often","2007","35-65 y.","(2a) intermediate vocational","71","0.0257414700127878","0.0203836157589677","0.0310993242666078"
"Very often","2007","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very often","2007","35-65 y.","(2c_voc) vocational maturity certificate","20","","",""
"Very often","2007","35-65 y.","(3a) lower tertiary education","14","","",""
"Very often","2007","35-65 y.","(3b) higher tertiary education","16","","",""
"Very often","2007","66 and older","(0) in school","","","",""
"Very often","2007","66 and older","(1a) inadequately completed","4","","",""
"Very often","2007","66 and older","(1b) general elementary school","20","","",""
"Very often","2007","66 and older","(1c) basic vocational qualification","32","0.014076856657489","0.00889953587631167","0.0192541774386663"
"Very often","2007","66 and older","(2b) intermediate general qualification","1","","",""
"Very often","2007","66 and older","(2a) intermediate vocational","3","","",""
"Very often","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2007","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2007","66 and older","(3a) lower tertiary education","3","","",""
"Very often","2007","66 and older","(3b) higher tertiary education","7","","",""
"Very rare","2008","16-34 y.","(0) in school","163","0.466462765077607","0.414567853952406","0.518357676202808"
"Very rare","2008","16-34 y.","(1a) inadequately completed","20","","",""
"Very rare","2008","16-34 y.","(1b) general elementary school","126","0.403581367945163","0.347784345796424","0.459378390093903"
"Very rare","2008","16-34 y.","(1c) basic vocational qualification","162","0.38826291176471","0.342305921699424","0.434219901829997"
"Very rare","2008","16-34 y.","(2b) intermediate general qualification","156","0.444262620579206","0.392206864313563","0.496318376844849"
"Very rare","2008","16-34 y.","(2a) intermediate vocational","364","0.369917500878306","0.33873798098207","0.401097020774542"
"Very rare","2008","16-34 y.","(2c_gen) general maturity certificate","214","0.34551778589163","0.307404040585613","0.383631531197648"
"Very rare","2008","16-34 y.","(2c_voc) vocational maturity certificate","149","0.337717321384917","0.292216167635822","0.383218475134012"
"Very rare","2008","16-34 y.","(3a) lower tertiary education","87","0.451795752616592","0.382300162374249","0.521291342858934"
"Very rare","2008","16-34 y.","(3b) higher tertiary education","133","0.446036581650331","0.392727568834888","0.499345594465773"
"Very rare","2008","35-65 y.","(0) in school","","","",""
"Very rare","2008","35-65 y.","(1a) inadequately completed","35","0.321759972114189","0.230654362077164","0.412865582151214"
"Very rare","2008","35-65 y.","(1b) general elementary school","201","0.35135005215639","0.312763619205324","0.389936485107456"
"Very rare","2008","35-65 y.","(1c) basic vocational qualification","1143","0.391258531899943","0.373400599646341","0.409116464153545"
"Very rare","2008","35-65 y.","(2b) intermediate general qualification","28","","",""
"Very rare","2008","35-65 y.","(2a) intermediate vocational","1216","0.370989897091593","0.354242220814036","0.387737573369151"
"Very rare","2008","35-65 y.","(2c_gen) general maturity certificate","47","0.38175608657609","0.295193880599138","0.468318292553043"
"Very rare","2008","35-65 y.","(2c_voc) vocational maturity certificate","369","0.427228839814907","0.394263247041965","0.460194432587848"
"Very rare","2008","35-65 y.","(3a) lower tertiary education","459","0.406743026674963","0.377226941092881","0.436259112257046"
"Very rare","2008","35-65 y.","(3b) higher tertiary education","757","0.423930829636939","0.400617059369213","0.447244599904665"
"Very rare","2008","66 and older","(0) in school","","","",""
"Very rare","2008","66 and older","(1a) inadequately completed","20","","",""
"Very rare","2008","66 and older","(1b) general elementary school","216","0.300792147967557","0.266721541274204","0.334862754660911"
"Very rare","2008","66 and older","(1c) basic vocational qualification","806","0.415320224655421","0.393465388990072","0.43717506032077"
"Very rare","2008","66 and older","(2b) intermediate general qualification","16","","",""
"Very rare","2008","66 and older","(2a) intermediate vocational","193","0.406052820707431","0.363761778383265","0.448343863031596"
"Very rare","2008","66 and older","(2c_gen) general maturity certificate","10","","",""
"Very rare","2008","66 and older","(2c_voc) vocational maturity certificate","79","0.492034690024824","0.415752876816368","0.568316503233281"
"Very rare","2008","66 and older","(3a) lower tertiary education","180","0.468345842904895","0.418436664491638","0.518255021318152"
"Very rare","2008","66 and older","(3b) higher tertiary education","243","0.490359494159661","0.446186706982654","0.534532281336668"
"Rarely","2008","16-34 y.","(0) in school","140","0.402262542999959","0.351253879132043","0.453271206867874"
"Rarely","2008","16-34 y.","(1a) inadequately completed","8","","",""
"Rarely","2008","16-34 y.","(1b) general elementary school","113","0.384548943398137","0.329221266122897","0.439876620673377"
"Rarely","2008","16-34 y.","(1c) basic vocational qualification","166","0.396108538125974","0.349988170100478","0.44222890615147"
"Rarely","2008","16-34 y.","(2b) intermediate general qualification","120","0.332282526594458","0.28293513614715","0.381629917041765"
"Rarely","2008","16-34 y.","(2a) intermediate vocational","353","0.411255222061521","0.379476419941965","0.443034024181077"
"Rarely","2008","16-34 y.","(2c_gen) general maturity certificate","216","0.387279032064447","0.348236240481976","0.426321823646917"
"Rarely","2008","16-34 y.","(2c_voc) vocational maturity certificate","154","0.377686192703315","0.331042350737998","0.424330034668632"
"Rarely","2008","16-34 y.","(3a) lower tertiary education","64","0.30939201686368","0.244843639863669","0.373940393863691"
"Rarely","2008","16-34 y.","(3b) higher tertiary education","120","0.308738268468679","0.259194236513934","0.358282300423425"
"Rarely","2008","35-65 y.","(0) in school","","","",""
"Rarely","2008","35-65 y.","(1a) inadequately completed","29","","",""
"Rarely","2008","35-65 y.","(1b) general elementary school","193","0.293658937905625","0.25684703508488","0.330470840726369"
"Rarely","2008","35-65 y.","(1c) basic vocational qualification","929","0.316856198514837","0.299831870176598","0.333880526853076"
"Rarely","2008","35-65 y.","(2b) intermediate general qualification","43","0.437592320440126","0.337305322462284","0.537879318417969"
"Rarely","2008","35-65 y.","(2a) intermediate vocational","1216","0.362712013032195","0.346043627323596","0.379380398740794"
"Rarely","2008","35-65 y.","(2c_gen) general maturity certificate","40","0.323194768600527","0.239861307357957","0.406528229843098"
"Rarely","2008","35-65 y.","(2c_voc) vocational maturity certificate","285","0.297841924783292","0.26736645566159","0.328317393904994"
"Rarely","2008","35-65 y.","(3a) lower tertiary education","393","0.382083776400551","0.352887909521481","0.411279643279621"
"Rarely","2008","35-65 y.","(3b) higher tertiary education","616","0.348588060563532","0.326107258256348","0.371068862870715"
"Rarely","2008","66 and older","(0) in school","","","",""
"Rarely","2008","66 and older","(1a) inadequately completed","14","","",""
"Rarely","2008","66 and older","(1b) general elementary school","217","0.317926999240763","0.28333126071466","0.352522737766866"
"Rarely","2008","66 and older","(1c) basic vocational qualification","610","0.311426242761973","0.290888637329684","0.331963848194263"
"Rarely","2008","66 and older","(2b) intermediate general qualification","11","","",""
"Rarely","2008","66 and older","(2a) intermediate vocational","163","0.280313590496435","0.241634438941442","0.318992742051428"
"Rarely","2008","66 and older","(2c_gen) general maturity certificate","7","","",""
"Rarely","2008","66 and older","(2c_voc) vocational maturity certificate","51","0.276579758012229","0.208328345576932","0.344831170447526"
"Rarely","2008","66 and older","(3a) lower tertiary education","123","0.282408081183416","0.237382450118912","0.32743371224792"
"Rarely","2008","66 and older","(3b) higher tertiary education","160","0.317906532889243","0.276759624376995","0.35905344140149"
"Sometimes","2008","16-34 y.","(0) in school","32","0.0945544371902923","0.0641171428675994","0.124991731512985"
"Sometimes","2008","16-34 y.","(1a) inadequately completed","4","","",""
"Sometimes","2008","16-34 y.","(1b) general elementary school","34","0.139923096795406","0.100469807850841","0.179376385739972"
"Sometimes","2008","16-34 y.","(1c) basic vocational qualification","85","0.175703008088221","0.139815965216199","0.211590050960243"
"Sometimes","2008","16-34 y.","(2b) intermediate general qualification","47","0.120573036298501","0.0864585327006723","0.154687539896329"
"Sometimes","2008","16-34 y.","(2a) intermediate vocational","146","0.138522100730805","0.116212084786355","0.160832116675256"
"Sometimes","2008","16-34 y.","(2c_gen) general maturity certificate","116","0.180389928382835","0.149571727241443","0.211208129524226"
"Sometimes","2008","16-34 y.","(2c_voc) vocational maturity certificate","76","0.195964276897564","0.157774231933091","0.234154321862038"
"Sometimes","2008","16-34 y.","(3a) lower tertiary education","34","0.177239814878568","0.123914644046359","0.230564985710776"
"Sometimes","2008","16-34 y.","(3b) higher tertiary education","51","0.168060711645503","0.127959843581964","0.208161579709042"
"Sometimes","2008","35-65 y.","(0) in school","","","",""
"Sometimes","2008","35-65 y.","(1a) inadequately completed","23","","",""
"Sometimes","2008","35-65 y.","(1b) general elementary school","126","0.234629196841379","0.200377160156694","0.268881233526064"
"Sometimes","2008","35-65 y.","(1c) basic vocational qualification","538","0.19821009380605","0.18362275759618","0.21279743001592"
"Sometimes","2008","35-65 y.","(2b) intermediate general qualification","12","","",""
"Sometimes","2008","35-65 y.","(2a) intermediate vocational","529","0.173561695497055","0.160431328444355","0.186692062549755"
"Sometimes","2008","35-65 y.","(2c_gen) general maturity certificate","23","","",""
"Sometimes","2008","35-65 y.","(2c_voc) vocational maturity certificate","140","0.176778254204937","0.151356069215905","0.202200439193968"
"Sometimes","2008","35-65 y.","(3a) lower tertiary education","149","0.143632798517324","0.122559423249525","0.164706173785122"
"Sometimes","2008","35-65 y.","(3b) higher tertiary education","270","0.180740965738076","0.162587204710977","0.198894726765175"
"Sometimes","2008","66 and older","(0) in school","","","",""
"Sometimes","2008","66 and older","(1a) inadequately completed","12","","",""
"Sometimes","2008","66 and older","(1b) general elementary school","161","0.229778950996593","0.198524902337174","0.261032999656011"
"Sometimes","2008","66 and older","(1c) basic vocational qualification","387","0.191870729587833","0.174406808856416","0.20933465031925"
"Sometimes","2008","66 and older","(2b) intermediate general qualification","10","","",""
"Sometimes","2008","66 and older","(2a) intermediate vocational","114","0.224097805253741","0.188188624016811","0.26000698649067"
"Sometimes","2008","66 and older","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2008","66 and older","(2c_voc) vocational maturity certificate","27","","",""
"Sometimes","2008","66 and older","(3a) lower tertiary education","62","0.20063998340636","0.160584458146624","0.240695508666096"
"Sometimes","2008","66 and older","(3b) higher tertiary education","67","0.140279575180683","0.109593497299275","0.170965653062091"
"Often","2008","16-34 y.","(0) in school","13","","",""
"Often","2008","16-34 y.","(1a) inadequately completed","1","","",""
"Often","2008","16-34 y.","(1b) general elementary school","19","","",""
"Often","2008","16-34 y.","(1c) basic vocational qualification","14","","",""
"Often","2008","16-34 y.","(2b) intermediate general qualification","21","","",""
"Often","2008","16-34 y.","(2a) intermediate vocational","50","0.0685670371769945","0.0522458490987941","0.0848882252551949"
"Often","2008","16-34 y.","(2c_gen) general maturity certificate","46","0.079926112743265","0.0581914354068177","0.101660790079712"
"Often","2008","16-34 y.","(2c_voc) vocational maturity certificate","29","","",""
"Often","2008","16-34 y.","(3a) lower tertiary education","10","","",""
"Often","2008","16-34 y.","(3b) higher tertiary education","29","","",""
"Often","2008","35-65 y.","(0) in school","","","",""
"Often","2008","35-65 y.","(1a) inadequately completed","10","","",""
"Often","2008","35-65 y.","(1b) general elementary school","48","0.0807632595102742","0.0587400792173957","0.102786439803153"
"Often","2008","35-65 y.","(1c) basic vocational qualification","209","0.078337254556162","0.0685050024194302","0.0881695066928937"
"Often","2008","35-65 y.","(2b) intermediate general qualification","9","","",""
"Often","2008","35-65 y.","(2a) intermediate vocational","177","0.0656224791769045","0.0570376390187987","0.0742073193350103"
"Often","2008","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"Often","2008","35-65 y.","(2c_voc) vocational maturity certificate","56","0.0833187371618471","0.0649016665207667","0.101735807802928"
"Often","2008","35-65 y.","(3a) lower tertiary education","49","0.0543491210190612","0.0407271812812573","0.0679710607568651"
"Often","2008","35-65 y.","(3b) higher tertiary education","65","0.0331477386873971","0.0247020570360649","0.0415934203387293"
"Often","2008","66 and older","(0) in school","","","",""
"Often","2008","66 and older","(1a) inadequately completed","6","","",""
"Often","2008","66 and older","(1b) general elementary school","84","0.119139337611561","0.0950721873411016","0.14320648788202"
"Often","2008","66 and older","(1c) basic vocational qualification","122","0.0682756110730401","0.0570896449642692","0.0794615771818109"
"Often","2008","66 and older","(2b) intermediate general qualification","1","","",""
"Often","2008","66 and older","(2a) intermediate vocational","40","0.0792105307141263","0.0559534690382887","0.102467592389964"
"Often","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2008","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Often","2008","66 and older","(3a) lower tertiary education","17","","",""
"Often","2008","66 and older","(3b) higher tertiary education","18","","",""
"Very often","2008","16-34 y.","(0) in school","7","","",""
"Very often","2008","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2008","16-34 y.","(1b) general elementary school","5","","",""
"Very often","2008","16-34 y.","(1c) basic vocational qualification","5","","",""
"Very often","2008","16-34 y.","(2b) intermediate general qualification","6","","",""
"Very often","2008","16-34 y.","(2a) intermediate vocational","8","","",""
"Very often","2008","16-34 y.","(2c_gen) general maturity certificate","6","","",""
"Very often","2008","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"Very often","2008","16-34 y.","(3a) lower tertiary education","2","","",""
"Very often","2008","16-34 y.","(3b) higher tertiary education","1","","",""
"Very often","2008","35-65 y.","(0) in school","","","",""
"Very often","2008","35-65 y.","(1a) inadequately completed","4","","",""
"Very often","2008","35-65 y.","(1b) general elementary school","20","","",""
"Very often","2008","35-65 y.","(1c) basic vocational qualification","50","0.015337921223008","0.0108410580366167","0.0198347844093992"
"Very often","2008","35-65 y.","(2b) intermediate general qualification","2","","",""
"Very often","2008","35-65 y.","(2a) intermediate vocational","58","0.0271139152022519","0.0214830929489517","0.0327447374555522"
"Very often","2008","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Very often","2008","35-65 y.","(2c_voc) vocational maturity certificate","15","","",""
"Very often","2008","35-65 y.","(3a) lower tertiary education","14","","",""
"Very often","2008","35-65 y.","(3b) higher tertiary education","18","","",""
"Very often","2008","66 and older","(0) in school","","","",""
"Very often","2008","66 and older","(1a) inadequately completed","3","","",""
"Very often","2008","66 and older","(1b) general elementary school","18","","",""
"Very often","2008","66 and older","(1c) basic vocational qualification","28","","",""
"Very often","2008","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2008","66 and older","(2a) intermediate vocational","8","","",""
"Very often","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2008","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2008","66 and older","(3a) lower tertiary education","2","","",""
"Very often","2008","66 and older","(3b) higher tertiary education","4","","",""
"Very rare","2009","16-34 y.","(0) in school","147","0.422561802470794","0.367750683697028","0.477372921244559"
"Very rare","2009","16-34 y.","(1a) inadequately completed","11","","",""
"Very rare","2009","16-34 y.","(1b) general elementary school","115","0.445838777357277","0.385068878252972","0.506608676461583"
"Very rare","2009","16-34 y.","(1c) basic vocational qualification","148","0.350045206859404","0.30137776138329","0.398712652335518"
"Very rare","2009","16-34 y.","(2b) intermediate general qualification","131","0.38473960973252","0.33075329001019","0.438725929454849"
"Very rare","2009","16-34 y.","(2a) intermediate vocational","310","0.377245846542377","0.343846007027723","0.410645686057032"
"Very rare","2009","16-34 y.","(2c_gen) general maturity certificate","195","0.336367840468767","0.297444435858035","0.375291245079499"
"Very rare","2009","16-34 y.","(2c_voc) vocational maturity certificate","106","0.263164981772494","0.218356491186219","0.307973472358769"
"Very rare","2009","16-34 y.","(3a) lower tertiary education","57","0.315767876229085","0.24860568104496","0.38293007141321"
"Very rare","2009","16-34 y.","(3b) higher tertiary education","130","0.392584446706473","0.341858216180262","0.443310677232683"
"Very rare","2009","35-65 y.","(0) in school","","","",""
